[2026-08-19 09:35:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-18
正在获取论文...
[arXiv] 2026-08-18 | Quantum simulation of slow analytic time-dependent Hamiltonians
[ACM] 2026-8-18 | Cooperative Multi-Agent Architectures for Sentiment Classification: Round-Robin and Society of Mind Approaches
[ACM] 2026-8-18 | A Composite Scoring Method for Spoiler Detection in Light Novels
[ACM] 2026-8-18 | Self-Supervised Learning in Recommendation Systems through Latent Variable Energy-Based Model
[IEEE] 2026-8-18 | A Universal Plug-and-Play Edge-AI Platform for Privacy-Preserving Multimodal Healthcare Inference
[IEEE] 2026-8-18 | Study on the Performance of PEM Electrolyzers Under Different Pressure Modes
[IEEE] 2026-8-18 | Systematization of Neural Network-Based Methods for Feature Selection
[IEEE] 2026-8-18 | RL-Driven 3D Clustering of Jscan Architecture with Routing and Area Optimization in Chiplet Sip
[IEEE] 2026-8-18 | Adaptive Multi-Objective Route Planning for Plateau Material Transportation: A Hybrid ACO-PSO Approach with Altitude-Aware Heuristics
[IEEE] 2026-8-18 | Lightweight Supervised Video Anomaly Detection with Frame-Level Extraction on the UCF-Crime Dataset
[IEEE] 2026-8-18 | Engineering A Resilient Education System: Challenges of Technological Dependency
[IEEE] 2026-8-18 | A Double-Branch Convolutional Neural Network Recognition Method for Fractional Vortex Beams under Atmospheric Turbulence
[IEEE] 2026-8-18 | Harnessing AI to Address Learning Disabilities in Primary Education: Opportunities and Challenges
[IEEE] 2026-8-18 | AI and Machine Learning in Risk Management for Financial Institutions
[IEEE] 2026-8-18 | PTSM-Based Inversion of Surface Parameters Through Polarimetric TOPSAR SAOCOM-1 Data
[IEEE] 2026-8-18 | Machine Learning Algorithms for Detecting Anomalies in Financial Statements
[IEEE] 2026-8-18 | Transformer Health Index Prediction with Multiple Regression Machine Learning Models
[IEEE] 2026-8-18 | Long-Term Reliability of Butterfly Multi-Channel Optical Transceivers: Testing and Parameter Analysis
[IEEE] 2026-8-18 | Neuromorphic Edge Computing Architecture for Real-Time Cognitive Signal Processing in Wearables
[IEEE] 2026-8-18 | Emotion-Aware Chord Progression Generation Using Transformer with EEG-Driven Clustering: A Dual-Modality Approach for Personalized Music Composition
[IEEE] 2026-8-18 | Low-Power Audio Codec Design: DSP Perspective on Power-Computing Power Trade-Offs
[IEEE] 2026-8-18 | Research on E-commerce User Behavior Prediction Algorithm Based on Deep Learning
[IEEE] 2026-8-18 | Application of the Attention Mechanism for Gas Demand Forecasting
[IEEE] 2026-8-18 | Adaptive Spatial Load-driven Balancing for Trajectory Stream Indexing in V2X Edge Computing
[IEEE] 2026-8-18 | Research on Color Reproduction and Calibration Methods Based on Colorimetry Principles and Optimization Algorithms
[IEEE] 2026-8-18 | Study on a multi-model framework for refined oil product sales forecasting
[IEEE] 2026-8-18 | Diffusion-Based Robot Trajectory Generation with Dynamic Obstacle Avoidance
[IEEE] 2026-8-18 | An Artificial Intelligence Framework for Multi-Class Identification of Rice Leaf and Crop Diseases
[IEEE] 2026-8-18 | Engineering Innovations in Smart Classrooms: The Role of IOT and Robotics
[IEEE] 2026-8-18 | Decoding Symbolism and Metaphor in Literature with Artificial Intelligence
[IEEE] 2026-8-18 | MADT-Net: A Multi-Scale Attention and Strip Pooling Network for Dual-Task Tongue Diagnosis
[IEEE] 2026-8-18 | Cyber Resilience in Educational Institutions: A Systematic Review and Future Directions
[IEEE] 2026-8-18 | Connectivity On-the-Fly: A Proof of Concept of Resilient Aerial Networking
[IEEE] 2026-8-18 | Future-Ready Curriculum Design: Incorporating AI and M1 in Educational Frameworks
[IEEE] 2026-8-18 | Understanding the Financial Mindset: An Empirical Analysis of Financial Literacy and Investment Behaviour among Working Women in Karnataka
[IEEE] 2026-8-18 | Composite Structural Panel Natural Frequencies Estimation by Fiber Bragg Grating Sensors Network
[IEEE] 2026-8-18 | Hyperspectral Image Classification Method Based on Multi-dimensional Dense Residual Attention Network and Multiple Kernel Learning
共写入 1861 条记录，保存到 papers/paper2026-08-18.json。
论文获取成功，文件路径: papers/paper2026-08-18.json
正在筛选、翻译并发送邮件...
[NO] 1/1861 | Quantum simulation of slow analytic time-dependent Hamiltonians
[NO] 2/1861 | An Emulation Anchored Digital Twin Testbed for Cyberattack and Defense Analysis in Hospital IT OT Environments
[NO] 3/1861 | LLM-Derived Preference Judgments Are Not Self-Consistent
[NO] 4/1861 | Iterative Grasp Pose Refinement: A Deep Reinforcement Learning Approach for 2D Vision
[NO] 5/1861 | Quantized Spin Hall Effect in Three-Dimensional Nodal-Ring Semimetal: Geometric Scaling and Symmetry-Engineered Spin Response
[NO] 6/1861 | On the Probability of Network States with Gaussian Connectivity Functions
[NO] 7/1861 | Irradiation-Induced Spin Bath Evolution and as-Grown Hydrogen Defects in CVD Diamond Revealed by NV-Based DEER Spectroscopy
[NO] 8/1861 | Once Generated, Ranked: End-to-End Generative Slate Recommendation with Unified Semantic-Collaborative IDs
[NO] 9/1861 | Operational thresholds of Bell mixtures with complex X noise
[NO] 10/1861 | Tasty Chocolate Games
[NO] 11/1861 | HarnessRisk: A Lifecycle-Oriented Benchmark for Agent Harness Safety
[NO] 12/1861 | Complex morphology and kinematics at the heart of the very low luminosity object IRAM 04191+1522
[NO] 13/1861 | Communication Reduction via Semantic-Based Encoding in DMPC Using LSTMs
[NO] 14/1861 | Auditing Exposure to Harmful Content on TikTok using Multimodal Language Models: A Cross-National, Age-Stratified Study
[NO] 15/1861 | Parallel single-pixel imaging based on modulation region expansion and overlapping reconstruction
[NO] 16/1861 | Mixed Finite Element Methods for a Dirac Source: Divergence-Form Splitting and L^p Error Analysis
[NO] 17/1861 | No extension of the Quantum Tensor Product admits a Superposition principle
[NO] 18/1861 | Homogenization of a relaxed compressible viscous two-phase fluid model in a domain with very tiny holes
[NO] 19/1861 | Reflex-Guard: A Low-Latency Guardrail for LLM Prompt Safety Using Dense Semantic Embeddings
[NO] 20/1861 | Field deployment of a laser wakefield accelerator for on-site application
[NO] 21/1861 | Code as Representation: A Compilable Parsing Paradigm for Academic Documents
[NO] 22/1861 | Channel2World: A Wireless Foundation Model for RF Environment Representation
[NO] 23/1861 | From Variability to SED Modeling: A Multiwavelength Study of the Neutrino Blazar TXS 0506+056
[NO] 24/1861 | Shape Theory of $\infty$-Topoi: Inverse Limits, Products, and (Co)homology
[NO] 25/1861 | Explainable AI-Powered Framework for Video-Based Skill Assessment in Cataract Surgery
[NO] 26/1861 | Operator-based data embedding for data-driven control of continuous-time systems from noisy data
[NO] 27/1861 | Growth of Altermagnetic α-MnTe Films: Substrate Variation and Surface Modification
[NO] 28/1861 | Conditional-path Monte Carlo for rare stochastic dynamics on networks: Details and derivations
[NO] 29/1861 | Modelling mountains on accreting magnetized neutron stars
[NO] 30/1861 | Engineering of Dual Wavelength, Polarization Selective Metalenses in Silicon Carbide
[NO] 31/1861 | Unconventional Pressure Evolution of Spin-Density-Wave State in La$_{3}$Ni$_{2}$O$_{7}$
[NO] 32/1861 | Agentic Porting, Construction and Initial Verification and Validation of Libraries within the Open Source Unified TRAnsient Multi-Phase Advanced Reactor simulation Kit (Outram Park) Part I: Thermal Hydraulics
[NO] 33/1861 | Predict Before Replay: Joint FEC and Flight Control for Reliable Scale-Up Links
[NO] 34/1861 | SGHA: Evidence-Grounded Research Problem Discovery with Local Language Models
[NO] 35/1861 | Towards Better Agents for Multi-Turn User Interaction: The Next User Turn Is More Than Context
[NO] 36/1861 | KeyPooling: Measuring Where LLM API Relay Paths Collapse Prompt Cache Isolation
[NO] 37/1861 | Modelling s-process chemical clocks: insights from high-precision Kepler data
[NO] 38/1861 | Impact of Upstream Clumpiness on Supernova Remnant Forward Shock Evolution in Molecular Cloud Environments
[NO] 39/1861 | S$^3$AM: A Single-Stream SAM with Reliability-Calibrated Frequency Adapter for Multi-modal Salient Object Detection
[NO] 40/1861 | Propagation phenomena in KPP-bistable periodic patchy environments
[NO] 41/1861 | Absorption-emission quantum repeater using diamond quantum memories
[NO] 42/1861 | Ejecta clumps revealed by study of reverse-shocked ejecta through MUSE integral field spectroscopy of SNR 0509-67.5
[NO] 43/1861 | Finite Time Type I Singularities of the Kähler Ricci Flow
[NO] 44/1861 | EATR-Stereo: Embodiment-Aware Routing of Paired Stereo Evidence for Humanoid Vision-Language-Action Control
[NO] 45/1861 | FESC: Remodeling Long-Context Private Inference with Encrypted State-Space Models
[NO] 46/1861 | The Long-Term Effects of British and French Colonization in Africa on Trust in Traditional Leaders
[NO] 47/1861 | Task-Aware Harness Provisioning for LLM Agents in Mission-Critical Infrastructure Operations
[NO] 48/1861 | SemComp-Bench: Benchmarking Semantic Task Completion in Video Generation
[NO] 49/1861 | Fiber Nonlinearity Compensation of Coherent Signals Using Deep Photonic Reservoir Computer
[NO] 50/1861 | Bi-Layer Ant Colony Optimization for Multi-Robot Task Allocation and Routing in Delivery Applications
[NO] 51/1861 | Motivic nearby functors on perverse Nori motives
[NO] 52/1861 | A higher-derivative model predicts a smoothness vs duration relationship in head-pointing movements
[NO] 53/1861 | The Zonotopic Mixture Filter
[NO] 54/1861 | Suslin's cancellation conjecture on smooth real affine varieties with few real points
[NO] 55/1861 | VisDocAgentBench: Benchmarking Agents for Visually Rich Document Retrieval
[NO] 56/1861 | CFB-GBM v2.0: An Augmented Longitudinal Dataset for Multi-Modal Glioblastoma Segmentation, Radiomics, and RANO Progression Tracking
[NO] 57/1861 | Area-Preserving Parameterization: Variational Principle, Gradient Flow, and Discrete Approximation
[NO] 58/1861 | A note on definable endomorphisms of ordered abelian groups
[NO] 59/1861 | Limiting eigenvalue distribution and entropy of multi-Toeplitz matrices
[NO] 60/1861 | Graph-Adaptive Horseshoe for Compositional Regression
[NO] 61/1861 | Rerootable Hypertree Decompositions
[NO] 62/1861 | Efficient Resource Optimization for Split Federated Learning
[NO] 63/1861 | Duality-Based $\textit{A Posteriori}$ Error Identities for Subgradient Flows Based on the Brézis-Ekeland-Nayroles Principle
[NO] 64/1861 | Investigation of the Asymptotic Properties of Active Impedance in Large Finite Array Antennas
[NO] 65/1861 | Encoded but Not Actionable: Auditing the Decode-Generate-Steer Gap in Frozen LLMs for Geometric Constraints
[NO] 66/1861 | Elliptic spin Ruijsenaars-Schneider integrable models from 5d $\mathcal{N}=1$ gauge theories
[NO] 67/1861 | Leveraging Association Context Retrieval in Knowledge Edit- ing to Build White-Box Attacks on LLMs
[NO] 68/1861 | Variational r-Adaptive Cloth Simulation
[NO] 69/1861 | MotoSafety: Edge-AI with Learned Temporal Importance for Two-Wheeler Collision Risk Assessment Under Time Pressure
[NO] 70/1861 | Witt rings, Pfister forms, and equivariant birational geometry
[NO] 71/1861 | Effector-Centric NMPC of Tiltable-Multirotors for Offset-Free Omnidirectional Aerial Manipulation
[NO] 72/1861 | Second-pole wall periods for Witten zeta functions in the classical families
[NO] 73/1861 | Self-Consistent Adjoint Policy Iteration for Constrained Dynamic Portfolio Choice
[NO] 74/1861 | Threat Aware Task Offloading and Caching for Secure UAV Assisted Vehicular Consumer Electronics
[NO] 75/1861 | Deformations and homotopy theory of Rota-Baxter Lie algebras
[NO] 76/1861 | Polarization-Dependent Raman Selection Rules in Sb$_2$S$_3$ from First Principles and Experiment
[NO] 77/1861 | Preference Is Not Intervention: The Structure and Stability Boundaries of Reader-Specific Evidence Utility
[NO] 78/1861 | Strict Monotonicity of Numerical Invariants for the Submodules $[(z-w)^k]$ in $H^2(\mathbb D^2)$
[NO] 79/1861 | Entropy mapping under uniaxial pressure utilizing the elastocaloric effect
[NO] 80/1861 | Electromagnetic World Model for 6G: A Unified Framework for Joint Environment Reconstruction and Channel Prediction
[NO] 81/1861 | Stationary periodic solutions for nonlinear Dirac equations with non-coercive nonlinearity II: splitting
[NO] 82/1861 | Rheology and Dynamic Arrest in Colloidal Depletion Gels Mediated by Surface Brush Density
[NO] 83/1861 | Study of Existence and Stability of Fixed Points of Hypotenuse Contracting Mappings with Applications to Parabolic PDE
[NO] 84/1861 | Advancing Inclusivity in Cybersecurity Education: Integrating Intersectionality to Enhance Student Engagement in Australian Higher Education Curriculums Strategies, Barriers, and Future Directions
[NO] 85/1861 | Depth and Krull dimension of Binomial edge ideals
[NO] 86/1861 | On the Expressive Power of the Transverse-Field Ising Model for Graph Learning
[NO] 87/1861 | A strongly compact cardinal yields a left and right coherent ring with $\mathcal{PGF}(R)\subsetneq\mathcal{GP}(R)$
[NO] 88/1861 | A $5/8$ Lower Bound on the Banach-Mazur Distance to the Cross-Polytope
[NO] 89/1861 | Active learning molecular beam epitaxy of complex quantum materials
[NO] 90/1861 | The Roman Coronagraph Community Participation Program: Using the Zernike wavefront sensor for a full characterisation of the Roman Space Telescope and the Coronagraph Instrument
[NO] 91/1861 | Offline Multi-Agent Reinforcement Learning with a Physics-Informed World Model for Cooperative Mixed Traffic Control
[NO] 92/1861 | Vacancy-Driven Electronic Reconstruction in Monolayer PtSe$_2$: Formation Thermodynamics and Charge States
[NO] 93/1861 | Communicating Credit Risk with Large Language Models: Evaluation of Explanations from Standard and Alternative Data-Based Models
[NO] 94/1861 | Newton Support Functions and Metric Completion of Singular Conformal Metrics at Corners
[NO] 95/1861 | A Leakage-Proof Benchmark and Conformal Selective Triage for Electrohysterogram-Based Preterm Birth Prediction
[NO] 96/1861 | Big categorification on towers of classical groups and wreath product groups
[NO] 97/1861 | Neutron Interferometers from Stacked Holographic Photopolymer Gratings
[NO] 98/1861 | Influence of the ectonic emission mechanism on the collisionless expansion of a multicomponent cathode plasma
[NO] 99/1861 | On the p-adic Wirsing problem
[NO] 100/1861 | Statistical Characterization and Block-EM Estimation of Frequency-Domain NSI for OFDM Systems in Bursty Impulsive Noise
[NO] 101/1861 | Precise Measurement of $δ$ at LBNE Using Only The Neutrino Sector
[NO] 102/1861 | A Characterization of Measures of Concordance of Degree Two
[NO] 103/1861 | On Robust Alpha-Damping Viscous Scheme
[NO] 104/1861 | Quantum sensors that compute: quantum computational magnetic-field sensing using a superconducting qubit
[NO] 105/1861 | To Remove or Not to Remove Clouds: A Comparative Analysis and Fusion of Raw SAR and Synthetic NDWI for Overcast Water Segmentation
[NO] 106/1861 | Quantized Volume Comparison for Fano Manifolds, II
[NO] 107/1861 | Leveraging generative hallucination and biophysics-informed modeling for unified biomolecular sequence-structure co-design
[NO] 108/1861 | PTXBench: Benchmark and Adapt LLMs for GPU Kernel Optimization with Architecture-specific PTX
[NO] 109/1861 | Ostrogradsky's Theorem is Incompatible with Background Independence in Quantum Gravity
[NO] 110/1861 | The Roman Coronagraph Community Participation Program: early calibration plan and pilot observation of a companion
[NO] 111/1861 | MoFE: A Novel Mixture-of-Experts Framework with Fourier Neural Operators for Cryptocurrency Forecasting
[NO] 112/1861 | LLM-Only PDDL Domain Repair with Open-Weight Models
[NO] 113/1861 | Entropy-type traces and moment expansions for the sine-kernel time-band limiting operator
[NO] 114/1861 | TileMix: Tile-Centric Mixed-Precision Attention for LLM Inference Acceleration
[NO] 115/1861 | Beyond Legal Spacing: A Residual-Aware Characterization of Entangling-Zone Spacing in Neutral-Atom Compilation
[NO] 116/1861 | Reconfiguration-Complete Motion Primitives with Constructive Planning for Deformable Planar Modular Robots
[NO] 117/1861 | The Distance Spectrum Does Not Determine Bipartiteness
[NO] 118/1861 | Lepton flavor violating decays $l_j \rightarrow l_iγ$ in the $U(1)_X$VLFM
[NO] 119/1861 | LiveHouse-TS: An Open-world Living Benchmark for Time Series Foundation Models
[NO] 120/1861 | Beyond MSE: Rethinking the Evaluation Metric and Benchmarking for Irregular Time Series Forecasting
[NO] 121/1861 | When Agents Act on Web3: An Attack-Surface Survey of MCP, Skills, and Tool Calling
[NO] 122/1861 | Bayesian Signaling and Entry Decisions under Uncertain Market Conditions
[NO] 123/1861 | Task-Based Evaluation of Raw Radar Data Compression: A Pre-Registered Study of Where Classical Codecs Fail to Preserve Target Detection, and Why
[NO] 124/1861 | A transfer principle for Steklov eigenvalue estimates of graphs
[NO] 125/1861 | Mirror Polyak and a Primal-Dual Lifting
[NO] 126/1861 | ADAPTD: Adaptive Detection and Proactive Threat Defense for Autonomous APT attacks
[NO] 127/1861 | Low-Depth and Noise-Resilient Quantum State Preparation for Partial Differential Equations via Virtual Rz
[NO] 128/1861 | Assessing Collision Probability in Low-Thrust Deorbit
[NO] 129/1861 | Small Cancellation Stability and Isomorphism Rigidity for Generic Finitely Presented Groups
[NO] 130/1861 | Structural Plan-to-Model Conversion with Deterministic Geometry and Guarded Agentic Vision-Language Refinement
[NO] 131/1861 | COMIC: Reference-Aware Safety Gating for Multimodal Large Language Models
[NO] 132/1861 | Delta2Gamma: Band-Wise Adaptive Contrastive Learning of EEG for Alzheimer's Disease Detection
[NO] 133/1861 | Dynamical protection of quantum steering and fidelity dynamics in double Jaynes-Cummings model
[NO] 134/1861 | Analytic Continuation of Conformal Integrals in Momentum Space
[NO] 135/1861 | Multi-Agent AI System for Radiology Report Structuring and Quality Assurance with Independent Radiologist Evaluation
[NO] 136/1861 | EDITBRIDGE: Towards Faithful and Efficient Ultra-High-Resolution Image Editing
[NO] 137/1861 | Counterexamples to Sato's Weak F-Equivalence Conjecture and a Gorenstein Refinement
[NO] 138/1861 | The instantaneous mass accretion rate of novae in quiescence: - an archival ultraviolet optical spectral analysis
[NO] 139/1861 | Imprints of Mass Accretion History on Galaxy Cluster Morphology
[NO] 140/1861 | Chain-of-Experience for Continual LLM Improvement
[NO] 141/1861 | Critical behavior and crossover scaling in the Light-Heavy model
[NO] 142/1861 | A Denotational Semantics for Synchronized Regular Expressions (extended version)
[NO] 143/1861 | Obstructions to intrinsic perturbation for $A$-hypergeometric series
[NO] 144/1861 | Conservation of Pseudoangular Momentum in the Radiative Emission and Optical Excitation of Valley-Polarized Surface Lattice Resonances
[NO] 145/1861 | Physics-Informed Learning of Probabilistic Gegenbauer Reconstruction for Transport-Dominated Problems
[NO] 146/1861 | Transporting Trial Evidence Under Posterior Drift and Possible Hidden Confounding
[NO] 147/1861 | AViTS: Adaptive Spatiotemporal Token Selection for Efficient Dynamic-Resolution Generation
[NO] 148/1861 | Generalized multivariate Fractal Interpolation Function and $α$-Fractal Function
[NO] 149/1861 | The Roman Coronagraph Community Participation Program: data reduction pipeline astrometric calibration
[NO] 150/1861 | When Writing Style Drifts: Benchmarking Authorship Verification under Distribution Shifts in Genre, Time and the AI-Era
[NO] 151/1861 | Volume Growth under Positive Intermediate Curvature and a Ricci Lower Bound
[NO] 152/1861 | Colour Blinded by the Noise
[NO] 153/1861 | Target Speaker Identification: A Low-Latency Streaming Pipeline
[NO] 154/1861 | Evaluating and improving crop-yield forecasting methods during extreme drought
[NO] 155/1861 | Quo Vadis? Scientific Discovery in the Age of Artificial Intelligence
[NO] 156/1861 | Hamiltonian dynamics for sampling on discrete spaces
[NO] 157/1861 | Mathematical modelling of immune persistence and relapse pathways in CAR T-cell therapy for B-ALL
[NO] 158/1861 | Gravitational Compton scattering at the fifth post-Minkowskian order
[NO] 159/1861 | Cross-Domain Generalization in Machine Unlearning via Label-Conditioned Energy Magnitude Regularization
[NO] 160/1861 | Efficient RLVR Scheduling via Graph-Structured Online Difficulty Estimation
[NO] 161/1861 | Beyond Instrument Motion: Recognizing Tissue Tension Toward Surgical Skill Assessment
[NO] 162/1861 | Collective Counterfactual Planning: Coordination, Consent, and Verification under Representational Constraints
[NO] 163/1861 | PerFact: Perception-Derived Fact Prompting for 3D Brain MRI Report Generation
[NO] 164/1861 | Vera C. Rubin LSST Synthetic Magnitudes derived from Gaia XP Spectra
[NO] 165/1861 | Hydrodynamics modeling of the water snow line in young protoplanetary disks with dust-size-dependent opacities
[NO] 166/1861 | Properties and applications of Lorentz--Muckenhoupt classes
[NO] 167/1861 | Gauge-constrained Spinon Complexes Near Deconfined Quantum Criticality
[NO] 168/1861 | Ribet bimodules and principally polarized superspecial abelian varieties with quaternion action
[NO] 169/1861 | A dimension-free weak-type $(1,1)$ bound for the vector Riesz transform on $\mathbb{R}^n$
[NO] 170/1861 | Body-of-Revolution Finite-Element Model of Plasmon-Enhanced Fluorescence
[NO] 171/1861 | Simplicial Volume and Scalar Curvature on Closed Kähler Surfaces
[NO] 172/1861 | An axion constraint from the diffuse supernova neutrino background indicated by Super-Kamiokande
[NO] 173/1861 | Cohomology for solutions of polygon equations
[NO] 174/1861 | Absence of nontrivial local conserved quantities in a class of $U(1)$-symmetric spin-1 chains
[NO] 175/1861 | Pulsed to continuous-wave quantum dot cavity-QED
[NO] 176/1861 | Quantifying Measurement Objectivity: A Retrodictive Approach
[NO] 177/1861 | Symmetric Differentials on K3 Surfaces
[NO] 178/1861 | The Last Mile of Deepfake Speech Detection: An Industry-Academia Experience Report
[NO] 179/1861 | CryptDough: A Unified Analytics Engine for Secure Multiparty Computation
[NO] 180/1861 | Effects of Answer Format Variation on Gender Bias in Large Language Models
[NO] 181/1861 | Dressed magnon dynamics in a Bose-Hubbard bath: retardation, pairing, entanglement and two-magnon scattering
[NO] 182/1861 | Policy Iteration for Linear-Quadratic Stochastic Differential Games with State- and Control-Dependent Noise
[NO] 183/1861 | Infinite-Horizon Inverse Linear-Quadratic Differential Games with State- and Control-Dependent Noise
[NO] 184/1861 | OOD Detection for EEG-based Machine Learning in High-Risk Environments
[NO] 185/1861 | Modified Bryson-Frazier Smoothing and Hyperparameter Learning for Temporal Gaussian Process Regression
[NO] 186/1861 | When AI Designs AI: Innovation or Imitation?
[NO] 187/1861 | Intra-atomic magnetic octupoles and their coupling to cluster magnetic octupoles in Chiral antiferromagnets Mn$_3$Sn
[NO] 188/1861 | Heat capacity as a marker for shape and jamming transitions in active systems
[NO] 189/1861 | Gravity and Matter from Soldered Chiral Superconnections
[NO] 190/1861 | A Residual Learning Approach for Unsteady Aerodynamic Load Prediction
[NO] 191/1861 | Abstract Simulation of Reaction Networks
[NO] 192/1861 | Thompson's Conjecture for Finite Simple Groups of Lie Type over Small Fields
[NO] 193/1861 | Exact and Heuristic Methods for $Γ$-Robust Min-Max Problems
[NO] 194/1861 | 3D simulations of magnetospheric accretion in T Tauri stars: I. Disk truncation, stellar torques, and application to observations
[NO] 195/1861 | Idealizing Useful Fictions in Omega Grounded Arithmetic
[NO] 196/1861 | A solid-state theory for dense cylindrical packings of balls
[NO] 197/1861 | Simulation tools for realistic high-order wavefront correction with the Roman Coronagraph
[NO] 198/1861 | Symbolic Regression for Interpretable Emulation of Proton Collective Flow in Intermediate-Energy Heavy-Ion Collisions
[NO] 199/1861 | Towards Rapid Prototyping of Spray Injectors: A Regime-Agnostic Neural Operator Surrogate for Gas-Liquid Interface Evolution
[NO] 200/1861 | Machine learning assisted Bayesian calibration of an accelerator digital twin from orbit response data
[NO] 201/1861 | Interpretable Humans, Alien LLMs: Expert Analysis of Latent Structures in Assessment Responses
[NO] 202/1861 | A geometric reformulation of the bilevel parameter optimization problem to a single level non-linear programming problem with applications to phase equilibria
[NO] 203/1861 | Scale Matters: Adaptive Granularity Selection for Cross-Species 3D Plant Organ Segmentation
[NO] 204/1861 | Fourth-Moment Geometry of Rademacher Sums
[NO] 205/1861 | StartupBench: Benchmarking General-Purpose Agents on Market-Validated End-to-End Workflows
[NO] 206/1861 | The Calderón problem for the infinity Laplacian with large affine boundary data
[YES] 207/1861 | Diff-DDoS: Realistic Cyber-Physical Attack Synthesis and Robust Detection for 5G-Enabled CPS Using Tabular Diffusion Models
[NO] 208/1861 | Interference Engineering for Quantum Imaginary-Time Evolution through Multiple Energy Shifts
[NO] 209/1861 | Optimal W-infinity Control of Prandtl-Ishlinskii Hysteresis Model via Weak Derivatives
[NO] 210/1861 | Anthropogenic Heat in Urban Climate Systems: Forcing, Sensitivity, and Feedback
[NO] 211/1861 | Resource Extraction from a Stochastic Population with Harvesting Quotas
[NO] 212/1861 | Training-Free Human-in-the-Loop Anomaly Detection via Memory Bank Correction
[NO] 213/1861 | Efficient Fuzzy PSI under One-Sided Assumptions
[NO] 214/1861 | Application of the Shape Design Method to Hidden Regularity of Degenerate Hyperbolic Equations with Degenerate Boundary
[NO] 215/1861 | Symmetric spaces over a finite ring
[NO] 216/1861 | Learnware for CSI Feedback: Scene-specific Small Models Can Do Big
[NO] 217/1861 | A (Purely) Graph-Theoretic Approach to Synchronization of Nonlinear Dynamical Networks
[NO] 218/1861 | MAGPIE-Net: Predicting short-duration heavy-rainfall events in station neighborhoods from multitemporal FY-4A AGRI observations
[NO] 219/1861 | Bridging ambient- and high-pressure superconductivity in La$_2$LnNi$_2$O$_7$ films
[NO] 220/1861 | Thinking in a Low-Resource Language: What SFT Builds, What RL Fixes, What Accuracy Cannot See
[NO] 221/1861 | eROSITA cosmology with galaxy groups: hot gas budget out to the virial radius
[NO] 222/1861 | An asymptotic solution to the Erdős four-edge intersection problem
[NO] 223/1861 | M-QAM MIMO Maximum-Likelihood Detection with QAOA: ML-Rate Offline Angle Design and Correlated Infinite-Size Spin-Glass Models
[NO] 224/1861 | Monitoring Pasture Restoration from Satellite Image Time Series: Caveats and Opportunities
[NO] 225/1861 | A Unified Quermassintegral Approach to Quasilinear Heat Dispersion and Loss
[NO] 226/1861 | Mixture-of-Expert Blocks Contain Strong Hallucination Detection Signals
[NO] 227/1861 | Auditing Self-Evolution in Financial Agents: Capability Gains, Security Drift, and Execution-Interface Mismatch
[NO] 228/1861 | Representations of twisted quantum affine algebras
[NO] 229/1861 | A Semi-Analytical Theory for Improved Orbit Design of the GARATÉA-L
[NO] 230/1861 | Vacuum Polarization in Quantum-Corrected and Effective Black Hole Geometries: a High Performance Approach
[NO] 231/1861 | GraphWake: Group Polarization via Memory-Mediated Polarization Cascade in LLM-Agent Communities
[NO] 232/1861 | An improved lower bound for Bloch's constant
[NO] 233/1861 | MobileWorldSafety: Benchmarking GUI Agent Safety Against Environmental Injection Attacks in Android Apps
[NO] 234/1861 | Noisy group neurons with synchronous resetting for high-performance spiking neural networks
[NO] 235/1861 | Scale Partitioning by Incremental Nested Entropy: A Measure-Oriented Theory of Multiscale Structure
[NO] 236/1861 | Maximum Flow Without the Outer IPM
[NO] 237/1861 | Fresnel diffraction imaging of surface nanostructure using coherent resonant X-ray scattering
[NO] 238/1861 | Exact certification of a positive-order Rényi additivity violation for an explicit channel pair
[NO] 239/1861 | On the Pseudo-Mixing of Kac's Walk
[NO] 240/1861 | Machine Learning-Assisted Analysis and Inverse Design of Prism-Based Surface Plasmon Resonance Sensors
[NO] 241/1861 | Invariant chains of graphs
[NO] 242/1861 | Repetition as Reinforcement: Enhancing Sample Efficiency via Instant Episode Repetition in Reinforcement Learning
[NO] 243/1861 | Inductively Scalable, Single-Step Neural Surrogates for Wave-Scattering Inverse Problems
[NO] 244/1861 | Temporally Distinguishing Photocatalytic Dynamics
[NO] 245/1861 | Learning latent progression states from spatial heterogeneity in uterine histopathology
[NO] 246/1861 | SPACE: Sample-cloud Predictive Adaptive Conformal Ellipsoids for Multivariate Time-Series Forecasting
[NO] 247/1861 | LLMs for Medical Consultation Are Evaluated Too Late: The Preformulation Gap
[NO] 248/1861 | Extremal graphs for a conjecture on the square energy of graphs
[NO] 249/1861 | MS-MFAD : Multimodal large language models for Face Anti-spoofing Detection
[NO] 250/1861 | Sharp $p$-Capacity Estimates via Quermassintegrals in Hyperbolic Space
[NO] 251/1861 | Spontaneous symmetry-breaking in equilibrium tree-packing configurations of a kinetically constrained cubic-lattice system
[NO] 252/1861 | Chi-Squared Geometry for Robust Finite-Blocklength Information and Dispersion Analysis
[YES] 253/1861 | NeuroAbs: A Neuro-Symbolic RTL Abstraction Framework for Property Checking Acceleration
[NO] 254/1861 | High-dimensional discrete 1-symmetric convex bodies and dimension-free estimates for maximal functions
[NO] 255/1861 | Sudden emergence of a low-frequency hard X-ray lag in the Seyfert 1 galaxy Mrk 1044
