[2026-07-31 11:29:59] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-30
正在获取论文...
[arXiv] 2026-07-30 | Diversifying Personalized Research Ideation against AI-Induced Homogenization
[NO] 265/2000 | A CPU+DCU Heterogeneous Parallel Framework for Post-Processing Reconstruction in Quantum Circuit Cutting
[NO] 266/2000 | Shapes from Examples: Foundations of Shape Learning in Recursive SHACL
[NO] 267/2000 | Feminist voices, partisan networks: gender and political communication by MEPs on social media
[NO] 268/2000 | Design of a Quantum Error Correction Decoder Exploiting Temporal Parallelism
[NO] 269/2000 | Harnessing the Potential of Optimizing Data Mixtures via Bayesian Domain Reweighting
[NO] 270/2000 | The Case for Vibe Modeling: A Missing Step in AI-Based Trustworthy Software Development
[NO] 271/2000 | Configuration crossing, shape evolution, and odd-proton polarization in yttrium isotopes
[NO] 272/2000 | OptGraph: Large Language Models Enhanced Evolutionary Optimization Via Graph Retrieval-Augmented Generation
[NO] 273/2000 | Exact Action Values Are Not Enough: Rollout-Verified Reinforcement Fine-Tuning of a Reasoning Model for Multi-Zone VAV Control
[NO] 274/2000 | Data-Driven Formal Methods for Complex Dynamical Systems: A Survey
[NO] 275/2000 | A comparative analysis of automated techniques for security bug report identification
[NO] 276/2000 | Dynamic Spectral Filtering for Temporal Graph Learning: Learning Evolving Propagation Operators
[NO] 277/2000 | Foldy--Wouthuysen Transformation of the Generalized Dirac Equation in Symmetric Teleparallel Gravity
[NO] 278/2000 | The eROSITA X-ray luminosity function of active galactic nuclei
[NO] 279/2000 | Oxygen Sensing Without Organic Molecules: Mixed-phase TiO2 as Cost-effective Ultrasensitive Optical Sensors
[NO] 280/2000 | DECODE: Tackling Representation and Decision Degradation in Continual AI-Generated Image Detection
[NO] 281/2000 | Learning to Understand Body Language from Flight through Robust 3D Avatar Placing
[NO] 282/2000 | Benchmarking Foundation and Large Language Models for Few-Shot Medical Image Segmentation
[NO] 283/2000 | FinanceHarness: Autonomous Financial Deep Research Framework
[NO] 284/2000 | On the Strong Structural Controllability of Matrix-Weighted Networks
[NO] 285/2000 | FeatFix: Reuse What You Verify through Local Exact-Feature Correction for Faster Cached Diffusion Inference
[NO] 286/2000 | Local Stochastic Rough Volatility: Pathwise Filtering and the Conditional Density Equation
[NO] 287/2000 | Tidal Love numbers of multi-state Boson stars
[NO] 288/2000 | Polynomial maps which are not good for nice recurrence and applications
[NO] 289/2000 | Inter-Area Oscillation Damping in Data-Center-Integrated Power Systems
[NO] 290/2000 | Photon-calibrated event-activity bias and subcollision geometry in d+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV with PYTHIA 8 Angantyr
[NO] 291/2000 | Using Large Language Models for Idea Generation in Innovation
[NO] 292/2000 | Coaxial Gyromagnetic Nonlinear Transmission Line with a Slow-Wave Structure: 2D/3D FDTD Modeling
[NO] 293/2000 | Lucky or Good? Outcome Noise, Effective Sample Size, and the Attribution of Skill
[NO] 294/2000 | Setting the Stage: The Early History of the Solar System
[NO] 295/2000 | Towards Best Practices for Covariate Adjustment in Regulatory Trials: From Fixed to Data-Adaptive Approaches
[NO] 296/2000 | From Grothendieck cofibrations to factorization systems: a formal 2-monadic account
[NO] 297/2000 | An Asymptotic Bound for Non-covering Congruence Systems over Fq[x]
[NO] 298/2000 | Strategy, Not Payoffs: A Behavioural Embedding of Normal-Form Games
[NO] 299/2000 | Fairness Pruning: Locating Demographic Bias in GLU-MLP Layers via Differential Activations
[NO] 300/2000 | One Human, $N$ Agents: Audit-Budget Allocation for LLM Agent Fleets under Miscalibrated, Correlated Confidence
[NO] 301/2000 | GGI Lectures on Large-Scale Structure Perturbation Theory (Effective Field Theory)
[NO] 302/2000 | ObjectStream: Latent Objects as Memory Anchors for Streaming Video Understanding
[NO] 303/2000 | Charge-to-spin conversion in epitaxial and polycrystalline Bi and Bi/Ag layers
[NO] 304/2000 | Large-Time-Step Operation in a Volume Integral Equation for Dielectric Scattering
[NO] 305/2000 | Beyond Geometric Complementarity: Coherent Overlap in Sparse Mixture-of-Experts Routing
[NO] 306/2000 | Variational Formulation of a Hybrid Kinetic and Gyrokinetic Model for Astrophysical and Laboratory Plasmas
[NO] 307/2000 | Finding Regions of Maximum Circularity in Plane Geometric Graphs
[NO] 308/2000 | The Turán number of the Cartesian product of trees via star-flip
[NO] 309/2000 | CACHE-UK: A Stability-Aware Memory Editor for Sequentially Updated Quantized LLMs in Finance
[NO] 310/2000 | Logarithmic Lefschetz fixed point formulae and resonant boundary indices
[NO] 311/2000 | Adaptive Demand-Driven Energy Management of PCM-Integrated District Heating Systems: Operational Flexibility and Techno-Economic Assessment
[NO] 312/2000 | Synchronization, Kinematic Waves and Spike-Phase-Separation in Feedback Ising Neural Networks on Heterogeneous Graphs
[NO] 313/2000 | Theia: Large-Scale Multimodal Captioning and Automated Validation of the Incidents1M Dataset for Data-Free Distillation
[NO] 314/2000 | LLM-Guided Evolutionary Search for Constraint Model Reformulation to Improve Solver Efficiency
[NO] 315/2000 | Unveiling Amplitude Distributions via the Ordinal Language of Random Walks
[NO] 316/2000 | TopoFormer: Topology Meets Attention for Graph Learning
[NO] 317/2000 | Space2Ground 2.0: A Multi-Source Dataset and Framework for Agricultural Monitoring through Fusion of Street-Level and Satellite Imagery
[NO] 318/2000 | Approximation by Kantorovich-type operators in general Banach spaces
[NO] 319/2000 | Agentic Metaverse Services: A New As-a-Service Paradigm
[NO] 320/2000 | The structure of iterated Hopf Ore extensions
[NO] 321/2000 | FaithEyes: Towards Faithful Tool Use via Multi-Agent Process-Image Verification
[NO] 322/2000 | Observing the Relationship between QoS Unpredictability, Prediction Error, and User Activity in a Remote Desktop Service
[NO] 323/2000 | Almost stochastic dominance via optimal transport
[NO] 324/2000 | AI-based scoring systematically underestimates conceptual understanding of linguistically weak students' explanations in physics
[NO] 325/2000 | Transcendental Hilbert-Kunz Multiplicities
[NO] 326/2000 | Purifications for Convex Cones
[NO] 327/2000 | Calibrated uncertainty for wide-angle crustal models: how firmly is the Dharwar Craton Moho actually constrained?
[NO] 328/2000 | UniCross: Unified Cross-Skill Dexterous Manipulation Synthesis
[NO] 329/2000 | The Follow-the-Leader scheme with non-monotone velocity
[NO] 330/2000 | AgenticASR: Refining Speech Recognition in Real-World Scenarios via an Agentic Approach
[NO] 331/2000 | From Exponential to Gaussian Tails: Fractal Wavefront Scaling and the $κ$-Weibull Distribution at Phase Transitions
[NO] 332/2000 | Piggybacking on Perception: Stealthy Concurrent Audio Prompt Injections against Multimodal LLM Agents
[NO] 333/2000 | On the weight distribution bound for the negative eigenvalue of polar collinearity graphs
[NO] 334/2000 | Interior zeros of supersymmetric indices
[NO] 335/2000 | Nonfundamentalness or missing information ? Evidence from causal-noncausal VARs in macro-finance
[NO] 336/2000 | Rethinking LLM-Judged Helpfulness as a Pedagogy Signal: A Pre-Registered Audit Across Tutor Models
[NO] 337/2000 | FinSMART: Financial Sentiment Analysis for Algorithmic Trading through Market-Aligned Reinforcement Learning
[NO] 338/2000 | $Π^0_4$ conservation of a Carlson-Simpson lemma for 1-variable words
[NO] 339/2000 | When Linear RUL Labels Disagree with Vibration Degradation: A Stage-Aware Target and Dual-Scale Predictor Evaluated on XJTU-SY and IMS
[NO] 340/2000 | Classification of Simple Cuspidal Modules over Nongraded Witt Lie Algebras
[NO] 341/2000 | On convolved weight matrices and local solvability with controlled loss of regularity
[NO] 342/2000 | MIND: Lightweight and Effective Memory Injection Defense for LLM Agents via Intent-Aware Information Bottleneck
[NO] 343/2000 | Magnetic Field Stratification in Active-Region Plage from Ca II K and Ca II 8542 Å Spectropolarimetry
[NO] 344/2000 | The Volans-Carina association An X-ray Bridge Between Younger and Older Stellar Populations
[NO] 345/2000 | Approximate Dual Separation for the Cluster LP: a 1.387 approximation for Correlation Clustering
[NO] 346/2000 | Tidal Disruption Events with the SKA
[NO] 347/2000 | Endo-NeRF++: Uncertainty-Aware Neural Rendering with Multi-Resolution Hash Encoding for Dynamic Surgical Scene Reconstruction
[NO] 348/2000 | STEREODISCO: Discovering Stereotypicality in LLMs
[NO] 349/2000 | Earthquake Detection Using Benford's Law
[NO] 350/2000 | Partial vision leads to an unexpected emergent collective behavior in active aligning particles
[NO] 351/2000 | Selfnormalization for relevant inference with supremum-type statistics
[NO] 352/2000 | SPFM-Net: Semantic-Prior-Guided Frequency-Constrained Mamba for Invisible Watermark Attack
[NO] 353/2000 | A Varifold-Based Score for Decoupling Deformations in Shape Analysis
[NO] 354/2000 | Short Cycles Decide P-versus-NPC Status ofHamiltonicity on Bisplit Graphs
[NO] 355/2000 | Revisiting Predictive Process Monitoring in the Age of Foundation Models: A Comparative Study of Sequence, Tabular, and LLM Approaches
[NO] 356/2000 | A Unified Discrete Gradient-SAV Framework for Structure-Preserving Integration
[NO] 357/2000 | Green Cell-Free Massive MIMO for ISAC: Joint Cloud, Fronthaul and Radio Resource Allocation
[NO] 358/2000 | Resource-efficient quantum-selected configuration interaction for molecular properties
[NO] 359/2000 | Beyond the Best Teacher: Expanding and Compressing the Reasoning Solution Manifold
[NO] 360/2000 | Accretion Burst Crystallizes Silicates in a Planet-Forming Disk
[NO] 361/2000 | DS@GT ARC at ImageCLEFmedical 2026: Architectural Diversity for Concept Detection and Foundation-Model Scaling for Caption Prediction in Medical Image Analysis
[NO] 362/2000 | Cocktail-Talker: Multi-Speaker Dialog Modeling in Noisy Social Environments with Turn Action GRPO
[NO] 363/2000 | Families of curves separating points
[NO] 364/2000 | Non-reciprocity drives a Brownian dimer out of equilibrium
[NO] 365/2000 | A comparison of two constructions for dynamical corrections to Wald entropy
[NO] 366/2000 | Baikal: Structured Search for Deep Research over Data Lakes
[NO] 367/2000 | The primitive equations on curved surfaces
[NO] 368/2000 | Asymptotic bias of the plug-in Shannon entropy estimator under a regularly varying occupancy model
[NO] 369/2000 | Multi-mode fiber enabled multi-wavelength optical trapping and dynamic manipulation
[NO] 370/2000 | Write-Safe Flow Field Mapping under Ambiguous Onboard Sensing and Localization Drift
[NO] 371/2000 | Constrained thermodynamics and geodesic observables of an effective non-commutative Kerr-like black hole
[NO] 372/2000 | LightRot: A Light-Weighted Rotation Scheme and Architecture for Accurate Low-Bit Large Language Model Inference
[NO] 373/2000 | Schur Eisenstein series and Schur MacMahon series
[NO] 374/2000 | Evaluating Algorithm-Assisted Human Decision-Making Over Repeated Algorithm Exposure: Recommendations for Effect Estimands and Experimental Design
[NO] 375/2000 | GyRot: Leveraging Hidden Synergy between Rotation and Fine-grained Group Quantization for Low-bit LLM Inference
[NO] 376/2000 | On Graph-Informed Distance Metrics for Comparing Graph Partitions
[NO] 377/2000 | Rehearse: Stepping Back from the Confidence Cliff in Self-Improving Autoresearch
[NO] 378/2000 | The X-ray-Weak Tail of the Quasar Population: Physical Properties and Redshift Evolution of Variability-Selected AGN in eFEDS
[NO] 379/2000 | Centralizer Excess as an Obstruction to Carlson's Depth Conjecture
[NO] 380/2000 | JigShape: Evaluating Visual-Geometric Reasoning in VLMs through Jigsaw Puzzles
[NO] 381/2000 | Proof of Concept Measurements of Laterally Graded Multilayers for Soft X-ray Spectropolarimetry
[NO] 382/2000 | Harness-G: A Graph-Structured Harness for Search Agents
[NO] 383/2000 | Real-Time Hard Peak Age-of-Information Safety with No-Regret Learning
[NO] 384/2000 | Kalman Meets Curriculum: Efficient Dynamic Prompt Selection for Adaptive RL Finetuning
[NO] 385/2000 | Anisotropic Tensile Strength and Fracture Mechanism of $θ$-TaN: A Machine-Learning Potential Molecular Dynamics Study
[NO] 386/2000 | Scalable Graph Coreset Selection via Greedy Sampling
[NO] 387/2000 | Compliance2LoRA: On-Demand Safety Alignment on Arbitrary Policy Subsets via Hypernetwork-Generated LoRA Adapters
[NO] 388/2000 | ACE-Data-0: Human-Centric Ambient Capture as Embodied Data Engine
[NO] 389/2000 | PAC-MAN: Perception-Aware CBF-RL for Whole-Body Safety in Humanoid Dodgeball
[NO] 390/2000 | AskChem: Claim-Centered Infrastructure for Chemistry Literature Synthesis
[NO] 391/2000 | Why 4D? Spontaneous Dimensional Selection from Gauge Criticality
[NO] 392/2000 | Tampered Memory Elephant Random Walk on One-Dimensional Integer Lattice
[NO] 393/2000 | Logical computation with canonical lifted product codes
[NO] 394/2000 | Harmonic, radial, and shell stability of the weighted Einstein constraints on the sphere at infinity
[NO] 395/2000 | Nonnuclear Bunce-Deddens algebras
[NO] 396/2000 | Beacon: Knowing When and How to Perform Agentic Visual Reasoning
[NO] 397/2000 | VAD: Attributing Visual Evidence for Target Reconstruction in Multimodal On-Policy Distillation
[NO] 398/2000 | PAIChecker: Uncovering and Checking PR-Issue Misalignment in SWE-Bench-Like Benchmarks
[NO] 399/2000 | Algorithms for Structured Elections under Thiele Voting Rules
[NO] 400/2000 | MIND: Multimodal Intent-Driven Network via Diffusion Transformers for Medical Image Fusion
[NO] 401/2000 | Upgrading LBTI/NOMIC with a quadruple annular groove phase mask and GeoSnap detector for imaging nearby, habitable-zone exoplanets
[NO] 402/2000 | Completeness of the Model Space Does Not Force Regularity for Infinite-Dimensional Lie Groups
[NO] 403/2000 | Search for gravitational waves associated with high-energy neutrinos detected by IceCube during the third observing run of LIGO-Virgo
[NO] 404/2000 | AIx4Soccer: A Unified Platform Architecture for Football Club Management and Structured Athlete Development
[NO] 405/2000 | CoGate: Confidence-Gated Co-Decoding for Secure Code Generation
[NO] 406/2000 | AI systems and the reproduction of (standard) language ideologies in World Englishes
[NO] 407/2000 | MANTA: Multi-Agent Network Topology Adaptation for Self-Evolving Multi-Agent Systems
[NO] 408/2000 | Same Graph Cross-Task Transfer in GNNs: Protocols and Predictors
[NO] 409/2000 | Selective Credibility-Limited Belief Update
[NO] 410/2000 | Safe Quotes for Retroactive Liquidity Pools
[NO] 411/2000 | Agents That Certify Their Own Exploits: Confidence-Scheduled Restricted Responses for Safe Opponent Exploitation
[NO] 412/2000 | Same explosion, many faces: numerical modeling reveals viewing angle as a driver of diversity for core-collapse SNe in binary systems
[NO] 413/2000 | Redundant moments of non-melonic random tensor models: simplifying the tensor bootstrap
[NO] 414/2000 | Beyond Frame Selection: Generative Latent Evidence Aggregation for Long-Video Understanding
[NO] 415/2000 | Shallow water models for the dynamics of oscillating water columns
[NO] 416/2000 | PRICM3: A novel Polarization Ratio framework for three-dimensional CME reconstruction
[NO] 417/2000 | Predictability of Human Movements across Industry Sectors using Multilayer Networks
[NO] 418/2000 | Drumhead Surface States of Rhombohedral Graphite with Near Ideal Quantum Geometry Condition
[NO] 419/2000 | AuricularWorld: Hierarchical Action-Guided World Modeling for Fine-Grained Auricular Structure Segmentation from CT Scans
[NO] 420/2000 | A Fuzzy Rule-based Neuro-Symbolic Approach for Pipe Severity Prediction in Sewer Networks
[NO] 421/2000 | On the Implementation of Two-Parameter Stabilizing Controllers Using Stable-Block Input-Output Feedback Structures
[NO] 422/2000 | Memory compression and physical state augmentation favor different AMOC prediction tasks
[NO] 423/2000 | A report-grounded vision-language foundation model for colonoscopy from 280000 routine reports
[NO] 424/2000 | Can Vision-Language Models Reason about AI Edits in Images?
[NO] 425/2000 | VisualRouter: Query-Grounded Visual Sampling for Long Video Understanding
[NO] 426/2000 | Integrability in Asymptotic Symmetries of Spacetime: the $\text{BMS}_3$ scenario
[NO] 427/2000 | Lightning OPD 2.0: Mitigating Style Bias in Cross-Teacher On-Policy Distillation for Large Reasoning Models
[NO] 428/2000 | Inflation, Open Universes, and Dark Energy
[NO] 429/2000 | A foundation model of numerical intelligence with cross-disciplinary generalization
[NO] 430/2000 | Nearly linear lattice coverings of arbitrary convex bodies
[NO] 431/2000 | Improved Convergence of Carleman-Embedded Quantum Algorithm for the Vlasov-Poisson System
[NO] 432/2000 | Demystifying Solana Bots: From GitHub Blueprints to On-Chain Fingerprints
[NO] 433/2000 | QAdapt: A Noise-Adaptive Neural Pre-Decoding Framework for Quantum Error Correction
[NO] 434/2000 | When Derived Measurements Mislead: Quantifying and Mitigating LLM Over-Trust with Privileged-Modality Reliability Evidence
[NO] 435/2000 | WIDE: Boosting Adaptive LLM Inference via Token-level Dynamic Width Pruning
[NO] 436/2000 | Can Large Language Models Execute Parent Orders?
[NO] 437/2000 | Hand-Object Interaction in the Age of Large Foundation Models:Reconstruction, Generation, and Embodied Transfer
[NO] 438/2000 | Hierarchical Multilevel Monte Carlo for Order-Optimal Neural Actor-Critic in Average-Reward CMDPs
[NO] 439/2000 | Cotorsion modules relative to a hereditary torsion theory
[NO] 440/2000 | Do Crises Increase Parochial Behavior? Evidence from Donations During Covid
[NO] 441/2000 | Anonymous sharing is pairwise phase-blind
[NO] 442/2000 | The isoperimetric inequality for the Ky Fan norm
[NO] 443/2000 | Stationary reflection using ancestrally forced conditions
[NO] 444/2000 | HALO: Heterogeneous Admission through Localized Obligations for Safe Agentic Execution
[NO] 445/2000 | Fast and Accurate Foundation Models for Equivariant Machine-Learned Interatomic Potentials
[NO] 446/2000 | The Role of Causality in Algorithmic Recourse
[NO] 447/2000 | Optimal T Counts under Sparsity: from QROM to State Preparation and Block Encoding
[NO] 448/2000 | Chaos in reason: How chain-of-thought LLMs can look for an answer
[NO] 449/2000 | Optimal tree-decompositions with bags of bounded pathwidth
[NO] 450/2000 | Spectral gaps of ironed two-qubit gadgets matching the iSWAP gap
[NO] 451/2000 | Arm2Air: Cross-Embodiment Skeleton Transfer for 3D Relay Formation
[NO] 452/2000 | Multi-Chirp AFDM for Rydberg Atomic Quantum Receivers: Waveform and Algorithm Design
[NO] 453/2000 | Noise-aware emulation and cross-device validation of neutral atom analog quantum processing units
[NO] 454/2000 | High-fidelity inference of power grid frequency distributions
[NO] 455/2000 | Non-autonomous KAM theory for lower dimensional invariant tori (II): Normally parabolic case
[NO] 456/2000 | Improved Learning with Structure: Fine-Grained Complexity of Minimum Consistent Subset
[NO] 457/2000 | Osgood meets Ambrosio-DiPerna-Lions
[NO] 458/2000 | Learning Social Robot Navigation By Sensing Human Legs
[NO] 459/2000 | Distributed Point Functions and Function Secret Sharing
[NO] 460/2000 | Low-Pathwidth GRAND: Exact Likelihood-Ordered Enumeration for BPSK Transmission over Correlated Gaussian Noise
[NO] 461/2000 | On a Liquid Krypton TPC for double positron decay searches
[NO] 462/2000 | Kilometre-scale Jovian moon characterized for a potential JUICE flyby
[NO] 463/2000 | Learning to Persuade Privately Informed Receivers
[NO] 464/2000 | Demystifying DRAM Read Disturbance: Bridging the Gap Between Experimental Characterization and Device-Level Modeling of RowHammer and RowPress Phenomena
[NO] 465/2000 | Trion Excitations in Twisted Bilayer Graphene: A Quantum Monte Carlo Study
[NO] 466/2000 | LeanCSP: A Framework for Certifying Constraint Reformulation and Solving in Lean
[NO] 467/2000 | Random linear configurations in dense sets and primes
[NO] 468/2000 | Bridging continuous control and Floquet driving for charging many-body spin chains
[NO] 469/2000 | Bayesian Networks of Density Operators
[NO] 470/2000 | Gabi-Monads
[NO] 471/2000 | Virtual Process Dossier: A Process-Aware Data Catalogue
[NO] 472/2000 | Learning to Trace Seiberg Dualities
[NO] 473/2000 | Generalized Kazakov-Migdal Models on Graphs via Artin-Ihara $L$-function and Random Partitions
[NO] 474/2000 | The reduced Dirac structure of General Relativity on manifolds with corners
[NO] 475/2000 | ARES: Adaptive Reasoning-Effort Steering for PPA- and Cost-Aware RTL Optimization with LLM Agents
[NO] 476/2000 | Comprehensive X-ray Study of Giant Radio Galaxies with XMM-Newton and Chandra
[NO] 477/2000 | New Synchronous Computation Dynamics for Hopfield Networks
[NO] 478/2000 | Galactic HII regions in LAMOST Medium-Resolution Spectroscopic Survey of Nebulae
[NO] 479/2000 | SCOPE: Supply-Chain Operations through Coupled Policies for End-to-End Coordination
[NO] 480/2000 | Investigating Effective Uncertainty Visualizations for Ordinal Crowdsourced Data of Crowding Conditions
[NO] 481/2000 | Crossing the Margin Cliff: Toward Relearn-Robust LLM Unlearning via Margin Calibration
[NO] 482/2000 | Scalar-spin-chirality-driven fractional Chern insulator on a kagome lattice
[NO] 483/2000 | Learning-Augmented and Randomized Algorithms for Line Aggregation with Delays
[NO] 484/2000 | LoMeVQA: A Comprehensive Benchmark for Longitudinal Medical VQA
[NO] 485/2000 | When do Kernels Admit Characteristic Functions?
[NO] 486/2000 | MemeBench: What LVLMs Miss When Interpreting Culture-Dependent Memes
[NO] 487/2000 | Almost everywhere convergence of Mock Fourier series for the standard middle-fourth Cantor measure with respect to its canonical spectrum
[NO] 488/2000 | Bounded-Latency Spherical-Histogram Reconstruction for Compton Cameras
[NO] 489/2000 | DexDirect: Direct Kinesthetic Arm Guidance for Efficient Dexterous Demonstration Collection
[NO] 490/2000 | On a question of Gowers related to Littlewood's conjecture
[NO] 491/2000 | Irrationality of finite logarithms in a congruence-class adèle ring
[NO] 492/2000 | ChronoMem: Version Control and Semantic Rollback for Large Language Model Agent Memory
[NO] 493/2000 | The SRG/eROSITA All-Sky Survey DR2: Cumulative X-ray catalogues from the first three surveys and multi-wavelength counterparts in the western Galactic hemisphere
[NO] 494/2000 | Franklin's identity for $n$-color partitions and companion Beck-type identities
[NO] 495/2000 | Exotic knottings and symmetries of surfaces in 4-manifolds
[NO] 496/2000 | Articulated Object Reconstruction from Rest-State Observation
[NO] 497/2000 | ROCS: Request-Oriented Compute Sharing for Efficient Large-Scale Recommendation
[NO] 498/2000 | Measuring Alignment With Reader Highlights Net of Position and Length
[NO] 499/2000 | VeriSkill: A Self-Evolution Framework for Program Verification Skills
[NO] 500/2000 | Numerical Spectrum Linking: Identification of Governing PDE via Koopman-Chebyshev Approximation with Resampling
[NO] 501/2000 | Error Analysis of Neural-Network-Based Engression
[NO] 502/2000 | Quantum coherence and entanglement in wireless quantum batteries
[NO] 503/2000 | Optimization of magneto-electric properties in Lead-free (x)Co1.2Ti0.2Fe1.6O4 - (100-x)BaTiO3 based composites
[NO] 504/2000 | Recall Before You Rank: Similarity-Guided Top-$K$ Reuse for Efficient Long-Context Attention
[NO] 505/2000 | A Critical Quantitative Landis Estimate for the One-Dimensional Quarter-Laplacian
[NO] 506/2000 | ICLE++: Modeling Fine-Grained Traits for Holistic Essay Scoring
[NO] 507/2000 | Mediation Analysis with Multiple Mediators Subject to Missing Not at Random
[NO] 508/2000 | Witness Evidence Portfolios: Single-Prefill Risk Detection for Closed Multimodal Answers
[NO] 509/2000 | Understanding Submodular Information Measure Based Objectives for Representation Learning: A Variance and Separation Perspective
[NO] 510/2000 | A spectral-compensated scheme for space-parameter Poisson noise functionals: error bounds and complexity estimates
[YES] 511/2000 | Not as Sweet by Another Name: An Empirical Study of Format Robustness in LLM Document Workflows
[NO] 512/2000 | Metric Rigidity in Anchored Sobolev Spaces on Intervals
[NO] 513/2000 | Radar-Aided Near-Field Beam Prediction via Beam Map Learning for XL-MIMO V2I Communications
[NO] 514/2000 | MMOOC: A Comprehensive Benchmark for Out-of-Context Evaluation in Multimodal Large Language Models
[NO] 515/2000 | Depolarization Induced by Rapid Polarization Angle Swings: A Common Feature of Pulsars and Fast Radio Bursts?
[NO] 516/2000 | MedXplore: Towards Reliable and Unbiased Generalized Category Discovery in Medical Imaging
[NO] 517/2000 | An $S^2 \times S^2$ embedding
[NO] 518/2000 | Regularized Bulk Universality versus Bounded-Disorder Nonuniversality for Annealed Complexity of Spherical $p$-Spin Landscapes
[NO] 519/2000 | Small value probabilities of additive and derivative martingales in supercritical branching Brownian motions and super Brownian motions
[NO] 520/2000 | Analog Courant Numbers and their Role in Analog Computing
[NO] 521/2000 | LimICE: Integrating LLM into ICE Framework for Efficient Loop Invariant Inference
[NO] 522/2000 | Unbiased Data-Driven Determination of the Nuclear Dipole Amplitude in the Color Glass Condensate
[NO] 523/2000 | World Action Planner: Generalizable Decision-Making with Action-Conditioned World Models
[NO] 524/2000 | A Systems Engineering Framework for Vision-Language-Enabled UAV Triage and Disaster Response
[NO] 525/2000 | Prox: Training-Free FFN Activation Sparsity via Approximate Intermediate-Channel Salience in LLMs
[NO] 526/2000 | A criterion for the well-posedness of McKean-Vlasov stochastic differential equations
[NO] 527/2000 | Echoverse: Deep, Evolving Environments for Training Computer-Use Agents at Scale
[NO] 528/2000 | GVR-Coder: A Visual-Feedback Framework for Structured SVG Generation in Complex Document and Meeting Scenarios
[NO] 529/2000 | Poset-refined majorization relations
[NO] 530/2000 | $L^p$ Liouville theorems for pluriharmonic functions on gradient Kähler-Ricci solitons
[NO] 531/2000 | Angular Momentum Evolution from Core to Disk Scales in the Early Phase of Star Formation: Constraints from HH 212, HH 211, and B335
[NO] 532/2000 | SKILL-KD: Contrastive Skill Distillation for LLM Agents
[NO] 533/2000 | Global exponential turnpike properties for optimal control of the viscous Burgers equation
[NO] 534/2000 | When AI Does the Work, What Is Learning For? Post-Instrumental Learning and the Risk of Capacity Dissolution
[NO] 535/2000 | Enhancing Irregular Time Series Forecasting with Continuous-Time Modeling Framework
[NO] 536/2000 | MUL-T: Decoding Spatial Cellular Architecture in Multiplexed Tissue Images
[NO] 537/2000 | Scaling, Lock-In, and Proxy Compliance: A Political Economy of Responsible AI
[NO] 538/2000 | Constructing linear codes from digraphs and groups
[NO] 539/2000 | Folding representations of reflected diffusions
[NO] 540/2000 | Multi-Agent Reinforcement Learning for Base Station Placement in TDOA-Based Localization
[NO] 541/2000 | Observation of Moiré Time Crystal in Floquet-driven Rydberg Atomic Gases
[NO] 542/2000 | It's All Just Vectorization: einx, a Universal Notation for Tensor Operations
[NO] 543/2000 | Geometric View on Integrated Cascaded Channel of IRS-Aided Communications
[NO] 544/2000 | $Σ$-Mem: An Online Reliability Memory for LLM-based Multi-Agent Systems
[NO] 545/2000 | Exponential Advantage of Multipartite Entanglement over Quantum Communication with Applications to Bounded-Storage Cryptography
[NO] 546/2000 | The ordered F-system for the F-method and differential symmetry breaking operators for $(GL(3,\mathbb{R}), GL(2,\mathbb{R}))$
[NO] 547/2000 | Complementary Matrix-Gated QKAN Fast-Weight Programmers for Quantum Dynamics Forecasting
[NO] 548/2000 | Compact Representation of Mipmapped SVBRDFs via Shared Gaussians
[NO] 549/2000 | VizPilot: Automated Onboarding for SVG-based Composite Visualizations using Multimodal LLMs
[NO] 550/2000 | Benign on Label, Malicious by Design: Clean-Label Dormant-to-Activated Backdoor via Machine Unlearning with Removable Camouflage
[NO] 551/2000 | Freidlin-Wentzell collision-laws between self-stabilizing diffusions
[NO] 552/2000 | Meta-Task: Turning Terminal Task Synthesis into a Terminal Task for Scalable Agent Training
[NO] 553/2000 | One Anchor for All: Unified Multilingual and Multimodal Safety Alignment for LVLMs
[NO] 554/2000 | IFHierBench: Hierarchical Instruction Following for Large Language Models
[NO] 555/2000 | The semi-inducibility of the blue--blue--red path on four vertices
[NO] 556/2000 | Integrating Contextual Embeddings into Evaluation of Expressive MIDI Piano Performances
[NO] 557/2000 | A Quantum Mechanical Approach to the Computation of Rovibrational Spectra of Diatomic Molecules in Strong Magnetic Fields
[NO] 558/2000 | The Existence and Stability of Generalized Multi-Source Weber Problems
[NO] 559/2000 | Unifying Adversarially Robust Model Experts in Vision-Language Models
[NO] 560/2000 | MMHBench: A Multi-Perspective Benchmark for Mental Health Understanding in Long-Form Videos
[NO] 561/2000 | RoboBRIDGE: A Modular Framework for Bridging Policies to Robust Real-World Robotic Agents
[NO] 562/2000 | Beating the Bad-Cavity Limit via Auxiliary-Emitter Linewidth Squeezing
[NO] 563/2000 | Establishing an independent measurement traceability for 60-Co Air Kerma
[NO] 564/2000 | Thermal Breaking of the I-Love Universality for Hot White Dwarfs
[NO] 565/2000 | The nucleus of a semisymmetric quasigroup
[NO] 566/2000 | A Recursive Construction Improving the Lower Bound on the Shannon Capacity of $C_7$
[NO] 567/2000 | Orca: Neural Operators for Causal Reasoning in Continuous Time
