[2026-04-04 09:40:29] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-03
正在获取论文...
[IEEE] 2026-4-3 | Re-Creating Arago’s Disc
[NO] 75/429 | Scheduling Schemes for Mission-Critical IoT Healthcare Applications: A Systematic Review
[NO] 76/429 | Review of Superconducting Qubit Devices and Their Large-Scale Integration
[YES] 77/429 | Low-cost Testing of 2.4GHz Receiver on Standard Digital ATE: Practical Implementation
[NO] 78/429 | USCNet: Transformer-Based Multimodal Fusion with Segmentation Guidance for Urolithiasis Classification
[NO] 79/429 | Design of a Scalable Modular Bias Voltage Supply with Reduced Noise for Multi-Channel SiPM Readout
[NO] 80/429 | Graph Neural Network-Based Hybrid Precoding for Intelligent Integrated mmWave MIMO Systems
[NO] 81/429 | Mirror Descent Safe Policy Optimization for Reinforcement Learning Agents_supp1-3674995.pdf
[NO] 82/429 | Toward Sustainable 6G: A Holistic View of Trade-Offs and Enablers
[NO] 83/429 | Use Case Matters: Comparing the User Experience and Task Performance across Tasks for Embodied Interaction in VR
[NO] 84/429 | Professors' Impact on Cybersecurity Students' Learning
[NO] 85/429 | NeuroViT-Net: A Study on Performance Improvement of a Transformer-Based Brain Tumor Classification Model
[NO] 86/429 | Seamless Dual Mode Control Strategy for Wide Soft Switching Range in Consumer-Centric Dual Active Bridge Converters
[NO] 87/429 | How Can State Space Models Enhance Machine Learning on Graphs?
[NO] 88/429 | Table of Contents
[NO] 89/429 | Optimal Dual-Polarized Signal Fusion for Remote Sensing of Space Targets with Passive Radar
[NO] 90/429 | GNSS Jamming and Spoofing Threats in UAV Navigation: Countermeasure Status and Challenges
[NO] 91/429 | Optimized Non-Uniform Pilot Pattern for OFDM Sensing
[NO] 92/429 | SemiPoint: Generalizing Cross-Scene Point Cloud Video Streaming With Semi-Supervised Learning and Residual-Aware Adaptation
[NO] 93/429 | Dynamic Optimization Framework for Intelligent Maintenance of Offshore Wind Turbines with Competing Failure Modes
[NO] 94/429 | Predicting Student Dropout: Evaluating Genetic Algorithm Optimization of Support Vector Machine Under Various Normalization Techniques
[NO] 95/429 | Amyloid-Beta and RAGE Interactions in Alzheimer's Disease
[NO] 96/429 | Fine-Tuning Lightweight LLM for Enhanced Network Understanding: A Rephrase and Contrast Approach
[NO] 97/429 | Sparse Grassmannian Design for Noncoherent Codes via Schubert Cell Decomposition
[NO] 98/429 | 6G-Bench: An Open Benchmark for Semantic Communication and Network-Level Reasoning with Foundation Models in AI-Native 6G Networks
[NO] 99/429 | MilleniaGuard: An Event-Driven Edge-AI and AIGC-Based IoT System for Ancient Mural Monitoring and Restoration
[NO] 100/429 | Heterogeneous Hypergraph Multi-Agent Learning for UAV Collaboration in Disaster Scenarios
[NO] 101/429 | IEEE Transactions on Industrial Electronics Information for Authors
[NO] 102/429 | Modality-Mix Learning: Promoting Multimodal Learning Through Multilabel Objective
[NO] 103/429 | Table of Contents
[NO] 104/429 | Distribution-Aware Infrared Small Target Detection Based on Multi-Scale Convolutional Decoder and Hypergraph Attention
[NO] 105/429 | Design Method of Pixelated Electron Gun Based on CNN Model
[NO] 106/429 | Monodisperse CoFe2O4 Nanocubes: Influence of Particle Size on the Magnetic Properties
[NO] 107/429 | Homogenization of the Eddy Current Problem in Laminated Open-Type Cores Accounting for Perpendicular Flux
[NO] 108/429 | DAC-MR: Data Augmentation Consistency Based Meta-Regularization for Meta-Learning
[NO] 109/429 | Semi-amortized Encoder-Decoder Network for Beamforming over Sparse Large-Scale MIMO Channels
[NO] 110/429 | Enhancing Seasonal Arctic Sea Ice Prediction for Late Summer by Transfer Learning of PIOMAS and CryoSat-2-Observed Sea Ice Thickness Data
[NO] 111/429 | Optically-Transparent mmWave Metasurface Reflector with a Honeycomb-Meshed Ground Plane
[NO] 112/429 | Estimating the accuracy of NmF2 at low latitudes from COSMIC2, ionosonde and a neural network-based model by three-corner-hat method
[NO] 113/429 | ‘Impact of Consumer Analytics and AI on Inventory Management in UAE with reference to UN SDG 12: Sustainable Consumption and Production patterns" and SDG 2 Zero Hunger in UAE"
[NO] 114/429 | Automata Learning versus Process Mining: The Case for User Journeys
[NO] 115/429 | Design and Implementation of Fast Transient Overvoltage Protection Systems for SPIDER Power Supplies
[NO] 116/429 | Guest Editorial for the 21th Asia Pacific Bioinformatics Conference
[NO] 117/429 | Privacy Decentralized Online Federated Learning for Smart Healthcare Service Systems_supp1-3680310.pdf
[NO] 118/429 | A Hybrid Active Switched LC and Passive Capacitor Quadratic-Based High-Gain DC–DC Converter with Common Ground and Reduced Device Stress
[NO] 119/429 | Kinematic-Aware Robust LIO-W: A Tightly-Coupled Framework with Trajectory-Based Asynchronous Compensation for Degraded Environments
[NO] 120/429 | Fault Diagnosis of Multi-loop Pneumatic Control Valve Systems Based on 1DCNN-BiLSTM Model
[NO] 121/429 | MHPF-HSI: A Multimodal Framework for Hepatocellular Carcinoma Prognosis Prediction Integrating Microscopic Hyperspectral Imaging
[NO] 122/429 | Evolutionary Hyper-Transformation for Multi-AAV Path Planning to Visit Moving Targets
[NO] 123/429 | Multi-Static Reluctance Network with Constant Topology and Fixed Air gap Parameters Applied to PMSG
[NO] 124/429 | Path Planning for Petrochemical Plant Inspection Robots Based on an Enhanced Black-Wing Kite Algorithm
[NO] 125/429 | Reliable Batch-Sequential Model Editing via Enhanced Editing Anchor Compression
[NO] 126/429 | A 20–500 MHz, 250 WAdaptive-Supply Balanced GaN Power Amplifier With Inherent Resilience to Antenna VSWR
[NO] 127/429 | Classifying Drones and Birds from Images using Deep Neural Networks
[NO] 128/429 | Efficient Selection of Decoding Order for Rate Maximization in Uplink RSMA
[NO] 129/429 | 2DAM-SC: Two-Dimensional-Adaptive Modulation for Semantic Communications under Shadowed Fading Channels
[NO] 130/429 | Social Media for Whom? The Absence of Guideline Adherence in Social Platforms
[NO] 131/429 | Enhancing URLLC Performance in Teleoperation Systems through Dual Prediction and Resource Optimization
[NO] 132/429 | SymptoMatch: Improving Clinical Symptom Recognition via Bidirectional Learning from Layman Expression
[NO] 133/429 | Balancing the Virtual Path: Influence of Amplitude, Frequency, and Input Method on VR Locomotion
[NO] 134/429 | Material sensing using arrays of open dipole RAIN RFID tags
[NO] 135/429 | A Triaxial MEMS Capacitive Accelerometer With Efficient Temperature Hysteresis Compensation Based on a Modified Prandtl–Ishlinskii Model
[NO] 136/429 | IEEE Journal of Emerging and Selected Topics in Power Electronics Publication Information
[NO] 137/429 | Glow plug Integrated Solar Heater for Reducing Initial Waiting Period of Evaporation Lag and Improve Thermal Efficiency in Solar Still Desalination
[NO] 138/429 | Investigation of Thermal Distribution in Cryogenically Cooled Inverter for HTS Motor
[NO] 139/429 | WeakTr: Exploring Plain Vision Transformer for Weakly-supervised Semantic Segmentation_supp1-3678362.pdf
[NO] 140/429 | Frequency-Dimension Virtual Array Expansion in MIMO Radars for Improved Angular Resolution
[NO] 141/429 | CSNR and JMIM Based Spectral Band Selection for Reducing Metamerism in Urban Driving
[NO] 142/429 | Analysis of Gate Leakage Mechanism in AlGaN/GaN HEMTs With PECVD and ICPCVD/PECVD SiN Passivation Considering the Varying Electric Field in GaN Cap Layer
[NO] 143/429 | Unification of Closed-Open Industrial Detection Scenarios: New Large-Scale Benchmarks, Challenges and Baselines
[NO] 144/429 | FanType: Intention-Inferring Fan-shaped Thumb Interface for Text Entry on Small XR Keyboards
[NO] 145/429 | Personalized NextGen Product Design with GenAI
[NO] 146/429 | Physical Layer Security for NOMA-OFDM Using Power Hopping
[NO] 147/429 | Blind Radio Map Construction via Topology Guided Manifold Learning
[NO] 148/429 | Data Semantics for Earth Observation: A technical guide to ontology-based integration for environmental data monitoring
[NO] 149/429 | Adaptive Gossip-Enhanced SIR Models for Real-Time Routing Optimization and Fault Tolerance in Distributed Networks
[NO] 150/429 | qfusion-opt: Profile-Informed Gate Scheduling and Fusion Optimization for Accelerating Quantum Circuit Simulation
[NO] 151/429 | OptMRT: Near-Optimal Partitioning for Mixed Real-Time Tasks on Heterogeneous Architectures_supp1-3677772.pdf
[NO] 152/429 | Toward Simultaneous Neurostimulation and Prosthetic Control: Real-Time Filtering of Amplitude-Modulated Stimulation Artifacts from Implanted Electrode Signals
[NO] 153/429 | AI-Enabled KPM Granularity Control xApp for O-RAN Digital Twins
[NO] 154/429 | System Guidelines for Impact of PRS Inter-Satellite Interference in NTN PNT with LEO Constellations
[NO] 155/429 | Rhythms of Recovery: Patient-Centered Virtual Reality Exergame for Physical Rehabilitation in the Intensive Care Unit
[NO] 156/429 | Simulation of Energy Output From a Charged Capacitor With Conductive Near-Electrode Layers
[NO] 157/429 | A Crosstalk-Free GaN-on-Si Power Integration Platform for Integrated Half-Bridge Circuits and Bidirectional Switches
[NO] 158/429 | Winding Loss Model of Vortex-style PCB Litz Windings
[NO] 159/429 | Real-Time Human Activity Recognition on Edge Devices for Industrial Applications
[NO] 160/429 | Optimized PFM-IPSM Hybrid Modulation and Fast Control Design for CLLLC Resonant Converter Enabling Wide-Gain Operations
[NO] 161/429 | Dynamic Segmentation Effect of Stage Performance Based on Dilated Convolution Supported by Embodied Expression Theory
[NO] 162/429 | A 1024-Ch 583-nW/Ch Spike-Sorting SoC With Sparsity-Aware Spike Detection Scratchpad and Ultra-Low-Leakage Dual-Voltage 5T-SRAM for 16K-Template Clustering
[NO] 163/429 | Distributed Interval Estimation for Continuous-Time Linear Systems Based on Robust Observer and Interval Analysis
[NO] 164/429 | Corrections to “Adversarial Learning on Incomplete and Imbalanced Medical Data for Robust Survival Prediction of Liver Transplant Patients”
[NO] 165/429 | MDbFusion++: A Visible and Infrared Image Fusion Framework Capable for Motion Deblurring
[NO] 166/429 | Embodied Intelligence-Enhanced Anti-Jamming Resource Allocation for Low-Altitude Communication Networks
[NO] 167/429 | E-Band Automotive Radar Array Antenna in Multi-Layer Waveguide Technology With Reduced Sidelobe and Cross-Polarization Level
[NO] 168/429 | CMP-LSTM: Accuracy-Driven Column-Wise Maximum Pruning for Efficient LSTM Acceleration
[NO] 169/429 | Zero Trust Architecture for Edge AI Security: A Framework for Distributed Intelligence Protection
[NO] 170/429 | The Applications for Deep Unfolding Techniques in MIMO Wireless Communications Systems
[NO] 171/429 | A Simple and Fast Unified Threshold Fault Diagnosis Method for DC Microgrids
[NO] 172/429 | Meta:
                    <i>Graph-encoded Printed Circuit Board Datasets for Component Classification with Graph Neural Networks</i>
[NO] 173/429 | Depth Cue Conflicts Between Real and Virtual Objects Disrupt Visually-Guided Reaching in Augmented Reality
[NO] 174/429 | Multihop Routing for Maximum Semantic Spectral Efficiency
[NO] 175/429 | Probabilistic Multi-Objective Design of Lightning Protection for Complex Power Distribution Networks
[NO] 176/429 | Fast Estimation of Nonlinear Interference Noise in Distributed Raman-Amplified Few-Mode Fiber Links
[NO] 177/429 | Attentive Dilated Convolution for Automatic Sleep Staging using Force-directed Layout
[NO] 178/429 | Exploring Dataset Availability and Methods for Enhanced Automated Fault Detection in Induction Motors
[NO] 179/429 | Exploring Tryptophan as a Possible Accelerator of Planarian Regeneration
[NO] 180/429 | Risk Assessment Factors, Anxiety, and Cyber-incident Experiences of Cybersecurity Students
[NO] 181/429 | Minimizing Weighted Flow Time
[NO] 182/429 | Deduplication can Make File Systems Faster
[NO] 183/429 | Design and Fabrication of a Hydrophone with a Dual-Piezoelectric Layer Structure
[NO] 184/429 | HSplitLoRA: A Heterogeneous Split Parameter-Efficient Fine-Tuning Framework for Large Language Models
[NO] 185/429 | Systematic Analysis of Global Internet Latency: The Triangle Inequality Violation Perspective
[NO] 186/429 | To be Healed or Hacked? - User-Centered Ethical Design for Embodied AI in Mental Health Care
[NO] 187/429 | Comparative Analysis of Brushless Doubly-Fed Machines With Different Rotor Structures Applied for Flywheel Energy Storage System
[NO] 188/429 | Weakly Supervised Multimodal Fusion of Remote Sensing and Social Media Data for Urban Flood Mapping
[NO] 189/429 | Table of Contents
[NO] 190/429 | Beyond Predefined Clusters: A Comprehensive Review of Clustering Methods for Unknown Cluster Numbers_supp1-3680286.pdf
[NO] 191/429 | Hybrid Genetic Algorithm and Support Vector Machine for Prediction of Student Dropout and Success
[NO] 192/429 | MSPW: Monitoring Simulated Physical Weakness Using Detailed Behavioral Features and Personalized Modeling
[NO] 193/429 | High-Precision Hybrid Compression Method for Synchrophasor Data in WAMS
[NO] 194/429 | A Cross-Cultural Study on the Impact of Social Media Usage on High School Students' Learning
[NO] 195/429 | Equilibrium Contrastive Learning for Imbalanced Image Classification_supp1-3670635.pdf
[NO] 196/429 | DS-TopicMAP: A Text Mining Component for Semantic Topic Identification in Processes of Human-computer Interaction
[NO] 197/429 | View-Adaptive Gaussian Splatting with Dynamic Spherical Harmonics Modulation for Multi-Scale Urban Scene Rendering
[NO] 198/429 | Mechanical and Optical Characterization of the POLARBEAR2b Cryogenic Half-Wave Plate
[NO] 199/429 | Embedded Grating Sensing and Compensation Enabling Cross-Scale Nanopositioning
[NO] 200/429 | Metabolomics and Breast Cancer
[NO] 201/429 | Thoth: Uncovering Data-Dependent Memory Access Patterns via Annotation-Directed Load Sampling
[NO] 202/429 | Continuous representation of tactile information by an unsupervised liquid state machine
[NO] 203/429 | Long-Term Household Electricity Consumption Forecasting via Ensemble Learning Approach: Application of the TreeBagger Model
[NO] 204/429 | Hybrid Coordination Framework for Centralized Task Allocation and Execution in Heterogeneous Multi-Robot Systems
[NO] 205/429 | Active Versus Passive: CRB Constrained Beamforming Design and Reflection Manipulation for RIS Assisted ISAC System
[NO] 206/429 | IEEE Women in Engineering
[NO] 207/429 | Josephson Junction Radiators as Spectral Calibrators of Millimeter-Wave Low-Temperature Detectors
[NO] 208/429 | Reputation-Based Hyperledger Fabric for Private and Scalable Data Sharing in CAVs
[NO] 209/429 | Exploring Student Perceptions on Integrating Multi-Modality in GenAI
[NO] 210/429 | NeRF Reconstruction Quality Under Various Image Artifacts
[NO] 211/429 | CIRSense: Rethinking WiFi Sensing With Channel Impulse Response_supp1-3678326.pdf
[NO] 212/429 | Disentangled Graph Prompting for Out-Of-Distribution Detection_supp1-3678022.pdf
[NO] 213/429 | Clover: Workload Verification for Real-Time Detection of Contention-Induced Slowdowns in Serverless Platforms
[NO] 214/429 | Research on the Improved Excitation Topology of Pulsed Alternator With Electric Field Energy Storage Device
[NO] 215/429 | Beyond Redundancy: Toward Agile Resilience in Optical Networks to Overcome Unpredictable Disasters
[NO] 216/429 | Comparative Analysis of Dynamic Models and Adaptive Process-Noise Modelling for Kalman-Based Aerial Target Tracking
[NO] 217/429 | A Practical Framework for Control Structure Synthesis and Automated Design Based on Linear Quadratic Tracker: Theory and Application in Power Electronic Systems
[NO] 218/429 | Mismatched Pairs Dynamic Correction for Cross-Modal Alignment in Video Moment Retrieval
[NO] 219/429 | Contrastive Learning for Modeling Sensitive Attributes in Fairness-Aware Recommendation_supp1-3676999.pdf
[NO] 220/429 | Physical Layer Security of Coupled Phase Shifts STAR-RIS-Aided NOMA System under Hybrid Far- and Near-Field Scenarios
[NO] 221/429 | Terminology Fragmentation of Infrastructure Calibration in Radio-Based Indoor Positioning: A Systematic Review_supp1-3680224.pdf
[NO] 222/429 | Learning-Based Robust Control of Electro-Ribbon Artificial Muscle
[NO] 223/429 | Spherical Stacked Intelligent Metasurfaces: A Paradigm for Full-Space Wave-Domain Processing
[NO] 224/429 | ChainVerFed: A Trustworthy Heterogeneous Federated Learning Framework with Chained Verification
[NO] 225/429 | A Mixed Reality System for Robust Manikin Localization in Childbirth Training
[NO] 226/429 | A Comprehensive Evaluation of Parameter-Efficient Fine-Tuning on Code Smell Detection
[NO] 227/429 | Topology Linearization for Multi-Agent Systems Security: Mitigating Malicious Propagation via Path Decomposition
[NO] 228/429 | A Complex Vector-Based Uncertainty and Disturbance Estimation Control Strategy for PMSM Drives in Electric Power Steering
[NO] 229/429 | Interference suppression in 3D monopulse radar using external antenna elements.
[NO] 230/429 | Stabilizing a linear system using phone calls when time is information
[NO] 231/429 | CascadeOcc: Rethinking 3D Occupancy World Models With Cascaded VQ Representations
[NO] 232/429 | Physics-Based Reverse Recovery Modeling of the Internal Reverse Diode in SiC MOSFET
[NO] 233/429 | A Generalized and Robust Online SOH Estimation Framework for Lithium-ion Batteries under Dynamic Conditions
[NO] 234/429 | A Multi-Channel Time-Multiplexed Chopper Instrumentation Amplifier for Biopotential and Electrode-Tissue Impedance Measurement
[NO] 235/429 | Call for Nominations for Editor-in-Chief
[NO] 236/429 | Traceable and Revocable Dynamic Searchable Symmetric Encryption with Forward Privacy and Conjunctive Query for Internet of Vehicles
[NO] 237/429 | Experimental Design and Performance Simulation of Core Components for BBM92 Entanglement-Based QKD
[NO] 238/429 | Miniaturized Multibeam Reflectarray Antenna Based on Mathematical Unit Cell Design
[NO] 239/429 | A short-term EV charging load forecast method based on Kolmogorov–Arnold Spatiotemporal Attention Recurrent Network
[NO] 240/429 | Lightweight Cluster Matching-based Tracking Method for Fall Detection using a Single-LiDAR
[NO] 241/429 | Enhancing Deepfake Detection: Leveraging StyleGAN3 for Robust AI-Generated Forgery Identification
[NO] 242/429 | K-Means and Gaussian Mixture Models on Lie Groups: Application to Geometrical Clustering_supp1-3678342.pdf
[NO] 243/429 | Differential Privacy on Federated Learning: A Correlated Equilibrium and Simulated Annealing Approach
[NO] 244/429 | The Impact of Artificial Intelligence on Revenue Growth of Small Business
[NO] 245/429 | StickerShop: A Python Shopping Cart Program
[YES] 246/429 | Formal Modeling and Verification of Block Production BABE Protocol in Polkadot
[NO] 247/429 | Computational Modeling and Optimization of Large-area Showerhead Configurations in PECVD Reactors
[NO] 248/429 | Open-Vocabulary SAM3D: Towards Training-free Open-Vocabulary 3D Scene Understanding
[NO] 249/429 | Uncrewed Aerial Vehicle Tracking Control Based on Eagle Vision and Evolution Theory
[NO] 250/429 | Fault-Tolerant Control Framework for Quadcopters With Implementation-Decoupled Fault Diagnosis and Continuum Control Allocation
[NO] 251/429 | Disturbance Rejection Event-Triggered DMPC with Variable Horizon for Connected Vehicle Platoons Against DoS Attacks
[NO] 252/429 | HarassGuard: Detecting Harassment Behaviors in Social Virtual Reality with Vision-Language Models
[NO] 253/429 | Hybrid Few-Shot Learning with Attention for Multi-Disease and Out-of-Distribution Detection in Retinal Imaging
[NO] 254/429 | Non-Repetitive Scan Correction for LiDAR Odometry via Spatial Analysis in CERN Facilities
[NO] 255/429 | Setup-Independent Full Projector Compensation
[NO] 256/429 | Accessible Soil Moisture Sensor System for Small Farmers of San Joaquin Valley, CA
[NO] 257/429 | Drones as a Platform for Integrated STEM Education: Bridging Engineering, Programming, and Real-World Applications
[NO] 258/429 | SigNify: A Camera-Based Device for Interpreting Filipino Sign Language
[NO] 259/429 | Exponential Stabilization for Discrete-Time Networked Control Systems With Multisource-Induced Time-Varying Delays
[NO] 260/429 | Design and Analysis of a Novel High-Extension Modular Manipulator for Dexterous and Confined-Space Operations_supp1-3680340.mp4
[NO] 261/429 | MSAW-Net: Dual-Path Fusion Network with Multi-scale Spatiotemporal Attention Weighting for Human Action Recognition
[NO] 262/429 | A Lightweight Transformer-KAN Framework for Fault Diagnosis in Power Conversion Circuits
[NO] 263/429 | DGDE-Net: A Lightweight Sensing Network for Marine Mammal Sound Separation
[NO] 264/429 | HGroupScene: Hierarchical Grouping and Similar Aggregation for 3D Semantic Scene Completion
[NO] 265/429 | DPENet: A Dual Prototype-Enhanced Network for Few-Shot Object Detection
[NO] 266/429 | Resolving 3D Printing Issues: Insights from Manufacturer Guides, Al Assistance, and Forums
[NO] 267/429 | You May Use the Same Channel Knowledge Map for Environment-Aware NLoS Sensing and Communication
[NO] 268/429 | Chaos is a Ladder (and Increases with Storage): Aiding Communications with RSSI-Based Common Randomness
[NO] 269/429 | Charting 15 Years of Progress in Deep Learning for Speech Emotion Recognition: a Replication Study
[NO] 270/429 | A novel wind power ramp events prediction model based on vector features forecasting and data transfer learning
[NO] 271/429 | Open–Box: Extracting Interpretable Rules From any Classifier
[NO] 272/429 | LIMO: Large Language Model-Empowered Intent-Driven Network Management and Orchestration
[NO] 273/429 | Characterizing Carbon Cost of Federated Learning
[NO] 274/429 | Task-Agentic Resource Scheduling in ISCC Networks via Multi-Agent LLMs
[NO] 275/429 | A High-Frequency, High-Q Lamb Wave Resonator for Sensitive Detection of Viscosity-Density Product in Liquids
[NO] 276/429 | Integrating MILP and Reinforcement Learning for Optimal Clustering in Energy-Constrained Large-Scale Internet of Things Networks
[NO] 277/429 | Front Cover
[NO] 278/429 | A 4-GHz Ring-VCO-Based Wideband Double-Sampling PLL With −88.2-dBc Reference Spur, 119-fsRMS Jitter and −244.1-dB FOM
[NO] 279/429 | Microelectronics and VLSI Curriculum Development for Potential Workforce
[NO] 280/429 | Digital literacy and AI in underfunded schools targeting school teachers (Diversity and inclusion)
[NO] 281/429 | Split Learning-Based Channel Prediction for 6G-Enabled LEO Satellite Systems
[NO] 282/429 | Reaching Resilient Leader-Follower Consensus in Time-Varying Networks via Multi-Hop Relays
[NO] 283/429 | Context-aware TFL: a Universal Context-aware Contrastive Learning Framework for Temporal Forgery Localization
[NO] 284/429 | Retrieving Ice Water Path using GMI brightness temperature data based on the new-constructed ARM Database
[NO] 285/429 | Impact of Cross-Border Flow Forecast Alignment on Flow-Based Market Coupling Efficiency
[NO] 286/429 | Fabrication of Stable SWCNT–Metal Contacts via Adaptive Current Stress
[NO] 287/429 | Optimum Design of Asymmetric 4H-SiC Superjunction Devices for Wide Charge Imbalance Tolerance
[NO] 288/429 | Incremental Micro-Expression Recognition: A Benchmark
[NO] 289/429 | RobustRailNet: Architecture-Driven Adversarial Robustness for Safety-Critical Railway Obstacle Perception
[NO] 290/429 | A Remaining Useful Life Prediction Framework for IGBT Based on Dynamic Precursor Weighting
[NO] 291/429 | Fast Anchor Graph Regularized Relaxation Linear Regression for Classification of Hyperspectral Images
[NO] 292/429 | Failure Localization in Optical Networks: How Much Machine Learning do We Need?
[NO] 293/429 | MCPNet++: Interpretable Classification Models via Multi-Level Concept Prototypes
[NO] 294/429 | OTFS with Emerging Technologies for High-Mobility IoT Networks
[NO] 295/429 | Decentralized Trust for Space AI: Blockchain-Based Federated Learning Across Multi-Vendor LEO Satellite Networks
[NO] 296/429 | RL-Based Anti-Jamming Maritime Communications for LLM Inference
[NO] 297/429 | Editorial: Special Issue on Interactive Power Converters for Renewable Energy Grid-Tied Systems
[NO] 298/429 | Research on Path Planning for Mobile Police Robots Based on Improved Crested Porcupine Optimizer and DWA Algorithm
[NO] 299/429 | Synthesis of Noisy Sampled-data Networked Control Systems Under Deception Attacks: Direct Current Motor Applications
[NO] 300/429 | DAB-GRU: A Dynamic Attention-Based Bidirectional Network for Anomaly Detection of On-Board Time-Series Data in High-Speed Rail
[NO] 301/429 | Exploring Spatial Stratified Heterogeneity Patterns in Spatial Data: Balancing Heterogeneity with Stratification Complexity
[NO] 302/429 | Dynamic Muscle State-Driven Framework for Intelligent Grading of Chronic Trapezius Fatigue
[NO] 303/429 | A 3D Cross-modal Keypoint Descriptor for MR-US Matching and Registration
[NO] 304/429 | Toward Optical Switching and Routing in Non-Terrestrial Networks: Challenges and Opportunities
[NO] 305/429 | Evolutionary Zero-Shot Proxy in Various Evaluation Scenarios: A Symbolic Learning Perspective
[NO] 306/429 | Optimizing the Performances of Phosphorus Doped Optical Fiber Dosimeters Operating in the Visible Domain
[NO] 307/429 | Taking Language Embedded 3D Gaussian Splatting into the Wild
[NO] 308/429 | GAMED: Gamification for Engineering Design and Problem-Solving
[NO] 309/429 | SSCS Arduino Contest: An International Not-For-Profit STEM Competition
[NO] 310/429 | Real-Time Pothole Detection From Blurred Road Imagery with Deep Learning Networks
[NO] 311/429 | Betrayal!: Contending with Misalignments in Temporal Health Status Representations with Self-Tracked Data
[NO] 312/429 | FoG-Track: Semi-supervised Real-Time Response to Freezing of Gait
[NO] 313/429 | An Integrated Broadband Lumped-Element Marchand Balun With Arbitrary Impedance Transformation and Arbitrary Coupling-Coefficient
[NO] 314/429 | Toward Robust IoT Device Authentication: Cross-Day Specific Emitter Identification via Domain Adaptation
[NO] 315/429 | Forward-Error-Correction Dynamic Network for High-Accuracy Transmission in Disturbed Multimode Fiber
[NO] 316/429 | Create Change: IEEE
[NO] 317/429 | Evaluating Large Language Models on Named Entity Recognition
[NO] 318/429 | Joint Design of Intelligent Reflecting Surface Partitioning and Scheduling for Multiuser Communications
[NO] 319/429 | Toward Real-Time Earth System Intelligence Through Advancements in Onboard AI Processing: A review
[NO] 320/429 | First Cooperative Formaldehyde Monitoring with Chinese Morning and Afternoon Satellites: Revealing Global Multi-Temporal Concentration Dynamics
[NO] 321/429 | R2aft: A Speedy and Highly Available RDMA-based Consensus Protocol
[NO] 322/429 | Fast Algorithm for Optimal Resource Allocation in a Low-Latency Downlink NOMA-Enabled Vehicle Platoon-Based V2X System
[NO] 323/429 | Decouple Re-identification and Human Parsing for Occluded Person Re-Identification
[NO] 324/429 | A 91.4-dB SNDR 2-MS/s 18-bit SAR ADC With Enhanced Optimal-Combination-Algorithm-Based Calibration
[NO] 325/429 | TriFusNet: A Triple-Fusion Convolutional Network for Multivariate Time Series Classification_supp1-3679706.pdf
[NO] 326/429 | Random Jungle: A Nature-Inspired Improvement of Tree-Based Classifiers
[NO] 327/429 | Non-monotonic causal discovery with Kolmogorov-Arnold Fuzzy Cognitive Maps
[NO] 328/429 | CCDM: Channel-Aware Contrastive Conditional Diffusion for Multivariate Probabilistic Forecasting
[NO] 329/429 | Spectral-Spatial Enhanced Local Contrast Strategy for Hyperspectral Small Air Target Detection_supp1-3678377.pdf
[NO] 330/429 | Efficacy of High-Fidelity VR Threat-and-Error Simulation for Competency-based Pilot Training
[NO] 331/429 | Which Strategy When? Designing an Adaptive Search System for Virtual Reality
[NO] 332/429 | Quantum-Well Oxide Semiconductor Transistors Overcome Mobility–V
                    <sub>T</sub>
                    Trade-Off
[NO] 333/429 | Computational Modeling of Aptamer Targeting Triple-Negative Breast Cancer Cells
[NO] 334/429 | A Novel AI System for Generating and Optimizing Interior Designs for Personalized Spaces
[NO] 335/429 | Cybersecurity Assessment of Smart Grid Exposure Using a Machine Learning Based Approach
[NO] 336/429 | A Caenorhabditis Elegans Model Challenges Meclizine Potential as a Lifespan-Extending mTORC1 Inhibitor
[NO] 337/429 | Students’ Sustainable Career Building Strategy using Intelligence Learning – An Innovative Approach to Preserve National Intellectuals
[NO] 338/429 | Teaching AI to Non-STEM Students: A General Education Approach Using Space Weather and Low-Code Tools
[NO] 339/429 | Comments and Corrections Corrections to “YOLOv8-SCS: Improved Object Detection for Autonomous Driving Under Adverse Weather Conditions”
[NO] 340/429 | A GAMLSS Framework for Crop Discrimination Using Geodesic Polarimetric SAR Parameters
[NO] 341/429 | A Hybrid Voltage Level Modulation for Dual Transformer LCL Immittance Network Resonant Dual-Active-Bridge Converter
[NO] 342/429 | Terahertz Integrated Sensing and Communication: Sensing Comes Before and For Communication
[NO] 343/429 | Journal of Microelectromechanical Systems Publication Information
[NO] 344/429 | Dynamic Event-triggered
                    <i>H</i>
                    <sub>∞</sub>
                    Control for Networked Control Systems with Stochastic Delay: An Envelope-Guided Partial Reset Approach
[NO] 345/429 | Hierarchical Gradient Preserved Network for High Resolution Hyperspectral Fusion Imaging
[NO] 346/429 | EgoPoseVR: Spatiotemporal Multi-Modal Reasoning for Egocentric Full-Body Pose in Virtual Reality
[NO] 347/429 | IEEE Transactions on Industrial Electronics Publication Information
[NO] 348/429 | A Novel Frequency Stabilization Method for External Cavity Diode Lasers Based on PZT Modulation
[NO] 349/429 | RAMPSNet: A Rotation-Aware Multi-Granularity Polarimetric Spatial Network for PolSAR Image Classification
[NO] 350/429 | Realistic Wavelength-Dependent Modeling of Ultra-Wideband Semiconductor Optical Amplifiers
