[2026-08-06 11:23:32] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-05
正在获取论文...
[arXiv] 2026-08-05 | Coupled quintessence from an axion dark sector
[NO] 57/1459 | GeoReward: Mitigating Contextual Variable Overestimation in Vision-Language Models for Cross-Market Preference Prediction
[NO] 58/1459 | AFD-Ledger: Deployment Provisioning for Attention--FFN Disaggregation
[NO] 59/1459 | Even more properties of parity based bit-counting complexity classes
[NO] 60/1459 | AudioScape-TTA: A Structured Soundscape Benchmark for Fine-Grained Text-to-Audio Evaluation
[NO] 61/1459 | Liouville-type theorems for coupled-drift Monge-Ampère equations
[NO] 62/1459 | Tropical Algebraic Geometry for Neuronal Representations: An Arakelov-Green Measure Based Descriptor for Graph Learning
[NO] 63/1459 | Beyond Global Routing Aggregation: Phase-Aware Expert Merging for MoE Vision-Language Models
[NO] 64/1459 | Interfacial dynamics and energy cascade in immiscible Rayleigh-Taylor turbulence
[YES] 65/1459 | ExeCRE: Execution-Consistency Guided Reliability Estimation for Self-Correcting Code Generation
[NO] 66/1459 | OmniRouting: A Semantic-Coupled Multimodal Benchmark for Constraint-Aware Spatial Reasoning in PCB Routing
[NO] 67/1459 | MERaLiON-GR: Speech Gender Recognition Model for English and SEA Languages
[NO] 68/1459 | The Price of Isolation: Estimating the Ecosystem Cost of Symmetric Two-Sided A/B Testing
[NO] 69/1459 | SCOPE: Field-of-View-Aware Path Planning in Unknown 3D Environments via Safety-Volume Certification
[NO] 70/1459 | Monolithic integration of optically anisotropic GeSe-based films on GaAs by templated solid-phase epitaxy
[NO] 71/1459 | Preference-Driven Online Adaptation for Personalized Interaction Initiation in Proactive AI Assistants
[NO] 72/1459 | Quantifying Different Gains from Trade in Quality
[NO] 73/1459 | Not Every Divergence Should Be Suppressed: Counterfactual Recoverability in On-Policy Distillation
[NO] 74/1459 | Incremental Aggregation on the Grassmannian for Asynchronous Eigenspace Computation
[NO] 75/1459 | Long-Time Dynamics and Modified Scattering for the Coulomb Vlasov--Hartree System
[NO] 76/1459 | Reliable and efficient steady CFD from surrogate predictions through Newton-Krylov correction
[NO] 77/1459 | Zero-Clustering Geometry in Realistic Fractional Quantum Hall Wave Functions
[NO] 78/1459 | NeuroPB: Scaling Neural Decoding with Pretrained Behavioral Representations
[NO] 79/1459 | Outage Analysis of Platoon-Head Selection for Vehicle Platooning in V2X Networks
[NO] 80/1459 | Non-asymptotic implicit bias of logistic regression at early-stage gradient descent dynamics
[NO] 81/1459 | Large Language Models and Social Media Information Integrity: Opportunities, Challenges, and Research Directions
[NO] 82/1459 | Combating Knowledge Corruption in Agent Systems: A Byzantine-Tolerant Secure Collaborative RAG Framework
[NO] 83/1459 | Polarization-resolved attosecond gamma-ray emission from few-cycle laser interactions with cone targets
[NO] 84/1459 | Wilson surface correlator in AdS/CFT
[NO] 85/1459 | Revisiting the equation of state of dark energy from DESI BAO with SNe Ia and CMB
[NO] 86/1459 | Looking in the Mirror: Introspecting Side-Effect Misalignments Induced by Fine-Tuning
[NO] 87/1459 | Kubo Ando Means on the Cone of J Hermitian Matrices
[NO] 88/1459 | Design and Flight of an Ion-propelled Micro Hovercraft Leveraging Ground Proximity Effects
[NO] 89/1459 | Continuous Improvement and Parallel Autonomous Exploration: An LLM-Agent Framework for Searching Large Solution Spaces
[NO] 90/1459 | GPU-Resident CUDA Acceleration for OCUDU 5G PHY and O-RAN Fronthaul: Architecture and Preliminary Performance
[NO] 91/1459 | Real-time probabilistic tsunami forecasting via generative AI
[NO] 92/1459 | He'e-Lab: A modular testbed for astrophotonics and wavefront sensing development
[NO] 93/1459 | Fixed-Point Characterisations of Extremal Distributions under Partial Distributional Constraints
[NO] 94/1459 | Structured LLM Reasoning for Zero-Shot Human--Robot Coordination Under Hidden Goals
[NO] 95/1459 | Regional Chaos Synchronization towards controlling high-dimensional open environmental systems
[NO] 96/1459 | A fractional quantum Hall factory on quantum processors: constant-depth preparation of clustered non-Abelian states
[NO] 97/1459 | The Loss Does Not See the Basis, but Adam Does
[NO] 98/1459 | Tetrahedral linkage as an intrinsic measure of glycan antifreeze behavior
[NO] 99/1459 | Correlation-based Modeling of Seismic Newtonian Noise in Half-Space and Full-Space Media
[NO] 100/1459 | The crossmetric tensor and the geometrical meaning of the imaginary numbers
[NO] 101/1459 | Stable Density Ridges: Consistency and Convergence of Subspace Constrained Mean Shift
[NO] 102/1459 | Reward Structure Shapes the Interaction Between Episodic Exploration and Neural Memory in Reinforcement Learning
[NO] 103/1459 | AI-based single-shot structured-light depth reconstruction for real-time laparoscopic surgical guidance
[NO] 104/1459 | Agent Against Agent: An Agentic System for Automatic Prompt Injection Red Teaming
[NO] 105/1459 | CoPlan: A Trustworthy Co-Intelligence Interface for Care Planning through Role-Based Contestable Argument Graphs
[NO] 106/1459 | Generalized Glauber theorem for dark-matter axion and graviton detection
[NO] 107/1459 | A point-free theory of quantitative homogenization
[NO] 108/1459 | Bag-of-Visual-Words for Spatial Mapping of Lung Adenocarcinoma Growth Patterns
[NO] 109/1459 | If it is Good Then Drop it -- a Spiteful Poisson Process for Submodular Maximization
[NO] 110/1459 | Exact Model-Free Policy Iteration for Co-safe LTL Planning
[NO] 111/1459 | Preparation geometry and slow-sector routing in driven Kerr resonators: an operational spectral theory of Liouvillians
[NO] 112/1459 | Gradient Immunity: Null-Space Resistance to Malicious Fine-Tuning
[NO] 113/1459 | Decision Making Under Multidimensional Risk
[NO] 114/1459 | BridgeVLA++: A Data-Efficient, Generalizable, and Memory-Augmented Vision-Language-Action Framework for 3D Manipulation
[NO] 115/1459 | Inverse Geometric Diffraction by a Cone
[NO] 116/1459 | The Greedy Binary Search Tree is Non-trivially Competitive
[NO] 117/1459 | From normal Lindbladians to non-normal quantum trajectories
[NO] 118/1459 | Decentralization of Agenda-Setting Power and Domain-Selective Bridging: Algorithm Design Beyond the Echo Chamber Debate
[NO] 119/1459 | A Walk with Goodstein and Ackermann
[NO] 120/1459 | From Transparent Labware Segmentation to Collision Avoidance: A Real-Time Edge-Aware Perception Pipeline
[NO] 121/1459 | Explicit Language Memory for Long-Horizon Planning in Vision-Language-Action Models
[NO] 122/1459 | Splat-Based Metal Artifact Reduction in Cone-Beam CT via Compact Attenuation Modeling
[NO] 123/1459 | EviGraph: Evidence-Guided Autonomous Research Agents
[NO] 124/1459 | Holonomy Asymptotics along Quartic Differential Rays
[NO] 125/1459 | Extinction Time Estimate for Subcritical (Binary) Homogeneous Crump-Mode-Jagers Processes
[NO] 126/1459 | LiverPlan: A Stage-Adaptive Immersive Visual Analytics Framework for Anatomical Liver Surgical Planning
[NO] 127/1459 | A Multi-Sensor Dataset for Monitoring the Operational Environment of Rail Vehicles
[NO] 128/1459 | Resonances and string point invertibility for compact rank one symmetric spaces
[NO] 129/1459 | Supporting the understanding of ontologies for scientific knowledge graphs with the new version of LODE
[NO] 130/1459 | Time-resolved THz Stark spectroscopy of molecules in water
[NO] 131/1459 | Mind-VLA: Instruction-Aware Spatial Representation Alignment for Vision-Language-Action Models
[NO] 132/1459 | Clustered Local Projections for Short and Ultra-Short Time Series -- A Hierarchical Bayesian Framework
[NO] 133/1459 | Population synthesis and detection prospects for Galactic long-period transients with LISA
[NO] 134/1459 | Visual Anchoring in Diffusion: Multimodal Zero-Shot Skeleton Action Recognition
[NO] 135/1459 | Characterizing the Evolving Landscape of Modern Information Seeking
[NO] 136/1459 | Information and Locality in Cayley Graphs
[NO] 137/1459 | On the $L^2$ restriction norm of large level
[NO] 138/1459 | The First EgoCross Challenge at EgoVis 2026: Cross-Domain Egocentric Video Question Answering
[NO] 139/1459 | MetaVideoAgent: Automated Video-Agent Evolution for Long-Form Video Understanding
[NO] 140/1459 | Construction Of Non-Odd Galois Representations With Large Image
[NO] 141/1459 | Resource Estimation for Fault-Tolerant Quantum Programs
[NO] 142/1459 | Circular Economy Synergies and Trade-offs in Data Centres
[NO] 143/1459 | Relevant but Incomplete: Referential Dangling as a Paradigm-Level Failure Mode in Hard Prompt Compression
[NO] 144/1459 | Talk2Sensors: 3D Visual Grounding in Autonomous Driving via Sensor-Adaptive Physical Cue Matching
[NO] 145/1459 | STRIVE: Probing Reasoning Limits in Graded Plausibility Generation and Evaluation
[NO] 146/1459 | A large size of the pion-like excitations in the stringy fluid above $T_{ch}$ is model independent and required by current algebra
[NO] 147/1459 | Simple Restricted modules for $N=2$ Neveu-Schwarz algebra
[NO] 148/1459 | Attributing Differences Between Forecast Runs to Input Changes, With Applications to CCAR and CECL Exercises
[NO] 149/1459 | Towards Robust Version Identification in the Wild: A Dataset, Benchmark, and Fine-Tuning Study
[NO] 150/1459 | PRIMAL3: Pathfinding via Reinforcement and Imitation Multi-Agent Learning - Leveraging LaCAM3
[NO] 151/1459 | The Evaluator Is Part of the Experiment: Measuring Open-Ended LLM Conformity
[NO] 152/1459 | EdgeLM: Edge Demonstrations for Language Models' Table Understanding
[NO] 153/1459 | Powers as Fibonacci Sums
[NO] 154/1459 | Reasoning Core: Designing Broad Procedural Data for Completion-Supervised Reasoning Training
[NO] 155/1459 | Dissecting the Nuclear Structure of NGC 5548 with XRISM. I. Physical Properties of the Highly Ionized Outflows
[NO] 156/1459 | Diverse and Plausible Algorithmic Recourse via Tractable Recourse Distributions
[NO] 157/1459 | Port-Hamiltonian modelling of coupled rigid/flexible multibody systems
[NO] 158/1459 | Post-Inflationary Constraints on Nonminimally Coupled Quintessential Inflation
[NO] 159/1459 | The Sample Complexity of Distributionally Robust PAC Learning under Cressie--Read Divergences
[NO] 160/1459 | Model theory of convolution algebras
[NO] 161/1459 | News on charged and neutral hadron production from NA61/SHINE
[NO] 162/1459 | Optimal convergence of adaptive BEM driven by functional-type error estimators
[NO] 163/1459 | Imaginarity as a necessary resource for trainability in QAOA
[NO] 164/1459 | Near-Rings and Skew Braces
[NO] 165/1459 | A Two-Player Zero Forcing Game
[NO] 166/1459 | A characterization of ball quotient stacks
[NO] 167/1459 | EgoAfford: Task-Oriented Affordance Grounding via Egocentric Referring Segmentation
[NO] 168/1459 | Discretization and Statistical Consistency of Functional Flow Matching
[NO] 169/1459 | Retrieve in Time, Correct in Frequency
[NO] 170/1459 | Coupled Continuous-Discrete Generation for Scene Text Image Super-Resolution
[NO] 171/1459 | ODRA: Synthesizing Cognitive Behavioral Therapy Sessions with Structured Chain-Of-Thought and Dynamic Patient Resistance
[NO] 172/1459 | The geometry of triples of antipodal ideal chambers of affine buildings
[NO] 173/1459 | Detection and Properties of Lyman Break Galaxies at $1.6 \leq z \leq 3.0$ in GOODS-North
[NO] 174/1459 | CARVE: Cross-Slice Anisotropic Reallocation of Visual Evidence for Efficient 3D Medical Volume Understanding
[NO] 175/1459 | Emergence of Reputation-Based Cooperation in LLM Agents
[NO] 176/1459 | K-EXAONE 2.0 Technical Report
[NO] 177/1459 | Dart: An Automated and Reproducible Environment Toolkit for DNS Protocol Analysis
[NO] 178/1459 | Quantum-information fingerprints of partial dynamical symmetry in the interacting boson model
[NO] 179/1459 | DeepInvert: Semi-Supervised Embedding Inversion Against Obfuscated Language Models
[NO] 180/1459 | Heralded Non-Gaussian Squeezed-State Inputs for Parity-Detection SU(1,1) Interferometry
[NO] 181/1459 | Jointly Sparse Blind Deconvolution via Riemannian Optimization
[NO] 182/1459 | Modular fusion categories with trivial Torelli group actions
[NO] 183/1459 | Architectural Implications of Agentic AI Workflows
[NO] 184/1459 | A Counterexample to Fourier Alignment in Single-Neuron Modular Addition
[NO] 185/1459 | CommBench: Can LLMs Write Correct and Efficient GPU Communication Code?
[NO] 186/1459 | When does training on downscaled images yield the same gradients?
[NO] 187/1459 | Taming Treewidth DP with Modulators: A General Booster for Graph Heuristics
[NO] 188/1459 | MCHA: A Memory-Centric Hierarchical Architecture for Parallel-Sequential Computing
[NO] 189/1459 | Masking Black Hole Spin with a Modified Chaplygin Gas Envelope: Radiative Degeneracies from a Phenomenological Three-Region Spacetime
[NO] 190/1459 | ToolArtist: Tool-Using Unified Multimodal Models for Agentic Image Generation
[NO] 191/1459 | An unfitted finite element discrete fracture model for low-permeability barriers via local stiffness matrix modification
[NO] 192/1459 | UBLLIE: Unified Backlight and Low-Light Image Enhancement
[NO] 193/1459 | SSC: A Verifiable Structured Representation for Bimanual Manipulation Labelling
[NO] 194/1459 | SPOT: Sparse Probing and Outcome Calibration for On-Policy Distillation
[NO] 195/1459 | Social Pressure Breaks Majority Voting in LLM Safety Panels
[NO] 196/1459 | MESH: Memory-Efficient Sinkhorn Optimization for Mixture-of-Experts Training
[NO] 197/1459 | Approximate Multi-Objective Search Under Rulebooks
[NO] 198/1459 | NOLLI: A Difficulty-Calibrated Puzzle Benchmark for Diagnosing the English-Korean Performance Gap
[NO] 199/1459 | Free-Lunch Augmentation by Revisiting Diffusion-Based Data Generation for Cross-Domain Few-Shot Object Detection
[NO] 200/1459 | NodeJEPA: Structure-Conditioned Latent Prediction for Node-Level Graph Self-Supervised Learning
[NO] 201/1459 | Helping Music Co-Creation Agents 'Listen' Well: Hierarchical Self-Supervised World Models for Understanding and Generation
[NO] 202/1459 | Contingency Detection Integrated Model Predictive Control for Resilient Load Frequency Control
[NO] 203/1459 | Equilibrium Thermodynamics of Non-Hermitian Dirac Fermions: Caloric and Magnetic Responses
[NO] 204/1459 | Extremal Graphs for the Energy-Independence Number Inequality
[NO] 205/1459 | Controllable subspaces and real-part observability for Schrödinger equations on $\mathbb T^d$
[NO] 206/1459 | The Born Representation Theorem and the Unistochastic Theorem
[NO] 207/1459 | Poly-OPD: Heterogeneous Multi-Teacher On-Policy Distillation for Capability-Selectable Flow Models
[NO] 208/1459 | Expansion of a hole in a viscoelastic liquid sheet
[NO] 209/1459 | Equitable System-Prompt Selection via Constrained Mixed-Strategy GroupDRO
[NO] 210/1459 | IntentLint: Supporting Intent Scaffolding and Prompt-time Linting in Human-AI Collaborative Data Analysis
[NO] 211/1459 | Visualization of Complex Projective Curves
[NO] 212/1459 | MIDAS: Multi-LLM Iterative Data-Adaptive Summarization
[NO] 213/1459 | The rank and layer distributions in random recursive trees
[NO] 214/1459 | A Real-Time Jet Laboratory in Swift J1727.8-1613
[NO] 215/1459 | Further Investigation on Chromospheric Activity Patterns of the RS Canum Venaticorum Star V711 Tauri
[NO] 216/1459 | Private Direct Preference Optimization for LLM Alignment
[NO] 217/1459 | Symbol-Oriented Quantum Communication via Temporal-Mode Multiplexing
[NO] 218/1459 | Dimensions of Power: A Systematic Guide to Power Indices for Explainable AI
[NO] 219/1459 | On Computational Hardness of Mistake-Bounded Language Generation: A Random-Oracle Query Separation
[NO] 220/1459 | Gradings by cyclic groups on classical simple Lie algebras in prime characteristics
[NO] 221/1459 | Augmentation of the Gauribidanur radioheliograph for observations of circularly polarized emission from the solar corona at low radio frequencies
[NO] 222/1459 | Algorithm-Driven SVARs: Navigating the Wilderness of Big Data
[NO] 223/1459 | Link prediction on multi-relational graphs from an influence propagation perspective
[NO] 224/1459 | The Beginning of ChatGPT Ads
[NO] 225/1459 | A spectral approach to the narrow escape problem in two-dimensional domains
[NO] 226/1459 | Finite-coefficient Gersten injectivity fails in ramified mixed characteristic
[NO] 227/1459 | DelusionEval: Measuring Delusion-Linked Behaviors in AI Chatbots
[NO] 228/1459 | Universal linear manipulation via routing and projective measurements
[NO] 229/1459 | Accessing Chern Numbers From Bloch Eigenstates Singularities
[NO] 230/1459 | Promptable Animal Pose Tracking Across Species
[NO] 231/1459 | Causal Resolvent Rough Lifts under Nondominated Martingale Laws: Gaussian-Tail Cores and Conditional Wong--Zakai Transfer
[NO] 232/1459 | The Roche-Lobe Radius in Newtonian and Non-Newtonian Gravity
[NO] 233/1459 | Portfolio Allocation under Heterogeneous Scales and Multifractality
[NO] 234/1459 | A Two-Stage Operating Room Allocation Framework for Reducing Surgical Waiting Lists in Public Hospitals
[NO] 235/1459 | Quantum Bayes Correlated Equilibrium and the Comparison of Quantum Information Structures in Games
[NO] 236/1459 | Phase transitions in generalized XY models
[NO] 237/1459 | Recovery of time-dependent coefficients for the convection-diffusion equation on conformally transversally anisotropic manifolds from partial data
[NO] 238/1459 | Diffusive Speed Limits for U(1)-Covariant Quantum Error Correction
[NO] 239/1459 | Sharp Continuity of Petz and Sandwiched Rényi Conditional Entropies
[NO] 240/1459 | Complex field-induced magnetic phases and anisotropic magnetotransport in off-stoichiometric CeCuBi2
[NO] 241/1459 | Exact moment equivalence and structural nonidentifiability in nonlinear epidemics
[NO] 242/1459 | SVI-DAG: A Structured Variational Inference Approach to Bayesian Causal Discovery
[NO] 243/1459 | Open Information: A Defining Perspective on Web Datasets for Carbon Pricing
[NO] 244/1459 | Evolution of matter perturbations in the context of cosmic slowing down
[NO] 245/1459 | Statistical Considerations in Long COVID Research
[NO] 246/1459 | DefoEye: Python-Based Software for Facilitating Time-Series InSAR Analysis of Sentinel-1 Remote-Sensing Data
[YES] 247/1459 | LLM-Assisted Detection and Repair of Hardware Security Vulnerabilities in Verilog Designs
[NO] 248/1459 | Dualizable Additive Categories
[NO] 249/1459 | Training Crossroads for Recurrent Vision Transformers: Recurrence, Neural ODEs, and Deep Supervision
[NO] 250/1459 | Quantitative Khintchine on the parabola with non-monotonic approximation functions
[NO] 251/1459 | Ambiguity in matter sector for modified gravity involving $δ^2 \mathcal{L}_{m}/δg^{μν}δg^{αβ}$ and its implications to astrophysics and cosmology
[NO] 252/1459 | Cooking beyond Frames: A Stereo Event Camera Dataset in the Kitchen
[NO] 253/1459 | GBOT: ground based optical tracking of the Gaia satellite
[NO] 254/1459 | Disentanglement in the macroscopic limit
[NO] 255/1459 | Associative/Lie radical (co)invariance under tracial (co)actions
[NO] 256/1459 | Entropy Transference for Rainbow-$H$-Free Colourings of Random Graphs
[NO] 257/1459 | Investigating Click Behaviors On Google Search Result Pages That Produce an AI Overview
[NO] 258/1459 | Ghost-RISB for Correlated Electron-Phonon Systems: Application to the Hubbard-Holstein Model
[NO] 259/1459 | Constructing Large Orthogonal Minimally Aliased Response Surface Designs Through Enumeration and Combination of Weighing Designs
[NO] 260/1459 | Segmentation Pre-training for Label-Efficient Lumbar Spine Degeneration Grading
[NO] 261/1459 | WatchLens: A Configurable Platform for Online Video Recommendation Experiments
[NO] 262/1459 | An Exchange-Correlation Functional for Fast and Accurate Modeling of Ferroelectric Perovskites
[NO] 263/1459 | MGSB: Manifold Gated Signature Branch Pressure-Domain Baseline Architecture for Two-Phase Pipeline Flows Under Distributional Shift
[NO] 264/1459 | Bernstein-type bases on $q$-quadratic lattices and Askey--Wilson\slash $q$-Racah connection coefficients
[NO] 265/1459 | Joyce's invariant and Virasoro Constraints for Quot schemes on curves
[NO] 266/1459 | Inflow-driven galaxy evolution - I. Revealing the physics of the fundamental metallicity relation
[NO] 267/1459 | Lifting the degeneracy of quantum spin liquid phase by uniaxial pressure
[NO] 268/1459 | IMFACT: Counterfactual Explanations for Time Series via Intrinsic Mode Function Substitution
[NO] 269/1459 | Fewer Tokens, Smaller Cache: Reward-Coordinated Efficient Reasoning
[NO] 270/1459 | Cepheid metallicities from low-resolution near-infrared spectra: validation against the optical reference scale
[NO] 271/1459 | FUSEP: A Multi-Center Benchmark for Diverse Tasks in Early Pregnancy Fetal Ultrasound Screening
[NO] 272/1459 | Emergent Replica Clock Unifies Many-Body Localization and Thermalization
[NO] 273/1459 | Unifying microscopic theories for the phono-magnetic effect
[NO] 274/1459 | Simile Understanding in Text-to-Image Models: An Evaluation Framework
[NO] 275/1459 | Residual Saturation under Pressure-Controlled Drainage
[NO] 276/1459 | LoginTrap: Uncovering Task-Agnostic Phishing-Style Indirect Prompt Injection Attacks against LLM-based Web Agents
[NO] 277/1459 | Dense Metric Depth Completion from Sparse Direct Time-of-Flight Sensors
[NO] 278/1459 | Demonstration of a Single-Laser-Diode-Pumped Ti:Sapphire Astrocomb on the Southern African Large Telescope
[NO] 279/1459 | A Vision-based Control Framework for Real-time Autonomous UUV Operations
[NO] 280/1459 | Multi-View Face and Gesture Animation with Dynamic Gaussians
[NO] 281/1459 | Behrend function and blowup algebras
[NO] 282/1459 | Corrections to the Unruh Effect from Robin Boundary Conditions in Punctured Minkowski Spacetime
[NO] 283/1459 | Design Choices That Matter: A Functional ANOVA Analysis for Remote Sensing Multi-Label Classification
[NO] 284/1459 | Single-eigenstate test of eigenstate thermalization hypothesis via perturbed eigenstate quench
[NO] 285/1459 | Suppression Sticks, Locality Is Fragile: A Closed-Loop Target-and-Control Audit of Task-Vector Negation in VLA Policies
[NO] 286/1459 | Free-surface curvature and its relation to subsurface turbulence
[NO] 287/1459 | Field Deviations in Dipole-Driven Linear Paul Traps: Effects of Endcap Boundaries and their Minimization
[NO] 288/1459 | Dirichlet symbols and the nonlinear wave equation
[NO] 289/1459 | Erodible bed turbulence modulation driven by transition between longitudinal and transverse bedforms at varying Shields numbers
[NO] 290/1459 | Accessing the symmetric component of quadrupole misalignment through counter-rotating closed orbits in EDM storage rings
[NO] 291/1459 | Khinchin's and Chung's Laws of the Iterated Logarithm at Time Zero for the Linear Stochastic Fractional Diffusion Equation
[NO] 292/1459 | YOLO-PVC: 2D-to-3D Consolidation of Slice-wise Detections for Volumetric Liver Tumor Localization in MRI
[NO] 293/1459 | Methods for traceable scanning magnetometry using single nitrogen vacancy centers in diamond: determining orientation, distance and localization
[NO] 294/1459 | Generalizable and Computational Efficient Channel Extrapolation for 6G: A Configurable AI-Driven Framework Built from a Modular Perspective
[NO] 295/1459 | Masked diffusion enables coherent beat tracking
[NO] 296/1459 | DAC-Pose: Dual-Agent Collaborative Framework for Pose-Guided Human Generation
[NO] 297/1459 | Embeddings of Propositional Logics into the Provability Logics $\mathbf{S}$ and $\mathbf{D}$
[NO] 298/1459 | Stochastic Keller Segel System with Porous Medium Diffusion and Nonlinear Chemotactic Sensitivity
[NO] 299/1459 | Why Ranking Anomaly Detection Algorithms Isn't as Reliable as You May Think
[NO] 300/1459 | A stability theorem for Berge Hamiltonian cycles under a minimum degree condition
[NO] 301/1459 | Probe Dependence of the Imaginary Part of HTEE
[NO] 302/1459 | On the Fermion Level Crossing in the Electroweak Instanton Background
[NO] 303/1459 | When Absence Is Evidence: Evaluating Completeness-Sensitive Negative Reasoning in Large Language Models
[NO] 304/1459 | Design of a thermal loading resilient optical enhancement cavity for operation at 515 nm for X-ray production through inverse Compton scattering in an energy recovery linac
[NO] 305/1459 | Semiparametric robust mixture of experts based on nonparametric maximum likelihood
[NO] 306/1459 | Analytical Floquet Quantum Statistics from Nonequilibrium Green's Functions
[NO] 307/1459 | Photogalvanic second harmonic generation in Si3N4 for 1 Hz level on-chip metrology and spectroscopy
[NO] 308/1459 | EuroExec: Frontier Language Models Fall Short of Expert Judgment on European Executive Decision Tasks
[NO] 309/1459 | The QCD Axion and Neutrino Masses
[NO] 310/1459 | Argus: A General-Purpose Agentic Runtime for Long-Horizon Reasoning
[NO] 311/1459 | Near-Field Velocity Estimation and Doppler-Aware Localization in OFDM Massive MIMO
[NO] 312/1459 | Predicting Brain Morphometry with MT-GNN: Mesh Evolution in Continuous Time with Graph-Based Metric Tensor Embeddings
[NO] 313/1459 | Representational separation between unitary and channel quantum generative models via shared classical randomness at shallow depth
[NO] 314/1459 | ABSeeker: Training Long-Horizon Search Agents via Answer-Backtracked Credit Assignment
[NO] 315/1459 | Lesion Detection in CT with Frozen Self-Distilled Features: SALT, a Spatially Adaptive Label-Guided Temperature
[NO] 316/1459 | From One to Eight: Supersymmetry Restoration in Lattice 3D ${\cal N} = 4$ Super Yang--Mills
[NO] 317/1459 | Same Formulas, Different Semantics: Do Language Models Follow Modal Logic Specifications?
[NO] 318/1459 | It Takes Two to Tribo: Stochastic Charge Evolution in Repeated Binary Collisions of Acoustically Levitated Particles
[NO] 319/1459 | Optimizing What Policies Learn From: Recoverability-aware Rollout Intervention Learning
[NO] 320/1459 | Generalized comodule tube algebras for boundary and domain wall defects of (2+1)D topological order
[NO] 321/1459 | VQ-VAD: Vector-quantized Motion Representation Learning for Human-centric Video Anomaly Detection
[NO] 322/1459 | Effective single particle picture for anharmonic lattice dynamics: a Rosetta stone for electronic and ionic response
[NO] 323/1459 | Analyzing the daily flows: Exploring shared micro-mobility factors in Venice
[NO] 324/1459 | Multipolar static tidal response of Schwarzschild black holes in cubic gravity: a metric-action derivation of tidal running
[NO] 325/1459 | A Sharper Hoeffding Bound for Weighted Sums of Exchangeable Random Variables
[NO] 326/1459 | Analytic correspondence between multipartite entanglement and quantum phase transitions
[NO] 327/1459 | DASyR-LLM: Domain-Aware Symbolic Regression with LLMs for Kinetic Model Discovery
[NO] 328/1459 | Evaluating Theory of Mind in Reasoning Models: Robustness over Reasoning
[NO] 329/1459 | Manipulation-Proof Oblivious Audits against Deceptive Model Providers
[NO] 330/1459 | Prescribed Performance Leader-Following Consensus with Event-Based Broadcasting
[NO] 331/1459 | The word problem for two-generator one-relator inverse monoids
[NO] 332/1459 | First Results on Nucleon Resonance Electroexcitation Amplitudes from $ep \to e'π^+π^-p'$ Cross Sections at $W$ from $1.56-1.76$ GeV and $Q^2$ from $2.0-5.0$ GeV$^2$
[NO] 333/1459 | An improved car-oriented mean-field theory for stochastic traffic flow models
[NO] 334/1459 | Constructing Non-Hermitian Theories with Tunable Exceptional Points and Controlled State Purification
[NO] 335/1459 | Modulational spectrum of infinite-depth hydroelastic Stokes waves
[NO] 336/1459 | An Infinitesimal Circular Morera Theorem
[NO] 337/1459 | Wavepacket Approach for Spin Transport in Zigzag Spin Chain
[NO] 338/1459 | UC, Categorically: Rigorous Diagrammatic Proofs
[NO] 339/1459 | On the relationship between the gain of Stimulated Raman Backscatter of a short-pulse laser in a plasma and the Pierce parameter for XFELs
[NO] 340/1459 | Arranging convex bodies for maximum intersection volume: the sharp efficiency of centroid alignment
[NO] 341/1459 | Technical Report: A Formal Semantics for Java Symbolic Evaluation using Large-Block Encoding
[NO] 342/1459 | Envelopes created by curve families in the Lorentz-Minkowski plane
[NO] 343/1459 | The two-particle-irreducible vertex of the two-dimensional lattice $φ^4$ model across the Ising transition
[NO] 344/1459 | All-Optical Field-Resolved Spectroscopy With Interferometric Nonlinear Cross-Correlations
[NO] 345/1459 | Nano-scale visualization of magnetic vortices in metal nanoparticles
[NO] 346/1459 | Energy- and Memory-Efficient PEFT Methods for Personalized On-Device SLMs on Consumer GPUs
[NO] 347/1459 | Higher-Order Extensions of Weakly Viscous Dysthe Theory and a Phase-Lag Model for Nonlinear Mean-Flow Damping
[NO] 348/1459 | Beyond Linear Dynamics: Neural Bilinear Dynamical Models for Time Series Forecasting
[NO] 349/1459 | Accelerating C/C++ Pointer Analysis via Compiler-Based Offline Simplifications
[NO] 350/1459 | Trie-Constrained Token Prediction with Hierarchy-Aware Semantic Alignment for HS Code Prediction
[NO] 351/1459 | Bond thickenings of the simplicial boundary of Outer space
[NO] 352/1459 | Multi-Objective Ranking for Live-Streaming: Balancing Fresh and Delayed Signals with Segment-Aware Targeting
[NO] 353/1459 | D$^2$F-ReAG: Dynamic Decomposition and Filtering for Multi-Hop Reasoning-Augmented Generation
[NO] 354/1459 | An adaptive split-combine Gaussian mixture filter for nonlinear and multimodal state estimation
[NO] 355/1459 | Deltoris: Enabling Real-time VLA Inference in Embodied AI via Bit-level Sparsity and Speculative Inference
[NO] 356/1459 | Foreseeing the Invisible: Amodal Reconstruction of Leaf Fossil Images
[NO] 357/1459 | muSync-GS: Physics-Synchronized Driving Video Synthesis for Weather and Geometric Road Hazards
[NO] 358/1459 | Tightness of and counterexamples to several quantum estimates
[NO] 359/1459 | Elbow-Based MoE Routing: A Training-Free Inference Time Plugin for Expert Selection
[NO] 360/1459 | CofactVLA: Deconfounding Vision-Language-Action Models via Counterfactual Intervention
