[2025-11-25 09:12:46] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-24
正在获取论文...
[arXiv] 2025-11-24 | Defending Large Language Models Against Jailbreak Exploits with Responsible AI Considerations
[NO] 24/1777 | VideoCompressa: Data-Efficient Video Understanding via Joint Temporal Compression and Spatial Reconstruction
[NO] 25/1777 | Leveraging Metaheuristic Approaches to Improve Deep Learning Systems for Anxiety Disorder Detection
[NO] 26/1777 | Uncertainty-Aware Dual-Student Knowledge Distillation for Efficient Image Classification
[NO] 27/1777 | DetAny4D: Detect Anything 4D Temporally in a Streaming RGB Video
[NO] 28/1777 | Comparison between formal slopes and p-adic slopes
[YES] 29/1777 | HyperbolicRAG: Enhancing Retrieval-Augmented Generation with Hyperbolic Representations
[NO] 30/1777 | Scale What Counts, Mask What Matters: Evaluating Foundation Models for Zero-Shot Cross-Domain Wi-Fi Sensing
[NO] 31/1777 | Acceleration Techniques for Learning Optimal Classification Trees with Integer Programming
[NO] 32/1777 | Hypergraph Contrastive Learning for both Homophilic and Heterophilic Hypergraphs
[NO] 33/1777 | Icy worlds: Moons and Dwarf Planets
[NO] 34/1777 | HERMES: Towards Efficient and Verifiable Mathematical Reasoning in LLMs
[NO] 35/1777 | A Smooth Transition from Giant Planets to Brown Dwarfs from the Radial Occurrence Distribution
[NO] 36/1777 | Splatonic: Architecture Support for 3D Gaussian Splatting SLAM via Sparse Processing
[NO] 37/1777 | Near-Field Sparse Bayesian Channel Estimation and Tracking for XL-IRS-Aided Wideband mmWave Systems
[NO] 38/1777 | On Instability of Minimax Optimal Optimism-Based Bandit Algorithms
[NO] 39/1777 | On the Appropriateness of Linear Stress Recovery in Biomechanical Analysis of Abdominal Aortic Aneurysm
[NO] 40/1777 | A Problem-Oriented Taxonomy of Evaluation Metrics for Time Series Anomaly Detection
[NO] 41/1777 | Yo'City: Personalized and Boundless 3D Realistic City Scene Generation via Self-Critic Expansion
[NO] 42/1777 | Misinformation Dynamics in Social Networks
[NO] 43/1777 | GuideFlow: Constraint-Guided Flow Matching for Planning in End-to-End Autonomous Driving
[NO] 44/1777 | Towards Realistic Guarantees: A Probabilistic Certificate for SmoothLLM
[NO] 45/1777 | Seeing What Matters: Visual Preference Policy Optimization for Visual Generation
[NO] 46/1777 | GVD-TG: Topological Graph based on Fast Hierarchical GVD Sampling for Robot Exploration
[NO] 47/1777 | Development of a projectile charge state analyzer and 10 kV bipolar power supply for MeV energy ion - atom/molecule collision experiments
[NO] 48/1777 | CoD: A Diffusion Foundation Model for Image Compression
[NO] 49/1777 | Manipulation of photonic topological edge and corner states via trivial claddings
[NO] 50/1777 | Asynchronous Distributed Multi-Robot Motion Planning Under Imperfect Communication
[NO] 51/1777 | Quantized Polarization Redefines Polar Interfaces
[NO] 52/1777 | Exploring Surround-View Fisheye Camera 3D Object Detection
[NO] 53/1777 | Stable Multi-Drone GNSS Tracking System for Marine Robots
[NO] 54/1777 | Carbon-Penalised Portfolio Insurance Strategies in a Stochastic Factor Model with Partial Information
[NO] 55/1777 | A Unified Decentralized Nonconvex Algorithm under Kurdyka-Łojasiewicz Property
[NO] 56/1777 | LLM-Based Agentic Negotiation for 6G: Addressing Uncertainty Neglect and Tail-Event Risk
[NO] 57/1777 | Every $Q$-polynomial distance-regular graph is sharp over $\mathbb{R}$
[NO] 58/1777 | Effect of FABr Over-Stoichiometry on the Morphology and Optoelectronic Properties of Wide-Bandgap FAPbBr_3 Films
[NO] 59/1777 | A Robust State Filter Against Unmodeled Process And Measurement Noise
[NO] 60/1777 | From Pixels to Posts: Retrieval-Augmented Fashion Captioning and Hashtag Generation
[NO] 61/1777 | VIL2C: Value-of-Information Aware Low-Latency Communication for Multi-Agent Reinforcement Learning
[NO] 62/1777 | Automated RF Phase Adjustment for Beam Stabilization in the Fermilab Linac
[NO] 63/1777 | On gonality-tight graphs
[NO] 64/1777 | MambaRefine-YOLO: A Dual-Modality Small Object Detector for UAV Imagery
[NO] 65/1777 | When Semantics Regulate: Rethinking Patch Shuffle and Internal Bias for Generated Image Detection with CLIP
[NO] 66/1777 | Uncertainty-Aware Deep Learning Framework for Remaining Useful Life Prediction in Turbofan Engines with Learned Aleatoric Uncertainty
[NO] 67/1777 | 3M-TI: High-Quality Mobile Thermal Imaging via Calibration-free Multi-Camera Cross-Modal Diffusion
[NO] 68/1777 | AI Consciousness and Existential Risk
[NO] 69/1777 | Agent Discovery in Internet of Agents: Challenges and Solutions
[NO] 70/1777 | DiffSeg30k: A Multi-Turn Diffusion Editing Benchmark for Localized AIGC Detection
[NO] 71/1777 | Edge-Based Predictive Data Reduction for Smart Agriculture: A Lightweight Approach to Efficient IoT Communication
[NO] 72/1777 | Many-Eyes and Sentinels in Selfish and Cooperative Groups
[NO] 73/1777 | Optimization of Deep Learning Models for Dynamic Market Behavior Prediction
[NO] 74/1777 | PolyOCP.jl -- A Julia Package for Stochastic OCPs and MPC
[NO] 75/1777 | Simulating neutron diffraction from deformed mosaic crystals in McStas
[NO] 76/1777 | GraphMind: Theorem Selection and Conclusion Generation Framework with Dynamic GNN for LLM Reasoning
[NO] 77/1777 | On the Tail Transition of First Arrival Position Channels: From Cauchy to Exponential Decay
[NO] 78/1777 | Impact Analysis of COVID-19 in Bangladesh Power Sector and Recommendations based on Practical Data and Machine Learning Approach
[NO] 79/1777 | Understanding, Accelerating, and Improving MeanFlow Training
[NO] 80/1777 | Expansion of Momentum Space and Full 2$π$ Solid Angle Photoelectron Collection in Laser-Based Angle-Resolved Photoemission Spectroscopy by Applying Sample Bias
[NO] 81/1777 | LAA3D: A Benchmark of Detecting and Tracking Low-Altitude Aircraft in 3D Space
[NO] 82/1777 | MedSAM3: Delving into Segment Anything with Medical Concepts
[NO] 83/1777 | Resolving Node Identifiability in Graph Neural Processes via Laplacian Spectral Encodings
[NO] 84/1777 | Light-induced photomechanical patterning of ferroelectric polarization
[NO] 85/1777 | Life-IQA: Boosting Blind Image Quality Assessment through GCN-enhanced Layer Interaction and MoE-based Feature Decoupling
[NO] 86/1777 | OrdMoE: Preference Alignment via Hierarchical Expert Group Ranking in Multimodal Mixture-of-Experts LLMs
[NO] 87/1777 | Modular elements of the lattices of varieties of semigroups and epigroups. I
[NO] 88/1777 | Growth Estimates for Solutions to the Wave Equation on Damek--Ricci Spaces
[NO] 89/1777 | LLM Chatbots in High School Programming: Exploring Behaviors and Interventions
[NO] 90/1777 | The Willmore energy and curvature concentration
[NO] 91/1777 | Bohr inequalities for holomorphic mappings in higher-dimensional complex Banach spaces
[NO] 92/1777 | Revisiting the Measurement of Polarization
[NO] 93/1777 | Geometry-Aware Deep Congruence Networks for Manifold Learning in Cross-Subject Motor Imagery
[NO] 94/1777 | LumiTex: Towards High-Fidelity PBR Texture Generation with Illumination Context
[NO] 95/1777 | Flow Map Distillation Without Data
[NO] 96/1777 | Ref-SAM3D: Bridging SAM3D with Text for Reference 3D Reconstruction
[NO] 97/1777 | An Elementary Proof of a Minimax Theorem
[NO] 98/1777 | Powers of abelian varieties over $\overline{\mathbb Q(t)}$ not isogenous to a Jacobian
[NO] 99/1777 | Hierarchical Bayesian spectral analysis of multiple stationary time series
[NO] 100/1777 | Wigner and Gabor phase-space analysis of propagators for evolution equations
[NO] 101/1777 | Conformal symmetry of the massless Staruszkiewicz model
[NO] 102/1777 | Efficiency vs. Fidelity: A Comparative Analysis of Diffusion Probabilistic Models and Flow Matching on Low-Resource Hardware
[YES] 103/1777 | HeLEx: A Heterogeneous Layout Explorer for Spatial Elastic Coarse-Grained Reconfigurable Arrays
[NO] 104/1777 | Revisiting Feedback Models for HyDE
[YES] 105/1777 | Learning to Reason: Training LLMs with GPT-OSS or DeepSeek R1 Reasoning Traces
[NO] 106/1777 | Targeted Manipulation: Slope-Based Attacks on Financial Time-Series Data
[NO] 107/1777 | Dynamic Leader-Follower Consensus with Adversaries: A Multi-Hop Relay Approach
[NO] 108/1777 | MonoMSK: Monocular 3D Musculoskeletal Dynamics Estimation
[NO] 109/1777 | What Drives Cross-lingual Ranking? Retrieval Approaches with Multilingual Language Models
[NO] 110/1777 | Combinatorics of Minimal Balanced Collections
[NO] 111/1777 | Scattering in Time-Varying Drude-Lorentz Models
[NO] 112/1777 | SyncMV4D: Synchronized Multi-view Joint Diffusion of Appearance and Motion for Hand-Object Interaction Synthesis
[NO] 113/1777 | Diagnosis of mixed-state topological phases in strongly correlated systems via disorder parameters
[NO] 114/1777 | E-coherent crystalline interfaces: coherency enhanced by discohesion arrays
[NO] 115/1777 | Innovative Modular Design and Kinematic Approach based on Screw Theory for Triple Scissors Links Deployable Space Antenna Mechanism
[NO] 116/1777 | Holographic Krylov complexity in ${\cal N}=4$ SYM
[NO] 117/1777 | Two-Stream Instability and Bernstein-Greene-Kruskal Mode Formation in Coulomb One Component Plasma
[NO] 118/1777 | Constraining Yukawa-type interaction and coupling constant of axionlike particles to nucleons from recent measurement of the Casimir-Polder interaction
[NO] 119/1777 | Solar-GECO: Perovskite Solar Cell Property Prediction with Geometric-Aware Co-Attention
[NO] 120/1777 | Common neighbours in planar graphs
[NO] 121/1777 | Spin-Flux Skyrmions: Anomalous Electron Dynamics and Spin-Hall Currents
[NO] 122/1777 | Entropic Dynamics approach to Quantum Electrodynamics
[NO] 123/1777 | SENTINEL: A Fully End-to-End Language-Action Model for Humanoid Whole Body Control
[NO] 124/1777 | Synchronized Aharonov-Bohm Motifs via Engineered Dissipation
[NO] 125/1777 | ReAlign: Text-to-Motion Generation via Step-Aware Reward-Guided Alignment
[NO] 126/1777 | Spherical Einstein-Friedberg-Lee-Sirlin boson stars: Self-interacting solutions and their astrophysical appearance
[NO] 127/1777 | Observing bright pulsating white dwarfs with PLATO: A new window into the late stages of stellar evolution
[NO] 128/1777 | Online Learning-Enhanced Lie Algebraic MPC for Robust Trajectory Tracking of Autonomous Surface Vehicles
[NO] 129/1777 | Hierarchical GraphCut Phase Unwrapping based on Invariance of Diffeomorphisms Framework
[NO] 130/1777 | Inverse Rendering for High-Genus Surface Meshes from Multi-View Images
[NO] 131/1777 | Neural Geometry Image-Based Representations with Optimal Transport (OT)
[NO] 132/1777 | A Theory-Inspired Framework for Few-Shot Cross-Modal Sketch Person Re-Identification
[NO] 133/1777 | Assessing the alignment between infants' visual and linguistic experience using multimodal language models
[NO] 134/1777 | Quantitative and Optimal Device-Independent Lower Bounds on Detection Efficiency
[NO] 135/1777 | The Non-universal Pseudo Phase-Space Density Profiles of Symphony Host Halos
[NO] 136/1777 | Overlap Analysis of the Shortest Path Problem: Local Search, Landscapes, and Franz--Parisi Potential
[NO] 137/1777 | Tuning Domain-Based Charge Transfer in Organic Dyes: Impact of Heteroatom Doping in the pi-linker of Carbazole-Based Systems
[NO] 138/1777 | AuViRe: Audio-visual Speech Representation Reconstruction for Deepfake Temporal Localization
[NO] 139/1777 | What do gravitational-wave observations tell us about Luminous Red Novae?
[NO] 140/1777 | Deformation to the normal bundle and blow-ups via derived Weil restrictions
[NO] 141/1777 | Inflation in theories with broken diffeomorphisms
[NO] 142/1777 | Constant-Size Certificates for Leader Election in Chordal Graphs and Related Classes
[NO] 143/1777 | Conservation laws and slow dynamics determine the universality class of interfaces in active matter
[NO] 144/1777 | Cloud4D
[NO] 145/1777 | Be My Eyes: Extending Large Language Models to New Modalities Through Multi-Agent Collaboration
[NO] 146/1777 | Entanglement-limited linear response in fermionic systems
[NO] 147/1777 | Chernoff-Mehler Approximation for Lévy Processes with Drift
[NO] 148/1777 | Stochastic Adaptive Optimization with Unreliable Inputs: A Unified Framework for High-Probability Complexity Analysis
[NO] 149/1777 | PTF Testing Lower Bounds for Non-Gaussian Component Analysis
[NO] 150/1777 | Kondo screening and random-singlet formation in highly disordered systems
[NO] 151/1777 | A Hybrid Learning-to-Optimize Framework for Mixed-Integer Quadratic Programming
[NO] 152/1777 | UISearch: Graph-Based Embeddings for Multimodal Enterprise UI Screenshots Retrieval
[NO] 153/1777 | Construction and Decoding of Error--Correcting Codes from Ideal Lattices of Finite Ternary Gamma Semirings
[NO] 154/1777 | Connectivity-Aware Task Offloading for Remote Northern Regions: a Hybrid LEO-MEO Architecture
[NO] 155/1777 | LLM-Driven Stationarity-Aware Expert Demonstrations for Multi-Agent Reinforcement Learning in Mobile Systems
[NO] 156/1777 | DeCo: Frequency-Decoupled Pixel Diffusion for End-to-End Image Generation
[NO] 157/1777 | Secure Analog Beamforming for Multi-user MISO Systems with Movable Antennas
[NO] 158/1777 | Enhancing Conformal Prediction via Class Similarity
[NO] 159/1777 | Leveraging LLMs for reward function design in reinforcement learning control tasks
[NO] 160/1777 | Artificial Intelligence Driven Workflow for Accelerating Design of Novel Photosensitizers
[NO] 161/1777 | Normative active inference: A numerical proof of principle for a computational and economic legal analytic approach to AI governance
[NO] 162/1777 | On the PB Sudakov: NNLL coefficient, CS kernel and intrinsic-kt
[NO] 163/1777 | Human-AI Teaming Under Deception: An Implicit BCI Safeguards Drone Team Performance in Virtual Reality
[NO] 164/1777 | Development of a Transit-Time Ultrasonic Flow Measurement System for Partially Filled Pipes: Incorporating Flow Profile Correction Factor and Real-Time Clogging Detection
[NO] 165/1777 | Flat flows of periodic Lipschitz subgraphs for generalized nonlocal perimeters
[NO] 166/1777 | On Altruism and Spite in Bimatrix Games
[NO] 167/1777 | On Yukawa Potential Centrality for Identification of Influential Spreaders in Complex Networks
[NO] 168/1777 | Noetherian pointed Hopf algebras are affine
[NO] 169/1777 | Symmetric sequencings and other combinatorial properties of large groups
[NO] 170/1777 | The Unified Non-Convex Framework for Robust Causal Inference: Overcoming the Gaussian Barrier and Optimization Fragility
[NO] 171/1777 | Point Objects and Derived Equivalences of Twisted Derived Categories of Abelian Varieties
[NO] 172/1777 | What is the signature of a trion in photoemission?
[NO] 173/1777 | Diffusion Reconstruction-based Data Likelihood Estimation for Core-Set Selection
[NO] 174/1777 | Tiny-TSM: Efficiently Training a Lightweight SOTA Time Series Foundation Model
[NO] 175/1777 | Numerical Approximation In Real Domain Of Special Function Of Product Of A Variable And Its Double Exponential
[NO] 176/1777 | Unboxing the Black Box: Mechanistic Interpretability for Algorithmic Understanding of Neural Networks
[NO] 177/1777 | A Nutrition Multimodal Photoplethysmography Language Model
[NO] 178/1777 | The Maki-Thompson Model with Spontaneous Stifling on Symmetric Networks
[NO] 179/1777 | Adversarial Patch Attacks on Vision-Based Cargo Occupancy Estimation via Differentiable 3D Simulation
[NO] 180/1777 | MAESTRO: Multi-Agent Environment Shaping through Task and Reward Optimization
[NO] 181/1777 | Stitched Polar Codes
[NO] 182/1777 | Three-loop banana integrals with three equal masses
[NO] 183/1777 | A demonstration that classical gravity does not produce entanglement
[NO] 184/1777 | Local Entropy Search over Descent Sequences for Bayesian Optimization
[NO] 185/1777 | Integrating Complex Covariate Transformations in Generalized Additive Models
[NO] 186/1777 | Data-driven certificates of constraint enforcement and stability for unmodeled, discrete dynamical systems using tree data structures
[NO] 187/1777 | FPGA-Based Spill Regulation System for the Muon Delivery Ring at Fermilab
[NO] 188/1777 | Centennial solar EUV irradiance from ionospheric currents: Varying sunspot-EUV irradiance relation and modified spot-facula ratio
[NO] 189/1777 | Percept-WAM: Perception-Enhanced World-Awareness-Action Model for Robust End-to-End Autonomous Driving
[YES] 190/1777 | Adversarial Attack-Defense Co-Evolution for LLM Safety Alignment via Tree-Group Dual-Aware Search and Optimization
[NO] 191/1777 | Compact stationary fluxons in the Josephson junction ladder
[NO] 192/1777 | Projected Density Matrix Sampling for Lattice Hamiltonians
[NO] 193/1777 | Another billiard problem
[NO] 194/1777 | Insights into neutron transport in a new multipurpose nuclear reactor
[NO] 195/1777 | Towards testing gravity with LSST using $E_G$
[NO] 196/1777 | AvatarBrush: Monocular Reconstruction of Gaussian Avatars with Intuitive Local Editing
[NO] 197/1777 | Enumeration of Autocatalytic Subsystems in Large Chemical Reaction Networks
[NO] 198/1777 | Accelerating Reinforcement Learning via Error-Related Human Brain Signals
[NO] 199/1777 | Fairness Meets Privacy: Integrating Differential Privacy and Demographic Parity in Multi-class Classification
[NO] 200/1777 | Multidimensional Music Aesthetic Evaluation via Semantically Consistent C-Mixup Augmentation
[NO] 201/1777 | DualGazeNet: A Biologically Inspired Dual-Gaze Query Network for Salient Object Detection
[NO] 202/1777 | Strong Energy Dependent Transition Radiation in a Photonic Crystal
[NO] 203/1777 | Observation of Dicke cooperativity between strongly coupled phonons and crystal-field excitations in a rare-earth orthoferrite
[NO] 204/1777 | Robust and Generalizable GNN Fine-Tuning via Uncertainty-aware Adapter Learning
[NO] 205/1777 | AutoOdom: Learning Auto-regressive Proprioceptive Odometry for Legged Locomotion
[NO] 206/1777 | Deep Hybrid Model for Region of Interest Detection in Omnidirectional Videos
[NO] 207/1777 | Theoretical study on excited states of ICl+ molecular ion considering spin-orbit coupling
[NO] 208/1777 | Enhancing Multi-Label Thoracic Disease Diagnosis with Deep Ensemble-Based Uncertainty Quantification
[NO] 209/1777 | \emph{Ab initio} derivation of the crystal field parameters for lanthanide ions: The f$^1$ case
[NO] 210/1777 | Auto-ML Graph Neural Network Hypermodels for Outcome Prediction in Event-Sequence Data
[NO] 211/1777 | FlowSteer: Guiding Few-Step Image Synthesis with Authentic Trajectories
[NO] 212/1777 | Leveraging Duration Pseudo-Embeddings in Multilevel LSTM and GCN Hypermodels for Outcome-Oriented PPM
[NO] 213/1777 | Towards Characterizing Knowledge Distillation of PPG Heart Rate Estimation Models
[NO] 214/1777 | DiP: Taming Diffusion Models in Pixel Space
[NO] 215/1777 | Local-in-time existence of strong solutions to a class of compressible Power-Law flows
[NO] 216/1777 | QCD sum rule predictions on gluonic tetraquark states with $J^{PC}=0^{+-},0^{--}$ and $1^{\pm \pm}$
[NO] 217/1777 | STORE: Semantic Tokenization, Orthogonal Rotation and Efficient Attention for Scaling Up Ranking Models
[NO] 218/1777 | Detecting Linear Dichroism with Atomic Resolution
[NO] 219/1777 | NEZHA: A Zero-sacrifice and Hyperspeed Decoding Architecture for Generative Recommendations
[NO] 220/1777 | Hilton-Milner Theorem for the $r$-independent sets in a union of cliques
[YES] 221/1777 | Summary-Mediated Repair: Can LLMs use code summarisation as a tool for program repair?
[NO] 222/1777 | ConceptGuard: Proactive Safety in Text-and-Image-to-Video Generation through Multimodal Risk Detection
[NO] 223/1777 | WSe2 p-MOSFETs with Nb-Doped WS2 Contacts Deposited using Atomic Layer Deposition
[NO] 224/1777 | SAOT: An Enhanced Locality-Aware Spectral Transformer for Solving PDEs
[NO] 225/1777 | Re-Key-Free, Risky-Free: Adaptable Model Usage Control
[NO] 226/1777 | BPS Solutions of 4d Euclidean N=2 Supergravity with Higher Derivative Interactions
[NO] 227/1777 | The Dynamical Interaction between Low-mass Planets and Dust Coagulation
[NO] 228/1777 | Realization and classification of Hamiltonian-circle multisigns
[NO] 229/1777 | Large Language Models Require Curated Context for Reliable Political Fact-Checking -- Even with Reasoning and Web Search
[NO] 230/1777 | Evaluation of Real-Time Mitigation Techniques for Cyber Security in IEC 61850 / IEC 62351 Substations
[NO] 231/1777 | Any4D: Open-Prompt 4D Generation from Natural Language and Images
[NO] 232/1777 | On the role of fractional Brownian motion in models of chemotaxis and stochastic gradient ascent
[YES] 233/1777 | RhinoInsight: Improving Deep Research through Control Mechanisms for Model Behavior and Context
[NO] 234/1777 | Trust and Uncertainty in Strategic Interaction: Behavioural and Physiological Evidence from the Centipede Game
[NO] 235/1777 | Joint learning of a network of linear dynamical systems via total variation penalization
[NO] 236/1777 | Microscopic parameters of a type-II superconductor measured by small-angle neutron scattering
[NO] 237/1777 | First Deep Learning Approach to Hammering Acoustics for Stem Stability Assessment in Total Hip Arthroplasty
[NO] 238/1777 | Neural B-Frame Coding: Tackling Domain Shift Issues with Lightweight Online Motion Resolution Adaptation
[NO] 239/1777 | Toward Integrated Air-Ground Computing and Communications: A Synergy of Computing Power Networks and Low-Altitude Economy Network
[NO] 240/1777 | When and What to Recommend: Joint Modeling of Timing and Content for Active Sequential Recommendation
[NO] 241/1777 | GRIT-LP: Graph Transformer with Long-Range Skip Connection and Partitioned Spatial Graphs for Accurate Ice Layer Thickness Prediction
[NO] 242/1777 | VLM in a flash: I/O-Efficient Sparsification of Vision-Language Model via Neuron Chunking
[NO] 243/1777 | EVCC: Enhanced Vision Transformer-ConvNeXt-CoAtNet Fusion for Classification
[NO] 244/1777 | LLM4AMC: Adapting Large Language Models for Adaptive Modulation and Coding
[NO] 245/1777 | Large Deviation Principle for Neutral Type Mckean-Vlasov Stochastic Differential Equations
[NO] 246/1777 | Chaotic dynamics for the two body problem on a sphere
[NO] 247/1777 | Scalarful double beta decay
[NO] 248/1777 | EEG-VLM: A Hierarchical Vision-Language Model with Multi-Level Feature Alignment and Visually Enhanced Language-Guided Reasoning for EEG Image-Based Sleep Stage Prediction
[NO] 249/1777 | Collaborative Learning with Multiple Foundation Models for Source-Free Domain Adaptation
[NO] 250/1777 | Optimal policy design for innovation diffusion: shaping today's incentives for transforming the future
[NO] 251/1777 | Noisy dynamics of confined quantum walks on a chip
[NO] 252/1777 | MonoSR: Open-Vocabulary Spatial Reasoning from Monocular Images
[NO] 253/1777 | Spectrophotometric evidence for a metal-bearing, carbonaceous, and pristine interstellar comet 3I/ATLAS
[NO] 254/1777 | Fate of diffusion under integrability breaking of classical integrable magnets
[NO] 255/1777 | Time-dependent Turbulent Electron Acceleration and Transport in Solar Flares
[NO] 256/1777 | Theoretical and Empirical Analysis of Lehmer Codes to Search Permutation Spaces with Evolutionary Algorithms
[NO] 257/1777 | New Algorithms and Hardness Results for Connected Clustering
[NO] 258/1777 | Experimental insights into data augmentation techniques for deep learning-based multimode fiber imaging: limitations and success
[NO] 259/1777 | DEAP-3DSAM: Decoder Enhanced and Auto Prompt SAM for 3D Medical Image Segmentation
[NO] 260/1777 | DynaMix: Generalizable Person Re-identification via Dynamic Relabeling and Mixed Data Sampling
[NO] 261/1777 | LLMAID: Identifying AI Capabilities in Android Apps with LLMs
[NO] 262/1777 | Stable equivalences and homological dimensions
[NO] 263/1777 | Boost of critical current density near quantum critical points in FeSe-Based superconductors with two superconducting domes
[NO] 264/1777 | Some aspects of Cheng-Yau gradient estimates
[NO] 265/1777 | CSD: Change Semantic Detection with only Semantic Change Masks for Damage Assessment in Conflict Zones
[NO] 266/1777 | Multi-Agent Monocular Dense SLAM With 3D Reconstruction Priors
[NO] 267/1777 | Bell Plesset Effects on Rayleigh Taylor Instability of Three Dimensional Spherical Geometry
[NO] 268/1777 | A sufficient condition for characterizing the one-sided testable properties of families of graphs in the Random Neighbour Oracle Model
[NO] 269/1777 | Energy-Efficient Routing Protocol in Vehicular Opportunistic Networks: A Dynamic Cluster-based Routing Using Deep Reinforcement Learning
[NO] 270/1777 | Growth driven phase transitions in Zinc Oxide nanoparticles through machine-learning assisted simulations
[NO] 271/1777 | Detection of Number of Subcarriers of OFDM Systems using Eigen-Spectral Analysis
[NO] 272/1777 | Relative Lie central extension and Schur multiplier of pairs of multiplicative Lie algebras
[NO] 273/1777 | Understanding and Mitigating Over-refusal for Large Language Models via Safety Representation
[NO] 274/1777 | Arriving Young, Leaving Old(er): Age-Structured International Migration on Subnational Scale in Austria
[NO] 275/1777 | Introducing Visual Scenes and Reasoning: A More Realistic Benchmark for Spoken Language Understanding
[NO] 276/1777 | A Self-Conditioned Representation Guided Diffusion Model for Realistic Text-to-LiDAR Scene Generation
[NO] 277/1777 | On the Bergman kernel of polarized abelian varieties
[NO] 278/1777 | Local Multilevel Preconditioned Jacobi-Davidson Method for Elliptic Eigenvalue Problems on Adaptive Meshes
[NO] 279/1777 | Anomalous phase shift and superconducting diode effect in Josephson junctions via thin films of rare-earth intermetallic magnets
[NO] 280/1777 | On the Design of Rational Polynomial State Feedback Controllers
[NO] 281/1777 | The complex inner disk of the Herbig Ae star HD 100453 with VLTI/MATISSE
[NO] 282/1777 | Study $γγ\to τ^+τ^-$ process including $τ^+ τ^-$ spin information in Pb-Pb ultraperipheral collision and at Lepton collider
[NO] 283/1777 | FineXtrol: Controllable Motion Generation via Fine-Grained Text
[NO] 284/1777 | Learning What to Trust: Bayesian Prior-Guided Optimization for Visual Generation
[NO] 285/1777 | Improved constraints on ultralight axions using latest observations of the early and late Universe
[NO] 286/1777 | Towards spinning $U(1)$ gauged non-topological solitons in the model with Chern-Simons term
[NO] 287/1777 | Movable-Antenna Array Enhanced Multi-Target Sensing: CRB Characterization and Optimization
[NO] 288/1777 | The dawn is quiet II: Gaia XP constraints on the Milky Way's proto-Galaxy from very metal-poor MDF tails
[NO] 289/1777 | MatMart: Material Reconstruction of 3D Objects via Diffusion
[NO] 290/1777 | Measuring thermal contact resistances between metallic rods using laser spot heating and infrared thermography. Part 1
[NO] 291/1777 | A universal phase-plane model for in vivo protein aggregation
[NO] 292/1777 | Robust Nonlinear Transform Coding: A Framework for Generalizable Joint Source-Channel Coding
[NO] 293/1777 | Zero-shot segmentation of skin tumors in whole-slide images with vision-language foundation models
[NO] 294/1777 | Peregrine: One-Shot Fine-Tuning for FHE Inference of General Deep CNNs
[NO] 295/1777 | Al$_{1-x}$Hf$_{x}$N Thin Films with Enhanced Piezoelectric Responses for GHz Surface Acoustic Wave Devices
[NO] 296/1777 | Web of Non-invertible Dualities for (2+1) Dimensional Models with Subsystem Symmetries
[NO] 297/1777 | Odd and even cycle lengths, minimum degree and chromatic number in graphs
[NO] 298/1777 | Superconducting spintronics with electron symmetry filtering and interfacial spin-orbit coupling
[NO] 299/1777 | MIST: Mutual Information Via Supervised Training
[NO] 300/1777 | VeCoR - Velocity Contrastive Regularization for Flow Matching
[NO] 301/1777 | Tracing the Trace Anomaly of Dense Matter inside Neutron Stars
[NO] 302/1777 | Low-Rank GEMM: Efficient Matrix Multiplication via Low-Rank Approximation with FP8 Acceleration
[NO] 303/1777 | Multi-Agent Cross-Entropy Method with Monotonic Nonlinear Critic Decomposition
[NO] 304/1777 | Data Augmentation Strategies for Robust Lane Marking Detection
[NO] 305/1777 | Equivariant Deep Equilibrium Models for Imaging Inverse Problems
[NO] 306/1777 | Clarifying Trinko as Precedent in EHR and AI-Memory Duty to Deal Cases: A New Institutional Economics Approach
[NO] 307/1777 | The shifted convolution problem for Fourier coefficients of Siegel modular forms of degree $2$
[NO] 308/1777 | Flexible Genetic Algorithm for Quantum Support Vector Machines
[NO] 309/1777 | An O-RAN Framework for AI/ML-Based Localization with OpenAirInterface and FlexRIC
[NO] 310/1777 | A Combined Theoretical and Experimental Study of Oxygen Vacancies in Co$_3$O$_4$ for Liquid-Phase Oxidation Catalysis
[NO] 311/1777 | Improved Bounds for the Ultimate Independence Ratio of Odd Wheels
[NO] 312/1777 | DR Tulu: Reinforcement Learning with Evolving Rubrics for Deep Research
[NO] 313/1777 | Hierarchical Bayesian estimation of population-level torque law parameters from $68$ young radio pulsars observed with the Murriyang telescope
[NO] 314/1777 | Equivariant Tracking Control for Fully Actuated Mechanical Systems on Matrix Lie Groups
[NO] 315/1777 | EnfoPath: Energy-Informed Analysis of Generative Trajectories in Flow Matching
[NO] 316/1777 | From discrete iteration in the unit disc to continuous semigroups of holomorphic functions
[NO] 317/1777 | SpectraNet: FFT-assisted Deep Learning Classifier for Deepfake Face Detection
[NO] 318/1777 | Evaluating Deep Learning and Traditional Approaches Used in Source Camera Identification
[NO] 319/1777 | Synthesizing Test Cases for Narrowing Specification Candidates
[NO] 320/1777 | Fast Resource Management Algorithm for Passive Surveillance Systems
[NO] 321/1777 | MetroGS: Efficient and Stable Reconstruction of Geometrically Accurate High-Fidelity Large-Scale Scenes
[NO] 322/1777 | Test-Time Preference Optimization for Image Restoration
[NO] 323/1777 | On the problem of stability of viscous shocks
[NO] 324/1777 | A double iteratively reweighted algorithm for solving group sparse nonconvex optimization models
