[2026-09-23 23:16:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-22
正在获取论文...
[arXiv] 2026-09-22 | SurgGraph: Quantitative Laparoscopic Video Understanding via Geometry-Grounded Scene Graphs
[IEEE] 2026-9-23 | A Near-Field and Far-Field Switchable RFID Reader Antenna Based on Even-Odd Mode Switching of Spiral Antenna
[IEEE] 2026-9-23 | TopoFormer: A Topology-Aware UNetFormer for Surface-Structure Segmentation in Remote Sensing Imagery toward Traffic Perception
[IEEE] 2026-9-23 | Sampling-Aware Belt-Coordinate Tracking for Areca Nut Counting Under Sparse Observations
[IEEE] 2026-9-23 | Scene-Prior-Guided Ship Category Inference for Port SAR Images
[IEEE] 2026-9-23 | Cascade injection-free fabrication of an acoustic lens for capacitive micromachined ultrasonic transducer arrays
[IEEE] 2026-9-23 | Explainable Credit Risk Modeling and Multiobjective Portfolio Optimization for SMEs
[IEEE] 2026-9-23 | Language-guided Diverse Feature Augmentation for Long-Tailed Class Incremental Learning
[IEEE] 2026-9-23 | Study on the Flow Characteristics of Centrifugal Pump Cavitation Under Different Inlet Conditions
[IEEE] 2026-9-23 | High-Quality Dataset Construction Pathway and Application Practice
[IEEE] 2026-9-23 | Mechanical Design of a Powered Hip-Disarticulation Prosthesis Using a Four-Bar Linkage
[IEEE] 2026-9-23 | Dynamic Memory Event-Triggered Optimal Control for Nonlinear Multiagent Systems With Hard and Soft Constraints
[IEEE] 2026-9-23 | Classification of Artificial Turf Stiffness using Heel-mounted Inertial Sensors and Pressure Sensing Insoles_supp1-3734843.docx
[IEEE] 2026-9-23 | Retraction Notice: An Efficient Deep Learning Technique for Emotion Detection Using EEG Signal
[IEEE] 2026-9-23 | Heavy Metal Ion Sensing Based on a Balloon-Shaped Optical Fiber Interferometric Structure
[IEEE] 2026-9-23 | Quantitative Photo-elastic Characterization of Interfacial Residual Stress of Epoxy Insulators
[IEEE] 2026-9-23 | ITC-OVAD: An Image-Text Collaborative Strategy for Open-Vocabulary Aerial Detection_supp1-3736036.pdf
[IEEE] 2026-9-23 | Reliability Growth Planning for Multi-Phase Missions Considering Epistemic Uncertainty
[IEEE] 2026-9-23 | More Robust, More Vulnerable: The Robustness–Security Paradox of Post-Processing Watermarking
[IEEE] 2026-9-23 | Retraction Notice: A Novel Machine Learning Model to Detect the Automated Evaluation of Brain Metastates Using 3D-MRI Images
[IEEE] 2026-9-23 | Enhancing Non-Coherent Noise Modulation in Fading Channels via Spatial Diversity
[IEEE] 2026-9-23 | Meta-Weighted Evidential Domain Adaptation for Aero-Engine Remaining Useful Life Prediction Under Incomplete Target Degradation Data
[IEEE] 2026-9-23 | Retraction Notice: Highway-Situated Medicine Vending Machines: A Technological Solution for Immediate First-Aid Assistance in Remote Areas
[ACM] 2026-9-23 | PACMHCI V10, N6, October 2026 Editorial
[ACM] 2026-9-22 | TemplateGBM: Learning Gradient Boosting Decision Trees with Predefined Structures
[ACM] 2026-9-22 | DASched: Dependency-Aware Scheduling for Multi-Stage Pipelines under Shared GPU Resources
[ACM] 2026-9-22 | Energy Efficiency in Actor Systems: A Comparative Study of Akka and Elixir
[IEEE] 2026-9-22 | ICSSIP 2025 Contributor Page
[IEEE] 2026-9-22 | ICSSIP 2025 Cover Page
[IEEE] 2026-9-22 | ICSSIP 2025 TOC
[ACM] 2026-9-22 | Towards A System Model for DNA-based Storage
[IEEE] 2026-9-22 | A Study on Collection Credit Scoring Model Development
[IEEE] 2026-9-22 | The Feature-Space Illusion: Exposing Practical Vulnerabilities in Blockchain GNN Fraud Detection
[IEEE] 2026-9-22 | Integrating Ecological Modeling and Machine Learning for Ecosystem Service Bundling in Mountain Urban Regions
[IEEE] 2026-9-22 | HorizonUNet: A Structure-Aware Spatiotemporal Mamba Architecture for Extreme Precipitation Nowcasting
[IEEE] 2026-9-22 | Study on Prediction and Control of Annular Thermal Expansion Pressure Induced by Drilling Fluid Sedimentation in Deepwater Wells
[IEEE] 2026-9-22 | “Joint Operation Without Joint Dispatch” in Unified Electricity Markets: Market Mechanisms and Benefit Allocation for Large-Scale Energy Base Integration
[IEEE] 2026-9-22 | On the Effectiveness of Membership Inference in Targeted Data Extraction from Large Language Models
[IEEE] 2026-9-22 | Impedance-Based Prediction of Common-Mode Current Without LISN for Wireless Power Transfer Systems
[IEEE] 2026-9-22 | Overvoltage Mechanism and Suppression Method for LCC-HVDC Rectifier Station Caused by Sending- End AC Faults Considering Grid-Forming Converters
[IEEE] 2026-9-22 | Dynamic Reconfiguration for Distribution Network Based on Reinforcement Learning Considering Branch Load Balancing
[IEEE] 2026-9-22 | Interpretable Characterization of Spectrum Usage Patterns From Long-Term Passive Measurements
[IEEE] 2026-9-22 | A Fully Underground Wireless Powered Communication Network Using Long-Range Through-the-Soil Wireless Power
[IEEE] 2026-9-22 | Analytical Calculation of Stator-Tooth Electromagnetic Forces in Multiphase Surface-Mounted Permanent Magnet Motors Under Static Eccentricity
[IEEE] 2026-9-22 | Optimal Capacity Configuration of a Hydrogen-Ammonia Integrated Energy System Considering Upstream Emissions of Purchased Low-Carbon Hydrogen
[IEEE] 2026-9-22 | Resource-Aware Distributed Edge Framework for Heterogeneous Video Analytics
[IEEE] 2026-9-22 | A New Multifunctional Online Ice-Melting Device with Reactive Power Compensation Capability in Distribution Networks
[IEEE] 2026-9-22 | Transport Mechanisms of SF
                    <sub>6</sub>
                    Decomposition Products and Sensor Placement Optimization in GIS
[IEEE] 2026-9-22 | Degradation Mechanisms of Lithium-Ion Batteries Under Wide-Frequency Grid Fluctuation Conditions
[IEEE] 2026-9-22 | Design and Testing of an Under-Bed Transcutaneous Charging System for Implanted Medical Devices
[IEEE] 2026-9-22 | Analysis of Transient Voltage Characteristics in Grid-Following and Grid-Forming Hybrid Stations
[IEEE] 2026-9-22 | EMI Reduction in Class-D WPT Systems Using Hybrid Active and Passive Techniques
[IEEE] 2026-9-22 | Large-Signal Stability Analysis of Off-Grid PV-Storage DC Microgrids Based on Mixed Potential Theory
[IEEE] 2026-9-22 | AFGO-IPL: Adaptive Factor Graph Optimization with Influence-based Protection Levels for GNSS in Urban Environments
[IEEE] 2026-9-22 | Design a Self-Resonant Coil with an Integrated Coaxial Dielectric Capacitor for EV Wireless Charging
[IEEE] 2026-9-22 | Maximum Power Point Tracking in Photovoltaic Systems Under Partial Shading Conditions Based on an Improved Salp Swarm Algorithm
[IEEE] 2026-9-22 | An Attention-Enhanced U-Net Model for Histopathology Image Segmentation
[IEEE] 2026-9-22 | Comparative Performance Analysis of 6G Waveforms with High Power Amplifier Nonlinearities
[IEEE] 2026-9-22 | Power Quality Disturbance Classification Based on Conv1D-DAE and Multi-View Image Encoding with CNN
[IEEE] 2026-9-22 | A New Integrated Onboard And Wireless Charging Topology
[IEEE] 2026-9-22 | Electricity Market Intelligent Q&amp;A System with RAG and Dynamic Policy Evolution Mechanism
[IEEE] 2026-9-22 | Proposal of Synchronous Rectification Method Using Only DC Current Values Based on Three-Phase Assumption for Reducing Leakage Magnetic Fields in Dynamic Wireless Power Transfer
[IEEE] 2026-9-22 | Recurrent Neural Network–Based Temporal Harmonic Estimation of Load Resistance in Dynamic Inductive Power Transfer Systems
[IEEE] 2026-9-22 | LASER4Doc: A Layout-Adaptive Structured Extraction and Reconstruction Framework for Industrial PDF Documents
[IEEE] 2026-9-22 | Deep Reinforcement Learning and Prim's Algorithm for $k$-Coverage in Wireless Sensor Networks
[IEEE] 2026-9-22 | Optimization of Hardware Structure and Performance Testing for Multi-Source Environmental Energy Acquisition in Power Perception Terminals
[ACM] 2026-9-23 | Building Teaching Skills and Community for Early-Career Computer Science Academics: Reflections from a Departmental Program
[IEEE] 2026-9-22 | Fault-Tolerant Predictive Current Control With Thrust Ripple Suppression for a Twelve-Phase Linear Induction Motor
[IEEE] 2026-9-23 | Leveraging High-Resolution LISS IV Data and Machine Learning for Land Use Land Cover Mapping: A Comprehensive Workflow and Model Interpretation_supp1-3736240.docx
[ACM] 2026-9-23 | Erratum: A Graph-Enhanced Defense Framework for Explainable Fake News Detection with LLM
[IEEE] 2026-9-23 | A Fast Node Communication Protocol With Local Leader Selection for Community Detection in Large-Scale Complex Networks
[IEEE] 2026-9-23 | Comparative Dielectric Performance Analysis of Vegetable-Based Oils and Mineral Oil under Thermal-Oxidative Stress
[IEEE] 2026-9-22 | UART for Wearables (U4We): DC Power and Carrierless Signal Transfer over Conductive Textiles
[IEEE] 2026-9-23 | Velocity Field-based Tooth Alignment Network with Interactive Guidance via Dental Arch Curves and Clinical Text Prompts_supp1-3736527.pdf
[IEEE] 2026-9-23 | ARTiS: An Adaptive Robotic Gripper for Enhanced Tool Manipulation in Disassembly Applications_supp1-3731571.mp4
[IEEE] 2026-9-23 | Multi-Month mmWave Channel Characterization with NYUSIM: Frequency, Scenario, and Fading Model Analysis_supp2-3731631.xlsx
[IEEE] 2026-9-23 | Graph Masked Autoencoder With Multi-Head Latent Attention Mechanism for Gene Regulatory Link Prediction
[IEEE] 2026-9-23 | Predefined-time synchronization of heterogeneous memristive neural networks and its application to IoT robot navigation
[IEEE] 2026-9-23 | Robust Multimodal Medical Data Fusion with Missing Modalities via Cascaded Feature Injection and Dual-Path Alignment
[IEEE] 2026-9-23 | Development of Human Digital Twin with Muscle Fatigue
[IEEE] 2026-9-23 | Information-Theoretic Analysis of Positional Encoding Strategies in Vision Transformers: A Comparative Study of Four Approaches_supp1-3736257.pdf
[IEEE] 2026-9-23 | Towards Transferable Black-Box Attack via Minimizing Maximum Model Discrepancy_supp1-3735944.pdf
[ACM] 2026-9-23 | From OSS to Open Source AI: an Exploratory Study of Collaborative Development Paradigm Divergence
[IEEE] 2026-9-23 | WS-RPE: A Hardware Work-Stealing Scheduler with Redundant-PE Activation for Real-Time Eigenvalue Computation in Edge Physics-AI
[ACM] 2026-9-23 | Bridging Minds and Machines: Mapping the Terrain of Communication in Human-AI Teams — A Systematic Literature Review
[ACM] 2026-9-23 | BetaDAPR: An AI-based Expert Support System for Art Therapists with Qualitative and Quantitative Assistance
[IEEE] 2026-9-23 | A Backbone-Free Continuum Robot Using Data-Driven Control Scheme With Error Compensation
[ACM] 2026-9-23 | The Persistence of Retracted Papers on Wikipedia
[IEEE] 2026-9-23 | Fault Diagnosis of DC Circuit Breakers Utilizing Optimal VMD-Based Multi-Scale Features and SVM Classifier
[ACM] 2026-9-23 | Post-Post-API Age: Studying Digital Platforms in Scant Data Access Times
[IEEE] 2026-9-23 | Lightweight Deep Learning Model for Real-Time Anomaly Detection in Underwater Drone Surveillance Systems
[IEEE] 2026-9-23 | Fast Estimation of Collapse and Snapback Voltage Nonuniformity in CMUT Arrays
[ACM] 2026-9-23 | Toward a Multi-modal Understanding of Visual-Linguistic Design of Telop: A Computational Analysis of Telop Used in Korean YouTube Videos
[IEEE] 2026-9-22 | Dual-Modal Motion Planning and Control for Robotic Orchard Pruning Under Uncertainties
[IEEE] 2026-9-23 | Resilience Assessment of Heterogeneous UAV Swarms Using Spatiotemporal Graph Neural Network
[IEEE] 2026-9-22 | A Novel Single-Phase Isolated Integrated Onboard Charger for Electric Vehicles
[IEEE] 2026-9-23 | Dual-Modulation-Index Constant Envelope OFDM Waveform Design for Integrated Radar and Communications
[IEEE] 2026-9-23 | Dynamic Programming-Based Spare Parts Control for AEW Aircraft Mission Systems
[IEEE] 2026-9-23 | Early-Stage Disease Detection via Intravascular Nanomachines: Modeling and Analysis
[IEEE] 2026-9-22 | Initialize to Generalize: A Stronger Initialization Pipeline for Sparse-View 3DGS
[IEEE] 2026-9-23 | VigiClaw: Action-Triggered State Verification for Robust Long-Horizon Robotic Manipulation
[IEEE] 2026-9-23 | Enhanced Multi-Scale Pyramid Deep Image Prior for Unsupervised Remote Sensing Image Restoration
[IEEE] 2026-9-23 | Transition-Aware Conformal Prediction for GPS-Aided UAV-to-Ground mmWave Beam Tracking
[IEEE] 2026-9-23 | A Low-Complexity Message-Passing Receiver for FTN-WAFT under Nonlinear Distortion
[IEEE] 2026-9-23 | Watermarking Deep Neural Networks with Misclassified Images in Benign Model
[ACM] 2026-9-23 | (De)composing Craft: An Elementary Grammar for Sharing Expertise in Craft Workflows
[IEEE] 2026-9-23 | Q-Accel: Accelerating Training for Black-Box ISP Tuning with Efficient Off-Policy Deep Reinforcement Learning
[IEEE] 2026-9-23 | A Comprehensive Design and Trade-Off Method for Integrating Safety and Operational Reliability Requirements
[IEEE] 2026-9-23 | Causal-Interventional Robust Beamforming for Ghost Target Mitigation in ISAC Systems
[IEEE] 2026-9-23 | Multimodal Operator Mental Workload Recognition in Nuclear Power Plant Tasks Using Hybrid SVM—Logistic Regression Decision-Level Stacking
[IEEE] 2026-9-23 | Oil Film Thickness Measurement in Rolling Bearings Considering Ultrasonic Wave Spreading Effects
[ACM] 2026-9-22 | Proceedings of the 18th ACM Workshop on Hot Topics in Storage and File Systems
[ACM] 2026-9-22 | A Preliminary Study on Simultaneous Coscheduling for Discrete GPU vs. Fused GPU
[ACM] 2026-9-22 | Portable and Resilient by Design: A Cloud-Style Stack for HPC and AI across NVIDIA Grace and Grace Hopper Superchips
[ACM] 2026-9-22 | Demonstrating SAGE: A Dataflow-Native Framework for Modular, Controllable, and Transparent LLM-Augmented Reasoning
[ACM] 2026-9-22 | Scaling the Extended OpenDwarfs: Evaluating Cross-Vendor CUDA Performance Portability with SCALE
[ACM] 2026-9-22 | ATSFV: Attribute-Based Traceable Image Data Sharing Scheme under Multi-Fog-IoVs
[IEEE] 2026-9-22 | Study on Thin Flexible Flux Guidance Materials for Use in Transcutaneous Inductive Energy Transfer Systems
[IEEE] 2026-9-22 | Deep Learning-Based Codebook Optimization Approach for Data over Voice Systems
[IEEE] 2026-9-22 | Enhancing High-Altitude Spaceborne Navigation with Low-MEO Layer in LEO-PNT Constellations
[IEEE] 2026-9-22 | Research on Energy Management and Optimal Control of Wind-Solar-Storage Microgrids Based on Deep Reinforcement Learning
[IEEE] 2026-9-22 | Commercialized Dispatch Strategy for Virtual Power Plants with PINN-Based Prediction Capability and IoT-Enabled Communication Accessibility
[IEEE] 2026-9-22 | Development of a Monitoring System for a Basic Utility Vehicle
[IEEE] 2026-9-22 | Primary-Side Control Strategy for WPT System in Full Load Range Based on PSO-BPNN Model
[IEEE] 2026-9-22 | Tibetan Text Recognition in Natural Scenes Based on Component-Level Functional Multi-Head Attention Mechanism
[IEEE] 2026-9-22 | Beyond Accuracy: A Statistical Benchmarking of Variational Quantum Circuits and Classical Regressors for Molecular Atomization Energy Prediction
[IEEE] 2026-9-22 | Ensemble Approach for Multi-Class Cervical Cancer Cell Classification Using Hierarchical Learning
[IEEE] 2026-9-22 | Multi-Agent Collaborative Optimal Scheduling of Integrated Energy Systems Considering Carbon Trading and Demand Response in the Market Environment
[IEEE] 2026-9-22 | Hack the Cube: A Cybersecurity Assessment of Cubesats
[IEEE] 2026-9-22 | WOA-PTS: A Whale Optimization Based Partial Transmit Sequence for PAPR Reduction in OTFS
[IEEE] 2026-9-22 | Evaluating Shortcut Learning and Explanation Faithfulness in Biased Visual Datasets Using Colored MNIST
[IEEE] 2026-9-22 | State-Task-Network-Based Process Modeling of Polysilicon Loads for Frequency Regulation Flexibility Characterization
[IEEE] 2026-9-22 | A Collaborative Computing Power Scheduling Architecture for Multi-Business Operations in New Power Systems
[IEEE] 2026-9-22 | Security and Privacy in Aquatic Acoustic Systems: A Review of ML/DL in Edge-Fog-Cloud
[IEEE] 2026-9-22 | Optimal Reactive Power Planning of Distribution Network with Distributed Photovoltaics Based on Improved Genetic Algorithm
[IEEE] 2026-9-22 | RF Front-End Circuit Innovations for 5G-Advanced and Early 6G User Equipment
[IEEE] 2026-9-22 | INTARG: Informed Real-Time Adversarial Attack Generation for Time-Series Regression
[IEEE] 2026-9-22 | Reconstructing Training Data from Models Trained with Transfer Learning
[IEEE] 2026-9-22 | Cascading Robustness Verification: Toward Efficient Model-Agnostic Certification
[IEEE] 2026-9-22 | Attention-Driven Resunet for Accurate Landslide Segmentation Using Remote Sensing Data
[IEEE] 2026-9-22 | Enhancing Ground Positioning with Low Earth Orbit Satellites Using Factor Graph Optimization
[IEEE] 2026-9-22 | Toward Practical SWIPT with Power Peak Position Modulation of OFDM Waveforms
[IEEE] 2026-9-22 | CNN-based models optimized by genetic algorithm and application in the diagnosis of pneumonia and COVID-19
[IEEE] 2026-9-22 | Physics-Enhanced Residual TimesNet for PV Power Forecasting Considering Irradiance-Module Temperature Coupling
[IEEE] 2026-9-22 | Diverse Sampling from Configurable Software Systems via Automatically Extracted Features
[IEEE] 2026-9-22 | Crystal Oscillators in OSNMA-Enabled Receivers: An Implementation View for Security Applications
[IEEE] 2026-9-22 | IEEE Vehicular Technology Society Publication Information
[IEEE] 2026-9-22 | A Scalable Edge-Cloud IoMT System for Automated Breast Cancer Classification with Stain-Normalized Histopathological Imaging
[IEEE] 2026-9-22 | Integrated Optical Waveguide Bragg Grating Sensing Based on Cladding Thickness Engineering and SPR-Assisted Signal Recovery
[IEEE] 2026-9-22 | Remote Robust State Estimation with Round-Robin Protocol for Uncertain Nonlinear Smart Grids under DoS Attacks
[ACM] 2026-9-23 | Unsupervised Domain Adaptation for Malicious Network Traffic Detection in Heterogeneous Internet Environments
[IEEE] 2026-9-22 | Adaptive Nonsingular Terminal Sliding Mode with Event-Triggered Nonlinear Model Predictive Control for Quadrotors under Actuator Faults and Failures
[IEEE] 2026-9-22 | Magnetic Flux Leakage Detection Using DC Bias Field-Modulated Converse Magnetoelectric Effect in Metglas/PZT Cantilever
[IEEE] 2026-9-22 | Temperature-Driven Nonlinear Performance Drift in an S-Band Helix Traveling-Wave Tube: Multiphysics Prediction and Experimental Validation
[IEEE] 2026-9-22 | Few-shot Anchor-guided Multi-View Clustering With Pearson Correlation
[IEEE] 2026-9-22 | Acceptability of using assistant robots at emergency departments: results of a cross-sectional population-based survey_supp1-3735424.docx
[IEEE] 2026-9-23 | Decision letter for "Geometry-Driven Analysis of Sea-Surface Signatures in Monostatic and Long-Baseline Along-Track Bistatic SAR Configurations: Insights from the PLT-1 Mission"
[IEEE] 2026-9-22 | AUAnimation: Semantically-Controllable Facial Animation From a Static Image
[IEEE] 2026-9-23 | Confidence-Aware and Robust Dynamic Operating Envelopes for Distributed Energy Resources
[IEEE] 2026-9-23 | A Systematic Review of TinyML Techniques for Efficient Inference and On-Device Learning
[IEEE] 2026-9-23 | ECGGo: Design and HRV Validation of a Low-Cost ECG-Centered Multi-Modal Wearable Platform for Physiological Monitoring
[ACM] 2026-9-23 | Ctrl-F-Resist. Practices, Challenges, and Technical Needs of Civil Society Organizations Monitoring the Far-Right Online
[IEEE] 2026-9-23 | Adaptive Continual Multi-Modal Learning for MI-SSVEP-Based Autonomous Smart Wheelchair
[IEEE] 2026-9-23 | Taylor-linearized ADMM Deep Unfolding Network with Classification Prior Guidance for Tomographic Inversion of Urban Areas
[IEEE] 2026-9-23 | Context-Aware Time-Series Forecasting for Respiratory Infectious Diseases: Fusing Epidemiological Metrics With Textual Context
[IEEE] 2026-9-23 | Retraction Notice: New Age Model of Smart Grid Transformation and Opportunity for Energy Challenges in South Africa
[IEEE] 2026-9-23 | A Novel High-Flexibility PCB-Based Planar Transformer with Split Cores: Design Methodology for Independent Inductance and Capacitance Control
[IEEE] 2026-9-23 | Generalized Wiener Degradation Model with Correlated Initial State and Degradation Rate for Product Reliability Evaluation
[IEEE] 2026-9-23 | A Topology-Aware Graph Attention Network for Predicting Single-Cell Transcriptomic Responses to Genetic Perturbations
[IEEE] 2026-9-23 | Active Probing and Bayesian Inference for High-Performance Network Fault Monitoring
[IEEE] 2026-9-23 | A Fear Emotion-Based Cognitive Mechanism for Danger Avoidance Learning in Maze Robots
[IEEE] 2026-9-22 | Simplifying ROS2 controllers with a modular architecture for robot-agnostic reference generation_supp1-3732617.mp4
[IEEE] 2026-9-23 | Table of Contents
[IEEE] 2026-9-23 | FrameTwin: Curve-Anchored Gaussian Alignment from Sparse Views for Adaptive Wireframe 3D Printing
[IEEE] 2026-9-23 | Frequency Domain Decoupling and Subband Synthesis-Based Adaptive Monopulse for Distributed Coherent Aperture Radar in Multi-directional Jamming
[IEEE] 2026-9-22 | EventDiff: A Unified and Efficient Diffusion Model Framework for Event-based Video Frame Interpolation_supp2-3733669.mp4
[IEEE] 2026-9-23 | DREAM: Dynamic Restoration and Feature Refinement for Industrial Anomaly Detection
[IEEE] 2026-9-23 | Collaborative Optimization of Task Scheduling and Energy Management for Autonomous Delivery Vehicles Based on Hierarchical Reinforcement Learning
[IEEE] 2026-9-23 | Retraction Notice: Predicting Diabetes Mellitus Using Machine Learning Algorithms
[IEEE] 2026-9-22 | Hardness-Aware Contrastive Learning with Data Condensation for Open-Set Hyperspectral Image Classification
[IEEE] 2026-9-23 | A Novel Flexible Arc Suppression Method Using Cascaded H-Bridge Converters to Mitigate Residual Current Effects Caused by Line Voltage Drop and Accelerate Fault Suppression Transients
[IEEE] 2026-9-23 | A Nonlinear Dynamics and Echo State Neural Network Framework for Wildfire Burned Area Forecasting
[IEEE] 2026-9-23 | Retraction Notice: A Model to Implement and Secure Online Documentation using Blockchain
[IEEE] 2026-9-23 | Automated Mouse Skull Leveling for Stereotaxic Procedures via Deep Learning Based Landmark Detection
[IEEE] 2026-9-23 | Auditing elicitation coverage before deployment in livestock climate-risk decision support_supp1-3735714.docx
[IEEE] 2026-9-23 | RestGest: Resting Elbows for Sustainable Mid-Air Gesture Interaction
[IEEE] 2026-9-23 | Fast Fault Diagnosis Method for High-Voltage Circuit Breakers Based on Action Waveform Curve Fitting and Dynamic Time Warping
[IEEE] 2026-9-23 | PARAYOSYS: Tail-Aware Partition-Based Parallel RTL Synthesis
[IEEE] 2026-9-23 | A V-Band High-Gain Single-Section Symmetrical Modified Angular Log-Periodic Folded Waveguide Traveling Wave Tube
[IEEE] 2026-9-23 | Multipath Suppression in SAR Vehicle Targets Detection Based on Inter-Sub-aperture Ghost Trajectories
[IEEE] 2026-9-23 | A Real-Time Calculated Modal Analysis Method for Robots Based on Finite Element Substructure Method
[IEEE] 2026-9-23 | MPTAC: Memory Controller Partitioning and Traffic-Aware Contention Control in GPUs
[IEEE] 2026-9-23 | Forward-Mode Automatic Differentiation for the RISC-V RV32IMF Instruction Set
[IEEE] 2026-9-22 | Robustness Assessment of PolSAR Target Detection Under Transferable Amplitude–Phase Perturbations
[IEEE] 2026-9-23 | A Compact 30-Vpp Cross-Coupled Class-AB High Voltage Amplifier with Reconfigurable Polarity for Multi-Channel MEMS Drivers
[ACM] 2026-9-23 | The Activist’s Guide to the Decentralized Social Universe: A Framework for Exploring How Decentralized Social Networks Can Support Collective Action
[IEEE] 2026-9-23 | Common Randomness: A Key Enabler of Trustworthy 6G Communication Systems
[IEEE] 2026-9-23 | Enhancing Clinical Prediction via Synthetic Tabular Data Generation Using Deep Generative Models
[IEEE] 2026-9-23 | PoHRRP-Driven Data Association Using a Transformer-Mapping Association (TMA) Network for Radar Multi-Target Tracking
[IEEE] 2026-9-23 | Closed-Form Calibration Method for a CBCT System with Unknown Phantom Fiducial Marker Distribution
[ACM] 2026-9-23 | "We are all in big trouble! *Shock Emoji": Personal Narratives in Expressing Emotions, Opinions, and Data Regarding Climate Change in TikTok Short Videos
[IEEE] 2026-9-23 | NCC-PU: Nonlinear Cosine Coding-Based Temporal Phase Unwrapping for Efficient 3D Measurement
[IEEE] 2026-9-23 | Author Index
[IEEE] 2026-9-23 | Design and Verification of Miniaturized High-Power Pulsed Laser Trigger System for Optically Controlled Multigate Thyristors
[IEEE] 2026-9-23 | Joint DOA and Attitude Sensing Based on Tri-Polarized Continuous Aperture Array
[ACM] 2026-9-22 | Portable to Efficient: Auto-Tuning Hardware-Agnostic GPU Kernels in Julia
[ACM] 2026-9-22 | Consistent Explainers or Unreliable Narrators: Systematic Differences in Consistency and Sensitivity Across Large Language Models for Group Recommendations
[ACM] 2026-9-22 | Symbolic Derivatives: Regularity and �-Regularity Modulo Theories
[IEEE] 2026-9-22 | CIACON 2026 - List of Accepted &amp; Presented Papers
[IEEE] 2026-9-22 | UP-Dem: Deep Unrolling Convolutional Sparse Coding for Color Polarization Image Demosaicking
[IEEE] 2026-9-22 | On the Theoretical Limits of Delay–Energy Estimation for Task Offloading in LEO Space–Ground Networks
[IEEE] 2026-9-22 | 2026 7th International Conference on Energy Power and Automation Engineering (ICEPAE)
[IEEE] 2026-9-22 | 2026 International Symposium on Networks, Computers and Communications (ISNCC)
[IEEE] 2026-9-22 | Copyright Page
[ACM] 2026-9-22 | From Absence to Advocacy: Shaping the Future for Women in Tech
[ACM] 2026-9-23 | SIMA: Scalable Scratchpad-Based Index-Matching Hardware Accelerator for Sparse Linear Algebra
[ACM] 2026-9-23 | Building Your Voice: Media Presence for Computing Educators
[IEEE] 2026-9-22 | Mechanism Analysis of Wide-Band Oscillation Induced by Voltage Fluctuation in Offshore Wind Power Systems with Long-Distance AC Transmission
[IEEE] 2026-9-22 | End-to-End Fog-Based Monitoring System for Smart Greenhouse Agriculture: From Sensor Design to Data Visualization
[IEEE] 2026-9-22 | Retrieval-Based Deep Learning Model for Geo-Temporal Risk Ranking of Theft in Power Distribution Assets
[IEEE] 2026-9-22 | Carbon Leakage Under the EU ETS: A Machine Learning Approach to Embodied CO
                    <sub>2</sub>
                    in Bilateral Trade and Sectoral Heterogeneity
[IEEE] 2026-9-22 | Bayesian Calculation Method for Probability of Multiple Failures of Multi-Circuit Lines with Mechanical-Electrical Coupling in AC/DC Hybrid Power Grid
[IEEE] 2026-9-22 | Hybrid Smoothed Dirichlet-Family Regression Framework for Fake News Detection
[IEEE] 2026-9-22 | Air-Ground Coordinated Delivery Optimization for Emergency Power Repair Supplies in Plateau Mountainous Areas Considering Flexible Landing
[IEEE] 2026-9-22 | A FSS-Based Mode-Selective SWA for Satellite and 5G Communication
[IEEE] 2026-9-22 | Distributed Carbon-Aware Dispatch of Multi-Industrial Park Microgrids Considering Data-Power-Carbon Collaboration
[IEEE] 2026-9-22 | Medium- and Long-Term PV Power Forecasting Method Incorporating Extreme Weather
[IEEE] 2026-9-22 | Decentralized Frequency Support Control of Distributed PV with Adaptive Step Size and ROCOF Feedforward Compensation
[IEEE] 2026-9-22 | Robust Multi-Vector Predictive Current Control for PMSM Drives with Incremental Modeling and Disturbance Compensation
[IEEE] 2026-9-22 | Frequency Control Strategy for Distributed Photovoltaic-Storage Systems Based on Adaptive Virtual Synchronous Machine
[IEEE] 2026-9-22 | Mix-Text-Gen-Aug: A Few-Shot Text Data Augmentation Method Based on Fusion Filtering
[IEEE] 2026-9-22 | Degradation Analysis of Lithium-Ion Batteries Under Rail Transit Vibration Environment
[IEEE] 2026-9-22 | Dynamic Spatiotemporal Dispatch of Active Distribution Networks via Multi-Head Graph Attention Reinforcement Learning
[ACM] 2026-9-23 | Deformable Linear Object Detection via Image Segmentation and Breakpoints Restoration
[IEEE] 2026-9-22 | Design and Characterization of an Optical Wireless Power Transfer System for Remote LiDAR Sensing
[IEEE] 2026-9-22 | Kan Based SoC Estimation
[IEEE] 2026-9-22 | Transformer-Customer Relationship Identification Method for Low-Voltage Station Areas Based on Synchronous Phasor Measurement
[IEEE] 2026-9-22 | Evaluating the Usability of ChatGPT Among University Students in Saudi Arabia: A Comparative Analysis Using SUS and CSUQ
[IEEE] 2026-9-22 | Research on Rotational Misalignment Stability of Multi-Transmitter Wireless Power Transfer System Based on Distributed Curved Coil
[IEEE] 2026-9-22 | A Revenue-Optimal Framework for Quantifying Crossing Energy in Multi-Source Co-Bus Renewable Power Systems
[IEEE] 2026-9-22 | Design and Implementation of an Intelligent Bookkeeping System with OCR and LLMs
[IEEE] 2026-9-22 | A Cascading Failure Blocking Method Mitigating Impact of Secondary Faults in Transmission Grids
