[2026-08-24 21:17:51] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-23
正在获取论文...
[ACM] 2026-8-24 | Real-World Clutter Improves Egocentric Distance Judgments in Optical See-Through Augmented Reality
[NO] 228/1000 | Semantics Drive Noticing Rates in Realistic Change Blindness Scenarios
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 229/1000 | The Nocturnity Scale: Measuring the Sense of Being at Night in Virtual Urban Environments.
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 230/1000 | EquivSage: LLM-assisted Detection of EVM-Inequivalent Code Smells in Multi-chain Reuse Contracts
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 231/1000 | A Multi-Scale Convolutional Neural Network Model for Remaining Useful Life Prediction of Lithium Batteries
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 232/1000 | Large Language Model for Lossless Image Compression with Visual Prompts
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 233/1000 | Nonlinear Control of Fuel Cell for Load Power Tracking and DC Bus Voltage Regulation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 234/1000 | CAMS: Context-Aware Multi-Scale Swin Transformer for Person Search Using a Re-Identification-Centric Approach
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 235/1000 | Two-dimensional Magnetic Field Calculation and Thrust Ripple Investigation Considering MMF Harmonics in Short Primary Linear Induction Motors
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 236/1000 | Center-Fed Pinching Antenna System (C-PASS) Aided Wireless Communications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 237/1000 | Performance Limits of Color-Shift Keying Under Practical Constraints
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 238/1000 | On the Detection Limits of Power-Domain NOMA: Information-Theoretic Bounds and Spatial Diversity
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 239/1000 | Inferring Causality in Aperiodic and Periodic Components of Brain and Cardiac Dynamics
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 240/1000 | Physics-Guided XGBoost for Efficient Transient Data Reduction in Hydrogen Gas Sensor
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 241/1000 | Intelligent Hybrid Control of a Doubly Fed Induction Generator Using Ant Colony Optimization for Enhanced Dynamic Performance
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 242/1000 | Multi-Trojan Aware Routing with Dynamic Shielding for Secure Network-on-Chip
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 243/1000 | Contents
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 244/1000 | A Riemannian Framework for the Elastic Analysis of the Spatiotemporal Variability in the Shape and Structure of Tree-like 4D Objects
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 245/1000 | AI-Agent Glasses for Alzheimer's Memory Assistance
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 246/1000 | Coupling Ray-Tracing, SNICAR and DISORT to Facilitate Snow Albedo and Bidirectional Reflectance Modeling
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 247/1000 | Multi-Objective Model Predictive Energy Management for Fuel Cell/Supercapacitor Hybrid Systems with DC Bus Stability Enhancement
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 248/1000 | Neural Value Alignment: Human–AI Collaboration Under Goal-Action Ambiguity
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 249/1000 | Protraction Technique: Anchor-Free Range-Free Localization from Multi-Level Binary Reachability in Wireless Sensor Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 250/1000 | Society Officers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 251/1000 | Coverage-Aware Evidence Packing for Budgeted Multi-Hop RAG on Small Language Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 252/1000 | Intelligent Classification and Omission Detection of Relay Protection COMTRADE Records for Periodic Inspection of Smart Substations
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 253/1000 | Likelihood-Based Quantum Computing Monte Carlo for Rare-Event Probability Estimation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 254/1000 | Synthesis of a Link-Level Energy-Time Predictor Toward the Implementation of a Link-based Predictive EMS
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 255/1000 | LLM-Enhanced Exploit Mapping from CVE Descriptions to MITRE ATT&amp;CK Techniques
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 256/1000 | Heart Rate Sensing Using Adaptive Motion-Compensated Contactless rPPG from Facial Imaging
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 257/1000 | Bio-Aware Semantic Communication Protocols for Real-Time Neuro-Adaptive Feedback in Immersive Smart Education Platforms
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 258/1000 | PriFedDD: Federated Discrete Diffusion for Medical Image Generation with a Utility-Privacy Trade-Off
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 259/1000 | A Survey on Game-Based Learning Environment for AI Literacy: Taxonomy, Challenges, and Future Directions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 260/1000 | Joint Task Offloading and Resource Orchestration in 6G SAGINs: A Hybrid Quantum-Inspired Meta-Heuristic Approach
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 261/1000 | AI-Driven BOA Automation and Computer Vision Framework for Construction Progress Monitoring
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 262/1000 | Explainable LIME-Guided Genetic Algorithm for Defect-Aware Multi-Parameter Optimization in Smart 3D Printing Automation Manufacturing Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 263/1000 | Blockchain-based CNG Kit Authentication and Tamper Detection System using QR-Enabled Mobile Verification
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 264/1000 | LSTM-based Anomaly Detection and Hybrid Security Architecture for Cyberattack Protection in Smart Cyber-Physical Power Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 265/1000 | Hybrid Cognitive Load Detection using Rule-based Analysis and LSTM-based Facial Dynamics - CogLoD
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 266/1000 | A Hybrid Spline–ANN based Maximum Power Point Tracking Technique for Photovoltaic Systems Under Partial Shading Conditions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 267/1000 | Explainable AI-Enabled Adaptive Pre-Validation Framework for Trust-Oriented Security in Permissioned Blockchains
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 268/1000 | Depression Detection using Speech Emotion Recognition: Comparative Analysis of Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 269/1000 | Revisiting Aliasing in GAN Vocoders: Improving Intermediate Feature Representations
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 270/1000 | Design, Implementation and Evaluation of an Edge-AI Cluster Architecture for Performance-Optimized AI Workloads
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 271/1000 | Mapping AI-Driven Innovation in Public Sector Management: A Bibliometric Analysis and Research Agenda
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 272/1000 | An Unsupervised Feature Selection Method Using Max-Cut Graph Partitioning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 273/1000 | iEDA-LSTM: Electrodermal Activity based Real-Time Machine Learning for Substance Use Detection in Multidimensional Signals
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 274/1000 | A Novel Scene-aware Pipeline Architecture for Spaceborne SAR Regional Imaging and Ship Target Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 275/1000 | FairRankAudit: A Counterfactual Audit Protocol for Fairness and Evidence-Grounded Explanations in Candidate Ranking
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 276/1000 | Delay Impact of Bursty Cross Traffic in Combined Input and Output Queued Switches Using Virtual Input Queueing under Diverse Network and Traffic Conditions
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 277/1000 | Design of a High-Precision SDM for Epilepsy Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 278/1000 | Cross-Domain Automatic Speech Recognition with Low-Rank Adaptation: a Comparative Study of Deep Learning Techniques on Multilingual Datasets
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 279/1000 | Cloud-Distributed Multi-MCU Collaborative Framework for Motor Fault Diagnosis
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 280/1000 | Frequency Stability and Coordinated Control Strategy for Black Start of Wind Farm with Energy Storage
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 281/1000 | A Hierarchical Lesion-Conditioned Cross-Attention Network for Multimodal Breast Cancer Classification
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 282/1000 | IEEE Transactions on Applied Superconductivity Subject Categories for Article Numbering Information
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 283/1000 | CKDR-YOLO: A Convolutional Kernel Dilated Residual-Based Detector for Visible-Light Ship Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 284/1000 | Estimation of Effective Time-Varying Inertia Using Observable Measurements via an Adaptive Transformer-BiLSTM Framework
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 285/1000 | Percussion-Based Monitoring of Carbon Fiber Reinforced Polymer-Repaired Steel Structures Using Three-Branch Transient-Extracting Time-Frequency Representation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 286/1000 | A Novel DC-DC Active Balancer of Currents for Bipolar DC Power Grids
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 287/1000 | A Comprehensive Anisotropy Regulation Strategy for Performance Optimization of Tunneling Magnetoresistance Sensors
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 288/1000 | Efficient Localization- and Attitude-aware Beamforming and Channel Estimation for UAV-enabled Communication Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 289/1000 | AI-Based Pose Detection for Bilateral Lifting Functional Capacity Evaluation and Perceived Exertion Prediction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 290/1000 | A Smart Grids Intelligent Fault Diagnosis Framework Driven by Spatiotemporal Multimodal Knowledge Graph
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 291/1000 | Fast-SCNN and YOLO11n-SGDE: A Hybrid Deep Learning Approach for Precise IC Flaw Identification
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 292/1000 | Why Can't I See My Clusters? A Precision-Recall Approach to Dimensionality Reduction Validation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 293/1000 | Evaluating the Impact of AI-Driven Public Employment Programs on Youth Labor Market Integration: Evidence from Morocco
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 294/1000 | PSL-Flow: Physics-Structured Latent Flow Matching for Aerial Visible-to-Infrared Image Translation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 295/1000 | MCC-YOLOv12: An Artificial Intelligence Framework for Morphology-Constrained and Confidence-Aware Leukemia Blast Cell Detection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 296/1000 | Modeling of Mobile Malware Propagation Using Real-World Maps
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 297/1000 | ICCE 2026 Cover Page
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 298/1000 | Lightweight Hybrid ML-based RAT Steering for Immersive HTC in WiFi–6G Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 299/1000 | Multi-Plant Disease Classification using ResNet50-based Deep Ensemble Learning Framework
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 300/1000 | Smart Traffic Enforcement: A Deep Learning-based Framework for Helmet Violation Detection and Fine Collection
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 301/1000 | An Analytical Study of the Limited Availability Group Model for Multirate Poisson Traffic
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 302/1000 | Personalized Federated Learning with Low-Rank Pruning-Based Adaptation for Non-IID Data
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 303/1000 | Towards Scalable Low-Cost Framework for Wi-Fi 6 Packet Capture
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 304/1000 | RA-MAIP: A Continuous Risk-Scored SEBI-Compliant Robo-Advisory System for Multi-Asset Investment Planning in NSE
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 305/1000 | Secure Digital Infrastructure for Organ Donation Life Cycle Management
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 306/1000 | Usability of Integrated Eye-Tracking HMDs for Real-Time Unreal Engine Applications
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 307/1000 | Explainable Deep Learning Framework for Intelligent Power Electronic Control in Smart Grids
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 308/1000 | Design and Evaluation of a Low-Cost Robot for Agricultural Image Acquisition for Machine Learning
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 309/1000 | A Systematic Survey of AI-Based Digital Watermarking: Physical Against JPEG-Robust Approaches
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 310/1000 | Toward In-Vehicle Network Digital Twins: Timing Accuracy of CAN Traffic Reproduction Using Industry-Grade Interfaces and API-Based Solutions on Windows IoT Enterprise
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 311/1000 | Optimal Analog Beamforming and Power Allocation for Multiuser TDMA Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 312/1000 | Experimental Analysis and Simulation of Subnanosecond Breakdown in a Coaxial Chopping Spark Gap Filled With Atmospheric Air
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 313/1000 | Energy-Aware AI Assistive Devices for Aging-in-Place
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 314/1000 | Understanding the Layer-Wise Role of Text-Stream Modulation in Diffusion Transformers
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 315/1000 | Intelligent Closed-Loop GPR Surveys: Real-Time Parameter Optimization via Adaptive RSM on Mobile Robots
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 316/1000 | Card-Based Likert-Scale Protocols with Stage Reduction Via Input Restriction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 317/1000 | Metaphor Detection and Literalization as Preprocessing for Machine Translation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 318/1000 | Artificial Noise Aided Covert Communications in Multi-Relaying FSO-RF NOMA Systems: Analysis and Optimization
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 319/1000 | Research on Performance Testing System for Auxiliary Power Supply Inverter of Rail Vehicles
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 320/1000 | A Learning-Based Predictive and Context-Aware Risk Assessment Framework for Real-Time Drone-Based Human Monitoring
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 321/1000 | 3D Digital Simulation Technique for Design and Optimization of Active Laser Reflector
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 322/1000 | Catastrophic Failure Probability of DC Metallized Film Capacitor Elements
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 323/1000 | Optimal Repair of (
                    <i>k</i>
                    + 2,
                    <i>k</i>
                    , 2) MDS Array Codes
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 324/1000 | A D-Band 3-D-Integrated Dual-Port Circularly Polarized Metasurface Antenna atop FinFET Radar Circuits_supp1-3721122.pdf
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 325/1000 | FWI-Based Wildfire Prediction in Northern Morocco Using Interpretable Tree-Based Machine Learning Models
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 326/1000 | Achieving Efficient, Privacy-Preserving and Secure Verifiable Outsourced Database
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 327/1000 | Developing a Navigation Application to Enhance Cultural Narrative Transmission in Historic Districts
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 328/1000 | Robust Bus Voltage Control Based on Cross-Coupled Extended State Observer in Dual-Channel Power Generation Centre for More-Electric Aircraft
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 329/1000 | IrisMind: An Intelligent Decision-Support System for Fatigue-Aware Usage-Based Insurance Premium Prediction
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 330/1000 | Interpretable Landsat-to-Hyperspectral Dual Super-Resolution Without Large Matrix Inversion
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 331/1000 | Delay-optimal Congestion-aware Routing and Computation Offloading in Arbitrary Networks_supp1-3724386.pdf
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 332/1000 | Transport Network Management and Orchestration in 6G O-RAN: Standards, Frameworks, and Proposals
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 333/1000 | Machine Learning-Based Blood Glucose Risk Modeling Using Photoplethysmography Signals
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 334/1000 | Generative Multi-Agent Reinforcement Learning for Priority-Aware Task Offloading and Service Caching in Vehicular Edge Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 335/1000 | A Multi-DOF Cross-Scale Piezoelectric Scanning System for Microscopic Imaging
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 336/1000 | A Family of Robustly Hurwitz Matrix Polynomials
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 337/1000 | Signal-Adaptive Retrieval for Domain QA: Design, Deployment, and Evaluation — Traditional Chinese Bible QA as an Example
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 338/1000 | An RFID Integrated Autonomous Robotic Micro-Dosing System for Precision Agricultural Using ROS-Based Control and Gazebo Simulation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 339/1000 | KAT-AGNet: A 3D Hybrid Transformer and Multi-Scale KAN Architecture for Seismic Impedance Inversion
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 340/1000 | A Matlab-based Toolbox for Automatic EMT Modeling and Small-Signal Stability Analysis of Hybrid AC/DC Power Systems
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 341/1000 | A Quality-Adaptive Stabilization Framework for Non-Contact rPPG-Based HRV and Stress Estimation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 342/1000 | Low-Complexity Line Coding for Baseline Wander Mitigation in OOK-Based Optical WBANs
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 343/1000 | A Lightweight Floc Instance Segmentation Method Based on Improved YOLO11n-Seg
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 344/1000 | Organizing Committee of CIOSE 2026
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 345/1000 | Rice Disease Detection Based on Improved RT-DETR
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 346/1000 | Applied Voltage Based Super Twisting Observer for Robust Sensorless PMSM Control Under Inverter Saturation
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 347/1000 | Development of a Cross-Modal AI-based Decision Support System using IoT Sensor Networks and Satellite Imagery for Precision Pest Management
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 348/1000 | A Generative AI–Enhanced Multimodal Deep Learning Framework for Early Glaucoma Detection using Retinal Imaging and Clinical Features
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 349/1000 | A Scheduling Optimization Model for Steelmaking Workshops Based on an Enhanced Harris Hawks Algorithm
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 350/1000 | Quadratic Unconstrained Binary Optimization for Sparse Digital Lowpass Filter Design
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 351/1000 | Target-Focused Perception for Embodied Question Answering
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 352/1000 | Constructing an OpenSCENARIO Scenario-Fragment Dataset for Reusable and Composable Driving Scenarios
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 353/1000 | FAFC: Fast and Accurate Flow Control in Data Center Networks
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 354/1000 | Reflection-Type Phase Shifters Using RF-MEMS-Switched Bandpass Filtering Loads
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 355/1000 | Watt-level megahertz tunable nanosecond pulsed Nd-doped fiber amplifier at ~905 nm
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 356/1000 | Prescribed-time intra-layer and inter-layer synchronization of two-layer stochastic complex network via novel prescribed-time stability
判定相关性时出错： Error code: 400 - {'code': 20012, 'message': 'Model does not exist. Please check it carefully.', 'data': None}
[NO] 357/1000 | Multi-Granularity Proxy–Prototype Membership Fusion for Out-of-Distribution Fault Diagnosis
