[2026-06-10 12:22:12] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | Dynamic inverse problems: Single-loop online algorithms
[NO] 97/1929 | Constraints on axion-like particles from ultra-high-energy observations of M87 with the HAWC observatory
[NO] 98/1929 | Improved Representation of Matrix Lie Group Operations through Tensor Notation
[NO] 99/1929 | Revisiting Positive Samples in Graph Contrastive Learning: From the Perspective of Message Passing
[NO] 100/1929 | Towards Robust Arabic Speech Emotion Recognition with Deep Learning
[NO] 101/1929 | Measurement of the branching fraction of $D_{s}^{*+}\to e^{+}e^{-}D_{s}^{+}$
[NO] 102/1929 | Multiphase images of a powerful supernova-driven wind in the early Universe
[NO] 103/1929 | Fast-Neutron Irradiation Effect in Heteroepitaxial $β$-Ga$_2$O$_3$ Schottky Diodes Fabricated on Low-Cost Sapphire Substrates
[NO] 104/1929 | Filamentary Transport and Thermoelectric Effects in Mushroom Phase Change Memory Cells
[NO] 105/1929 | A Multimodal Domain-Adversarial Network for Fragmentation Background Suppression in AMS Heavy Nuclei Measurements
[NO] 106/1929 | Normal ordering in string theory and the canonical phase space quantization
[NO] 107/1929 | Profy: Interpretable Visualization of Expertise-Dependent Motor Skills Toward Supporting Piano Practice
[NO] 108/1929 | Generalized superderivations of the super Virasoro algebras
[NO] 109/1929 | GaussTrace: Provenance Analysis of 3D Gaussian Splatting Models with Evidence-based LLM Reasoning
[NO] 110/1929 | Transient Stability of Offshore Energy Hubs
[NO] 111/1929 | Hunting for QCD Instantons
[NO] 112/1929 | LieIPM: Lie Group Interior Point Method for Direct Trajectory Optimization of Rigid Bodies
[NO] 113/1929 | Benchmarking Knowledge Editing using Logical Rules
[NO] 114/1929 | Unsupervised Deep Learning for Limited-Angle STEM-EDX Tomography -- Application to 3D Chemical Analysis of Phase-Change Memory Devices
[NO] 115/1929 | GRAR: Glass-induced Reflection Artifact Removal in LiDAR Point Clouds
[NO] 116/1929 | Complex VAE with Heavy-Tailed Likelihood for Radar Target Detection in Sea Clutter
[NO] 117/1929 | Updating the PATH framework with FRB host galaxy models
[NO] 118/1929 | Circular polarization effects induced by photon-axion mixing in astrophysical environments
[NO] 119/1929 | Gamma-Ray Emission from the Crab Pulsar: A 17-Year Fermi-LAT Reanalysis
[NO] 120/1929 | Microscopic evidence for a Zhang-Rice triplet state in the van der Waals antiferromagnet, NiPS$_3$
[NO] 121/1929 | Act on What You See: Unlocking Safe Social Navigation in Vision-Language-Action Models
[NO] 122/1929 | A Nonlinear Snell Envelope Representation for Path-Dependent Controller-Stopper Games
[NO] 123/1929 | Stability and Physical Properties of Compact Stars Beyond Einstein Gravity
[NO] 124/1929 | A complementary study on PlanGPT: Evaluation with defined Performance Metrics and comparison with a planner
[NO] 125/1929 | Advancing the State-of-the-Art in Empirical Privacy Auditing
[NO] 126/1929 | Detecting Speculative Language in Biomedical Texts using Recurrent Neural Tensor Networks
[NO] 127/1929 | GC-LoRA: Gated Convolutional LoRA for Parameter-Efficient Acoustic Adaptation
[NO] 128/1929 | The Distributed Detectability Band Against Marginal-Preserving Attacks
[NO] 129/1929 | EEVEE: Towards Test-time Prompt Learning in the Real World for Self-Improving Agents
[NO] 130/1929 | Piper: A Programmable Distributed Training System
[NO] 131/1929 | Sasakian manifolds and spin-c Killing spinors
[NO] 132/1929 | Multi-Faceted Interactivity Alignment in Full-Duplex Speech Models
[NO] 133/1929 | ABC-Bench: An Agentic Bio-Capabilities Benchmark for Biosecurity
[NO] 134/1929 | The Yang-Baxter Equation for the Chiral Potts Model and Integrable Parafermions
[NO] 135/1929 | Strong Approximations for Markov Chains Weakly Converging to Diffusions
[NO] 136/1929 | Pre-Fault Voltage Discrimination and Time-Domain Protection for Distribution Networks with Inverter-Based Resources
[NO] 137/1929 | A Resurgent Analytic Framework for Indicial Umbral Calculus via Mellin-Barnes and Borel-Laplace Theories
[NO] 138/1929 | Resolving SLX 1744-299 and SLX 1744-300 in the hard X-ray band: implications for their ultracompact nature
[NO] 139/1929 | Overcoming Rank Collapse in Feedback Alignment
[NO] 140/1929 | Monte Carlo Pass Search: Using Trajectory Generation for 3D Counterfactual Pass Evaluation in Football
[NO] 141/1929 | Flower-like WO3-modified Vulcan carbon GDEs for photoelectro-Fenton process: Efficient ciprofloxacin degradation and mechanistic insights
[NO] 142/1929 | FADA: Accessible fetal ultrasound interpretation and annotation with a selectively distilled unified vision-language model
[NO] 143/1929 | Spatially heterogeneous power-law attenuation with multiple relaxation mechanisms for ultrasound modeling
[NO] 144/1929 | Edge-regular graphs with non-negative curvature have polynomial growth
[NO] 145/1929 | Geometric obstructions to Lipschitz transport between weighted Hessian $\mathrm{CD}(κ,\infty)$ manifolds
[NO] 146/1929 | Matrix element method at NLO: A fine proof of concept in POWHEG
[NO] 147/1929 | Unifying Local Communications and Local Updates for LLM Pretraining
[NO] 148/1929 | How to grow a straight filament
[NO] 149/1929 | T1-Bench: Benchmarking Multi-Scenario Agents in Real-World Domains
[NO] 150/1929 | CIAware-Bench: Benchmarking Control Intervention Awareness Across Frontier LLMs
[NO] 151/1929 | Flexible Kernels for Protein Property Prediction
[NO] 152/1929 | On pseudogap phase as precursor to a superconducting dome in high-Tc cuprates: Non-analytic T* as a function of doping
[NO] 153/1929 | The Small-scale Structures in the Wind of Messier 82
[YES] 154/1929 | GapFuzz: Cross-Plane Divergence Fuzzing for Distributed SDN Controllers
[NO] 155/1929 | AuRA: Internalizing Audio Understanding into LLMs as LoRA
[NO] 156/1929 | Influence of CeO$_2$MnO$_x$ heterostructure on Hydrogen Peroxide Electrogeneration on Carbon-Based Catalysts
[NO] 157/1929 | When Discovery Outpaces Remediation: Modeling AI-Accelerated Vulnerability Discovery in Interconnected Systems
[NO] 158/1929 | Multi-Channel Soil Moisture Measurement: High Accuracy and Low Crosstalk Through Optical-Semiconductor Based Differential Sensing
[NO] 159/1929 | Who Brought Easter Eggs to Eid? Auditing Cultural Translation of Math Word Problems Across Diverse Languages and Regions
[NO] 160/1929 | Revealing the topology of quantum states via Kirkwood-Dirac quasiprobabilities
[NO] 161/1929 | Lipschitz-free spaces and the isomorphism class of Pełczyński's universal basis space
[NO] 162/1929 | Multi-UAV Active Sensing with Information Gain-based Planning and Belief Fusion
[NO] 163/1929 | A Structural Separation Between Chernoff and Convex-Order Optimality in Robust Testing
[NO] 164/1929 | The link between obscured accretion and mildly relativistic precessing jets
[NO] 165/1929 | Dismantle and Dissolve, (Re)build, Remix: A Research-creation Inquiry into the Political Economy of Graphics Cards
[NO] 166/1929 | Architect-Ant: Editable Automatic Furnishing of Architectural Floor Plans
[NO] 167/1929 | Reconfigurable MDI-QKD and BB84 over 20 km optical channels via EOM-tailored weak coherent states
[NO] 168/1929 | A Neurosymbolic Prolog Skill for LLM-Driven Service Placement
[NO] 169/1929 | There are matroid toric ideals without quadratic Gröbner bases
[NO] 170/1929 | Encoding the Euler Characteristic Transform
[NO] 171/1929 | DMT: Demographic Conditioning, Morphology-Enhanced Transformer for Cuffless Blood Pressure Estimation from PPG Signals
[NO] 172/1929 | Finite-Time Orientational Relaxation Restructures Collective Motion in Polar Active Matter
[NO] 173/1929 | Towards Critical Branching Mechanism in Recurrent Neural Networks
[NO] 174/1929 | Unidirectional Entropic Solutions of the Pressureless Euler Alignment System
[NO] 175/1929 | Camera-enabled scalable homodyne detection of multimode quantum light
[NO] 176/1929 | Nonequilibrium Green Functions Simulations for Large Correlated Systems
[NO] 177/1929 | Simplicity of q-Gaussian C*-algebras
[NO] 178/1929 | On the Localization of Checkerboarding in Multiaxial Stress Regions under SIMP Penalization
[NO] 179/1929 | Anchors that Don't Lift: Understanding Supply Chain Driven Kernel Lock-In and Governance-Mediated Mitigation Strategies in SOHO Devices
[NO] 180/1929 | Turbulent Diffusion of Magnetic Field Lines in the Heliosphere
[NO] 181/1929 | Solar flare ribbons structured by uncombed chromospheric loops
[NO] 182/1929 | $k$-Nearest Neighbors in Gromov--Wasserstein Space
[NO] 183/1929 | What Do Deepfake Speech Detectors Actually Hear?
[NO] 184/1929 | Platform Sorting Drives Ideological Fragmentation in the Social Media Ecosystem
[NO] 185/1929 | Tensor Decomposition for Energy-Momentum Correlation Functions
[NO] 186/1929 | Arbitrage-free Data Pricing
[NO] 187/1929 | Mitigating Bias in Low-SNR Financial Reinforcement Learning via Quantum Representations
[NO] 188/1929 | SpenseGPT: Practical One-shot Pruning Enabling Sparse and Dense GEMMs for LLM Inference
[NO] 189/1929 | At the Origins of Electroculture: A Retrodictive Modelling of Bertholon's 18th-Century Electrovegetometer in the Pre-Corona Regime
[NO] 190/1929 | Experimental implementation of continuous-variable QAOA on a quad-rail lattice cluster state
[NO] 191/1929 | Vision-Assisted Foundation Model for Solving Multi-Task Vehicle Routing Problems
[NO] 192/1929 | Dynamic Optimization of Virtual Inertia and Damping in Converter-Based Power Systems
[NO] 193/1929 | Supermoiré Chern mosaic in helical trilayer WSe2
[NO] 194/1929 | Superheating field of clean superconductors near the type-I--type-II boundary: the low-temperature Meissner stability limit of niobium
[NO] 195/1929 | Antiferromagnetic order and magnetic polarons in lightly doped Li$_x$CoO$_2$ (x $\sim$ 0.9)
[NO] 196/1929 | On superspecial hyperelliptic curves of Rosenhain forms
[NO] 197/1929 | Soul Computing: A Theoretical Framework and Technical Architecture for Intelligent Agents with Independent Consciousness
[NO] 198/1929 | FOGO: Forgetting-aware Orthogonalization Optimizer
[NO] 199/1929 | Improved selector behavior in ultrathin chromium-doped V$_2$O$_3$ films
[NO] 200/1929 | Foveated-Imaging Geometry CT Architecture and Seeded Diffusion Model Enabling Global Super-Resolution Reconstruction
[NO] 201/1929 | Belief-Space Control for Personalized Cancer Treatment via Active Inference
[NO] 202/1929 | Equation Asymmetry: An Algebraic Framework for Unifying Secrecy and Covertness in Information-Theoretic Security
[NO] 203/1929 | KFC-KWS: Keyframe Fusion with CTC for User-Defined Keyword Spotting
[NO] 204/1929 | ViP-VL: Vietnamese Self-supervised Speech Pretraining Model with Vector-Quantization Learning
[NO] 205/1929 | Atomic Intent Reasoning: Bringing LLM Semantics to Industrial Cross-Domain Recommendations
[NO] 206/1929 | Reasoning or Memorization? Direction-Aware Diversity Exploration in LLM Reinforcement Learning
[NO] 207/1929 | Rank Collapse, Fixed Points, and the Renormalization Group Structure of MLP Residual Networks
[NO] 208/1929 | Baseline-Free Policy Optimization for Neural Combinatorial Optimization
[NO] 209/1929 | Nonreciprocal Photon Blockade in an Asymmetric Cavity
[NO] 210/1929 | Optomechanical system with tunable dissipative and dispersive couplings
[NO] 211/1929 | Catching One in Five: LLM-as-Judge Blind Spots in Production Multi-Turn Transaction Agents
[NO] 212/1929 | Invariance principles for additive functionals of voter models
[NO] 213/1929 | Early-Token Confidence Predicts Reasoning Quality in Multi-Agent LLM Debate
[NO] 214/1929 | MIRAGE: A Polarity-Flipping Encoding Subspace in LLM Agents
[NO] 215/1929 | Fundamentals of NOMA in Low-Earth Orbit Coordinated Multi-Satellite Networks
[NO] 216/1929 | Vortex pinning of Ba$_{0.62}$K$_{0.38}$BiO$_3$ investigated by magneto-optical Kerr-effect and magnetization measurements
[NO] 217/1929 | How Many Submissions May an Author Make? A Harmonic Quota for Submissions under Coauthorship
[NO] 218/1929 | The Linux IOCTL Census: A Source-Derived Database of the Linux Kernel Control-Code Surface
[NO] 219/1929 | First Principles Magnetohydrodynamical Theory for the Expanding Box Model
[NO] 220/1929 | Coupling-split clusters in a swarmalator model with uniform coupling disorder
[NO] 221/1929 | Leveraging Machine-Learned Advice in Strategic Interactions with No-Regret Learners
[NO] 222/1929 | Distributional embeddings of the first limit Bourgain-Rosenthal-Schechtman space
[NO] 223/1929 | Using the YOLOv12 Model for Verifying the Correct Color Sequence of Wires in Network Cables (Patch Cords) on the Production Line
[NO] 224/1929 | Don't waste SAM
[NO] 225/1929 | A Processing Workflow for Cassini VIMS Jupiter Cubes
[NO] 226/1929 | Chiral Plasma under Strong Magnetic Fields: A Holographic Analysis of Transport Phenomena
[NO] 227/1929 | An adaptive framework for the axisymmetric pulsar magnetosphere using physics-informed Kolmogorov-Arnold networks
[NO] 228/1929 | Balancing bias, baryons, and scale cuts in LSST 3x2pt analysis
[NO] 229/1929 | Full one-fluid dusty gas with multiple grain species in SPH
[NO] 230/1929 | On the Complexity of Signed Domination
[NO] 231/1929 | Equilibrating continuous-variable open quantum systems using stochastic classical trajectories in path-integral space
[NO] 232/1929 | STEDiff: Strengthening Text Embedding for Text-to-Image Alignment in Diffusion Model
[NO] 233/1929 | Dynamic Linear Attention
[NO] 234/1929 | Layer Order Semantics for Automata-Based Cybersecurity
[NO] 235/1929 | Hawking-Page phase transition for pure Lovelock black holes
[NO] 236/1929 | On concatenation of matrices for reversible linear codes over a finite commutative ring and applications to DNA codes
[NO] 237/1929 | Critical quasi-linear Schrödinger system with $p$-Laplacian
[NO] 238/1929 | snaproot: Decentralized File Integrity Verification Using Blockchain-Anchored Cryptographic Hashing
[NO] 239/1929 | Can Image Models Imagine Time? ImageTime: A Novel Benchmark for Probing Visual World Modeling Through Spatiotemporal Consistency
[NO] 240/1929 | Overlooking 3d dualities from mezzanines and balconies
[NO] 241/1929 | Learning What to Remember: Observability-Safe Memory Retention via Constrained Optimization for Long-Horizon Language Agents
[NO] 242/1929 | Dexterous Point Policy: Learning Point-based Dexterous Hand Policies from Human Demonstrations
[NO] 243/1929 | The isoperimetric problem for the Favard length
[NO] 244/1929 | Synergy between the gravitational potential decay rate and other structure growth probes in testing gravity
[NO] 245/1929 | ContextCodec: Content-Focused Context Guidance for Ultra-Low Bitrate Speech Coding
[NO] 246/1929 | Higher integrability for parabolic double phase equations with an improved gap bound
[NO] 247/1929 | NOVA: Symbolic Regression Discovery of Interpretable Car-Following and Lane-Change Models with Driver Heterogeneity
[NO] 248/1929 | Constraints on the Higgs-gluon effective coupling through $h \to γγ$ decays at the LHC
[NO] 249/1929 | Improving Adversarial Transferability on Vision-Language Pre-training Models via Surrogate-Specific Bias Correction
[NO] 250/1929 | Extending Field Limits in Nanoscale Magnetic Imaging with Metamaterial-inspired Magnetic Flux Concentrators
[NO] 251/1929 | MeV-GeV Gamma-Ray Astrophysics in the Multimessenger Era
[NO] 252/1929 | The emergence of a new sound research methodology in the field of health: designo-therapy ?
[NO] 253/1929 | Deterministic Denominator Design for Localized Tamed Stochastic-Gradient Langevin Dynamics
[NO] 254/1929 | Structured deformations for energies with general surface terms
[NO] 255/1929 | Optical-like interference control polar-phonons dispersions in 2D materials
[NO] 256/1929 | From Stacks to Circuits: A Regenerative Socio-Technical Roadmap for AI Infrastructure within Planetary Boundaries
[NO] 257/1929 | Prefilling-dLLM: Predictive Prefilling for Long-Context Inference in Diffusion Language Models
[NO] 258/1929 | Audio-Visual Exchange-Aware Token Pruning for Efficient Audio-Visual Captioning
[NO] 259/1929 | Multiscale modeling for problems with high contrast heterogeneous coefficients by the CEM-GMsFEM
[NO] 260/1929 | GUI-AC: Enhancing Continual Learning in GUI Agents
[NO] 261/1929 | LAFP: Preserving Latent Action Structure in Latent Policy Learning via Flow Matching
[NO] 262/1929 | Contact Tulczyjew Geometry for Continuous and Discrete Dissipative Dynamics on Skew Algebroids
[NO] 263/1929 | A Deployment-Oriented Framework for Explainable AI-Assisted eBPF/XDP Mitigation at the IoT Edge
[NO] 264/1929 | Virial stress in systems of active Brownian particles in the presence of translational and rotational inertia
[NO] 265/1929 | Strain-programmable exciton diffusion in moiré heterostructures
[NO] 266/1929 | AnisoLift: Anisotropic Latent Representations for Coarse Particle Liquid Enhancement
[NO] 267/1929 | Trading Utility for Dynamic Fairness in Multiple Resource Division with Sequential Demand
[NO] 268/1929 | ERAlign: Energy-based Representation Alignment of GNNs and LLMs on Text-attributed Graphs
[NO] 269/1929 | Minimum Distortion Quantization with Specified Output Distribution
[NO] 270/1929 | Express Language Modeling
[NO] 271/1929 | Generative Explainability for Next-Generation Networks: LLM-Augmented XAI with Mutual Feature Interactions
[NO] 272/1929 | Spectral Koopman Approach for Reconstructing State-space Geometry of Cislunar Restricted 3-Body Problem
[NO] 273/1929 | Democratising Camera Trap AI: An Open-Source Model for Detecting UK Mammals
[NO] 274/1929 | It Takes One to Bias Them All: Breaking Bad with One-Shot GRPO
[NO] 275/1929 | Task Robustness via Re-Labelling Vision-Action Robot Data
[NO] 276/1929 | Role-Agent: Bootstrapping LLM Agents via Dual-Role Evolution
[NO] 277/1929 | From Prompt to Purchase: How AI Brand Recommendations Move Consumers on the Open Web
[NO] 278/1929 | A single-step lithography process for reconfigurable SiN photonics with TiN heaters and Al interconnects
[NO] 279/1929 | Balanced Sperner families via the topological Tverberg theorem
[NO] 280/1929 | When Do Autoregressive Sequence Models Forecast Physical Wavefields? A Controlled Study on Synthetic Seismograms
[NO] 281/1929 | An Exposure-Time-Aligned Primary-Path Architecture for Autonomous-Driving ECUs
[NO] 282/1929 | Efficient analytic continuation approach to Bethe-Salpeter excitation spectra in selected energy windows
[NO] 283/1929 | Securing Code Understanding: Detecting Natural Backdoor Vulnerability in Code Language Models
[NO] 284/1929 | Supershear Rupture Indicator in Near-fault Particle Motion
[NO] 285/1929 | ConvMemory v2: A Recall-Preserving Top-10 Evidence Reranker for Conversational Memory Retrieval
[NO] 286/1929 | HarmoView: Harmonizing Multi-View Constraints for Identity-Consistent Video Generation
[NO] 287/1929 | PCMI lecture notes: Motivic explorations in enumerative geometry
[NO] 288/1929 | Earth-OneVision: Extending Remote Sensing Multimodal Large Language Models to More Sensor Modalities and Tasks
[NO] 289/1929 | Topology and Euler characteristics of tropical varieties
[NO] 290/1929 | Fractional shot noise of an SU(N) Kondo system
[NO] 291/1929 | RedAct: Redacting Agent Capability Traces for Procedural Skill Protection
[NO] 292/1929 | SCAIL-2: Unifying Controlled Character Animation with End-to-end In-Context Conditioning
[NO] 293/1929 | Nonlinear Anisotropic Visco-Anelasticity
[NO] 294/1929 | READER: Robust Evidence-based Authorship Decoding via Extracted Representations
[NO] 295/1929 | Global weak solutions of a one-sided degenerate Cahn-Hilliard model for traction-driven digit morphogenesis
[NO] 296/1929 | Closing the Modality Gap in Zero-Shot HAR: Contrastive Training and Separability-Optimized Prototypes on IMU Data
[NO] 297/1929 | Can we trust our models? Epistemic calibration in second-order classification
[NO] 298/1929 | Correcting Variable Importance Scored by Random Forests
[NO] 299/1929 | N-GRPO: Embedding-Level Neighbor Mixing for Enhanced Policy Optimization
[NO] 300/1929 | AutoPDE: Reliable Agentic PDE Solving via Explicitly Represented Solver Strategies
[NO] 301/1929 | ros2probe: Non-intrusive, Kernel-selective Observability for Robot Operating System 2 Middleware
[NO] 302/1929 | MemVenom: Triggered Poisoning of Multimodal Memories in Web Agents
[NO] 303/1929 | Layer-parity-dependent interfacial coupling in Nb$_3$Cl$_8$/graphene van der Waals heterostructures
[NO] 304/1929 | Does the Weinberg angle allow a local hidden-variable description for the leptonic decays of an entangled $ZZ$ pair?
[NO] 305/1929 | The Two Dimensional Dynamical Bulk Boundary Correspondence: Beyond Two Band Models
[NO] 306/1929 | Beyond Journals: Rethinking Research Evaluation in Hungarian Computer Science
[NO] 307/1929 | A Pigouvian Matchmaker Mechanism for De-escalating the AGI Race
[NO] 308/1929 | Transformer Based Model for Spatiotemporal Feature Learning in EEG Emotion Recognition
[NO] 309/1929 | Ultra-Soft Ferrimagnetism in a High-Entropy Spinel Oxide Driven by Site-Selective Cation Disorder
[NO] 310/1929 | DIffuse X-ray Explorer (DIXE): Sky Survey Strategy and Collimator Response Demodulation
[NO] 311/1929 | Isospin-symmetry in $pp$ and $AA$ collisions
[NO] 312/1929 | A Unifying Lens on Supervised Fine-Tuning Through Target Distribution Design
[NO] 313/1929 | Lip Forcing: Few-Step Autoregressive Diffusion for Real-time Lip Synchronization
[NO] 314/1929 | Equivariant Contact Darboux Quotients and Perversely Categorified Legendrian Correspondences
[NO] 315/1929 | The Role of Feedback Alignment in Self-Distillation
[NO] 316/1929 | AutoClassMK: A public neural network for automatic 2D MK classification of normal stars in basic Python
[NO] 317/1929 | Defeat the Heap: Zero-Copy Data Movement in AXI4MLIR
[NO] 318/1929 | DarkAgents
[NO] 319/1929 | Itô maps for any-step SDEs
[NO] 320/1929 | JOIN: Anchor-Grasp-Conditioned Joining via Opposition, Inference, and Navigation for Bimanual Assistive Manipulation
[NO] 321/1929 | OncoTraj: a public benchmark for longitudinal resistance prediction in EGFR-mutant non-small-cell lung cancer on osimertinib
[NO] 322/1929 | Harmonic extension of Weil-Petersson circle homeomorphisms
[NO] 323/1929 | Operationalizing Property-Based Testing for Data-Intensive Scalable Computing Systems
[NO] 324/1929 | Towards Autonomous Accelerator Design: FPGA Accelerator Generation with SECDA
[NO] 325/1929 | Toward a Full-Stack Framework for Industrial Augmented Reality: Benefits, Risks, and Design Considerations for Dependable Deployment in Manufacturing
[NO] 326/1929 | Fixed-Threshold One-Bit Toeplitz Covariance Estimation under Sparse-Ruler Sampling
[NO] 327/1929 | A data-driven method for measuring corner-clipping probabilities in segmented particle detectors
[NO] 328/1929 | IDEAL: In-DEpth ALignment Makes A Discrete Representation AutoEncoder
[NO] 329/1929 | QUIET: Quantifying Underutilized Influential Edges for Targeted Synchronization
[NO] 330/1929 | A symmetric determinantal lower bound for diagonal power sums via polar degree
[NO] 331/1929 | The Shibboleth Effect: Auditing the Cross-Lingual Distributional Skew of Large Language Models
[NO] 332/1929 | VISTA: A Versatile Interactive User Simulation Toolkit for Agent Evaluation
[NO] 333/1929 | Range of Normalized Glandular Dose for Mammography Using Patient-Specific Glandular Fractions
[NO] 334/1929 | Enumerating Inclusion-Maximal Arithmetic Progressions
[NO] 335/1929 | Interplay between photon condensation and electron-electron interactions in molecular systems
[NO] 336/1929 | LLM-Mediated Demand Response Coordination in Smart Microgrids
[NO] 337/1929 | Internet Quality Barometer (IQB): A preliminary data-driven evaluation of the IQB framework
[NO] 338/1929 | Cellular generation revisited
[NO] 339/1929 | Logistic Gene Regulatory Networks: A Modelling Framework Beyond Hill Functions
[NO] 340/1929 | Direction-Dependent Quantum Transport Properties of MoS$_2$ Integrated into Biphenylene Configuration
[NO] 341/1929 | Diffusion Forcing Planner: History-Annealed Planning with Time-Dependent Guidance for Autonomous Driving
[NO] 342/1929 | Measuring Human Value Expression in Social Media Texts: Calibrated LLM Annotation and Encoder Transfer
[NO] 343/1929 | An Uncertainty Estimation Framework for Dose Accumulation in Adaptive Radiotherapy: Application to CBCT-Guided Radiotherapy for Cervical Cancer
[NO] 344/1929 | On zero-sum polytopes: reciprocity, rigidity, and cyclic sieving
[NO] 345/1929 | Revisiting Cherenkov radiation in anisotropic chiral matter: exact calculation reveals threshold-free emission
[NO] 346/1929 | Dimming and pulsation shock of the coalesced star V838 Monocerotis
[NO] 347/1929 | On the First Eigenvalue of Embedded Minimal Hypersurfaces in the Unit Sphere
[NO] 348/1929 | A kinetic model of shear-induced rupture of short dsDNA
[NO] 349/1929 | Test-time Adversarial Takeover: A Real-time Hijacking Interface against Robotic Diffusion Policies
[NO] 350/1929 | Simultaneous $αβ$ Decay: A New Mode of Nuclear Instability
[NO] 351/1929 | Bosonic Cyclic Codes: Trading Stabilizers for Gaussian Non-Clifford Phase Gates
[NO] 352/1929 | Time-frequency localization of bird calls in dense soundscapes
[NO] 353/1929 | Non-Hermitian scattering in SSH superconducting waveguides: exact Green-function reduction and dimerization-sensitive microwave functionalities
[NO] 354/1929 | Synthetic pre-training of graph-network models for predicting solid-state NMR parameters
[NO] 355/1929 | A Friendly Phantom: Late-time AdS-to-dS transition and cosmological tensions
[NO] 356/1929 | Planar-Sector LOS Guidance for Interception of Agile Targets with Lifting-Wing Quadcopters
[NO] 357/1929 | Quantum Monte Carlo calculations of Zemach moments in $A\leq 9$ nuclei
[NO] 358/1929 | Hybrid Hamiltonian-diagrammatic quantum impurity solver
[NO] 359/1929 | Old and new structures on Ran spaces: Length structures, completeness, and conicality
[NO] 360/1929 | Gender-based discrepancies in the algorithmic delivery of political ads on social media
[NO] 361/1929 | Sets of equiangular lines in dimension $18$ constructed from $A_5^3 \oplus A_1^4$
[NO] 362/1929 | Feasibility demonstration of continuous signal-based neutron noise measurements by experiments and simulations
[NO] 363/1929 | Structural Under-Representation of Women in News: Nonparametric Bayesian Mixtures Capture Time-Dependent Dynamics
[NO] 364/1929 | Pushing the Performance Limits in Autonomous Racing: Continuous Stability-Aware Adaptive Velocity Planning in Formula Student Driverless
[NO] 365/1929 | Unitary Channel Testing Under a Depolarizing Noise Assumption
[NO] 366/1929 | PhysMetrics.Weather: An Evaluation Framework for Physical Consistency in ML Weather Models
[NO] 367/1929 | Data compression for fast dimension reduction and clustering of high-dimensional discrete data
[NO] 368/1929 | Coble type hypersurfaces and hyperkähler fourfolds
[NO] 369/1929 | Chaos and stability in the marine trophic network: the importance of interactions over complexity
[NO] 370/1929 | Efficient AI-Inspired Reduction of Feynman Integrals via Tube Seeding
[NO] 371/1929 | Combined Analysis of Lattice QCD and Experimental Data on the Pion Transition Form Factor
[NO] 372/1929 | In-situ total scattering investigation of crystalline ordering in amorphous ion-beam sputtered thin films for interferometric gravitational wave detectors
[NO] 373/1929 | Dynamic Software Updates using CRDTs
[NO] 374/1929 | Small Data, Big Noise: Adversarial Training for Robust Parameter-Efficient Fine-Tuning
[NO] 375/1929 | Next Forcing: Causal World Modeling with Multi-Chunk Prediction
[NO] 376/1929 | TacForeSight: Force-Guided Tactile World Model for Contact-Rich Manipulation
[NO] 377/1929 | Nonparametric Riemannian Empirical Bayes, and Denoising Measurements on Manifolds
[NO] 378/1929 | Full-State and Reduced-Moment Encodings: A Representation-Level View of Equilibrium Quantum Many-Body Theory
[NO] 379/1929 | Reassessing the low-$α$ massive sequence stars in Gaia RVS
[NO] 380/1929 | Mean Flow Distillation: Robust and Stable Distillation for Flow Matching Models
[NO] 381/1929 | P3D-Bench: Benchmarking MLLMs for Parametric 3D Generation and Structural Reasoning
[NO] 382/1929 | Hindered $ΔK=1$ Dipole Strength in octupole bands in $N=90$ $^{154}$Gd from Lifetime Measurements with $γ-γ$ fast timing technique
[NO] 383/1929 | Data assimilation for subsurface flow using latent diffusion model parameterization: performance of ensemble-Kalman and Monte Carlo techniques
[NO] 384/1929 | Enumeration of certain subsets of uprooted trees and spherical parking functions
[NO] 385/1929 | UniPET: a universal network for high-quality PET image denoising across varied dose reduction factors
[NO] 386/1929 | WorldOlympiad: Can Your World Model Survive a Triathlon?
[NO] 387/1929 | GASTAG evolutionary tracks and isochrones from coupled 1D and 3D models: systematic temperature offsets in red giants
[NO] 388/1929 | TRACE: A Unified Rollout Budget Allocation Framework for Efficient Agentic Reinforcement Learning
[NO] 389/1929 | Designed by Journalists, but Is It for Readers? Rethinking AI Disclosures and Transparency in News
[NO] 390/1929 | Multimodal Brain Tumour Classification Using Feature Fusion
[NO] 391/1929 | Do Transformers Actually Help Intrusion Detection? A Temporal Sequence Evaluation on CIC-IDS2017
[NO] 392/1929 | Dispersive estimates for wave-type equations with time-dependent damping
[NO] 393/1929 | RoboNaldo: Accurate, Stable and Powerful Humanoid Soccer Shooting via Motion-Guided Curriculum Reinforcement Learning
[NO] 394/1929 | A Distributed Multi-UGV Exploration Framework With Loop-Aware Planning and Descriptor-Aided Localization in Resource-Limited Environments
[NO] 395/1929 | Multiplicity-dependent forward jet production in proton-nucleus collisions
[NO] 396/1929 | Coset Ensemble Decoder for Quantum Error Correction with Algorithm-Hardware Co-Design
[NO] 397/1929 | Modeling Complex Behaviors: Multi-Personality Composition and Dynamic Switching in Vision-Language Models
[NO] 398/1929 | Revealing information -- or not -- in a social network of traders
[NO] 399/1929 | A Spiking Neural Architecture for Coordinating Arm and Locomotor Control
[NO] 400/1929 | U-TTT: Towards Generalizable PET Image Denoising via Test-Time Training
