[2026-04-23 10:22:15] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-04-22
正在获取论文...
[arXiv] 2026-04-22 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[IEEE] 2026-4-22 | FDTD Method for Superconductors Based on Dispersive Two-Fluid Model
[IEEE] 2026-4-22 | Development Toward Tungsten Transition-Edge Sensors with Improved Energy Resolution in the Optical/NIR Regime
[IEEE] 2026-4-22 | Multi-User Augmented Reality: Achieving Light Weight Synchronization With Embedded Sensors
[IEEE] 2026-4-22 | Enhancing Axial Ratio Bandwidth and Gain in Microstrip Antennas through a 3D-Printed Curved Substrate
[ACM] 2026-4-22 | Hospital Administrator Perspectives on Integrating Novel Interactive Technology in the Hospital
[ACM] 2026-4-23 | Virtual Volumetric Bodies Interacting with Squishy Balls and Shiny Fish: Towards a more inclusive XR interaction system
[ACM] 2026-4-23 | Playing and Replay: The Body as Interface with Central African Traditions
[ACM] 2026-4-23 | Intelligent recommendation system for the development path of innovation ability of young college teachers based on knowledge graph
[ACM] 2026-4-23 | Research on Innovative Teaching of Computer Practice Courses Empowered by AI
[ACM] 2026-4-23 | A Multi-Agent Collaborative Framework for Personalized Teaching: Dynamic Cognitive Modeling and Iterative Optimization Approach
[ACM] 2026-4-23 | Integration and Evolution: A Study on the Transformation of AI Art Development Trajectories Based on Knowledge Graphs
[ACM] 2026-4-23 | AI-Driven Natural Language Processing for Higher Legal Education: A Technical Framework to Enhance Practical Competencies via Self-Efficacy Mediation
[ACM] 2026-4-23 | Cross-Cultural Integration and Talent Mobility in Sino-Kyrgyz Educational Cooperation: A Data-Driven Analysis
[ACM] 2026-4-23 | English Learning Demotivation among Private College English Majors: A Random Forest-Based Study
[ACM] 2026-4-23 | A Study on Interactive Visualization for Teaching Higher Mathematics Courses with The Help of Artificial Intelligence-Taking The Gradient as an Example
[ACM] 2026-4-23 | High-Quality Employment of College Graduates: Research Progress, Hotspot Evolution, and Policy Implications
[ACM] 2026-4-23 | Can AI Win Gold? Assessing AI Math LLMs in K-12 International Competitions
[ACM] 2026-4-23 | Research on Course Evaluation Based on Online Review Keywords
[IEEE] 2026-4-22 | Discrete-Time Robust Adaptive Stabilization Control for A Type of Combined Spacecraft: A Fully Actuated System Approach
[IEEE] 2026-4-22 | Boost-Integrated High-Gain Switched-Capacitor Multilevel Inverter Using IGWO for PV Applications
[IEEE] 2026-4-22 | Contrastive Feature Reasoning for EEG Classification in Asynchronous BCI-Controlled Humanoid Robot_supp1-3678704.pdf
[IEEE] 2026-4-22 | Aiding Thermal-Aware Design of HBTs through Nonlinear Electrothermal Modeling
[IEEE] 2026-4-22 | VLAD-Grasp: Vision-Language Adaptive Depth Grasping for Part-Specific Manipulation
[IEEE] 2026-4-22 | Radar-Inertial Odometry for Low-Speed Driving
[IEEE] 2026-4-22 | Trip Detection Algorithms for Healthy and Amputee Individuals_supp1-3684663.docx
[IEEE] 2026-4-22 | Customer Churn Prediction on Structured Data Using FT-Transformer and Stacking Ensembles
[IEEE] 2026-4-22 | Real-Time Detection Method for Cracked Eggs Based on Improved YOLOv8 and Dual Verification with Triple Classification Granularity
[IEEE] 2026-4-22 | IEEE Electrical Insulation Magazine May/June 2026 Masthead
[ACM] 2026-4-23 | AI-Empowered Graduate Student Capability Development: Exploring a Research Capability Evaluation and Feedback Model Based on the RLLCD-KAN Algorithm
[ACM] 2026-4-23 | Research on Personalized Homework Generation and Adaptive Classroom Teaching Path Based on Machine Learning
[ACM] 2026-4-23 | A Study on Generative Cultural and Creative Design Based on the Dissemination of Yangliuqing Woodblock New Year Painting Culture
[ACM] 2026-4-23 | A Voice-Orchestrated Multi-Agent Framework for University-Industry Graduate Co-Supervision
[ACM] 2026-4-23 | An LLM-Driven SSM Architecture Visualization Method for Teaching
[ACM] 2026-4-23 | A Multi-modal dialogue emotion recognition framework based on D-GBA
[ACM] 2026-4-23 | Generative Artificial Intelligence Empowering Higher Education: Current Status and Future Prospects
共写入 1588 条记录，保存到 papers/paper2026-04-22.json。
论文获取成功，文件路径: papers/paper2026-04-22.json
正在筛选、翻译并发送邮件...
[NO] 1/1588 | From Scene to Object: Text-Guided Dual-Gaze Prediction
[NO] 2/1588 | New bounds on Castelnuovo--Mumford regularity of monomial curves and application to sumsets
[NO] 3/1588 | Lever: Inference-Time Policy Reuse under Support Constraints
[NO] 4/1588 | Cover meets Robbins while Betting on Bounded Data: $\ln n$ Regret and Almost Sure $\ln\ln n$ Regret
[NO] 5/1588 | Determining metrics from the scattering map of the time-dependent Schrödinger equation
[NO] 6/1588 | Temporally Extended Mixture-of-Experts Models
[NO] 7/1588 | Maximum Likelihood Reconstruction for Multi-Look Digital Holography with Markov-Modeled Speckle Correlation
[NO] 8/1588 | Impact of nuclear deformation on particle production in $Ne+Ne$ collisions at \texorpdfstring{\five}{sqrt(sNN)=5.36 TeV} from AMPT-SM
[NO] 9/1588 | Average metric adjusted skew information of coherence under conical 2-designs generalized equiangular measurements
[NO] 10/1588 | Whose Story Gets Told? Positionality and Bias in LLM Summaries of Life Narratives
[NO] 11/1588 | Pairing Regularization for Mitigating Many-to-One Collapse in GANs
[NO] 12/1588 | Meta Additive Model: Interpretable Sparse Learning With Auto Weighting
[NO] 13/1588 | From Finite-Node Conifold Geometry to BPS Structures II: Functorial Incidence and Quiver Assembly
[NO] 14/1588 | Monochromatic Sums and Quotients Near Zero
[NO] 15/1588 | Detections of nearly bias-free core shifts with 5-30 $μ$as precisions at 8-43 GHz in BL Lacertae
[NO] 16/1588 | CVaR-Assisted Custom Penalty Function for Constrained Optimization
[NO] 17/1588 | SkillLearnBench: Benchmarking Continual Learning Methods for Agent Skill Generation on Real-World Tasks
[NO] 18/1588 | Characterizing and Fixing Silent Data Loss in Spark-on-AWS-Lambda with Open Table Formats
[NO] 19/1588 | Auditing and Controlling AI Agent Actions in Spreadsheets
[NO] 20/1588 | Unidirectional Transverse Scattering in Acoustic Dimers
[NO] 21/1588 | MGDA-Decoupled: Geometry-Aware Multi-Objective Optimisation for DPO-based LLM Alignment
[NO] 22/1588 | The Legendre structure of the TAP complexity for the Ising spin glass
[NO] 23/1588 | Cooperative Profiles Predict Multi-Agent LLM Team Performance in AI for Science Workflows
[NO] 24/1588 | Review of experimental studies of charmed meson decays at BESIII
[NO] 25/1588 | Interacting Multi-Node Conifold Light Sectors
[NO] 26/1588 | Double Robust Weighted Regression with Missing Confounders
[NO] 27/1588 | A note on the cardinality of Lagrangian packings
[NO] 28/1588 | Occupancy Reward Shaping: Improving Credit Assignment for Offline Goal-Conditioned Reinforcement Learning
[NO] 29/1588 | Structured perturbations of tridiagonal twisted Toeplitz matrices
[NO] 30/1588 | Model Predictive Communication for Timely Status Updates in Low-Altitude Networks
[NO] 31/1588 | Almost finitary birepresentation theory and applications to affine Soergel bimodules
[NO] 32/1588 | Topological Dualities for Modal Algebras
[NO] 33/1588 | An explicit operator explains end-to-end computation in the modern neural networks used for sequence and language modeling
[NO] 34/1588 | Physics-Informed Conditional Diffusion for Motion-Robust Retinal Temporal Laser Speckle Contrast Imaging
[NO] 35/1588 | A Hierarchical MARL-Based Approach for Coordinated Retail P2P Trading and Wholesale Market Participation of DERs
[NO] 36/1588 | Approximating General Relativity in Core-Collapse Supernova Simulations
[NO] 37/1588 | Evaluating Assurance Cases as Text-Attributed Graphs for Structure and Provenance Analysis
[NO] 38/1588 | Where are they looking in the operating room?
[NO] 39/1588 | Device-independent quantum cryptography with input leakage
[NO] 40/1588 | The Effect of Idea Elaboration on the Automatic Assessment of Idea Originality
[NO] 41/1588 | Polytropic stellar wind models with strongly localized heating
[NO] 42/1588 | Evian: Towards Explainable Visual Instruction-tuning Data Auditing
[NO] 43/1588 | The Tentacles Landscape
[NO] 44/1588 | Aligning Stuttered-Speech Research with End-User Needs: Scoping Review, Survey, and Guidelines
[NO] 45/1588 | Subharmonic instability of large-scale wavy structures in two-dimensional channels
[NO] 46/1588 | Response time of lateral predictive coding and benefits of modular structures
[NO] 47/1588 | Efficient Symbolic Computations for Identifying Causal Effects
[NO] 48/1588 | Nonisothermal global-pressure exactness in fractured multiphase flow with evolving fracture aperture
[NO] 49/1588 | CHASM: Unveiling Covert Advertisements on Chinese Social Media
[NO] 50/1588 | Microscopic modeling of flopping-mode quantum dot spin qubits
[NO] 51/1588 | Explicit Dropout: Deterministic Regularization for Transformer Architectures
[NO] 52/1588 | Efficient Test-Time Inference via Deterministic Exploration of Truncated Decoding Trees
[YES] 53/1588 | Mythos and the Unverified Cage: Z3-Based Pre-Deployment Verification for Frontier-Model Sandbox Infrastructure
[NO] 54/1588 | Near-Field Wideband Channel Estimation for XL-MIMO Systems via Denoising Diffusion Model
[NO] 55/1588 | Investigation of Nonlinear Collective Dynamics in Relativistic Heavy-Ion Collisions Using A Multi-Phase Transport Model
[NO] 56/1588 | On the cohomology of finite tensor categories
[NO] 57/1588 | Forecasting Individual NetFlows using a Predictive Masked Graph Autoencoder
[NO] 58/1588 | Random Walk on Point Clouds for Feature Detection
[NO] 59/1588 | Superintegrable 2D systems in magnetic fields with a parabolic type integral
[NO] 60/1588 | Surrogate Functionals for Machine-Learned Orbital-Free Density Functional Theory
[NO] 61/1588 | Native quantum games from interacting discrete-time quantum walks
[NO] 62/1588 | Control Over Fano Parameter in Grating and One-Dimensional Photonic Crystal Cavity
[NO] 63/1588 | Heavy quark thermodynamics with anisotropic lattices
[NO] 64/1588 | Complex scaling approach to quasinormal modes of Schwarzschild and Reissner--Nordström black holes
[NO] 65/1588 | QCD sum rule analysis of local meson-meson currents for the $K(1690)$ state
[NO] 66/1588 | Unitary Realizations of Synchronizing Automata in Quantum Systems
[NO] 67/1588 | Fast-then-Fine: A Two-Stage Framework with Multi-Granular Representation for Cross-Modal Retrieval in Remote Sensing
[NO] 68/1588 | OVPD: A Virtual-Physical Fusion Testing Dataset of OnSite Auton-omous Driving Challenge
[NO] 69/1588 | Semantic Recall for Vector Search
[NO] 70/1588 | The Evolution of the SFR-M_* relation at 0.1<z<4: Environmental and Morphological Dependencies
[NO] 71/1588 | Extending Contract Verification for Parallel Programming Models to Fortran
[NO] 72/1588 | On the Hyperbolic Fractional Sum of the Divisor Function
[NO] 73/1588 | A sharp $p$-subadditive bound for the $l_p$ Hausdorff distance from convex hull
[NO] 74/1588 | Hessian-vector products for tensor networks via recursive tangent-state propagation
[NO] 75/1588 | Graph2Counsel: Clinically Grounded Synthetic Counseling Dialogue Generation from Client Psychological Graphs
[NO] 76/1588 | CSI Feedback Under Basis Mismatch: Rate-Splitting Transform Coding for FDD Massive MIMO
[NO] 77/1588 | Emergence of Transport Regimes from the Axial Field-Induced Interfacial Gradients in Uniform Surface Potential Nanopores
[NO] 78/1588 | TLSCheck 2.0: An Enhanced Memory Forensics Approach to Efficiently Detect TLS Callbacks
[NO] 79/1588 | Rate-Cost Tradeoffs in Nonlinear Control
[NO] 80/1588 | Trajectory Design for Fairness Enhancement in Movable Antennas-Aided Communications
[NO] 81/1588 | On the convergence of an adaptive denoiser driven iterative regularization with early stopping
[NO] 82/1588 | Hallucination Early Detection in Diffusion Models
[NO] 83/1588 | Blossom VI: A Practical Minimum Weight Perfect Matching Algorithm
[NO] 84/1588 | A Rocq Formalization of Simplicial Lagrange Finite Elements
[NO] 85/1588 | Sharp multiplier estimates for the higher-order Schwarzian derivatives of the Koebe function
[NO] 86/1588 | Cutting-plane methodology via quantum optimization for solving the Traveling Salesman Problem
[NO] 87/1588 | Multilayer Laue Lenses for Enhanced Spatial Resolution in Dark-Field X-ray Microscopy
[NO] 88/1588 | AdaTracker: Learning Adaptive In-Context Policy for Cross-Embodiment Active Visual Tracking
[NO] 89/1588 | Extensions of inertial blocks
[NO] 90/1588 | Onboard Wind Estimation for Small UAVs Equipped with Low-Cost Sensors: An Aerodynamic Model-Integrated Filtering Approach
[NO] 91/1588 | MambaLiteUNet: Cross-Gated Adaptive Feature Fusion for Robust Skin Lesion Segmentation
[NO] 92/1588 | ActuBench: A Multi-Agent LLM Pipeline for Generation and Evaluation of Actuarial Reasoning Tasks
[NO] 93/1588 | Interplay of Flat-band and Anderson localizations in disordered moire superlattices
[NO] 94/1588 | uLEAD-TabPFN: Uncertainty-aware Dependency-based Anomaly Detection with TabPFN
[NO] 95/1588 | Intrinsic Magnetoelectric Hall Effect from Layer-Orbital Quantum Geometry
[NO] 96/1588 | Bayesian approaches to non- and semiparametric density estimation [with a rejoinder to my discussants]
[NO] 97/1588 | Quantum description of gravitational waves generated by a classical source
[NO] 98/1588 | Learning Spatial-Temporal Coherent Correlations for Speech-Preserving Facial Expression Manipulation
[NO] 99/1588 | Edge Universality for Inhomogeneous Random Matrices II: Markov Chain Comparison and Critical Statistics
[NO] 100/1588 | Towards Secure Logging: Characterizing and Benchmarking Logging Code Security Issues with LLMs
[NO] 101/1588 | Nonlocal Characterizations of Stochastic Completeness on Complete Riemannian Manifolds
[NO] 102/1588 | DeVI: Physics-based Dexterous Human-Object Interaction via Synthetic Video Imitation
[NO] 103/1588 | Laser electro-optic frequency comb in lithium niobate nanophotonics
[NO] 104/1588 | Parallel-SFT: Improving Zero-Shot Cross-Programming-Language Transfer for Code RL
[NO] 105/1588 | PokeVLA: Empowering Pocket-Sized Vision-Language-Action Model with Comprehensive World Knowledge Guidance
[NO] 106/1588 | Solving Minimax Problems with Bilinear Objectives with ADMM
[NO] 107/1588 | FedSIR: Spectral Client Identification and Relabeling for Federated Learning with Noisy Labels
[NO] 108/1588 | From Meme to Method: Rethinking Animal Adoption Platforms through the Cat Distribution System
[NO] 109/1588 | Autonomous Emergence of Hamiltonian in Deep Generative Models
[NO] 110/1588 | On $S$-Prime Element Principle
[NO] 111/1588 | Geodesic Completeness in General Cosmological Scenarios
[NO] 112/1588 | OMIBench: Benchmarking Olympiad-Level Multi-Image Reasoning in Large Vision-Language Model
[NO] 113/1588 | Gauge-Equivariant Graph Neural Networks for Lattice Gauge Theories
[NO] 114/1588 | Designing a Visualization Atlas: Lessons & Reflections from The UK Co-Benefits Atlas for Climate Mitigation
[NO] 115/1588 | Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference
[NO] 116/1588 | Accurate Frequency Response Modeling in Integrated T&D Co-Simulation via EWMA-RTTA-Based Quadratic Extrapolation
[NO] 117/1588 | General Relativity via differential forms -- explorations in Plebanski's Formalism for GR
[NO] 118/1588 | Personalized electric vehicle energy consumption estimation framework that integrates driver behavior with map data
[NO] 119/1588 | Termination of Innermost-Terminating Right-Linear Overlay Term Rewrite Systems (Full Version)
[NO] 120/1588 | Majority C-coloring of graphs
[NO] 121/1588 | Lifecycle-Aware Federated Continual Learning in Mobile Autonomous Systems
[NO] 122/1588 | CO$_2$ sequestration hybrid solver using isogeometric alternating-directions and collocation-based robust variational physics informed neural networks (IGA-ADS-CRVPINN)
[NO] 123/1588 | On the regularity index of the minimum distance function in projective nested Cartesian codes
[NO] 124/1588 | Interaction between nuclear clusters and superfluid phonons in the neutron-star inner crust
[NO] 125/1588 | GeoRelight: Learning Joint Geometrical Relighting and Reconstruction with Flexible Multi-Modal Diffusion Transformers
[NO] 126/1588 | Lifting Cubic Realizations of Weak Orders in Types A and B
[NO] 127/1588 | Wideband Direct Satellite Uplink Enabled by Pilot-less Sparse Superposition Codes
[NO] 128/1588 | Forecasts of CMB $E$-mode anomalies for AliCPT-1
[NO] 129/1588 | On Bayesian Softmax-Gated Mixture-of-Experts Models
[NO] 130/1588 | Risk-Aware Hosting Capacity Analysis for Flexible Load Interconnection in Distribution Networks
[NO] 131/1588 | Not all ANIMALs are equal: metaphorical framing through source domains and semantic frames
[NO] 132/1588 | Toward nanophotonic platforms for solid-state $^{229}$Th nuclear clocks
[NO] 133/1588 | Assessing the Challenges of Collective Perception via V2I Communications in High-Speed Scenarios with Open Road Testing
[NO] 134/1588 | Primordial Magnetogenesis and Gravitational Waves from ALP-assisted Phase Transition
[NO] 135/1588 | Approximate Simulation-based Hierarchical Control of Nonlinear Systems
[NO] 136/1588 | OpenWaveLogger v2026 (OWL-v2026): an open source, low cost, easy to build, high performance logger for wave data measurements
[NO] 137/1588 | SpeechParaling-Bench: A Comprehensive Benchmark for Paralinguistic-Aware Speech Generation
[NO] 138/1588 | The gauge action on semi-discrete Lax representations and its invariants
[NO] 139/1588 | Network exploration by random walks: A large deviation perspective
[NO] 140/1588 | An Analysis of Attack Vectors Against FIDO2 Authentication
[NO] 141/1588 | Closing the Domain Gap in Biomedical Imaging by In-Context Control Samples
[NO] 142/1588 | ParetoSlider: Diffusion Models Post-Training for Continuous Reward Control
[NO] 143/1588 | Diagnosing CFG Interpretation in LLMs
[NO] 144/1588 | Formal Primal-Dual Algorithm Analysis
[NO] 145/1588 | Autonomous LLM-generated Feedback for Student Exercises in Introductory Software Engineering Courses
[NO] 146/1588 | Synthesizing Multi-Agent Harnesses for Vulnerability Discovery
[NO] 147/1588 | Bulk-Surface Coupled PDE with an Open Boundary
[NO] 148/1588 | Irreducible Gravitational Wave Background as a Particle Detector
[NO] 149/1588 | Working Memory Constraints Scaffold Learning in Transformers under Data Scarcity
[NO] 150/1588 | The E-measure
[NO] 151/1588 | GeoRect4D: Geometry-Compatible Generative Rectification for Dynamic Sparse-View 3D Reconstruction
[NO] 152/1588 | Finite Riesz products and Ornstein non-inequalities on quantum tori
[NO] 153/1588 | Gravity mediated entanglement of phonons in Bose-Einstein condensates
[NO] 154/1588 | CVEs With a CVSS Score Greater Than or Equal to 9
[NO] 155/1588 | Spontaneous Baryogenesis from Axions on Induced Electroweak Walls
[NO] 156/1588 | ProfileGLMM: a R Package Extending Bayesian Profile Regression using Generalised Linear Mixed Models
[NO] 157/1588 | Global Hopf Bifurcation and Symmetric Periodic Solutions in Multi-Agent Systems with Neutral Distributed Delays
[NO] 158/1588 | High-Fidelity Single-Shot Quantitative Differential Phase Microscopy Using Pseudothermal Sagnac Interferometer
[NO] 159/1588 | RespondeoQA: a Benchmark for Bilingual Latin-English Question Answering
[NO] 160/1588 | F\textsuperscript{2}LP-AP: Fast \& Flexible Label Propagation with Adaptive Propagation Kernel
[NO] 161/1588 | Search for Axion Like Particles produced via the Primakoff process at COMPASS
[NO] 162/1588 | Tokenised Flow Matching for Hierarchical Simulation Based Inference
[NO] 163/1588 | COMPASS: COntinual Multilingual PEFT with Adaptive Semantic Sampling
[NO] 164/1588 | Rank-2 Electromagnetic Backgrounds and Angular Momentum Barriers in Gravitomagnetic Spin-Quadrupole Searches
[NO] 165/1588 | Learning to Evolve: A Self-Improving Framework for Multi-Agent Systems via Textual Parameter Graph Optimization
[NO] 166/1588 | Visual-Tactile Peg-in-Hole Assembly Learning from Peg-out-of-Hole Disassembly
[NO] 167/1588 | SSL-R1: Self-Supervised Visual Reinforcement Post-Training for Multimodal Large Language Models
[NO] 168/1588 | A 260-Liter Test Stand for Liquid Argon R&D
[NO] 169/1588 | Engineering Wake-Up-Free Ferroelectric Capacitors with Enhanced High-Temperature Reliability
[NO] 170/1588 | Robust Out-of-Distribution Stochastic Optimization
[NO] 171/1588 | FASER: Fine-Grained Phase Management for Speculative Decoding in Dynamic LLM Serving
[NO] 172/1588 | Infinite time blow-up and slow decay for the six dimensional energy-critical heat equation with self-similarly decaying initial data
[NO] 173/1588 | Quantum Optical Signatures of Band Topology in Solid-State High Harmonics
[NO] 174/1588 | Symmetry breaking phases and transitions in an Ising fusion category lattice model
[NO] 175/1588 | Science from the In Situ Exploration of the Proxima Centauri System
[NO] 176/1588 | Hallucination Inspector: A Fact-Checking Judge for API Migration
[NO] 177/1588 | Discrete Preference Learning for Personalized Multimodal Generation
[NO] 178/1588 | Birational geometry of actions on del Pezzo surfaces
[NO] 179/1588 | Free Poisson Rota-Baxter algebra
[NO] 180/1588 | Cesàro-Hardy operators on $L^p[0,1]$: fine spectrum, weighted Koopman semigroups and invariant subspaces
[NO] 181/1588 | High-Fidelity and Location-Robust Respiratory Waveform Monitoring with Single-Antenna WiFi
[NO] 182/1588 | Multivariable Vandermonde determinants, amalgams of matrices and Specht modules
[NO] 183/1588 | Distributional Value Estimation Without Target Networks for Robust Quality-Diversity
[NO] 184/1588 | Towards Event-Aware Forecasting in DeFi: Insights from On-chain Automated Market Maker Protocols
[NO] 185/1588 | Neuro-evolutionary stochastic architectures in gauge-covariant neural fields
[NO] 186/1588 | Level crossings and superradiant quantum phase transition for a two-qutrit quantum Rabi model
[NO] 187/1588 | LaplacianFormer:Rethinking Linear Attention with Laplacian Kernel
[NO] 188/1588 | Direct construction of scalar quantum fields by L{é}vy fields -- nontrivial exact Wightman fields in a wider field with a relaxed Gårding-Wightman Axioms-
[NO] 189/1588 | SignDATA: Data Pipeline for Sign Language Translation
[NO] 190/1588 | Formation of classical Be-stars of the early spectral subclass in the case of nonconservative mass transfer in close binary systems
[NO] 191/1588 | The core of the problem: Physical limits of the core-Sérsic model
[NO] 192/1588 | Column Generation for the Optimization of Switching in Repeaterless Quantum Networks
[NO] 193/1588 | Disorder-driven coexistence of distinct dynamical states in frustrated Sr$_3$CuNb$_2$O$_9$: a microscopic $μ$SR and $^{93}$Nb NMR study
[NO] 194/1588 | Interpolating between positive, Schwarz, and completely positive evolution for d-level systems
[NO] 195/1588 | Image Generators are Generalist Vision Learners
[NO] 196/1588 | Europa's Lyman-$α$ emissions from HST/STIS observations
[NO] 197/1588 | SurgCoT: Advancing Spatiotemporal Reasoning in Surgical Videos through a Chain-of-Thought Benchmark
[NO] 198/1588 | R2IF: Aligning Reasoning with Decisions via Composite Rewards for Interpretable LLM Function Calling
[NO] 199/1588 | The saturated fusion systems on a Sylow 2-subgroup of $Ω^+_8 (2)$
[NO] 200/1588 | Seeing Further and Wider: Joint Spatio-Temporal Enlargement for Micro-Video Popularity Prediction
[NO] 201/1588 | AktivTalk: Digitizing the Talk Test for Voice-Based Exercise Intensity Self-Assessment and Exploring Automated Classification from Speech
[NO] 202/1588 | FSFM: A Biologically-Inspired Framework for Selective Forgetting of Agent Memory
[NO] 203/1588 | Classification of solutions to a weighted singular fractional problem in the half space
[NO] 204/1588 | Technically Natural Suppression of Fifth Force
[NO] 205/1588 | Efficient INT8 Single-Image Super-Resolution via Deployment-Aware Quantization and Teacher-Guided Training
[NO] 206/1588 | X-Cache: Cross-Chunk Block Caching for Few-Step Autoregressive World Models Inference
[NO] 207/1588 | Hamiltonian simulation for 3D elastic wave equations in homogeneous elastic media
[NO] 208/1588 | Fourier Series Coder: A Novel Perspective on Angle Boundary Discontinuity Problem for Oriented Object Detection
[NO] 209/1588 | A Lightning-Fast Three-Flavor Neutrino Oscillation Calculator in Constant-Density Matter with Built-In Uncertainty Propagation
[NO] 210/1588 | Embedding-Based Intrusive Evaluation Metrics for Musical Source Separation Using MERT Representations
[NO] 211/1588 | Opportunistic Bone-Loss Screening from Routine Knee Radiographs Using a Multi-Task Deep Learning Framework with Sensitivity-Constrained Threshold Optimization
[NO] 212/1588 | Asymptotically Z-stable bundles over projective surfaces
[NO] 213/1588 | Measuring Tianlai's primary beam using sky model
[NO] 214/1588 | Causal-Transformer with Adaptive Mutation-Locking for Early Prediction of Acute Kidney Injury
[YES] 215/1588 | Visualising CTL Witnesses and Counterexamples -- Extended Version
[NO] 216/1588 | Controlling the Ćuk Converter using Piecewise Linear Lyapunov Functions
[NO] 217/1588 | LMI Approach for Sliding Mode Control and Analysis of DC-DC Converters
[NO] 218/1588 | Entropy lower bounds and sum-product phenomena
[NO] 219/1588 | Localized Tornado Outbreak at the Upstream of a Tropical Easterly Wave in Camarines Norte, Philippines (13 September 2025)
[NO] 220/1588 | Convex Duality in Perturbed Utility Route Choice
[NO] 221/1588 | Scaling Self-Play with Self-Guidance
[NO] 222/1588 | Stochastic Barrier Certificates in the Presence of Dynamic Obstacles
[NO] 223/1588 | ACT: Anti-Crosstalk Learning for Cross-Sectional Stock Ranking via Temporal Disentanglement and Structural Purification
[NO] 224/1588 | How is a gas sensor poisoned by volatile methylsiloxanes?
[NO] 225/1588 | Selection Rules and Channel Structure in a Base Octave Model of Collatz Dynamics
[NO] 226/1588 | Tensor network surrogate models for variational quantum computation
[NO] 227/1588 | Field-Induced Selective Spin Gap Closure and Quantum Criticality in BaNd$_2$ZnS$_5$
[NO] 228/1588 | SMART: A Spectral Transfer Approach to Multi-Task Learning
[NO] 229/1588 | Stateless Decision Memory for Enterprise AI Agents
[NO] 230/1588 | Toward Safe Autonomous Robotic Endovascular Interventions using World Models
[NO] 231/1588 | Pre-Execution Query Slot-Time Prediction in Cloud Data Warehouses: A Feature-Scoped Machine Learning Approach
[NO] 232/1588 | Atypical Decay Rates for Atypical Heights in Random Recursive Trees
[NO] 233/1588 | IMPACT-CYCLE: A Contract-Based Multi-Agent System for Claim-Level Supervisory Correction of Long-Video Semantic Memory
[NO] 234/1588 | A Delta-Aware Orchestration Framework for Scalable Multi-Agent Edge Computing
[NO] 235/1588 | Trajectory-Aware Reliability Modeling of Democratic Systems
[NO] 236/1588 | SPRAY: A smoothed particle radiation hydrodynamics code for modeling high intensity laser-plasma interactions
[NO] 237/1588 | Zeitgeist-Aware Multimodal (ZAM) Datasets of Pro-Eating Disorder Short-Form Videos: An Idea Worth Researching
[NO] 238/1588 | Before the Mic: Physical-Layer Voiceprint Anonymization with Acoustic Metamaterials
[NO] 239/1588 | Tailored Speckle Illumination Microscopy with Enhanced Sectioning and Image Quality
[NO] 240/1588 | Learning to Solve the Quadratic Assignment Problem with Warm-Started MCMC Finetuning
[NO] 241/1588 | Heterogeneous Layered Structures Can Modulate Human Softness Perception
[NO] 242/1588 | A Physics-Informed Neural Network for Solving the Quasi-static Magnetohydrodynamic Equations
[NO] 243/1588 | Improved large-scale graph learning through ridge spectral sparsification
[NO] 244/1588 | Regular Black Holes in General Relativity from Nonlinear Electrodynamics with de Sitter Cores
[NO] 245/1588 | Gradient Residual Stress in Transferred Thin-Film Lithium Niobate and Its Compenstation Using Periodically Poled Piezoelectric Bilayers
[NO] 246/1588 | Short-time, Wavelet-inspired Mouse Submovement Detection
[NO] 247/1588 | Global spherically symmetric solutions to the isothermal compressible Navier-Stokes equations with far-field vacuum
[NO] 248/1588 | ORPHEAS: A Cross-Lingual Greek-English Embedding Model for Retrieval-Augmented Generation
[NO] 249/1588 | Causal Persuasion
[NO] 250/1588 | Importance Sampling in Expensive Finite-Sum Optimization via Contextual Bandit Methods
[NO] 251/1588 | Fully Dynamic Algorithms for Coloring Triangle-Free Graphs
[NO] 252/1588 | Strain effects in [001] textured Co80Ir20 thin films with negative magnetocrystalline anisotropy
[NO] 253/1588 | Polaron transport and Verwey transition in magnetite
[NO] 254/1588 | The Ising Model on a Two-Community Stochastic Block Model
[NO] 255/1588 | Centering Ecological Goals in Automated Identification of Individual Animals
[NO] 256/1588 | Topological Word for Non-Abelian Topological Insulators
[NO] 257/1588 | pAI/MSc: ML Theory Research with Humans on the Loop
[NO] 258/1588 | Superconductivity in bilayer La$_3$Ni$_2$O$_7$: A review focusing on the strong-coupling Hund's rule assisted pairing mechanism
[NO] 259/1588 | E-values and sequential power-one tests for monotonicity and unimodality
[NO] 260/1588 | Beyond ZOH: Advanced Discretization Strategies for Vision Mamba
[NO] 261/1588 | An electrically tunable metaatom for visible light
[NO] 262/1588 | Bound, antibound and resonance two-photon states in chiral waveguide QED
[NO] 263/1588 | Geometric properties of Euclidean domains supporting trace inequalities
[NO] 264/1588 | Self-Aware Vector Embeddings for Retrieval-Augmented Generation: A Neuroscience-Inspired Framework for Temporal, Confidence-Weighted, and Relational Knowledge
[NO] 265/1588 | Enhancing the physical layer security with bending beams
[NO] 266/1588 | Flavon assisted low scale leptogenesis
[NO] 267/1588 | Laddering of a knitted fabric: a topology-induced failure
