[2026-09-14 23:33:16] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-09-13
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202609130000+TO+202609132359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-9-13 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[IEEE] 2026-9-14 | Bio-Inspired Robotic Wall Perching: Biomechanical Mechanism of Butterfly Landing and Its Application to Landing Mechanism Design for Flapping-Wing Aircraft
[IEEE] 2026-9-14 | Compositional Efficiency–Based Propeller Fault Diagnosis for Multirotor UAVs
[ACM] 2026-9-14 | SMT-based Deductive Verification of Device Drivers using the Pancake-to-Viper Transpiler
[ACM] 2026-9-14 | Proof-Carrying-BPF Programs for the eBPF Verifier
共写入 839 条记录，保存到 papers/paper2026-09-13.json。
论文获取成功，文件路径: papers/paper2026-09-13.json
正在筛选、翻译并发送邮件...
[NO] 1/839 | AsymFlow: Enabling Long-Context LLM Serving via CPU-GPU Prefill-Decode Disaggregation
[NO] 2/839 | FAST: A Holistic Framework for Optimizing Memory-I/O, Computation, and Sampling in Temporal GNN Training
[NO] 3/839 | TFS: Tile-Aware SpMM–GeMM Fusion for Accelerating GNN Inference on Intel AMX
[NO] 4/839 | Dimensions of Self-Disclosure and Visual Self-Presentation in WhatsApp Profile Pictures Among Young Adults
[NO] 5/839 | AI-Assisted Symmetry and Invariant Analysis for Robotic Mechanical Parts with Asymmetry Localization
[NO] 6/839 | Fixed-Point Simulation and Quantitative Validation of Hardware-Oriented FFT–IFFT Image Reconstruction
[NO] 7/839 | Battery Health-Aware Service Optimization for Battery Swapping Stations via Multi-Agent Reinforcement Learning
[NO] 8/839 | Voltage Control of Distribution Networks with Hybrid Power Transformers Based on Reinforcement Learning
[NO] 9/839 | Transformer Fault Discrimination and Relay Protection Scheme in Renewable Energy Grid-Connected Systems Based on Deep Learning
[NO] 10/839 | A Generative Artificial Intelligence-Based Framework for Automated Power Data Quality Rule Generation
[NO] 11/839 | Infrared Smoldering Fire Detection in Complex Indoor Scenes Using an Improved YOLO11n Network
[NO] 12/839 | Iterative Learning Control of the Cooling Rate in a Dual-Laser Powder Bed Fusion Process
[NO] 13/839 | Lifting-based nonlinear model predictive control for high-performance mobile robot tracking
[NO] 14/839 | Temporally Sequenced Sea-Land Coordinated Transmission Planning for Phased Offshore Wind Integration
[NO] 15/839 | Rectangular Partitioning Optimization for Data-Driven Abstractions of Monotone Systems
[NO] 16/839 | Evaluating Latency and Throughput Trade-offs in IoT Messaging With Kafka and MQTT
[NO] 17/839 | AI-Enabled Deepfake Image Detection and Attack Resilience for Forensic Investigations
[NO] 18/839 | Spectral-Spatial Group Attention Transformer for Palm Tree Mapping in Arid Environments: a Case Study on Al Ain Municipality Hyperspectral Data
[NO] 19/839 | Learning to Spend: Model Predictive Control for Budgeting under Non-Stationary Returns
[NO] 20/839 | Quantitative Evaluation of WideBand Oscillations for Renewable Power Plant Integration into Large Grids
[NO] 21/839 | A Data-Sparse Physics-Informed Gaussian-Process Model for Rechargeable Lithium-Metal Battery Cells in High C-Rate Applications
[NO] 22/839 | Research on Power-Computing-Carbon Coordinated Scheduling and Cooperative Game Mechanism for Low-Carbon Operation of Data Center Clusters
[NO] 23/839 | A Study on the Architecture of an Intelligent Programming Visualization System Integrating Large-Scale Model Inference and Structured Diagnostics
[NO] 24/839 | Research on Imaging Processing of Underwater Sediment Particles Based on Laser Light Curtain
[NO] 25/839 | A Machine Learning-Based Classification of Seismic Effects on Steel Structural Frame
[NO] 26/839 | Toward Causal-Explainable Model Security for 6G DISAC Systems
[NO] 27/839 | MAGSAT: Memory-Access-Guided Fusion and Shape-Adaptive Auto-Tuning for Dynamic Tensor Programs
[NO] 28/839 | Coflow Scheduling in Hybrid-Switched Data Center Networks under Not-All-Stop Reconfiguration
[NO] 29/839 | AI Based Smart Surveillance System using Thermal Imaging
[NO] 30/839 | Towards eBPF Support in a Memory-Safe OS: A Case Study on Asterinas
[NO] 31/839 | Symptoms matters: commonality and variability of gaming disorder symptoms across 35 countries
[NO] 32/839 | Processing of Real and AI-Generated Human Faces: An Exploratory EEG Study
[NO] 33/839 | Design and Performance Validation of a Single-Core Magnetically Modulated Residual Current Transformer
[NO] 34/839 | An Edge-Aware Graph Neural Network for Joint Fast Prediction of Node- and Line-Level Carbon Indicators in Power Systems
[NO] 35/839 | Enhanced YOLOv12 Architecture for Real-Time Small and Occluded Object Detection on Edge Devices
[NO] 36/839 | Designfill: Markup-Native Completion for Studio Graphics
[NO] 37/839 | A Method for Improving the Flexibility of Coal-Fired Power Unit: Boiler Temperature Grade Enhancement Technology with High-parameter Steam Cycle
[NO] 38/839 | Analysis of Optical and Electrical Characteristics of Creepage on Polluted Insulator at Different Voltages
[NO] 39/839 | Simulation-Based Performance Evaluation of a Smart Intersection Control System for Emergency Response Using an IoT-Enabled V2I Framework
[NO] 40/839 | Impact of Transmission Line Length on the AC Fault Ride-Through Characteristics of VSC-UHVDC System
[NO] 41/839 | Semantic-Communication-Driven End-to-End 3D SLAM Under Bandwidth Constraints
[NO] 42/839 | Fuel Cell Vehicle Driving Condition Recognition and Fuzzy Control Energy Management Strategy
[NO] 43/839 | Immersion &amp; Invariance Adaptive Force-Motion Control for Robot Manipulator Contact Task *
[NO] 44/839 | Setpoint Command Following for Unmodeled, Sampled-Data, Wiener Systems
[NO] 45/839 | Physics-Informed Adaptive Kalman Filtering for sEMG-Driven Rehabilitation Exoskeleton Robots
[NO] 46/839 | Speed-Scheduled Predictive Yaw Stabilization for a Four-Axle Electric Wheel-Driven Vehicle
[NO] 47/839 | Hyperspectral Imaging for Compositional Analysis of Stone Materials
[NO] 48/839 | RDPart: A reuse-based OS-level cache-partitioning policy for fairness optimization in cloud data centers
[NO] 49/839 | Asynchronous Dispersion with Optimal Time Complexity
[NO] 50/839 | RapidGEMM: An Efficient Tile-agnostic GEMM for Mixture-of-Experts Training
[NO] 51/839 | WAQ-LLM: Optimizing Multi-Instance LLM Deployment via Workload-Aware Queueing Model
[NO] 52/839 | CoTC-SpMM: A Cooperative Tensor–CUDA Cores Scheme for Efficient Sparse Matrix Multiplication
[NO] 53/839 | SleuthTalk: Supporting Historical Photo Identification with Private Workspaces for Collective Sensemaking and Deliberation
[NO] 54/839 | Externalization by Design: Cognitive Load, Bounded AI, and Process-Level Accountability in Expert Knowledge Systems
[NO] 55/839 | Analyzing the Interest in Digital Wellbeing Services: Are People More Willing to Pay for Them on Social Network Sites or Messaging Platforms?
[NO] 56/839 | Study on the Correlation between Manufacturing Variability and Electrochemical Stability in Large-Scale Lithium-Ion Battery Production
[NO] 57/839 | Design of a Smart Glove with AI Based Adaptive Behavioral Monitoring for Handicap Persons
[NO] 58/839 | Tokenized Asset Management
[NO] 59/839 | To Tier, or Not? Evaluating Tiered Memory Systems on the Basis of Cost
[NO] 60/839 | Research on Tooth Surface Modification of Bevel Gears in Nutation Reducers for Robotic Joints
[NO] 61/839 | Development of a Mini Electric Hoist with Smartphone-Integrated Pendant Control
[NO] 62/839 | IoT-Enabled Real-Time Adaptive Traffic Signal Control Using Deep Learning-Based Vehicle Density Estimation for Smart Cities
[NO] 63/839 | IoT-Smart Wearable Sensors for Enhancing Worker Safety in Construction Environments
[NO] 64/839 | Adaptive Explainable Framework for Early Prediction of At-Risk Learners using OULAD and Decision Tree Models
[NO] 65/839 | Control-Aware Shapley-Value-Based Bandwidth Allocation for SATCOM Terminals under Heterogeneous Delays
[NO] 66/839 | Thermal Energy Voltammetry: An Indirect Analysis Method for Battery State-of-Health Estimation Under Varying Thermal Boundary Conditions
[NO] 67/839 | WSES 2026 Cover Page
[NO] 68/839 | Machine-Learning Driven Load Shedding to Mitigate Feedback Instability Attacks in Power Grids
[NO] 69/839 | Adaptive Local Prototypes for Cross-Domain Few-Shot Defect Segmentation in Intelligent Robotic Inspection
[NO] 70/839 | Beyond Zero-Cost: Understanding Rust Safety Overheads in Systems Code
[NO] 71/839 | SIHG-Rec: Unleashing the Power of Semantic and Interactive Homogeneous Graphs via Dual-Stage Fusion for Multimodal Recommendation
[NO] 72/839 | The Red Shoes 2
[NO] 73/839 | Chameleon: Adaptive Bidirectional Pipeline Parallelism for Edge Collaborative Training
[NO] 74/839 | RSC: Enabling High-Performance RDMA for Serverless Services with Adaptive Network Multiplexing
[NO] 75/839 | Scalable Exact Path Selection via Structure-Aware Search for Virtual Payment Channels
[NO] 76/839 | Bypass-Enabled Topology-Agnostic Multicast Router for Fault-Tolerant Network-on-Chips
[NO] 77/839 | A Cybersecurity Framework to Safeguard Smart Healthcare Systems and Enable Trustworthy AI-Based Monitoring in Smart Cities
[NO] 78/839 | Big Data-Driven Predictive Maintenance for Smart Cities
[NO] 79/839 | A Deep Learning Approach to Infectious Disease Forecasting Using a Susceptible-Exposed- Infectious-Recovered (SEIR) Based Framework
[NO] 80/839 | A Comparative Study of Explainable Deep Learning Architectures for Coral Bleaching Detection: Towards a Smart Ocean Framework in Oman
[NO] 81/839 | A Predictive Machine Learning Model for Adaptive Learning in Higher Education
[NO] 82/839 | Learning From Experts: Serial-Refine Guided Wind Farm Power Maximization for Floating Offshore Wind Farms
[NO] 83/839 | From Numerical Estimation to Explainable Insight: A Self-Explainable Semantic Reasoning Framework for Battery State Estimation
[NO] 84/839 | AI-Powered Predictive Diagnostics and Intelligent Healthcare Resource Allocation for Sustainable Smart Cities
[NO] 85/839 | Enabling Edge-Deployable NILM via Feature-Fused Prototypical Learning
[NO] 86/839 | ICGSP 2026 Cover Page
[NO] 87/839 | Conceptual Design and Kinematic Analysis of a Novel Robotic Moxibustion Therapy System
[NO] 88/839 | Short-Circuit Analysis Considering IBR Control Mode for Distribution Networks via Mixed-Integer Conic Programming
[NO] 89/839 | Reinforcement Learning Model Predictive Control for Long-Term Regulation
[NO] 90/839 | A Deep Reinforcement Learning Approach For Load Shifting in Industrial Refrigeration Facilities
[NO] 91/839 | Thermal management optimization of Battery Electric Vehicles via hierarchical NMPC with CMO-trained Neural Models
[NO] 92/839 | Direct Wave Excitation Force Forecasting via LSTM-Diffusion for Model Predictive Control of Wave Energy Converters
[NO] 93/839 | SAR-YOLO11: A High-Resolution YOLO11 Framework for UAV Thermal Infrared Person Detection in Search-and-Rescue Scenarios
[NO] 94/839 | A Multi-Layer Robust Parsing Method for LLM-Generated Grading Outputs
[NO] 95/839 | A Deep Learning Framework for Alarm Flood Classification and Open-Set Cyberattack Detection
[NO] 96/839 | <scp>z</scp>
                    B
                    <scp>ulk</scp>
                    : Towards Automatic Compartmentalization in Rust with Zero Manual Retrofitting
[NO] 97/839 | Coordinated Dispatch Optimization of a Renewable Energy Park Microgrid Considering V2B and Flexible Loads
[NO] 98/839 | The Use of Eggshell Powder and Walnut Shell Powder as a Sustainable Partial Replacement of Concrete: Experimental Study of Mechanical and Environmental Performance
[NO] 99/839 | Huawei Announces the Tau Scaling Law [Editorial]
[NO] 100/839 | Securenet DFIR: An AI-Assisted Digital Forensics and Incident Response Framework for Small and Medium-Sized Enterprises
[NO] 101/839 | To Assess the Impact of Biochar on Geo-Technical and Hydraulic Properties of Soil
[NO] 102/839 | Dissecting the Performance Impact of System Calls
[NO] 103/839 | Anomaly Detection in Spending Patterns for Fraud Prevention
[NO] 104/839 | Towards Smart-Sustainable Intersection Management: Operational Performance in Muscat
[NO] 105/839 | Building Resilient Food Supply Chains using Blockchain and IoT-based Food Systems in the African Food Industry
[NO] 106/839 | Health Status Assessment of Vacuum Circuit Breaker Based on Improved Grey Bootstrap Sample Expansion and Single Ring Theorem
[NO] 107/839 | A Comparative Study of Spatial Filtering Configurations in Non-Learning Point Cloud Registration Pipelines for Indoor and Outdoor Environments
[NO] 108/839 | Power System Transient Stability Assessment Method Based on SAE-HA-HEM
[NO] 109/839 | Safe Deep Reinforcement Learning for Energy-Efficient HVAC Control in Multi-Zone Residential Buildings
[NO] 110/839 | Optical State Estimation from Intensity-Domain Interference Measurements Using a Polarization Diversity Receiver
[NO] 111/839 | Spatial and Temporal Resampling for Interactive Wave Optics Rendering
[NO] 112/839 | Battery State-of-Health Estimation based on Partial Discharge Curves
[NO] 113/839 | Data-Driven Phase Synchronization for Dynamic Repositioning of Floating Wind Turbines
[NO] 114/839 | Multi-Source Meteorological Radar Data Fusion for Quantitative Precipitation Estimation Based on BP Neural Network
[NO] 115/839 | Spatial Geometry-Based Position Error Compensation for Master-Slave Underwater Robots During Non-Information Interaction Intervals
[NO] 116/839 | Simulation Study on the Influence of Cathode Inlet Air Conditions on the Performance of an Air-Cooled PEMFC
[NO] 117/839 | Leveraging Wave Power for the Stability of Offshore Floating Wind Turbine
[NO] 118/839 | Effects of Microscopic Structural Evolution on Dielectric Properties of XLPE During Thermal Aging: A Combined Theoretical and Experimental Analysis
[NO] 119/839 | Research on Motion Prediction of Unmanned Underwater Vehicle Based on Machine Learning
[NO] 120/839 | Kinematic Design and Simulation of a Rigid–Flexible Caterpillar Robot with Opposite-Handed Kresling Cell Pairs
[NO] 121/839 | Parallel Prefix Filter Search for Weighted Jaccard Similarity
[NO] 122/839 | Edge-Cloud Collaborative RAG with Multi-State Semantic Caching
[NO] 123/839 | RPSC: Robust LLM Scheduling by Tolerating Prediction Inaccuracy and Mitigating Tail Latency
[NO] 124/839 | StreamTrace: Fast Trace Analysis for Large-Scale Parallel Applications on a Single Node
[NO] 125/839 | Proceedings of the 55th International Conference on Parallel Processing
[NO] 126/839 | ZSWP: Rollback-Free Spherical ε-Join for Scalable Astronomical Cross-Matching on Heterogeneous Supercomputer Architectures
[NO] 127/839 | SimPattern: A Novel Byte-Pattern Matching based Chunk Similarity Detection for Post-Deduplication
[NO] 128/839 | AFH-SpMM: Auto-Fit Heterogeneous Block Sparse-Dense Matrix Multiplication on Tensor Core GPUs
[NO] 129/839 | Elasticity in Parallel Sparse Triangular Solve
[NO] 130/839 | A Phygital Game Prototype to Support Speech-Therapy-in-the-Loop AI in Pediatric Rehabilitation
[NO] 131/839 | XDP_CLONE: Efficient In-Driver Packet Duplication for eBPF-Accelerated Systems
[NO] 132/839 | Distributed model predictive control of lateral-longitudinal vehicle dynamics
                    <sup>†</sup>
[NO] 133/839 | CauPri: Causal Prior Guided Diffusion Model for Thermal Power Monitoring Imputation
[NO] 134/839 | Subjective Decision-Making in Multi-Agent Reinforcement Learning with Cumulative Prospect Theory and Social Value Orientation
[NO] 135/839 | ICGSP 2026 Contributor Page
[NO] 136/839 | DCF Control Method Based on Digital Control and Its Stability Analysis
[NO] 137/839 | Evaluation of Users Opinion on Pregnancy and Child Growth Mobile Application
[NO] 138/839 | Personalized Learning in Computer Science: A Retrieval-Augmented Generation (RAG) Framework for Data Structures Tutoring
[NO] 139/839 | Air-Ground Collaborative ISAC for LAE: UAV Swarms as Virtual Aerial Arrays for 3D Observability and Seamless Mobility
[NO] 140/839 | Impact of RTK Augmentation and INS Integration on GNSS Positioning Accuracy and Continuity: A Benchmarking Study on Inland Waterways
[NO] 141/839 | Intelligent Hierarchical Coordinated Control for Off-Road Series Hybrid Electric Vehicles Energy Management and Electric Power Response
[NO] 142/839 | Practical and Scalable Multi-Agent Motion Planning for Planar Mover Systems
[NO] 143/839 | Dissimilarity-Based Persistent Coverage Control of Multi-Robot Systems for Improving Solar Irradiance Prediction Accuracy in Solar Thermal Power Plants
[NO] 144/839 | A Fault Diagnosis Method for Wind Turbine Gearboxes Based on Time-Frequency Feature Extraction
[NO] 145/839 | ICGSP 2026 Copyright Page
[NO] 146/839 | Fault Diagnosis of Industrial Robot Joints with Information Fusion of CNN and Enhanced D-S Evidence Theory
[NO] 147/839 | Bidirectional Transformer Representations for Transferable Statistical Language Models
[NO] 148/839 | Toward Native ISAC Support in O-RAN Architectures for 6G
[NO] 149/839 | Balancing immersion and usability in virtual reality training: Effects on self-efficacy and user experience in mass casualty incident simulation
[NO] 150/839 | Visual Storytelling for Knowledge Sharing in Co-Design Workshops on Urban Air Mobility
[NO] 151/839 | MOPAR: A Model Partitioning Framework for Deep Learning Inference Services on Serverless Platforms
[YES] 152/839 | PIM-Forge: Toward Autonomous PIM Kernel Synthesis through Constraint-Guided Hardware Exploration
[NO] 153/839 | Obstacle Avoidance of Dual-Arm Space Robots via Nonlinear Model Predictive Control and Velocity Dampers
[NO] 154/839 | Experimental Validation of ISSf-HOCBF-Based Cooperative Transport for Multiple UAVs under Disturbances
[NO] 155/839 | Shaping Energy Exchange with Gyroscopic Interconnections: a Geometric Approach
[NO] 156/839 | Digital Financial Inclusion and Green Fintech: Impact Pathways, Paradoxes and Future Directions
[NO] 157/839 | LightGuardNet: Lightweight Explainable XGBoost-Based Intrusion Detection System Framework for IoHT Cyberattacks
[NO] 158/839 | AI-Driven Hybrid Ensemble Framework for Predictive and Real-Time Network Anomaly Detection in Intelligent Digital Infrastructure: Implications for Cybersecurity Education
[NO] 159/839 | Design of an Energy-Efficient Vlsi-Based Ecg Signal Processing System for Real-Time Health Monitoring
[NO] 160/839 | A Systematic Review of Convolutional Neural Network-Based Crack Diagnostics &amp; Predictive Repair Using GGBFS Geopolymer Mortar: Correlating Crack Metrics with Strength and Durability
[NO] 161/839 | Explicit Bounds on the Hausdorff Distance for Truncated mRPI Sets via Norm-Dependent Contraction Rates
[NO] 162/839 | Planning and Development of Coastal Lagoons for the Northern Regions of Oman- An AI Integrated Approach
[NO] 163/839 | Performance Optimization and System Construction of Lateral Insulation Layers for ZnO Varistors
[NO] 164/839 | Closed-Loop Control with Rule-Aligned Small Language Models and Multi-Agent Self-Correction
[NO] 165/839 | Selection-Based Kernelized Data-Enabled Predictive Control for Nonlinear Systems
[NO] 166/839 | Underwater Formation Model-Guided Spectral Channel Attention Network for Underwater Image Enhancement
[NO] 167/839 | OCS-Net: Object Detection Network for Complex Underwater Scenes
[NO] 168/839 | Oil Sands Hopper Level Estimation Using Task-Oriented Image-to-Image Domain Translation
[NO] 169/839 | Robust Navigation Trajectory Reconstruction for Combine Harvesters Based on Multi-Criteria Reliability Evaluation
[NO] 170/839 | Context-Aware Mode-Dependent Alarm Analytics for Multimode Industrial Processes
[NO] 171/839 | Bi-Level Distributed Optimal Scheduling of Multi-Microgrid Systems Based on P2P Trading and Stackelberg Game
[NO] 172/839 | A Hierarchical MPC–DDPG Collaborative Optimization Method for Distributed Energy and Energy Storage Scheduling
[NO] 173/839 | Noncontact Planar Manipulation of Magnetic Particles by Minimum Number of Electromagnets
[NO] 174/839 | A Neural-Network-Assisted Multi-Value Settlement Framework for Long-Term Hydropower PPAs Under Renewable-Dominated Power Systems
[NO] 175/839 | A Critical Analysis on Approximate and Reconfigurable Architectures for Energy-Efficient Edge Computing
[NO] 176/839 | Explainable Random Forest Models for Short-Horizon Stock Direction Prediction in Indian Equity Market
[NO] 177/839 | Low-bit and Sparsified Gradient Communication for Accelerating Distributed Deep Learning with Convergence Guarantees
[NO] 178/839 | RayFST: Accelerating Finite-State Transducer Composition with Ray Tracing Cores
[NO] 179/839 | DiCTR: A Distributed Lightweight Second-Order Optimization Algorithm for Deep Model Training
[NO] 180/839 | Energy Transition and Employment from the Perspective of Just Transition: Evidence from China's Urban Electric Power Sector
[NO] 181/839 | What Makes a Good Meta-Feature? Comparing Statistical, Embedding-Based, and Landmark Features for Automated Model Selection in Abstractive Summarisation
[NO] 182/839 | Security-By-Design Automation for Resource-Constrained Healthcare Facilities: A Systematic Review of Cyber Threats, Open-Source Tools, and Mitigation Gaps
[NO] 183/839 | Dual-Constraint Optimization of Mouse V1 Modeling: Integrating Sparsity and Excitation–Inhibition Balance for Improved Representational Similarity With DNNs
[NO] 184/839 | Automation Parking Management System UsingSmart Technologies at Middle East College
[NO] 185/839 | Corrosion Analysis of Aluminum Alloy
[NO] 186/839 | Investigation of Droplet Evaporation Characteristics for Thermal Management in Clean Energy Power Generation Equipment
[NO] 187/839 | Optimizing Machine Learning Models for Real-Time Threat Prioritization in SME SOCs: A Comparative Review
[NO] 188/839 | Detectability of Internal Short Circuits in Parallel-Connected Lithium-Ion Cells
[NO] 189/839 | WSES 2026 Contributor Page
[NO] 190/839 | Efficient Power Flow Calculation for Large-Scale Power Systems Based on Residual-Adaptive Multi-Stage Holomorphic Embedding
[NO] 191/839 | Budgeted Two-Stage DeePC for Reducing Tracking Errors and Output-Constraint Violations
[NO] 192/839 | Optimal Secure Estimation Strategy of Cyber-Physical Systems Based on Auxiliary System Redundancy
[NO] 193/839 | ICGSP 2026 Content Announcement Page
[NO] 194/839 | A Second-Order State-Sensitivity Propagation Method for Inertial Navigation Error Analysis Under Static-Base Conditions
[NO] 195/839 | Image Classification Using Computer Vision and Deep Learning for Shelf Monitoring
[NO] 196/839 | Research and Design of an Intelligent Flowerpot System
[NO] 197/839 | Control Strategy for Two-Phase Orthogonal/Three-Phase Multiplexed Electromagnetic Stirring Power Supply
[NO] 198/839 | ICGSP 2026 TOC
[NO] 199/839 | Multi-Task Generalization Control for Bipedal Robots Leveraging Hierarchical Curriculum Learning and Optimized Experience Replay
[NO] 200/839 | D
                    <scp>eter</scp>
                    V: Verifying Deterministic Parallel Execution
[NO] 201/839 | Global Reach, Local Impact: IEEE Sensors Council Seasonal Schools Program Empowers Future Innovators [News From the Council]
[NO] 202/839 | Identification of Hotspot Areas for Traffic Accidents and Analyzing Drivers' Behaviors. A Case Study of Muscat
[NO] 203/839 | Proceedings of the 14th Workshop on Programming Languages and Operating Systems
[NO] 204/839 | Robust Zonotopic Control
[NO] 205/839 | Framework for Investigating Buffered and Non-Buffered UAV-Assisted FSO Cooperative Relay Networks in City Monitoring Applications
[NO] 206/839 | SPOT.ai: A Conceptual Vision-Driven Framework for Smart Parking Optimization in Muscat
[NO] 207/839 | Research on Kinematic Modeling and Gait Planning of a Hexapod Bionic Robot
[NO] 208/839 | A Power Load Forecasting Method Based on CEEMDAN and Attention Hybrid Deep Networks
[NO] 209/839 | Thermal Radiation Characteristics and Cooled MWIR Detection of Water-Blocking Tape Ablation in High-Voltage XLPE Cables
[NO] 210/839 | An Analytical Analysis of the Coupling Between Wave Energy Control (Single &amp; Array) and Wave Excitation Force Estimation Under Model Errors
[NO] 211/839 | A Causality-Based Bi-LSTM-STM Approach for Day-Ahead Photovoltaic Power Forecasting
[NO] 212/839 | CISR 2026 Conference Committees
[NO] 213/839 | Large-Scale Electric Vehicle Charging Load Forecasting Based on Dynamic Adaptive Graph Neural Network
[NO] 214/839 | Using Blockchain Technology to Enhance the Security and Authenticity of Academic Certificates
[NO] 215/839 | DCNet: A CBAM-Enhanced DenseNet-121 Framework for Cotton–Weed Discrimination
[YES] 216/839 | A Lightweight Dynamic ROI Generation Algorithm for Pure CPU Edge Devices
[NO] 217/839 | Do Hedonic Aspects of Context Bias UX Evaluation? Evidence from Controlled Virtual Environments
[NO] 218/839 | Proceedings of the 2026 European Conference on Cognitive Ergonomics
[NO] 219/839 | ZNStore: Decomposing the B+Tree Write Path for Zoned Namespace SSDs
[NO] 220/839 | Using AI-Generated Videos to Simulate Different People Communicating the Same Healthcare Needs: An Exploratory Study of Care Prioritisation and Trust Across Health Professional and Public Groups
[NO] 221/839 | deMIT Open Research: A Cognitively Sustainable Infrastructure for Shared Knowledge
[NO] 222/839 | Gender Representation in Chatbot Design: Implications for User Experience
[NO] 223/839 | Revealing NVIDIA Closed-Source Driver Command Streams for CPU–GPU Runtime Behavior Insight
[NO] 224/839 | Sparsity-aware Fine-Grained Parallelization for Set Intersection Computations in Graph Datasets
[NO] 225/839 | AIE-HE: Accelerating Client-Side Processing of Homomorphic Encryption on AMD AI Engine
[NO] 226/839 | Calculating the Probability Distribution of Linear Combinations of Branch Active Power
[NO] 227/839 | Deep Learning Based Pharmaceutical Identification Through the Optimization of Feature Manifolds in the Mobilenet-V2 Architecture
[NO] 228/839 | Comprehensive Characterization of PET Fiber- Reinforced Concrete: Fresh, Microstructural, and Hardened Properties for Sustainable Construction
[NO] 229/839 | Exploration and Navigation in a Partially Observable Cluttered Environment using Model Predictive Control and Heat Equation Driven Area Coverage
[NO] 230/839 | A Large-Scale Bilingual and Expert-Evaluated Dataset for LLM-Based Smart Healthcare Management in Physical Medicine and Rehabilitation
[NO] 231/839 | Lightweight Neural Modular Reasoning for Compositional Visual Question Answering
[NO] 232/839 | A Shot–Scene-Based Multimodal Annotation Framework for Analyzing Character Centralization in Animation
[NO] 233/839 | Polynomial Chaos Expansion for Nonlinear Receding-Horizon Nash Differential Game with Stochastic Uncertainty
[NO] 234/839 | 2026 International Conference on Graphics and Signal Processing (ICGSP)
[NO] 235/839 | Intelligent Trajectory Planning for Flight Vehicle with Satellite Cooperative Constraints
[NO] 236/839 | MPC-based Torque Vectoring for a High-Performance Vehicle with Feasible Yaw Moment Bounds Computation
[NO] 237/839 | laOPT: A Native C++ Optimal Control Toolbox for High-Performance Implementations, and Application to Racing
[NO] 238/839 | Introducing Mobilenet-Siamese (MSFHNet) CNN Fusion with Pyramidal Attention and Ethical AI for Bias-Mitigated Breast Cancer Detection in Histopathology
[NO] 239/839 | Predicting Social Entrepreneurship Engagement: An AI-Driven Analysis of Community Discourse
[NO] 240/839 | Resilient Leader-Following Flocking Under Malicious Agent Attacks: A Zero-Trust Approach
[NO] 241/839 | μslice: Toward Accurate Sub-Core Allocation with eBPF
[NO] 242/839 | PHASE: A Platform for Hardware and Software Evaluation of Memory Tiering
[NO] 243/839 | Thinking Globally, Acting Locally: Merge Sort's Auto-Vectorization on Shuffle-Heavy ISAs
[NO] 244/839 | A Low-Overhead, Lightweight, Lossless GPU Compression Algorithm for Numerical Simulations
[NO] 245/839 | Articulation Work and Conventions: The Workers’ Experience
[NO] 246/839 | On-Demand Intermittent Control Methodology for End-Zone Spaces
[NO] 247/839 | System Performance Study of Non-Azeotropic Mixed Working Fluid ORC for Power Station Boiler Waste Heat Recovery
[NO] 248/839 | Preparation of Surface-Modified Fumed Silica and its Effect on the Water Resistance of Silicone Rubber
[NO] 249/839 | Simulation Design of Photovoltaic-Storage Grid-Connection Based on Adaptive Control Strategy VSG
[NO] 250/839 | Construction Method of Multi-Modal Knowledge Graph for Safe Operation and Maintenance of Gas Reservoir-Based Underground Gas Storage
[NO] 251/839 | Table of Contents
[NO] 252/839 | Health Condition Assessment Method for Mixed-Flow Turbine Bearings Based on Multi-Parameter Trend Correlation Feature Mining
[NO] 253/839 | Distributed Learning-based MPC for Platooning Control of Heterogeneous Autonomous Surface Vehicles
[NO] 254/839 | Freshness-Aware Game-Theoretic DER Coordination for Voltage Regulation under Communication-Delayed Measurements
[NO] 255/839 | Safe-CTDE-MACE: QMIX-Based Cooperative Multi-UAV Coverage Exploration with Empirical Safety Filtering
[NO] 256/839 | Development of Cascaded Disturbance Rejection Control Strategy for 6-DOF Stewart Platform
[NO] 257/839 | State Recognition and Fault Diagnosis of Key Electrical Equipment of Ship Lock Based on Deep Learning
[NO] 258/839 | Heat Transfer Characteristics and Mitigation Strategies of Typical Thermal Bridge Nodes in Cold Storage Enclosures
[NO] 259/839 | Query-Aware Multi-Relational Evidence Graph for Retrieval-Augmented Generation
[NO] 260/839 | Safe and Time-Minimal Control for Overhead Cranes based on MPC and Control Barrier Functions
[NO] 261/839 | A Lightweight Spatial-Anchor-Aware Confidence Routing Method for Heterogeneous Scanned Documents
[NO] 262/839 | Transformer-Based ControlNet for Structure-Consistent Image-to-Image Stylization with IP-Adapter
[NO] 263/839 | Table of Contents
[NO] 264/839 | SIEM-Based Security Monitoring Framework in a Hybrid Cloud Enterprise Environment: A Case of the Oman Government
