[2026-07-16 11:01:24] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-15
正在获取论文...
[arXiv] 2026-07-15 | Do Agent Optimizers Compound? A Continual-Learning Evaluation on Terminal-Bench 2.0
[ACM] 2026-7-15 | Natural-Language to Geometry Diagrams: A Constraint-Based Pipeline for Precise Visual Reasoning
[ACM] 2026-7-15 | Context Aware AI Assistant and AR Interface for Lunar Extravehicular Activity (EVA) Procedural Guidance
[ACM] 2026-7-15 | TAR: Generative Auto-Bidding and Budget Pacing via Multi-Scale Trajectory Modeling
[ACM] 2026-7-15 | HCPRA: A Hierarchical Cognition–Perception–Reasoning Agent Framework for Emotion-Cause Pair Extraction in Conversations
[ACM] 2026-7-15 | An Eye Tracking Study: Are AI Overviews Changing Search Behavior?
[ACM] 2026-7-15 | RAG-Enhanced Large Language Models for Dynamic Content Expiration Prediction in Web Search
[ACM] 2026-7-15 | M-DaQ: Retrieving Samples with Multilingual Diversity and Quality for Instruction Fine-Tuning Datasets
[ACM] 2026-7-15 | FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs
[ACM] 2026-7-15 | From Queries to Playlists: An LLM-Driven Architecture for Semantic Music Search at Scale
[ACM] 2026-7-15 | Tool-Star: Empowering Multi-Tool Collaborative Web Agent via Reinforcement Learning
[ACM] 2026-7-15 | Optimal Re-Ranking Depth
[ACM] 2026-7-15 | i
                    <scp>AgentBench</scp>
                    : Benchmarking Sensemaking Capabilities of Information-Seeking Agents on High-Traffic Topics
[IEEE] 2026-7-15 | Oligoclonal metabolic phenotypes of intracranial metastatic disease determined by unsupervised temporal clustering of FPIA PET data
[IEEE] 2026-7-15 | Enhanced Smart Security Monitoring with AI Driven Face Recognition in IoT Environments
[IEEE] 2026-7-15 | AI-Driven Performance Prediction in Hybrid Cloud Workloads Using Gradient Boosting Techniques
[IEEE] 2026-7-15 | Language Model-Based Monitoring of Cynicism and Discourse Convergence in Student Opinion Articles (2010-2024)
[IEEE] 2026-7-15 | ENDURE: An Efficient and Lightweight Group Key Generation Scheme Using Sensor Randomness
[IEEE] 2026-7-15 | Delay-Compensated Stiffness Estimation for Robot-Mediated Dyadic Interaction
[IEEE] 2026-7-15 | High-Reliability Decoupling in Asynchronous UWB ISAC Systems for Rail Shunting Applications
[IEEE] 2026-7-15 | Leveraging Artificial Intelligence for Security, Privacy and Growth of Banking in India
[IEEE] 2026-7-15 | Scalability and Resilience in Practice: A 24-Month Measurement Study of Congestion Dynamics and Reliability in Production Layer-2 Networks
[IEEE] 2026-7-15 | A 187-224-GHz 20-dB-Gain 4.5-dBm-$P_{\text {sat }}$ Power Amplifier With Dualband Matching Networks and Slotline Combining in 40-nm CMOS
[IEEE] 2026-7-15 | Research on the Design and Motion Control of an Underwater Retractable Manipulator
[IEEE] 2026-7-15 | Forest Fire Detection and Prevention Using Wireless Sensor Networks
[IEEE] 2026-7-15 | Carbon-Aware Computing and Communication Resource Optimization in Edge-Cloud Networks
[IEEE] 2026-7-15 | Contactless Palmprint Identification with Programmable Multispectral Imaging and Foundation Models on the Edge
[IEEE] 2026-7-15 | Bridging Human and AI Linguistics Perspectives: Presupposition-Aware Human-AI Collaboration for Literary Translation Education
[IEEE] 2026-7-15 | Dandelion Optimized Modular Coupled Neural Network for Attack Detection in Nextgen Wireless Network Channel Estimation
[IEEE] 2026-7-15 | UAV Trajectory Planning and Tracking for User Localization in Wireless Networks
[IEEE] 2026-7-15 | A 28-nm FD-SOI 77-GHz Automotive FMCW Radar with Antenna Launcher in Package
[IEEE] 2026-7-15 | Towards Quantum Efficient Training for Radio Frequency Fingerprint Identification
[IEEE] 2026-7-15 | SubFormerNet: Transformer Fusion with Subarray Tokenization for DOA Estimation
[IEEE] 2026-7-15 | Mim Capacitor-Assisted Inverse Design of Nonintuitive Amplifiers
[IEEE] 2026-7-15 | A Real-Time AI-Driven Framework for Urban Hygiene Enforcement: A YOLOv8-Based System
[IEEE] 2026-7-15 | Design of Low Cost Portable Oscilloscope for Real Time Analysis
[IEEE] 2026-7-15 | A Novel Ensemble Deep Learning Framework for Automated PCOS Detection Using Class-Balanced Ultrasound Imaging and Model Optimization Techniques
[IEEE] 2026-7-15 | Smart Agricultural Robotics: A Comprehensive Review of Developments in Automated Fruit Harvesting
[IEEE] 2026-7-15 | Energy Efficiency Maximization for Pinching Antenna Systems
[IEEE] 2026-7-15 | A Novel Compact Schiffman Phase Shifter With 92% Fractional Bandwidth Enabled by Quasi-0-Degree Phase Inverter
[IEEE] 2026-7-15 | Quotation-Based Data Retention Mechanism for Data Privacy in LLM-Empowered Network Services
[IEEE] 2026-7-15 | Edge Transciphering: A Practical Framework for Future Telecom Privacy Computing on Data Processing
[IEEE] 2026-7-15 | Attack-Resilient Control of Finite-State Cyber-Physical Systems via Inspection States
[IEEE] 2026-7-15 | Haptic Shared Control During Automated Take-Off: Effects on Trust and Workload
[IEEE] 2026-7-15 | Energy Optimization for Real-Time 3D Reconstruction in Near-Field XR Systems
[IEEE] 2026-7-15 | Symmetric-PCGrad: A Conflict-Aware Approach for Multi-Task Learning in RIS-Enabled Networks
[IEEE] 2026-7-15 | Towards an ontology for the governance of secure, resilient and interoperable digital twins
[IEEE] 2026-7-15 | Closing the Context Gap: Community Rules as a Correction Layer for Algorithmic Moderation
[IEEE] 2026-7-15 | AI-enabled Adaptive PHY-Layer Authentication for Integrated TN-NTN IoT-5G Healthcare
[IEEE] 2026-7-15 | Detection of Arrhythmia based on Electrocardiogram by Applying Machine Learning
[IEEE] 2026-7-15 | Real-Time Target Tracking for ISAC Systems: A Bistatic MIMO-OFDM Prototype
[IEEE] 2026-7-15 | Impairment Leakage Attention-Based Denoising for 5G NR RF Fingerprinting Under Low SNR
[IEEE] 2026-7-15 | A baseline threat and mitigation model for automotive cybersecurity and privacy
[IEEE] 2026-7-15 | A 240 Gb/s 0.51 pJ/b D-Band Direct-Conversion Receiver with Injection-Locking Based Quadrature Correction in 28 nm CMOS
[IEEE] 2026-7-15 | Vector-Sum Phase Shifter Design for Analog Predistortion in an FR3 Band Power Amplifier Using GaAs HBT
[IEEE] 2026-7-15 | AI Powered Interactive Role Play Simulator for Authentic Spoken Language Practice
[IEEE] 2026-7-15 | Liquid Metal-Enabled Waveguide Coupler with Continuously-Tunable Power Division Ratio
[IEEE] 2026-7-15 | A 47 -To- 100 Ghz Oscillator-Embedded Artificial Transmission Line Based Lo Generator Achieving Averaged Fomt of $-193.7 \text{dBc} / \text{Hz}$
[IEEE] 2026-7-15 | Research On The Spectral Characteristics Of Led Lights For Greenhouse Production
[IEEE] 2026-7-15 | CALYX: A Context-Aware Deep Learning Framework Using XLNet for Detecting Cyberbullying on Social Media
[IEEE] 2026-7-15 | Fake Reviews Detection: Evaluation of Machine Learning Methods for Text Classification in Tourism Context
[IEEE] 2026-7-15 | { farm-twin }: an Open Farm-Scale Digital Twin
[IEEE] 2026-7-15 | Analysis of Multistable Superconducting Quantum Interference Devices (Squids) in Keysight Advanced Design System
[IEEE] 2026-7-15 | Advanced Disease Diagnosis Using Deep Learning Techniques
[IEEE] 2026-7-15 | Selective Laser Melting Design-to-Manufacturing Method for Integrated W-Band 3-D-Printed Feeds
[IEEE] 2026-7-15 | AI-Powered Smart Scarecrow System for Protecting Crops from Monkeys and Wild Boars
[IEEE] 2026-7-15 | Facial Biometric-Driven Restaurant Recommender Using Collaborative and Popularity-Based Filtering
[ACM] 2026-7-15 | Towards Conflict-aware Selective Knowledge Unlearning for Continual Few-shot Knowledge Graph Completion
[ACM] 2026-7-15 | <scp>CommonWhy:</scp>
                    A Dataset for Evaluating Entity-Based Causal Commonsense Reasoning in Large Language Models
[ACM] 2026-7-15 | CSMAD: Hallucination Detection via Multi-Agent Debate with NLI-Verified Contradictory Statements
[ACM] 2026-7-15 | HuffmanEmbed: Using Huffman Coding for Embedding Table Compression in Deep Learning Recommendation Models
[ACM] 2026-7-15 | Cohesive Group Discovery in Interaction Graphs under Explicit Density Constraints
[ACM] 2026-7-15 | LiBRA: Enhancing Live-streaming Recommendation with Bigraph-based Capacity-aware Ranking Approach
[ACM] 2026-7-15 | Every Preference Has Its Strength: Injecting Ordinal Semantics into LLM-Based Recommenders
[ACM] 2026-7-15 | RCLRec: Reverse Curriculum Learning for Modeling Sparse Conversions in Generative Recommendation
[ACM] 2026-7-15 | Equity vs. Equality: Optimizing Ranking Fairness for Tailored Provider Needs
[ACM] 2026-7-15 | Discrete Preference Learning for Personalized Multimodal Generation
[ACM] 2026-7-15 | DLLM-Searcher: Adapting Diffusion Language Model for Efficient Search Agents
[ACM] 2026-7-15 | Brushes for XR Experiences
[ACM] 2026-7-15 | Writing with Piano, Listening with Ink
[ACM] 2026-7-15 | A Texture Rendering Method through Control of the Reflection Properties on Resin Surfaces
[ACM] 2026-7-15 | Clustered Codebook Quantization for 2D Gaussian-based Image Compression
[ACM] 2026-7-15 | CyDeBoost: A SHAP-Guided Boosting Strategy Framework for Cyberbullying Detection through Mistake-Driven Learning
[IEEE] 2026-7-15 | Retraction Notice: Interference of Cyber Endanger using Support Vector Machine
[IEEE] 2026-7-15 | Sessiondetails
[IEEE] 2026-7-15 | WS18: 4th Workshop on Data Driven and AI-Enabled Digital Twin Networks and Applications (TwinNetApp)
[IEEE] 2026-7-15 | Retraction Notice: Application of Soft Computing Techniques for Predictive Analytics in Financial Markets
[IEEE] 2026-7-15 | Retraction Notice: Deep Learning Techniques Based Brain Tumor Detection
[IEEE] 2026-7-15 | Retraction Notice: Investigation of Speech recognition system and its performance
[IEEE] 2026-7-15 | Retraction Notice: Path Detection for Self-Driving Carts by using Canny Edge Detection Algorithm
[IEEE] 2026-7-15 | Retraction Notice: A Prevention Of Vehicle-To-Vehicle Communications With NS2
[IEEE] 2026-7-15 | Retraction Notice: Exploring the Intersection of IoT and Blockchain: An Analysis of Security and Privacy Risks
[IEEE] 2026-7-15 | Retraction Notice: Helmet Detection System through CCTV Using Yolo and Autonomous Ticket Generation: A Smart Solution for Enhanced Road Safety and Enforcement
[IEEE] 2026-7-15 | Retraction Notice: Utilizing Deep Learning in Smart Cities for Environmental Monitoring
[IEEE] 2026-7-15 | Tripody: An Overconstrained 3-S
                    <u>P</u>
                    R-like Parallel Robot for High-Reach Construction Tasks
[IEEE] 2026-7-15 | H
                    <sup>2</sup>
                    -Thermal: High-Resolution Thermal Simulation for Chiplet-based Heterogeneous Integration via Adaptive Hierarchical Modeling
[IEEE] 2026-7-15 | Call for Papers - IEEE Computer Society
[IEEE] 2026-7-15 | Multi-Step Tunable Super-Resolution for Remote Sensing Image Clarity Enhancement
[IEEE] 2026-7-15 | Pressure build-up in miniature circuit breakers during DC short-circuit current interruption
[IEEE] 2026-7-15 | RIS-Assisted AP Reduction for Route-Oriented Coverage in Smart-Factory Warehouses
[IEEE] 2026-7-15 | Intent-Driven Agentic AI for Safe Energy-Efficient Open RAN Optimization via a 5G Network-in-a-Box Digital Twin
[ACM] 2026-7-16 | Improving Performance of Spike-based Deep Q-Learning using Ternary Neurons
[IEEE] 2026-7-15 | FlipLLM: Efficient Bit-Flip Attacks on Multimodal LLMs Using Reinforcement Learning
[IEEE] 2026-7-15 | Enabling Flying MIMO System with Low-Altitude UAV Swarm for Near-Field Communication
[IEEE] 2026-7-15 | Low-Complexity Port Selection for Fluid Antenna Systems
[IEEE] 2026-7-15 | Multi-Agent DRL for QoS and Energy Optimization in RIS-Enabled Open-RAN Industrial 6G TN/NTN Networks
[IEEE] 2026-7-15 | Multi-Modal Quantum Reinforcement Learning for Entanglement Routing in Quantum Satellite Networks
[IEEE] 2026-7-15 | Adaptive Automation Levels in Air Traffic Control: Balancing Human Workload, Situation Awareness, and Performance
[IEEE] 2026-7-15 | Design and Development of a 3DOF ADCS Simulation Testbed with Automatic Balancing Control for CubeSats
[IEEE] 2026-7-15 | Delay Outage Constrained Precoding Design for RTBC via A Rate-penalty Approach
[IEEE] 2026-7-15 | Cryptographic Image Protection with Blockchain and Cycle-Consistent Adversarial Adaptation Network for Reliable Cloud Data Retrieval
[IEEE] 2026-7-15 | Outage Performance of PASS Under Random LoS Blockage
[IEEE] 2026-7-15 | An Area-Efficient NBA-MMS UWB Receiver with Capacitance Boosting and PVT-Robust RSSI for IEEE 802.15.4Ab
[IEEE] 2026-7-15 | A Deployment Oriented Real Time Multimodal Emotion Recognition System using Vision Transformer and RoBERTa Based Models
[IEEE] 2026-7-15 | Emotion Recognition in Chatbot Using Multimodal AI
[IEEE] 2026-7-15 | On Detecting Bias in Smart Contracts Using Supervisor Synthesis
[IEEE] 2026-7-15 | A DC-40GHz Grounded Coplanar Waveguide SP4T RF MEMS Switch in Hermetic Package
[IEEE] 2026-7-15 | Multi-Hop IoT Network Fault Detection Using Spatio-Temporal Graph Neural Network
[IEEE] 2026-7-15 | Empirical Study on the Applicability of the Embedded Wafer Level BGA Package for Cryogenic RF Applications
[IEEE] 2026-7-15 | AirMIND: Air-Interface Foundation Model in the Delay–Doppler–Angle Domain
[IEEE] 2026-7-15 | RIS-Aided Self-Interference Cancellation in In-Band Full-Duplex Integrated Sensing and Communication
[IEEE] 2026-7-15 | Lightweight Keplerian Prediction of Remaining Visibility Duration of LEO Satellites
[IEEE] 2026-7-15 | YOLOv8-Based Real-Time Video Analytics System for Mobile Phone Detection in Classroom Environments
[IEEE] 2026-7-15 | DDPG-Based Joint Power Allocation and Phase Optimization for Secure STAR-RIS Assisted multi-user MISO Systems
[IEEE] 2026-7-15 | What Self-Driving Companies Should Learn From Drone Remote Operations
[IEEE] 2026-7-15 | Heat Load Prediction Using Deep Learning
[IEEE] 2026-7-15 | A 256-Element 28Ghz 5G NR Wirelessly-Powered Active Relay Transceiver with TDD Synchronization Free Bidirectional Amplifiers
[IEEE] 2026-7-15 | A Synthetic Dataset for Anomaly Detection of RIS-Enabled Jamming Attacks
[IEEE] 2026-7-15 | Photoluminescence of a New Mn(II) Complex of 4-Chlorobenzenesulfonic Acid
[IEEE] 2026-7-15 | DevOps-Enabled Cloud-Native Architectures for Scalable and Resilient IoT Applications: A Kubernetes-Based Approach
[IEEE] 2026-7-15 | Antenna-Integrated, Chip-Embedded Glass Packaging of $200-\text{GHz}$ Transceiver Modules
[IEEE] 2026-7-15 | Calibrated Uncertainty for Trustworthy O-RAN: Learned Confidence Signals Expand Automation Scope
[IEEE] 2026-7-15 | The Transparency of Insights Into Cockpit Evolution for Future Single-Pilot Operation: Evidence from Eye Tracker Patterns
[IEEE] 2026-7-15 | AutoFlow: A Secure Automation Framework for Android
[IEEE] 2026-7-15 | SmartLumina: Sustainable Lighting and Appliance Control using AI and IoT
[IEEE] 2026-7-15 | A Broadband Three-Way Continuous-Mode Doherty Power Amplifier with Dual-Resonant Harmonic Injection Network
[IEEE] 2026-7-15 | Efficient Joint Resource Allocation for Wireless Powered ISAC with Target Localization
[IEEE] 2026-7-15 | Risk Stratification Framework for Pulmonary Arterial Hypertension Patient Management using LightGBM Model
[IEEE] 2026-7-15 | Waveform Design for Integrated Underwater Acoustic Backscatter and OFDM System
[IEEE] 2026-7-15 | Action Selection via Reinforcement Learning in Supervisory-Controlled Multi-Robot Construction
[IEEE] 2026-7-15 | Enabling Uplink NTN–TN Coexistence via Parametrized Linear Precoding in Upper Mid-Bands
[IEEE] 2026-7-15 | An Innovative Optimized Hybrid Image Compression Approach for Wireless Networks
[IEEE] 2026-7-15 | The Role of Fingerprint Analysis in Diagnosing Malocclusion: A Review of Dermatoglyphic Patterns and AI Integration
[IEEE] 2026-7-15 | Social Media Deep Fake Detection Using Deep Learning and Fast-Text Embeddings for Detecting Machine-Generated Tweets
[IEEE] 2026-7-15 | A 28-GHz Bi-Directional Reflection-Amplifier-Based Phase Shifter for Active Reconfigurable Intelligent Surface (RIS)
[IEEE] 2026-7-15 | A Novel and an Efficient Approach for Brain Tumor Detection and Classification
[IEEE] 2026-7-15 | A 460 Gb/s PAM-4 Linear Distributed Driver with 105 GHz BW for TFLN Modulators in 130nm SiGe BiCMOS
[ACM] 2026-7-15 | Kaleidoscope of Thoughts: A Participatory Immersive Framework for Visualizing Multilingual Emotional Cognition
[ACM] 2026-7-15 | Before We Forget: An Immersive Virtual Reality Exploration of Historical Displacement using CAVE2
[ACM] 2026-7-15 | Scalable Multi-vector Retrieval for Policy Enforcement on E-commerce Marketplaces
[ACM] 2026-7-15 | Pretraining Exposure Explains Popularity Judgments in Large Language Models
[ACM] 2026-7-15 | Total Recall QA: A Verifiable Evaluation Suite for Deep Research Agents
[ACM] 2026-7-15 | TReB: A Comprehensive Benchmark for Evaluating Table Reasoning Capabilities of Large Language Models
[ACM] 2026-7-15 | When Context Bites: Detecting RAG Poisoning via Document-Level Attention Collapse
[ACM] 2026-7-15 | The LLM Effect on IR Benchmarks: A Meta-Analysis of Effectiveness, Baselines, and Contamination
[ACM] 2026-7-15 | TEC: A Collection of Human Trial-and-error Trajectories for Problem Solving
[ACM] 2026-7-15 | Corpus-Centric Learning for Zero-Shot Table Retrieval
[ACM] 2026-7-15 | Think with Grounding: Curriculum Reinforced Reasoning with Video Grounding for Long Video Understanding
[ACM] 2026-7-15 | The Relevance of (Relevant) Entity Presence
[ACM] 2026-7-15 | Preliminary Study of an Evaluation Benchmark for Vision–Language Models in Fashion E-Commerce
[ACM] 2026-7-15 | When RAG Disagrees: Detecting Latent Epistemic Conflict via Logit Interactions
[IEEE] 2026-7-15 | Retraction Notice: Automatic Shopping Cart Using RFID and NodeMCU
[IEEE] 2026-7-15 | Retraction Notice: Enhancing Sentiment Analysis In Text Of Social Media Texts Using Hybrid Deep Learning Model And Natural Language Processing
[IEEE] 2026-7-15 | Retraction Notice: Potential of Deep Learning for Image Processing
[IEEE] 2026-7-15 | FedPKD: A Prototype-Based Framework for Efficient and Flexible Heterogeneous Federated Learning_supp1-3710770.pdf
[IEEE] 2026-7-15 | Broadband Modal Analysis of Radiating Structures Based on a Frequency-Independent Eigenvalue Approach
[IEEE] 2026-7-15 | A Parametric Model-Based Data Augmentation Method for PRPD Patterns in GIS
[IEEE] 2026-7-15 | Retraction Notice: Automated Attendance System Using OpenCV
[IEEE] 2026-7-15 | Retraction Notice: Efficient Operand Divided Hybrid Adder for Error Tolerant Applications
[IEEE] 2026-7-15 | Retraction Notice: An Efficient approach of NeuroHash and its Comparision with Cryptograhic Hash
[IEEE] 2026-7-15 | Retraction Notice: Tracking and Tracing Proxy Enabled Systems
[IEEE] 2026-7-15 | Retraction Notice: A Blockchain and FOT (Fog of Things) based Framework and Technique for Anticipating an Infectious Illness Sent by a Harmful Respiratory Infection
[IEEE] 2026-7-15 | Author Index
[IEEE] 2026-7-15 | Organizing Committee
[IEEE] 2026-7-15 | WS13: The Second Workshop on Next-Evolution Waveform (NEW) for Future Wireless Networks
[IEEE] 2026-7-15 | Title Page
[IEEE] 2026-7-15 | Program
[IEEE] 2026-7-15 | Retraction Notice: Pancreatic Cancer Diagnosis from CT Scan Images Using Machine Learning Methods
[IEEE] 2026-7-15 | Feasible Region Boundary Calculation of Fault Direction Identification Criterion in Renewable Energy Sending-end Systems connected with Grid-forming MMC
[IEEE] 2026-7-15 | Optimizing Computational Quality of Imprecise Tasks in Multi-UAVs IoT Networks
[IEEE] 2026-7-15 | Multimodal Edge AI for Productivity Analytics and Scheduling Support in Construction Projects
[IEEE] 2026-7-15 | Template-to-Text: Hierarchical Structure-Aware Retrieval for Controllable Document Generation
[IEEE] 2026-7-15 | Scanning The Literature/Edited by Xiaohua Tian
[IEEE] 2026-7-15 | Applicability Limits of Fixed-Spectrum Harmonic Models in Weak Low-Voltage Networks
[IEEE] 2026-7-15 | Two-Impedance Transformer Common-Mode EMI Model and Transformer Impedance Balancing to Reduce EMI in Power Converters
[IEEE] 2026-7-15 | Lightweight and Channel-Adaptive Deep Joint Source-Channel Coding for Wireless Image Transmission
[IEEE] 2026-7-15 | Optimizing Freshness and Accuracy in Correlated Multi-Sensor Systems
[IEEE] 2026-7-15 | Multimodal Voice Distress Detection for Real-Time Safety Monitoring in Schools
[IEEE] 2026-7-15 | Optimization of user-satellite association for LEO networks in a realistic environment
[IEEE] 2026-7-15 | A Feasibility Study Toward Trustworthy 3GPP NWDAF Closed-Loop Analytics via Distributed MTLF with OpenDaisy
[IEEE] 2026-7-15 | A Blocker-Tolerant K-Band LNA with 52-dB Ka-Band TX Rejection for Satellite Communications
[IEEE] 2026-7-15 | A Comprehensive Review of Machine Learning Based Liver Tumor Detection Techniques and Insights of Adaptive System Framework
[IEEE] 2026-7-15 | Adaptive Data Pipelines: A Cloud-Native Approach to Real-Time Analytics and Fault Tolerance
[IEEE] 2026-7-15 | Adaptive Feature Selection for Efficient Task-Oriented Semantic Communications
[IEEE] 2026-7-15 | 6G-PATH Open Experimentation Platform for B5G Enablers and Diverse Vertical Applications
[IEEE] 2026-7-15 | Linkability-Resistant Decentralized Identity Scheme with Verifiable Pseudonym Credentials
[ACM] 2026-7-16 | A Spiking Neural Architecture for Coordinating Arm and Locomotor Control
[IEEE] 2026-7-15 | Examining the Impact of Public Statements by Influential Figures on Stock Market Volatility
[IEEE] 2026-7-15 | SecurePass: Password Strength Analyzer and Brute-Force Simulation Tool
[IEEE] 2026-7-15 | Decentralized Secure Identity and Access System with Integrated Blockchain Technique
[IEEE] 2026-7-15 | An Efficient Approach to Detect Helmet and Rider Liveliness Verification to Enhance Safety in EV
[IEEE] 2026-7-15 | Fundamental 9.9-to-30GHz $207 \text{dBc} / \text{Hz} \text{FoM}_{\mathrm{T}}$ Quad-Core Quad-Mode VCO Utilizing One-Coil-for-All Topology in 40nm CMOS
[IEEE] 2026-7-15 | Design and Development of an Electronic Auto Retarder Test Unit for Safe Braking System
[IEEE] 2026-7-15 | Secure and Efficient Ration Management System Using VLSI Technology
共写入 1751 条记录，保存到 papers/paper2026-07-15.json。
论文获取成功，文件路径: papers/paper2026-07-15.json
正在筛选、翻译并发送邮件...
[NO] 1/1751 | Do Agent Optimizers Compound? A Continual-Learning Evaluation on Terminal-Bench 2.0
[NO] 2/1751 | TRACE: Turn-level Reward Assignment via Credit Estimation for Long-Horizon Agents
[NO] 3/1751 | Online Random Sampling with Real Probabilities
[NO] 4/1751 | Filon Methods for Highly Oscillatory Controlled Quantum Systems
[NO] 5/1751 | TreeSRNF: Square-Root Normal Fields for Generative Modelling of the Geometric and Structural Variability in Tree-like 3D Objects
[NO] 6/1751 | Sail membranes for optomechanical accelerometry
[NO] 7/1751 | Linear Independent Component Analysis via Optimal Transport
[NO] 8/1751 | Orbital Hybridization Induces Giant Cubic Rashba Effect at Cu/WO$_{3}$ Interface
[NO] 9/1751 | Minimax Theory of Likelihood-Based Deep Learning for Speckle Regression
[NO] 10/1751 | A Finite Skew Brace with Perfect Additive Group and Almost Simple Multiplicative Group
[NO] 11/1751 | Update on the slicer IFU for the Magellan InfraRed Multi-Object Spectrograph (MIRMOS)
[NO] 12/1751 | A Spectrally Damped Tensor Randomized Kaczmarz Method for Doubly Noisy Tensor Systems
[NO] 13/1751 | A proof complexity perspective on effectively zero-knowledge proofs
[NO] 14/1751 | Bernoulli determinants and cuspidal subgroups
[NO] 15/1751 | VGIF-Score: Interpretable and Diagnostic Evaluation of Spatio-Temporal Instruction Following in Video Generation
[NO] 16/1751 | Mapping Diplomatic Representation in Europe, 1648-1715
[NO] 17/1751 | $λ$PIC: A callback-centric particle-in-cell framework
[NO] 18/1751 | CODA: How to Mitigate ColumnDisturb for (Almost) Free?
[NO] 19/1751 | DP-BOA: Dirichlet-Process Birth-or-Assign for On-the-Fly Category Discovery
[NO] 20/1751 | Energy decay and weak observability for some evolution systems
[NO] 21/1751 | LAPO: Leave-One-Turn Attribution for Self-Generated Process Rewards in Multi-Turn Search Reasoning
[NO] 22/1751 | Layered Risk Mapping for Autonomous Patient Transport in Expeditionary Medical Facilities
[NO] 23/1751 | Pinching-Antenna Systems (PASS)-Based User-Side Navigation: An Anchor-Line-based Approach
[NO] 24/1751 | Lorentz-Covariant Spectral Bounds from Thermal Quantum Field Theory: Retarded Green's Functions, Kubo Relations, and Holographic Constraints
[NO] 25/1751 | Deformable State Estimation for Autonomous Surgical Tissue Retraction Under Partial Observability
[NO] 26/1751 | MyAG: A Graph-Based Framework for Designing and Analyzing Composable LLM Agent Systems
[NO] 27/1751 | EgoHTR: Egocentric 4D Demonstrations of Human Terrain Traversal
[NO] 28/1751 | Bring Music The Horizon: Music-Driven 360$^\circ$ Video Generation
[NO] 29/1751 | Physics-Informed Residual Deep Learning for Constitutive Modeling of Hot Deformation and Dynamic Recrystallization in a Mo-Rich $α+β$ Titanium Alloy
[NO] 30/1751 | PQFA: Parallel Quantum Feature Augmentation of Fused Representations for Multimodal Classification
[NO] 31/1751 | DevicesWorld: Benchmarking Cross-Device Agents in Heterogeneous Environments
[NO] 32/1751 | Security evaluation of quantum distance-bounding protocols via semidefinite programming
[NO] 33/1751 | Energy Minimization Oriented Resource Allocation for Integrated Sensing and Communication in Marine IoT Networks
[NO] 34/1751 | Machine Learning Challenges in Intelligent Unmanned Aerial Vehicle Operations in Developing Economie
[NO] 35/1751 | Stress-Sharing: A Bio-Inspired Approach to Decentralized Fault Repair in Modular Spacecraft
[NO] 36/1751 | The Environmental Cost of Digital Sovereignty: Water, Energy, and Emissions Impacts of Sovereign AI Infrastructure in the Global South
[NO] 37/1751 | Further exploration of the machine-learning-based nuclear mass table
[NO] 38/1751 | PUe: Biased Positive-Unlabeled Learning Enhancement by Causal Inference
[NO] 39/1751 | ScanFocus: A Coarse-to-Fine Framework for Spatio-Temporal Video Grounding
[NO] 40/1751 | Resistivity in Dilute Cu-3d Alloys Governed by Disorder-Induced Band Broadening
[NO] 41/1751 | MultiAnimate: A Unified Framework for Controllable Multi-Character Animation
[NO] 42/1751 | Evaluating Frontier AI Agents as Autonomous Clinical Security Auditors
[NO] 43/1751 | Ego-Dynamics-Augmented World Model for Autonomous Driving with Zero-Shot Cross-Chassis Adaptation
[NO] 44/1751 | AnomExpert: Identifying and Selecting Anatomical Planes for Prenatal Ultrasound Anomaly Diagnosis
[NO] 45/1751 | WNOJ-LIO: A White-Noise-on-Jerk Motion-Prior EKF for High-Dynamic LiDAR-IMU Fusion
[NO] 46/1751 | Set-shifting Behavioral Test for Harnessed Agents
[NO] 47/1751 | Self-Improving is Often Sudden: Enlightenment-style Finetuning for Large-Scale Models
[NO] 48/1751 | Where Should RL Post-Training Compute Go? Model Size, Search, Learning, and Feedback
[NO] 49/1751 | Change-Aware Self-Adaptive AI-Aided Kalman Filters With Neural Change Point Detection
[NO] 50/1751 | Residual-Christoffel Sampling for Random Feature Collocation of Linear PDEs
[NO] 51/1751 | Isometries between C$^*$-algebras with finite corank
[NO] 52/1751 | Linear motion (R-FLEX) for minature 6.2 mm pitch optical fiber position robots with polar (R-theta) kinematics
[NO] 53/1751 | Spectral Analysis and Liouville-Green Asymptotics for a Radial Sturm-Liouville Operator with Variable Coefficients
[NO] 54/1751 | Marker-free deformable registration and fusion for augmented reality-guided positive margin localization during tumor resection surgery
[NO] 55/1751 | Existence, Uniqueness, and Pathwise Regularity for Multidimensional Semilinear SPDEs with Locally Lipschitz Coefficients and Rough Initial Data
[NO] 56/1751 | Vision-Based Obstacle Separation for Strawberry Harvesting in Clusters Using Hierarchical Reinforcement Learning
[NO] 57/1751 | Differences between the uniform diameter two properties
[NO] 58/1751 | RABBITS IV: Stellar feedback and SMBH merging time-scales in the sub-Milky Way mass regime
[NO] 59/1751 | Kaleido: Algorithm-Hardware Co-Design for Video Diffusion Transformers by Exploiting Latent Space Correlations
[NO] 60/1751 | MxGPS: Multiplex Graph Transformers for a Power Grid Foundation Model
[NO] 61/1751 | Nonstandard likelihood-ratio limits under semidefinite rank constraints
