[2026-08-18 09:34:34] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-08-17
正在获取论文...
[arXiv] 2026-08-17 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[IEEE] 2026-8-17 | Modulating Multimodal Emotional and Social Perception of Huggable Robot Expressions Through Chest Haptics_supp1-3723858.pdf
[IEEE] 2026-8-17 | Correction Forest: A Misclassification Correction model for Reducing the Total Error Rate of IIoT Network Intrusion Detection
[IEEE] 2026-8-17 | A Family of Perfect Polyphase Codes with Good Aperiodic Autocorrelation Performances
[IEEE] 2026-8-17 | ISRL: An Integrated Safety-aware Deep Reinforcement Learning Framework for Autonomous Driving
[IEEE] 2026-8-17 | Multibeam Shaped Array-Fed Reflectors for Enhanced Spatial Power Combining Efficiency
[IEEE] 2026-8-17 | AffectSpeech: A Large-Scale Emotional Speech Dataset with Fine-Grained Textual Descriptions for Speech Emotion Captioning and Synthesis
[IEEE] 2026-8-17 | Multi-Aspect Knowledge-Enhanced Dermatological Vision-Language Pretraining with Multi-Agent Data Generation
[ACM] 2026-8-17 | Semantically-Equivalent Transformations-Based Backdoor Attacks against Neural Code Models: Characterization and Mitigation
[IEEE] 2026-8-17 | Research on Object Recognition in Complex Backgrounds Based on the Improved YOLOv8n
[IEEE] 2026-8-17 | Research and design of intelligent defect detection system for magnetic connector
[IEEE] 2026-8-17 | A Self-Organizing Control System for a Nonlinear Spacecraft under Cyber-Physical Uncertainties in the Disaster Class Hyperbolic Umbilic
[IEEE] 2026-8-17 | A Hierarchical Reinforcement Learning Framework with Action Masking and Teacher Guidance for Dynamic Scheduling
[IEEE] 2026-8-17 | A Secure UAV Communication Scheme Based on SM2 Certificateless Signcryption
[IEEE] 2026-8-17 | A New Scheme of Images Acquisition and Processing Day/Night Video Surveillance System
[IEEE] 2026-8-17 | Tokenizer Compression for VHR-SAR Scattering Centers Constrained by Metric Relations
[IEEE] 2026-8-17 | Cross Environment Human Activity Recognition Using Seismic Vibration Features and Ensemble Classifiers
[IEEE] 2026-8-17 | Failure Modes Analysis of High-Speed Permanent Magnet Generator Rotor
[IEEE] 2026-8-17 | Joint Trajectory and FAS Port Selection Optimization for Resilient Maritime UAV Networks with Blockchain-Enabled PLKG Authentication
[IEEE] 2026-8-17 | Automated Security Assessment and Risk Scoring for IoT Devices via Network Scanning
[IEEE] 2026-8-17 | Robust PMSM Speed Regulation Under Full-State Constraints
[IEEE] 2026-8-17 | Experimental Active Vibration Control of a Cantilever Beam Using Particle Swarm Optimization
[IEEE] 2026-8-17 | Modeling and Simulation of Combiner Boxes for Offshore Photovoltaic System
[IEEE] 2026-8-17 | Cylinder Head Defect Segmentation Algorithm Based on Deeplabv3+
[IEEE] 2026-8-17 | A High-Precision YOLOv8 Detection Model for Detecting Microscopic Surface Defects on PCBs
[IEEE] 2026-8-17 | Evaluating Lexical and Semantic Features for Unsupervised Text Clustering
[IEEE] 2026-8-17 | Optimal Linear Deception Attacks for Maximizing the Remote Terminal Estimation Error in Networked Control Systems
[IEEE] 2026-8-17 | Design of bionic joints with single-cone dielectric elastomer and motion performance of quadrupedal bionic robot
[IEEE] 2026-8-17 | TeaShootNet: An Attention-Enhanced YOLOv10 Model for Precision Tea Shoot Detection and Growth Monitoring
[IEEE] 2026-8-17 | Surface Functionalization of Phragmites Australis Fibers with CTAB
[IEEE] 2026-8-17 | Finite-Time Formation Control of Multiple Underactuated Ships Based on Information-Guided Event-Triggered Mechanism
[IEEE] 2026-8-17 | DFAST-DETR: An End-to-End Small Object Detection Model for Drone Images Based on Dynamic Filtering and Adaptive Sparse Transformer
[IEEE] 2026-8-17 | GI-Det: Joint Polyp-Instrument Detection and Motion Guidance for Endoscopic System
[IEEE] 2026-8-17 | Comparative Analysis of GaAs pHEMT VCO Types
[IEEE] 2026-8-17 | Network-Aware Intelligent Transport Optimization with Constraint-Based Route Sequencing: An Enterprise AI Integration Framework for Sustainable Urban Logistics
[IEEE] 2026-8-17 | Proposal of a Position–Force Switching Process for Automating Non-Routine Grinding Using a Collaborative Robot: Experimental Verification of Low-Stiffness Compliance for Stable Finishing
[IEEE] 2026-8-17 | Intelligent Detection of Moldy Tobacco Based on Multi-Color Illumination and Image Recognition
[IEEE] 2026-8-17 | Scalable Reinforcement Learning for Industrial Analog Circuit Sizing: A Curriculum Learning Approach
[IEEE] 2026-8-17 | A systematic optimal design approach of dual-motor coupling drive system
[IEEE] 2026-8-17 | Behavioral Risk Scoring for Predicting User Vulnerability to Social Engineering Attacks: A Random Forest and Isolation Forest Hybrid Approach
[IEEE] 2026-8-17 | Improved YOLOv11 for High-Precision Instance Segmentation in Aircraft Intake Inspection Robots
[IEEE] 2026-8-17 | Machine Learning Algorithms for Bearing Fault Diagnosis Using Time-Domain Features
[IEEE] 2026-8-17 | Role-Based Agentic AI for Intent-Driven Network and Service Orchestration
[IEEE] 2026-8-17 | Performance and Reliability Evaluation of Radiation hardened NanoSheet FET
[IEEE] 2026-8-17 | Decoupling Clutter Suppression and Target Localization: A Two-Stage Framework for Robust Radar Detection
[IEEE] 2026-8-17 | Accelerating SAM2 with Efficient Memory Attention Module via Spatiotemporal Token Pruning_supp1-3723878.pdf
[IEEE] 2026-8-17 | SRasP: Self-Reorientation Adversarial Style Perturbation for Cross-Domain Few-Shot Learning
[IEEE] 2026-8-17 | Deep Reinforcement Learning for Aviation Assembly via Multi-criteria Optimization
[IEEE] 2026-8-17 | Copyright Page
[IEEE] 2026-8-17 | NET-Tracker: A Service Oriented IP State Traceback for Inter Autonomous Systems
[IEEE] 2026-8-17 | WaveMan: mmWave-Based Room-Scale Human Interaction Perception for Humanoid Robots_supp1-3715746.pdf
[IEEE] 2026-8-17 | RobotMover: Learning to Move Large Objects from Human Demonstrations_supp1-3723958.mp4
[IEEE] 2026-8-17 | Adaptive Sliding Mode Control with Barrier Function for Sensorless IVC IM Drive of Multi-Source Hybrid Electric Vehicles
[IEEE] 2026-8-17 | Signal Detection under Composite Hypotheses with Identical Distributions for Signals and for Noises
[ACM] 2026-8-17 | On Recursion in Graded Modal Type Theory
[IEEE] 2026-8-17 | An Improved Method for Target Detection in Coal Mine Drilling Sites Under Complex Environments
[IEEE] 2026-8-17 | Uncertainty Quantification and Calibration in Retinal OCT Classification with CNN and MLP-Mixer Models
[IEEE] 2026-8-17 | Physics-Informed Neural Networks Integrating Learnable Scaling Factors with Hard Constraints and its Application in Nuclear Reactor Criticality Calculations
[IEEE] 2026-8-17 | Design and Implementation of an IOT-Based Smart Electrical Monitoring and Control System Using the SDLC Approach
[IEEE] 2026-8-17 | Adaptive Nonlinear Gain Single-Neuron PD Control for Quadrotor Attitude Regulation
[IEEE] 2026-8-17 | Design and Kinematic Simulation of a Butterfly-Inspired Flapping-Wing System Driven by a Single-Motor Multi-Linkage Mechanism
[IEEE] 2026-8-17 | TCPA-MedMTL: A Task-Conditioned Prototype Adapter for Multi-Task Medical Image Classification
[IEEE] 2026-8-17 | LLM-Assisted PSO for Structural Lightweight Optimization of Robotic Manipulators
[IEEE] 2026-8-17 | Zero-Shot Prompt Injection Detection via N-gram Pooling of Token-Level Hidden States
[IEEE] 2026-8-17 | Adaptive Single-Drive Knee Rehabilitation Robot with Sensorless Interaction
[IEEE] 2026-8-17 | Biomechanical Sensitivity Evaluation of Dynamic Suspension Systems Under Stochastic Road Profiles Using ISO 8608 and ISO 2631 Frameworks
[IEEE] 2026-8-17 | A 2.4 GHz LC-VCO Fractional-N Phase Locked Loop Open-Source Design in 130-nm BiCMOS
[IEEE] 2026-8-17 | Personal Voice Training System for Chorus with Audio and Visual Information
[IEEE] 2026-8-17 | Energy-Efficient UAV Trajectory Planning for Water Quality Monitoring Using a Hybrid NN–2Opt Approach
[IEEE] 2026-8-17 | An Optimized ResNet18-Based Approach for Cassava Leaf Disease Recognition
[IEEE] 2026-8-17 | Model Predictive Control for Vehicle Speed Based on LiDAR Sensor Data for Autonomous Vehicle Systems
[IEEE] 2026-8-17 | AIGC Style Transfer and High-Fidelity Image Generation Method for Zhuang Brocade Patterns Based on Controlnet and Style-Decoupled Loss Function
[IEEE] 2026-8-17 | Development of a Web-Based Digital Twin Module for Smart Manufacturing and Logistics
[IEEE] 2026-8-17 | AICL Co-pilot: A Hybrid Framework for Hierarchical Analog IC Layout Automation
[IEEE] 2026-8-17 | SELayerV2: Grouped Multi-Branch Channel Attention for Fine-Grained Fire Detection
[IEEE] 2026-8-17 | Direction-Context and Quality-Aware YOLOv8 for Steel Surface Defect Detection
[IEEE] 2026-8-17 | Segmentation of Oral and Skin Cancer Tissues using a Lightweight Agentic Iterative Refinement Network (AIRNet)
[IEEE] 2026-8-17 | An Interleaving Concept for Resolution Enhancement of Multi-Hit Time-to-Digital Converters for Time-of-Flight Sensor Applications
[IEEE] 2026-8-17 | Research on Improved Weighted Smoothed A* Obstacle Algorithm for Offshore Photovoltaic Inspection Robot
[IEEE] 2026-8-17 | Comprehensive Performance Evaluation of Marine Organism Object Detection Models Based on Combined Subjective-Objective Weighting
[IEEE] 2026-8-17 | Anomaly Based Zero-Day Attack Detection in IoT Systems with Honeypot Based Data
[IEEE] 2026-8-17 | MindEcho: A Psychological Stress Perception and Early Warning System for College Students Based on Multi-Source Text Mining
[IEEE] 2026-8-17 | Fault Detection in Unbalanced Data of Brushed DC Motor Worm and Helical Gears for Automotive Applications Based on CNN-LSTM-Attention
[IEEE] 2026-8-17 | Hybrid Data-Driven and Knowledge-Informed Multisensor Fusion for Failure Mode Forecasting in Power Plant Heat Exchanger
[IEEE] 2026-8-17 | Time Series Data Preprocessing and Comparative Machine Learning Study for Temperature Prediction Using Meteorological Data
[IEEE] 2026-8-17 | Mitigating Load Intermittency for BESS Integration: A Novel Hybrid Harmony Search-Fuzzy Forecasting Approach in a Jakarta Commercial Office Building
[IEEE] 2026-8-17 | An IoT-Based Real-Time Monitoring System for Municipal Solid Waste Mini-Incinerators
[IEEE] 2026-8-17 | Dynamics of Soil Fertility and Intelligent Irrigation Control in a Portable IoT-Based Smart Farming System
[IEEE] 2026-8-17 | AI-Driven Optimization of Multisine Waveforms for Intelligent and Energy- Efficient SWIPT Systems
[IEEE] 2026-8-17 | Preliminary Study on the Development of a Wearable sEMG System for Muscle Activity Analysis During Elbow Flexion
[IEEE] 2026-8-17 | Dynamics Simulation and Analysis of a Self-Propelled Pipeline Robot for In-Pipe Inspection of Urban Gas Pipelines
[IEEE] 2026-8-17 | An Elastic Memory Path Guidance-based Navigation System for Vascular Interventional Robots
[IEEE] 2026-8-17 | Disease-Aware Image Captioning for Mango Leaf Disease Identification Using a Hybrid EfficientNet-LSTM Framework
[IEEE] 2026-8-17 | Implementation of a Lithium-Ion Battery Fault Detection Method Based on a Luenberger Observer and CNN
[IEEE] 2026-8-17 | Vulnerability-Seeded Code Synthesis for Benchmarking Static Analysis Security Tools
[IEEE] 2026-8-17 | CardiffNav: A GNSS-centric Multisensory Dataset for Robust Localisation in Diverse and Challenging Environments
[IEEE] 2026-8-17 | Impact Assessment Model for Neuro-Symbolic AI Security Attacks
[IEEE] 2026-8-17 | Security Challenges and Countermeasures in Next-Generation Networking: A Comprehensive Survey of 5G, 6G, SDN, and NFV Vulnerabilities
[IEEE] 2026-8-17 | EmotioNetASD: Smart Emotion Check for Children with ASD Using Attention Based Deep Learning
[IEEE] 2026-8-17 | Convolutional Neural Network Approach to Intrusion Detection in Wireless IoT Networks
[IEEE] 2026-8-17 | Low-Light Image Decoupling Feedback Enhancement Network Based on Channel-Independent Windmill Convolution
[IEEE] 2026-8-17 | Design and FPGA Synthesis of a Majority Logic Approximate Multiplier
[IEEE] 2026-8-17 | Deep Multi-Modal Learning for Automated Categorization and Evidence Triaging in Large-Scale Drone Forensic Archives
[IEEE] 2026-8-17 | Cross-View Token-Enhanced Neural Radiance Fields for Sparse-View Novel View Synthesis
[IEEE] 2026-8-17 | Stability-Constrained Machine Learning for Decision Making Under Limited Data
[IEEE] 2026-8-17 | MudiNet: A Task-Guided Disentanglement Network for Robust Multipath-Assisted Positioning in Diffuse Environments
[IEEE] 2026-8-17 | A Method for Extracting Electrocardiogram Signals Based on VMD Combined with Improved Wavelet Thresholding
[IEEE] 2026-8-17 | Cascaded MPC with Kinematic-Dynamic Dual-ESO for Trajectory Tracking of Tracked Vehicles
[IEEE] 2026-8-17 | Intelligent Air Route Optimisation for UK Domestic Aviation Through Machine Learning-Based Passenger Demand and Load Factor Analytics
[IEEE] 2026-8-17 | Cognitive State Recognition Model and Adaptive Control Mechanism of Elderly-Friendly Immersive Interactive System
[IEEE] 2026-8-17 | Experimental Identification of Motor Parameters for Energy-Efficient Kite Traction Systems
[IEEE] 2026-8-17 | Complexity vs. Robustness: A Rigorous Benchmarking of Deep Learning Architectures for Cross-Domain Urban PM2.5 Forecasting
[IEEE] 2026-8-17 | Descriptor Observer for Conformable Fractional Lorenz Synchronization with Algebraic Signal Recovery
[IEEE] 2026-8-17 | Hybrid Jaya-Differential Evolution Algorithms for Engineering Design Optimization Problems
[IEEE] 2026-8-17 | Numerical Investigation of High Sensitive Tungsten Disulfide Nanocoated Surface Plasmonic Resonance Microfluidics Biosensor for the Detection of Acute Myocardial Infarction Biomarker
[IEEE] 2026-8-17 | Detecting AI-Generated Phishing Campaigns Using Linguistic Forensics and Machine Learning
共写入 1915 条记录，保存到 papers/paper2026-08-17.json。
论文获取成功，文件路径: papers/paper2026-08-17.json
正在筛选、翻译并发送邮件...
[NO] 1/1915 | Graph Neural Assisted Actor-Critic for Latency-Efficient Edge Vision System
[NO] 2/1915 | Continual-learning rules shape representational drift
[NO] 3/1915 | Generalized Linear Models for Extremes: Estimation and Inference in High Dimensions
[NO] 4/1915 | On the Incompatibility of Weighted PROPX and Pareto Optimality for Indivisible Chores
[NO] 5/1915 | Real-Variable Characterizations and Their Applications of Anisotropic Besov Spaces with Matrix $\mathcal A_\infty$ Weights
[NO] 6/1915 | Coded Hankel Polynomial Chaos: Spectral Identification of Dominant Polynomial-Chaos Modes
[NO] 7/1915 | Assessing LLMs' mathematical abilities requires understanding the various mechanisms of mathematical creativity
[NO] 8/1915 | New constructions of optimal arrangements of $2d$ lines in $\mathbb{C}^d$
[NO] 9/1915 | Rigidity-Aware Formation Tracking under Sensing Range Constraints via Single Control Barrier Function Constraint
[NO] 10/1915 | HyperSkill: Self-Evolving LLM Agents via Hypergraph-Structured Skill Memory
[NO] 11/1915 | TISC: A Text-Driven Image Semantic Communication System for Faithful Reconstruction
[NO] 12/1915 | Behaviour Is an Incomplete Measure of Reasoning Development: Cross-surface pre-arrival accessibility and the limits of developmental inference in a recurrent-depth reasoner
[NO] 13/1915 | SafeGesture: Evaluating Fine-Grained Hand Gesture Understanding in Vision-Language Models through Scenario-Conditioned Safety Interpretation
[NO] 14/1915 | Measurement of Branching Fraction and Transition Magnetic Moment of the Hyperon Dalitz Decay $Σ^0 \rightarrow Λe^+e^-$
[NO] 15/1915 | CAPO: Constraint-Aware Prompt Optimization for LLM Agents
[NO] 16/1915 | Some explicit counter-examples to Weibel's conjecture
[NO] 17/1915 | Helical Magnon Frequency Comb in Synthetic Antiferromagnetic Skyrmion Lattices
[NO] 18/1915 | Dark Matter Admixed Quark Stars: A Relativistic Two-Fluid Approach
[NO] 19/1915 | Measuring Mean Spanwise Flow with a Rotating Single Hot-Wire Probe over a Wide Yawed Riblet-Textured Surface
[NO] 20/1915 | Transport-defined photodetection through electrically selectable nonequilibrium carrier transport
[NO] 21/1915 | Coverage Is Not Containment: A Fundamental Limit of Admission-Time Defenses Against Coordinated Poisoning of Vector Retrieval
[NO] 22/1915 | Coverage Is Not Redundancy: Maintenance Cost and Exposure of Query-Aware Admission Indexes in Vector Databases Under Workload Drift
[NO] 23/1915 | Depth-guided Multi-view Exposure Bracketing for HDR Robot Vision
[NO] 24/1915 | From Sequence to Structure: Relational Uncertainty Propagation for LLM Agents
[NO] 25/1915 | The Koi Pond: A Strongly Lensed Protocluster Core hosting a Diverse Population of DSFGs
[NO] 26/1915 | Threshold cascades of interacting diffusions on unimodular random trees: a conditional branching-process universality theorem, the annealed pressure, and the dimension of the failed boundary
[NO] 27/1915 | The Geography of Research: The Trade-Off Between Knowledge Production and Access
[NO] 28/1915 | ALPS: Measuring Valid Creativity in Large Language Models with Mathematical Construction
[NO] 29/1915 | DER Allocation without Load Prediction via Reinforcement Learning
[NO] 30/1915 | Fiber Fingerprints of Hidden Learning-State Dynamics
[NO] 31/1915 | Ultra: Unsupervised Cross-Task Optimization for Reliable Restoration Segmentation Collaboration under Adverse Weather
[NO] 32/1915 | Metric Reconstruction from Timelike Entanglement Entropy
[NO] 33/1915 | Ventor-QTest: Threat-Model-Driven Verification of Vendor-Hosted LLM APIs
[NO] 34/1915 | A magnonic-optoelectronic reservoir for physical reservoir computing
[NO] 35/1915 | Mint-Agent: Introducing Finance-Native Agentic Foundation Models
[NO] 36/1915 | Depth-Dominant Skeleton Detection for Natural Scenes
[NO] 37/1915 | The second pole of Witten zeta functions and exact evaluations in types F4 and D5
[NO] 38/1915 | DriveCache: Action-Aware Caching for Driving World Model Inference
[NO] 39/1915 | SIGMA-Lane: Scale-pyramId Gated MAmba for Temporally Consistent Video Lane Detection
[NO] 40/1915 | Readiness Barrier Functions: Forward-Invariant Control Authority for Overactuated Multirotor Allocation
[NO] 41/1915 | Transfer Learning of Keystroke Dynamics for Cross-Device User Authentication
[NO] 42/1915 | Step-Level On-Policy Distillation: Interpolating Between On-Policy Distillation and Supervised Fine-Tuning
[NO] 43/1915 | The Best Are Always the Best: COVID-19 Lockdown Stringency and the Dispersion of Olympic Medal Outcomes
[NO] 44/1915 | Estimating global article processing charges paid to 14 publishers for open access between 2019 and 2025
[NO] 45/1915 | Coupled Transient Processes Govern Intraplate Earthquake Swarm Evolution: Insights from the 2019-2020 Palghar Sequence
[NO] 46/1915 | Correlation Clustering with Random Partial Information
[NO] 47/1915 | DB-SpMSpV: Dual-View Blocked Sparse Matrix-Sparse Vector Multiplication for Dynamic GPU Workloads
[NO] 48/1915 | ETA Coordination at UAM Corridor Merging Points Using Worst-Case and Stochastic Trajectory Bounds
[NO] 49/1915 | Coronal gas excitation as a tracer of supermassive black hole mass: on the mid-IR coronal [Ne v] lines
[NO] 50/1915 | A Novel Binaural Cue Preservation Loss for DNN-Based Binaural Speech Enhancement
[NO] 51/1915 | Principled Authority Switching for Shared Autonomy in Human-Robot Teams
[NO] 52/1915 | Beamforming and Filter Design for Bistatic ISAC under Known and Unknown Transmit Symbols
[NO] 53/1915 | A 32-leaf tree requiring six coordinates for an isometric $\ell_\infty$ embedding
[NO] 54/1915 | TransAnyText: Translating Arbitrary Text in E-commerce Images via Structured Visual Generation
[NO] 55/1915 | Twisted primitive group association schemes
[NO] 56/1915 | Foresight-England: Development of a National-Scale Generative AI Model of Electronic Health Records for Medical Event Prediction across the COVID-19 Pandemic
[NO] 57/1915 | CoM$^3$eT: A foundation model for medical image analysis through federated, multidimensional context integration
[NO] 58/1915 | Print-Aware Synthesis and Physical Design Methodologies for 3D-Printed Microfluidic Biochips
[NO] 59/1915 | Dimensionality Mismatch Enables Decoupled Heat and Charge Transport
[NO] 60/1915 | Defake-o3: From Speculative Rationales to Verifiable Evidence for Explainable AIGI Detection
[NO] 61/1915 | Second-Order Response Laws for LLM Judges: Debiased Estimation of Prompt Instability
[NO] 62/1915 | CompoSkill: Compositional Skill Chain Attacks from Individually Scanner-Passing LLM Agent Skills
[NO] 63/1915 | Optimizing Multi-Market Participation of Battery and Electrolyser Systems Based on Field Performance
[NO] 64/1915 | GaussianDWM++: Language-Grounded 3D Gaussian Driving World Model for Unified Scene Understanding, Editing, and Multi-Modal Generation
[NO] 65/1915 | PCT-Prompt: A Prompt-Guided Transformer Framework for Dense Prediction Tasks in Point Clouds
[NO] 66/1915 | STAIR: Semantic-Temporal Automaton for Interpretable Reasoning in Temporal Question Answering
[NO] 67/1915 | Process-Constituted Intelligence: A Shared Criterion for Humans and Machines
[NO] 68/1915 | Conditional Evaluation of Language Models with Cheap Auxiliary Signals
[NO] 69/1915 | An FFT-Accelerated Boundary Integral Equation Method for Wave Scattering by Smooth Surfaces in Three Dimensions
[NO] 70/1915 | PRISM: Decision-Centric Predictive Sensing for Cognitive Digital Twins in 6G
[NO] 71/1915 | Baseline-Relative Counterfactual Refinement for Bit-Aware Visual Token Communication
[NO] 72/1915 | AdaSprite: Resource-efficient Online Co-Adaptation for V2I Systems Under Large-scale Data Drifts
[NO] 73/1915 | LENS: In-Context Search via Latent Evidence Exploration over Dynamic Raw Documents
[NO] 74/1915 | MUSE: An Interactive Meta-Agent for Understanding and Steering LLM-powered Data Science Systems
[NO] 75/1915 | Star Formation in the H II Region Sh 2-205: 3D Morphology and Kinematics from Young Stars and Molecular Gas
[NO] 76/1915 | Adaptive Relative Orbit Control Considering Laser Ablation Uncertainty
[NO] 77/1915 | Global Solutions to a Fourth-order Degenerate Model for Surface-Tension-Driven Convection
[NO] 78/1915 | Domain-Specific Text Embedding Models for Entity Resolution
[NO] 79/1915 | REFLEX: Reflexive Equilibrium Fixed-point Learning for Endogenous eXchanges
[NO] 80/1915 | The Right Prior for the Right Deformation: Rethinking Continuous Deformable Image Registration
[NO] 81/1915 | Central limit theorem in Rényi divergence for lattice random variables
[NO] 82/1915 | Cubes in the Torus
[NO] 83/1915 | A Local Central Limit Theorem for Clique Counts in Sparse Random Graphs
[NO] 84/1915 | Spectral Gaps of Hit-and-Run and Coordinate Hit-and-Run
[NO] 85/1915 | An Analytical-Prior Framework for Data-Efficient Prediction of Sound-Reduction Frequencies in Rectangular Side-Branch Helmholtz Resonators
[NO] 86/1915 | Data-Efficient and Interpretable Classification of Circulating Tumor Cell Phenotypes in Microfluidic Devices via Deep Learning
[NO] 87/1915 | Towards Computational Provenance: Carrying Causal-State Evidence in Generated Text
[NO] 88/1915 | Classical Adversarial Fault-Tolerance and PCPs
[NO] 89/1915 | HarnessEval-W: Agentifying the Evaluation of Visual Worlds
[NO] 90/1915 | zLend: A Dual-Scope Cash-Flow Reconstruction Framework for On-Chain Credit Underwriting
[NO] 91/1915 | A Hirsch length inequality
[NO] 92/1915 | Targeting Support Using Job Seekers' Biases: A Randomized Experiment
[NO] 93/1915 | Topology-Aware Differentiable Triangle-Soup Reconstruction via Persistent Homology
[NO] 94/1915 | Spectral Edge Rigidity of Quantum Chaotic States
[NO] 95/1915 | Security of Foundation-Model-Powered Embodied Agents: Attack Surfaces, Attacks, Defenses, and Evaluation
[NO] 96/1915 | The first comprehensive spectral and timing study of the ultra-compact X-ray binary 4U 1812-12 with NICER and NuSTAR
[NO] 97/1915 | Expanding Access, Exposing Risk: A Short Study of Exposed Starlink Hosts
[NO] 98/1915 | Nonnegative Quadratics over a Quadrant with a Bilinear Constraint
[NO] 99/1915 | Classical-limit formula for matrix elements between bound states of distinct one-dimensional potentials
[NO] 100/1915 | HAPS through the Lens of Satellites and UAVs: A Function-Level Perspective on the Emerging High Altitude Economy
[NO] 101/1915 | Biases-Informed Job Search Guidance: Characterization, Implications, and Targeting Support
[NO] 102/1915 | Identifying AGNs from X-ray detections$-$II: Metallicity calibrations for the $\rm N_2O_2$ and $\rm N_2S_2$ diagnostics
[NO] 103/1915 | Pattern-Based Sequential Multiple Imputation for Missing Data in Clinical Trials: An Extension for Baseline-Only Early Dropout Subjects
[NO] 104/1915 | Surface weak ferromagnetism
[NO] 105/1915 | JWST Whirlpool Galaxy Treasury: Mid-Infrared Emission in M51 and its Relation to Gas Column and Star Formation
[NO] 106/1915 | When Agents Coordinate: Measuring Coordination in Multi-Agent AI Coding
[NO] 107/1915 | A Cross-Band (X-ray $\times$ Optical) Periodicity Search for Supermassive Black Hole Binaries: A Null Result and the First Completeness-Corrected Constraint
[NO] 108/1915 | The linear dilaton in cosmology and particle physics
[NO] 109/1915 | Empirical Bayes linear regression in high dimensions: Method of moments and sub-linear sample complexity
[NO] 110/1915 | On the Principles Behind Neural Network Optimizers
[NO] 111/1915 | Novel methodology for obtaining design structure matrices using network identification
[NO] 112/1915 | Would this change your answer? Evaluating Explanations of LLM Behavior In The Wild with Counterfactual Experiments
[YES] 113/1915 | TDD-Agent: Test-Driven Reasoning for Code Generation
[NO] 114/1915 | Gromov-Witten theory of abelian varieties in families and modular forms
[NO] 115/1915 | MatchingPolicy: Correspondence-Aware Policy Enables Cross-Object In-Context Learning
[NO] 116/1915 | The Ethical Decision Head: Operationalizing Normative Ethics in Autonomous Vehicles via Reinforcement Learning from Human Feedback
[NO] 117/1915 | Planar lamplighter is not of negative type
[NO] 118/1915 | Time-optimal quantum gates with bang-bang control in multilevel systems
[NO] 119/1915 | Boundary Layers and Sharp Asymptotics for Maximum-Area Small Polygons
[NO] 120/1915 | Closing the Affective Loop: Multimodal Speaker-Listener Emotion-Dynamics-Aware Empathetic Social Robots
[NO] 121/1915 | On Finite Gaussian Mixtures: Finiteness of the Number of Modes and an Application to NPMLE
[NO] 122/1915 | Twisted Deligne modules and abelian varieties over finite fields
[NO] 123/1915 | Turning spectra into images improves plant trait retrieval with 2D-CNNs
[NO] 124/1915 | Galaxy Morphology Classification: Uncertainty Modeling and Out of Distribution Detection
[NO] 125/1915 | Training-Free Reconstruction-Based AI-Generated Image Detectors Are Inherently Vulnerable to Adversarial Examples
[NO] 126/1915 | Data-driven discovery and rapid, direct synthesis of MXenes
[NO] 127/1915 | Nilpotent representations over equioriented cyclic quivers
[NO] 128/1915 | DRAFE: Domain-Robust Asymmetric Fusion of Heterogeneous Detection Transformers for Cross-City Fine-Grained Traffic Object Detection
[NO] 129/1915 | When Do Explanations Help In-Context Learning? A Comparative Study of Natural Language Explanation Types and Faithfulness
[NO] 130/1915 | Computing the $U$ maps on ECH of prequantization bundles
[NO] 131/1915 | The Specification Paradox: Rethinking Requirements Engineering in the Age of AI
[NO] 132/1915 | Scarred discrete time crystal in a periodically driven dimerized spin chain
[NO] 133/1915 | Three Infinite Families Separating Schur Positivity, the Strongly Nice Property, and the Nice Property
[NO] 134/1915 | Interactive Whole Slide Images for RL-based Tumour Segmentation
[NO] 135/1915 | Variational Outlier-Robust Gaussian Process Regression with Generative Modeling
[NO] 136/1915 | Comaximal Graphs of finite-dimensional Lie algebras over finite fields: Triangle counts and structural invariants
[NO] 137/1915 | Learning Generalizable Reconstruction of High-Dimensional Neural Dynamics
[NO] 138/1915 | $\mathrm {U}_{q\tilde q}\mathfrak{sl}(2;\mathbb R)$ Turaev-Viro invariants for cusped $3$-manifolds
[NO] 139/1915 | From Earth Meteors to Mars: Predicting Where to See the First Martian Meteors
[NO] 140/1915 | Hyperuniform Delone Realizations and Rigidity
[NO] 141/1915 | Revisiting Shannon's Source Coding Theorem with Distributional Uncertainty under the Nonlinear Expectation Theory
[NO] 142/1915 | Listen, Reason, and Segment: Aligning LALMs with Editorial Judgment for Media Chapterization
[NO] 143/1915 | Automatic Cephalometric Landmark Localization on CBCT-Derived Digitally Reconstructed Radiographs for Skeletal Malocclusion Classification
[NO] 144/1915 | Quasi-local Hamiltonian for generalized Kerr-Schild black holes in the Iyer-Wald formalism
[NO] 145/1915 | Quantum Permutations and Beyond Quantum Controlled Reference Frames
[NO] 146/1915 | Two-Photon Bound States in the Continuum: A No-Go Theorem and Long-Lived Quasi-Bound States
[NO] 147/1915 | Quasinormal Modes of Black Holes Embedded in Dark-Matter Halos: Analysis of Dehnen(1, 4, 5/2) and DC14 Density Profiles
[NO] 148/1915 | Non-invertible Lattice 1-Form Symmetries for Non-Abelian Topological Order
[NO] 149/1915 | The Unidirectional Current as First Arrival-Time POVM: An MS-Kijowski Identity, Physical Interpretation, and Mathematical Applications
[NO] 150/1915 | LLMs for Zero-Shot Threat Detection via Structured Risk Indicators
