[2026-07-15 10:51:19] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-14
正在获取论文...
[arXiv] 2026-07-14 | Virtual Chromoendscopy with Tunable Visibility Enhancement
[IEEE] 2026-7-14 | Design of an Intelligent Smart Bus Stop System Using AI and Multimodal Interfaces
[IEEE] 2026-7-14 | Virtualized GPU Offloading for AI Inference: Enabling Deep Learning Frameworks on GPU-less Devices
[IEEE] 2026-7-14 | Development of a Single-Phase Active Power Filter with Reconfiguration Capability in the Power Supply
[IEEE] 2026-7-14 | Dynamic Anomaly Detection in Building Energy System using Support Vector Machine
[IEEE] 2026-7-14 | A Unified Open-Source Automation Tool for Test and Validation of High-Performance EV Power Converters
[IEEE] 2026-7-14 | ChannelMamba: Time-Varying Channel Prediction with Near-Linear Complexity via State Space Model
[IEEE] 2026-7-14 | EVM Analysis for Pulse-Shaped SC-FDMA: Evaluation and Implementation
[IEEE] 2026-7-14 | Crystal and Magnetic Structures of Tetragonal Spinel $\text{Fe}_{2.99} \mathrm{V}_{3.01} \mathrm{O}_{8}$ Revealed by Neutron and X-Ray Diffraction
[IEEE] 2026-7-14 | Heartbeat Characterization Via Non-Uniform Temporal Alignment
[IEEE] 2026-7-14 | Agentic Open RAN: A Deterministic and Auditable Framework for Intent-Driven Radio Control
[IEEE] 2026-7-14 | Modeling and Stability Analysis of a Modular IPOS-Connected DC Current Distribution System for EV In-Motion Wireless Charging System
[IEEE] 2026-7-14 | Multi-Dimensional Parameter Estimation Using a Single-RF Link via VBI-CP Decomposition
[IEEE] 2026-7-14 | Smart Maternal and Child Health Ecosystem Integrated Monitoring, Documentation, Early Development Tracking
[IEEE] 2026-7-14 | Quantum Graph Neural Network for Joint Optimization of Pinching and Fluid Antenna Systems
[IEEE] 2026-7-14 | Theoretical Analysis for Control-Assisted UAV Millimeter Wave Communications
[IEEE] 2026-7-14 | Spatiotemporal Semantic V2X Framework for Cooperative Collision Prediction
[IEEE] 2026-7-14 | Throughput Optimization in a Tunable Subcarrier-based Coherent PON
[IEEE] 2026-7-14 | Efficient Quantum Soft Actor-Critic Model for Dynamic Spectrum Sharing in Intelligent O-RAN
[IEEE] 2026-7-14 | Channel Charting for Secure Massive MIMO Communications With Flexible Exclusion Area
[IEEE] 2026-7-14 | From COVID-19 to Beyond: A Comparative Study of Hygiene Practices Among Nigerian University Staff and Students
[IEEE] 2026-7-14 | Understanding Communication Backends in Cross-Silo Federated Learning
[IEEE] 2026-7-14 | UAV-RIS-Assisted Secure Space-Time Interference Management for SAGINs
[IEEE] 2026-7-14 | ADPS-Sat: Adaptive Distributed Patch-Sequence Scheduling for Satellite-Edge Vision Transformers
[IEEE] 2026-7-14 | Perpendicular High Coercivity of bet Fe-Co-Cr Granular Films
[IEEE] 2026-7-14 | A Multi-Band “Hand of God” Bio-Fractal-Like Antenna for Compact Wide-Range RF Applications Using Dielectric Thickness Optimization
[IEEE] 2026-7-14 | Deep Learning-Optimized RIS-Assisted 5G for Underground Mining: Deployment and Performance Insights
[IEEE] 2026-7-14 | Enhancing Power Electronics Reliability by Weather Condition Based Hybrid Filtering in V2G with Integrated Renewables
[IEEE] 2026-7-14 | Availability of Aerial Heterogeneous Networks for Reliable Emergency Communications
[IEEE] 2026-7-14 | Multi-Sensor Scheduling for Remote State Estimation over Wireless MIMO Fading Channels with Semantic Over-the-Air Aggregation
[IEEE] 2026-7-14 | Optimization Techniques for Overcurrent Relay Coordination – A Review
[IEEE] 2026-7-14 | Collusion-Resistant and TTP-Free Privacy-Preserving Federated Learning via Dynamic Functional Encryption
[ACM] 2026-7-15 | OmniBody: Discretized Local Constraints for Real-Time Destructible and Flexible Soft Bodies Simulation
[ACM] 2026-7-15 | Design and Evaluation of Mixed Reality Systems for Enhanced Overground Rehabilitation
[ACM] 2026-7-14 | A Generative Motion Rig for Artist-Driven Motion Authoring
[ACM] 2026-7-14 | An Artist-Friendly Albedo Approximation for Transmissive Materials
[IEEE] 2026-7-14 | CGGS: Consistency&amp;#x2013;Augmented Geometric Gaussian Splatting for Ego-centric 3D Scene Generation_supp1-3710486.pdf
[IEEE] 2026-7-14 | Polarization Study of Twisted Polymer Microwave Fibers
[IEEE] 2026-7-14 | ViTFCIM: A Sparsity-Aware Time–Frequency Computing-in-Memory Accelerator for Vision Transformers
[IEEE] 2026-7-14 | Experimental Investigation of Leader Propagation Velocity Characteristics of Long Sparks at an Altitude of 4650 m
[IEEE] 2026-7-14 | Propagation of Zero-Frequency Waves in Wireless and Wired Systems
[IEEE] 2026-7-14 | Flexible Fishbone Waveguides Made of Single-Crystal Silicon for Terahertz-Wave Path Switching
[IEEE] 2026-7-14 | Digital Twin-Assisted Resource Allocation in ISCC-Enabled IoV: When DRL Meets LLMs
[IEEE] 2026-7-14 | Verification-Aware Scheduling of Residential PV-Battery-EV Systems With Physically Consistent V2H/V2G Operation
[IEEE] 2026-7-14 | A Novel High-Gain Single-Switch DC-DC Converter with Voltage-Lifting Technique and Nonlinear Gain-Compensated PI Control for EV Applications
[IEEE] 2026-7-14 | PES Senior Member
[IEEE] 2026-7-14 | Supplier Qualification of the Production Chain in Collaborative Manufacturing via Higher Order Group Multi-Role Assignment
[IEEE] 2026-7-14 | Double RISs Assisted ISCC in Internet of Vehicles: A TS Protocol and Hybrid Optimization Solution
[IEEE] 2026-7-14 | Network dynamic reliability calculation under counting process of edge failure
[IEEE] 2026-7-14 | <i>VISTA</i>
                    : Exploring Vertiport Site Selection with Visual Analytics
[IEEE] 2026-7-14 | Aquatic Hydraulic Pressure Self-Compensating Tactile Sensor Integrated Into Variable Stiffness Soft Gripper for Underwater Force Sensing_supp3-3708928.mp4
[IEEE] 2026-7-14 | Integrated Microwave Photonic Radars: Recent Advances, Challenges, and Future Perspectives
[IEEE] 2026-7-14 | Implementing AI in ERP Systems for Manufacturing Enterprises: What Engineering Managers Underestimate
[IEEE] 2026-7-14 | RAP
                    <sup>2</sup>
                    G: Relation-Aware Progressive Pseudo-label Generation for Cross-subject MI-EEG Recognition
[IEEE] 2026-7-14 | Patrons
[ACM] 2026-7-14 | Effectiveness of Sparse Retrieval for Automated Fact-Checking
[IEEE] 2026-7-14 | Identification of Opioid Misuse Risk Factors in Adolescents with Machine Learning
[IEEE] 2026-7-14 | NIRAP 5G-FR1: A Regional-Adaptive Path Loss Model for 5G Sub-6 GHz Propagation in Nigeria
[IEEE] 2026-7-14 | Digital Transformation in IT Project Management: The Impact of Cloud Technologies on Efficiency and Agile Performance
[IEEE] 2026-7-14 | Federated Learning-Based Beamforming Design Towards CRLB Minimization in RIS-Assisted ISAC
[IEEE] 2026-7-14 | Large-Dataset Empirical Characterization of SNR, Outage, Capacity, and Modulation Reliability in 851 MHz Cellular Channels
[IEEE] 2026-7-14 | Generative AI for Automating Homework Checking and Feedback in Smart School
[IEEE] 2026-7-14 | FEM Analysis of an Internal Stator Tooth Coil for Broken Rotor Bar Detection
[IEEE] 2026-7-14 | Multi-Level Optical-Radar Correlation Decoupling Framework for Hidden Land Surface Change Detection
[IEEE] 2026-7-14 | IND-MAC: A Stratified MAC Protocol for Differentiated Services in IRS-Enhanced Industrial IoT Networks
[IEEE] 2026-7-14 | Graphical Causal Reasoning for Root Cause Analysis in Cloud Networks
[IEEE] 2026-7-14 | Distributed Continuous Aperture Arrays for Multiuser SWIPT
[IEEE] 2026-7-14 | Exploiting Layer-Specific Vulnerabilities to Backdoor Attack in Federated Learning
[IEEE] 2026-7-14 | Design of Smart Systems for an Optimized Fit Between AI Computing and Regional Renewable Energy Systems
[IEEE] 2026-7-14 | Reconfigurable IoT Connectivity via Mobile Agents RIS and Voronoi Optimization
[IEEE] 2026-7-14 | Digital Twin of Dynamic Radio Frequency Spectrum with Generative Expanding Intelligence
[IEEE] 2026-7-14 | Study of Magnetization Reversal of CoPt/Garnet Structures by Serial Magnetic Force Microscopy
[IEEE] 2026-7-14 | KAI-9: An AI-Powered Smart Robotic Police Dog for Real-Time Security
[IEEE] 2026-7-14 | Fusing Vessel Behavior and Weather Context for Real-time Attribution of AIS Dropouts
[IEEE] 2026-7-14 | Continuous Angular Power Spectrum Recovery from Channel Covariance via Chebyshev Polynomials
[IEEE] 2026-7-14 | Nucleolus-Based Incentive Mechanism for V2X Cooperative Perception toward Road Safety
[IEEE] 2026-7-14 | D2SC: A Personalized Semantic Communications Framework for IoT via Federated Learning
[IEEE] 2026-7-14 | Deep Learning Based Segmentation of the Aortic Arch and Supra-Aortic Trunks for Cerebral Catheterization Planning
[IEEE] 2026-7-14 | Three-body Probabilistic Ising Machine with In-memory Computing based on Dual-mode Spintronic Memristor
[IEEE] 2026-7-14 | Exploring Green Energy as the Path to a Sustainable and Resilient Future
[IEEE] 2026-7-14 | Fixed-wing UAV relay optimization for coverage hole recovery
[IEEE] 2026-7-14 | Education, Diversity, and Inclusion in Technology-Enhanced Learning: A Bibliometric Analysis
[IEEE] 2026-7-14 | Energy Consumption Modeling and Optimization for Hybrid PLC/WLC Systems
[IEEE] 2026-7-14 | Sequential BP-based Decoding of QLDPC Codes
[IEEE] 2026-7-14 | Joint Consideration of Doppler Shift and Weather Attenuation in Ka-band LEO Satellite Networks: Analysis of Combined Throughput Impact
[IEEE] 2026-7-14 | Design and Simulation of a Floating Capacitance Multiplier with Extremely Large Multiplication Factor
[IEEE] 2026-7-14 | LLM-Guided Digital Twin for Network Experimentation: Fidelity, Robustness, and Optimization
[IEEE] 2026-7-14 | MRR-Based Line-Laser Scanning for Reliable Vehicular Positioning and Optical Communication
[IEEE] 2026-7-14 | StudioGen: A Hybrid 3D-AI Workflow for Controllable Depth-Guided Studio Scenography
[IEEE] 2026-7-14 | Network Slicing Resource Management in Uplink User-Centric Cell-Free Massive MIMO Systems
[IEEE] 2026-7-14 | Beyond-Diagonal RIS for MIMO Systems: Boosting Block-Level Interference Exploitation Precoding
[IEEE] 2026-7-14 | A Dual Belief-Driven Bayesian–Stackelberg Framework for Low-Complexity and Secure Near-Field ISAC Systems
[IEEE] 2026-7-14 | An Adaptive Grouping and Masking-Based Collaborative Training Framework for Federated Digital Twin Networks
[IEEE] 2026-7-14 | Unified Far-Field and Near-Field Cascaded Channel Estimation for Reconfigurable Intelligent Surface Systems
[IEEE] 2026-7-14 | Integrating Generative AI Across the Agile Software Development Lifecycle
[IEEE] 2026-7-14 | FiSH: Feature-informed Similarity Hashing for Edge-based Traffic Fingerprinting
[IEEE] 2026-7-14 | Privacy-Aware Agent Collaboration for Dynamic VR Slice Management in 6G SD-RAN
[IEEE] 2026-7-14 | Autonomous Exploration for Micro Aerial Vehicles with Sparse Sensing Using Harmonic Fields and Monte Carlo Integration
[IEEE] 2026-7-14 | A Novel Vertical-Axis Synchronous Pulse Injection Sensorless Control Based on Three-Phase Four-Leg Drive for Hybrid-Excited Variable Reluctance Machine
[IEEE] 2026-7-14 | UPQ-RV: A Unified Peripheral Event Queue Architecture for Low-Power and Parallel Communication on RISC-V
[IEEE] 2026-7-14 | Alleviating Budgetary Challenges in Machine Unlearning Services Through Insurance
[IEEE] 2026-7-14 | AI-Powered Code Generation in Agile Workflows: Risks, Review Strategies, and Developer Perceptions
[IEEE] 2026-7-14 | CORE-ML: Compute Optimized Resource Allocation for Cloud-native MLOps Pipelines
[IEEE] 2026-7-14 | Towards a Smarter Waste Future: Evaluating Predictive Modelling for Sustainable Urban Waste Reduction in Lagos Island
[IEEE] 2026-7-14 | Comparative Evaluation of Machine Learning Models for Audio and Lyrics-Based Music Emotion Recognition
[IEEE] 2026-7-14 | QoE Benchmarking of Resilient 6G Teleoperation: VR Digital Twin vs. Video Streaming
[IEEE] 2026-7-14 | Application of Limaçon Shaped Domian on Bi-Bounded Turning Functions Along with Subordination
[IEEE] 2026-7-14 | Adapting the Cox Model for Discrete Choice Analysis: A Comparative Study with Machine Learning and Logistic Regression
[IEEE] 2026-7-14 | Feature Selection Analysis of Remote Sensing and Climate Features for Potential Fishing Zones (PFZ) Classification Using Machine Learning
[IEEE] 2026-7-14 | Polyphase Couplers for Small Airgap Wireless Power Transfer to Electric Drones
[IEEE] 2026-7-14 | RIS-Assisted Coexistence Design for Radar and Multi-user Communication under NLOS Scenarios
[IEEE] 2026-7-14 | Hybrid Spherical- and Planar-Wave Channel Modeling and Jitter Analysis for Multi-UAV Near-field Communications
[IEEE] 2026-7-14 | Intellectualized Decision Support System for Controlling the High-Quality Sulfur Production Process
[IEEE] 2026-7-14 | Signature-Aided Early Termination for Ordered Blind Decoding in 6G Control Channels
[IEEE] 2026-7-14 | Sleep or Transmit: Dual-Mode Energy-Efficient Design for NOMA-Enabled Backscatter Networks
[IEEE] 2026-7-14 | Eyes on Context: Intelligent Driver Monitoring System with Driving Scene Awareness*
[IEEE] 2026-7-14 | Federated Few-Shot Learning for Internet of Medical Things Applications: Towards Effective AFib Detection
[IEEE] 2026-7-14 | Multi-Physics Coupling Optimization of Variable-Speed Wind Turbine Transformers
[IEEE] 2026-7-14 | Distributed Gradient-Based Control for Reconfigurable Regular Polygon Formations in Multi-UAV Systems
[IEEE] 2026-7-14 | Reliability-Aware Detection of Reactive Jamming in LoRaWAN
[IEEE] 2026-7-14 | Impact of Dielectric Fluid on E-Field Distribution and Partial Discharge Risk in Immersion-Cooled Power Converters
[IEEE] 2026-7-14 | Modal Analysis of High-Speed Tubular Linear Synchronous Motor for Electromagnetic Launch Application
[IEEE] 2026-7-14 | SLayer: Secure and Scalable Smart Contract Sharding via Layered Encoding
[IEEE] 2026-7-14 | Trust Beyond Perfection: Managing Uncertainty in the Internet of Digital Twins
[IEEE] 2026-7-14 | Secure Bandwidth Allocation via Weighted Nash Equilibrium subject to Geometric-Consistency Constraints in UASNs
[IEEE] 2026-7-14 | Comparison of Three-Phase and Asymmetric Six-Phase IpMSMs for Off-Road Mobile Machinery Applications
[IEEE] 2026-7-14 | Hybrid Trajectory Prediction for Non-Cooperative UAS Using Probabilistic LSTM-IMM Fusion
[IEEE] 2026-7-14 | Affective Computing in the Age of GenAI: Balancing Risks and Rewards
[IEEE] 2026-7-14 | CGFormer: A Cross-Attention Based Grid-Free Transformer for Radio Map Estimation
[IEEE] 2026-7-14 | Study on an Outer-Rotor Hybrid type Permanent Magnet Synchronous Motor for High Power Density
[IEEE] 2026-7-14 | Precoding Design for Multi-User MIMO Joint Communications and Sensing
[IEEE] 2026-7-14 | Performance of NIST Post-quantum Cryptography Additional Digital Signature Algorithms
[IEEE] 2026-7-14 | Social-aware Redirected Walking for 5G Networks
[IEEE] 2026-7-14 | Open-Circuit Fault Diagnosis Method for Dual Three-Phase PMSM Based on Harmonic Subspace Current Features
[IEEE] 2026-7-14 | Switch Open Fault Detection Method for Dual Inverters Using a Second-Order Integral Controller
[IEEE] 2026-7-14 | Fast Parameter Extraction of an Extended Jiles-Atherton Model Using a Physics-Constrained CNN-KAN Framework
[IEEE] 2026-7-14 | A Matrix-Pencil Framework Empowering Joint Multi-Dimensional Parameter Estimation in High-Mobility Systems
[IEEE] 2026-7-14 | Calibration-Aware Gradient Boosting With Temporal Behavioral Features for Anti-Money Laundering Detection
[IEEE] 2026-7-14 | Joint Resource Allocation and Beamforming for STAR-RIS-aided Multicast OAM systems
[IEEE] 2026-7-14 | Submodularity-Driven Communication-Efficient Distributed Reinforcement Learning for Wireless Networks
[ACM] 2026-7-14 | LatentScore: Sketching Soundscapes with LLM-Distilled Retrieval for Procedural Synthesis
[IEEE] 2026-7-14 | Physio Avatar RM: Effects of Self-Avatar Integration with Foot-Elongated Avatar via Virtual Self-Touch on Human Gait
共写入 1810 条记录，保存到 papers/paper2026-07-14.json。
论文获取成功，文件路径: papers/paper2026-07-14.json
正在筛选、翻译并发送邮件...
[NO] 1/1810 | Virtual Chromoendscopy with Tunable Visibility Enhancement
[NO] 2/1810 | Physically Aware Radiomics Without Interpolation: Disentangling Voxel Geometry and Signal Modification in CT and MRI
[NO] 3/1810 | Ring-Zero: Scaling Zero RL to a Trillion Parameters for Emergent Reasoning
[NO] 4/1810 | ReDiTT: Retrieval Augmented Conditional Diffusion Transformers for Asynchronous Time Series
[NO] 5/1810 | Measurement-induced phase transition in space
[NO] 6/1810 | PM-Bench: Evaluating Prospective Memory in LLM Agents
[NO] 7/1810 | SeamGen: Artist-Aligned UV Seam Generation via Graph Flow Matching
[NO] 8/1810 | Coloring $(P_6,C_4)$-free graphs with $Δ- 1$ colors
[NO] 9/1810 | Lost in Visual Translation: A VLM-Assisted Perceptual-Semantic Coherence Framework for EEG-to-Image Reconstruction
[NO] 10/1810 | Implicit 4D Gaussian Splatting for Fast Motion with Large Inter-Frame Displacements
[NO] 11/1810 | Cover numbers by graph families bounded by certain graph parameters
[NO] 12/1810 | Reduction of relative multisymplectic manifolds
[NO] 13/1810 | Forecasting Inflation with Microdata: An Adaptive Machine Learning Approach
[NO] 14/1810 | Skills That Don't Exist: A Large-Scale Study of Hallucinated Skill Recommendation in LLM Agents
[NO] 15/1810 | Gradient Flow Dynamics and Implicit Bias of Diagonal Linear Networks under Infinitesimal Initialization
[NO] 16/1810 | Peak-Decomposition-Free Inverse Metrology of Hyperspectral Moiré Photoluminescence
[NO] 17/1810 | DM-KG: A Novel Method for Boosting Spatial Cognition of Vision-Language Models in Street View Imagery
[NO] 18/1810 | Meromorphic Group Actions and the Support Theorem for Lagrangian Fibrations
[NO] 19/1810 | Selective avoidance of multiple line-of-sight obstacles at 130~m using locally bending space-time wave packets
[NO] 20/1810 | Solvent Mixing Effect on Free-Energy Barrier and Stability for Molecular Recognition Driven by the Translational Motion of Solvent Molecules
[NO] 21/1810 | Adaptive Cross-Modal Fusion with Sparse Attention for Pedestrian Crossing Intention Prediction
[NO] 22/1810 | Asymptotic forms of the Ursell edge waves on a gently sloping beach
[NO] 23/1810 | SlimPer: Make Personalization Model Slim and Smart
[NO] 24/1810 | Auditing Data Leakage in Whole-Slide Image Multimodal Benchmarks
[NO] 25/1810 | Quantum Port-Hamiltonian Neural Networks: Learning Conservative and Dissipative Dynamics via Measurement-Induced Nonlinearity
[NO] 26/1810 | DiffRadar: Differentiable Physics-Aware Radar SLAM with Gaussian Fields
[NO] 27/1810 | Understanding Structured Health Data through Interaction-Aware Mixture-of-Experts
[NO] 28/1810 | When Directional Accuracy Lies: A Base-Rate-Honest Benchmark for LoRA-Adapted TimesFM on Equity Forecasting
[NO] 29/1810 | The Center of the Temperley-Lieb Algebra
[NO] 30/1810 | Gradient-Free Topology Adaptation for Power Flow Surrogates via In-Context Whitening
[NO] 31/1810 | A new dual-population constrained multi-objective evolutionary optimization algorithm with repair constraint handling for structural optimization
[NO] 32/1810 | Speculate with Memory: Lossless Acceleration for LLM Agents
[NO] 33/1810 | The GEST-Engine: From Event Graphs to Synthetic Video. A Full Technical Report
[NO] 34/1810 | Proceedings of HLPP 2026: 19th International Symposium on High-Level Parallel Programming and Applications
[NO] 35/1810 | Open-KNEAD: Knowledge-grounded Nutrition Estimation via Agentic Decomposition
[NO] 36/1810 | Rank-1 Identity Consensus Predicts Gallery Enrollment in 1:N Face Matching More Accurately than Score Thresholding
[NO] 37/1810 | A 32-channel event-based bio-signal analog front-end with adaptive delta and pulse frequency encoding
[NO] 38/1810 | Analysis of a multispecies cross-diffusion Keller-Segel system with volume filling
[NO] 39/1810 | MemOps: Benchmarking Lifecycle Memory Operations in Long-Horizon Conversations
[NO] 40/1810 | Searching for Stellar Activity Cycles using Flares II: The TESS CVZ
[NO] 41/1810 | Inhibited Self-Attention: Sharpening Focus in Vision Transformers
[NO] 42/1810 | From Manifold Identification to Newton Acceleration on Intersections: Sparse Stiefel Optimization
[NO] 43/1810 | Superstatistical Analysis of PDFs and autocorrelation functions for air pollution concentrations in the UK
[NO] 44/1810 | MetaInfer: A Knowledge Only LLM Inference Engine Generator SKILL Toolbox
[NO] 45/1810 | Graph-space well-posedness for diffusion equations with degenerate instantaneous diffusion
[NO] 46/1810 | End-to-End Quantum Key Distribution Across Hybrid Fiber and Free-Space Links with All-Optical Encoding Conversion
[NO] 47/1810 | Southern massive stars at high angular resolution: WR 25 is a massive hierarchical triple system
[NO] 48/1810 | Contrast-Free ICA and Causal Inference via Wasserstein Distances to the Gaussian
[NO] 49/1810 | Knowledgeless Language Models: Suppressing Parametric Recall for Evidence-Grounded Language Modeling
[NO] 50/1810 | EP-FXT Observations of Abell 1795: X-ray Properties and Structure out to $R_{200}$
[NO] 51/1810 | Supernova Neutrinos and the Origin of Biomolecular Homochirality
[NO] 52/1810 | Dispersion-Guided Physics-Aware Deep Inverse Operator for Surface Wave Mode Separation
[NO] 53/1810 | Spatial-Frequency Cued Generative Fixed-Filter Active Noise Control Based on Deep Learning in Reverberant Environments
[NO] 54/1810 | Enhanced wavefront sensing for the Roman Coronagraph Instrument: Gaussian probes and compact model validation
[NO] 55/1810 | A Least Squares Weak Galerkin Finite Element Method for Fokker-Planck Type Equations
[NO] 56/1810 | A Variational Surrogate Approach to Finite-Horizon Quantum Control via Hardware-Efficient Ansatz
[NO] 57/1810 | On interacting non-Abelian antisymmetric tensor field models
[NO] 58/1810 | Silent Alarm: A J-Space Protocol for Comparing Danger Recognition Across Models and Quantization Levels
[NO] 59/1810 | Learning-enabled Acceleration of Scenario-based Model Predictive Control
[NO] 60/1810 | EvoGraph-R1: Self-Evolving Multimodal Knowledge Hypergraphs for Agentic Retrieval
[NO] 61/1810 | Constraint-Aware Aggregation for Federated Reinforcement Learning in Microgrid Energy Coordination
[NO] 62/1810 | Scalable Multi-BD Access for OFDM-Based Symbiotic Backscatter Communications
[NO] 63/1810 | A nonlocal elliptic problem on a Heisenberg group
[NO] 64/1810 | Epistemic Stance Flexibility Probing: Measuring Prompt-Conditioned Register Shift in Large Language Models
[NO] 65/1810 | Homogenization of the Navier-Stokes-Cahn-Hilliard system in the small-hole regime
[NO] 66/1810 | An internal shock model calibrated with real gamma-ray burst light curves using a genetic algorithm
[NO] 67/1810 | Learning-based Probabilistic Load Forecasting with Post-hoc and In-model Uncertainty
[NO] 68/1810 | Ascent and descent of bounded linear operators
[NO] 69/1810 | Bulkhead: Automated Semantic Detection and Remediation of Container Escape Vulnerabilities
[NO] 70/1810 | Auditable and Transparent Fully Authenticated Disk Encryption via USB Storage Interposition
[NO] 71/1810 | Superimposed Transmission for Cooperative Cellular and Cell-Free Massive MIMO Systems
[NO] 72/1810 | Symbiotic binaries in the Gaia data. II. Symbiotic candidates from general variability classification in DR3
[NO] 73/1810 | Stability Analysis of Grid-Following and Grid-Forming Converters Connected to Generators
[NO] 74/1810 | ngVLTI: Cost and Feasibility of a Four-Telescope VLTI Expansion for Milliarcsecond-Scale Imaging
[NO] 75/1810 | Symbiotic binaries in the Gaia data. I. Known symbiotics in DR3 and FPR
[NO] 76/1810 | From Critic to Confidence: PPO for Language-Based Quantitative Prediction with Confidence Estimation
[NO] 77/1810 | The subsonic limit of the 3D Zakharov system
[NO] 78/1810 | MambaPSA: A Mamba-based Replacement for C2PSA in YOLO26
[NO] 79/1810 | Maximizing All-Paths Phylogenetic Diversity: Parameterized Approaches for Networks
[NO] 80/1810 | Proof Theory and Dependent Type Theory: Distinct Foundations for Designing Proof Assistants
[NO] 81/1810 | Evidence-Grounded Verified Agentic Reasoning: A Path Toward Eliminating LLM Hallucination in Empirical Inference via Tool-Attested Kernel Proofs
[NO] 82/1810 | Investigating the Integration of Spatial Information in Foundation-Model-Based Speaker Diarization
[NO] 83/1810 | Switched-Feed Pinching-Antenna Systems for Wideband Terahertz Communications
[NO] 84/1810 | Off-shell equivalence in quantum field theory and gravity
[NO] 85/1810 | A Learning-Rate-Gated Failure of GRPO in a Small Language and Vision-Language Model Web Agent: A Controlled Null and Its Mechanism
[NO] 86/1810 | Instance-Enriched Semantic Maps for Visual Language Navigation
[NO] 87/1810 | Learning Forced Multibody Dynamics on Lie Groups
[NO] 88/1810 | PVDetector: Detecting Prompt Injection Attacks on Purpose-Specific LLM Agents through Policy-Violation Concept Analysis
[NO] 89/1810 | Streamlining stereo differentiable rendering for marker-free real-time tracking of surgical robots
[NO] 90/1810 | Unraveling the Generation Mechanism of a Mid-Latitude Plasma Blob and the Evidence of Its Rare Interaction with a MSTID Phase Front
[NO] 91/1810 | Improving Autonomous Nano-drones Performance via Automated End-to-End Optimization and Deployment of DNNs
[NO] 92/1810 | Thermo-electric transport in non-extensive QCD matter in presence of magnetic field
[NO] 93/1810 | Scaling Synthetic-Image Pre-Training for Federated Fine-Tuning of Large Vision Models
[NO] 94/1810 | Wasserstein gradient flows for Coulomb discrepancies
[NO] 95/1810 | Cheaper is Better: A Discount-Aware Network for Conversion Rate Prediction in E-commerce Recommendation System
[NO] 96/1810 | Survey on periodic vortex patches
[NO] 97/1810 | Activating thermally charged quantum batteries in finite time: Thermodynamic trade-offs between correlations, work, and information
[NO] 98/1810 | TrustVLA: Mechanism-Guided Inference-Time Defense Against Vision-Language-Action Backdoors
[NO] 99/1810 | The Infinitesimal Structure of Quantum Information
[NO] 100/1810 | FM-Receiver: A Foundation Model Enabled Unified Inner and Outer Neural Receiver Towards AI-Native Wireless Communications
[NO] 101/1810 | Mind the Gap: Promises and Pitfalls of Hierarchical Planning in LeWorldModel
[NO] 102/1810 | Quantum Weakest Preconditions Revisited: Pre-expectations for Expected Runtime Analysis
[NO] 103/1810 | Modification and extension of the Bayesian clinical trial design using external data for single-arm and hybrid-controlled trials
[NO] 104/1810 | Cellular Signal Constructed Convolutional Vision Transformer for High Accuracy Positioning
[NO] 105/1810 | Submetries in non-positive signature and applications
[NO] 106/1810 | A Bearing-Strength Method for Motion Estimation of Unknown Energy Emitters
[NO] 107/1810 | Coherence enhancement of Rydberg polaritons
[NO] 108/1810 | On multiplicativity of directed graphs
[NO] 109/1810 | Homomorphisms between standard modules of generalized Reedy categories
[NO] 110/1810 | DOA Estimation from One-Bit Magnitude-Only Measurements via Sign-Consistency Optimization
[NO] 111/1810 | A Fast Concentric-disk Contour Integration Method For Microlensing Limb-darkening Effect
[NO] 112/1810 | Ito-Wentzell Formula and Dupire Stochastic PDE
[NO] 113/1810 | Strongly regular Banach spaces with big weakly open subsets in the unit ball
[NO] 114/1810 | An Omnilingual-ASR-Based Speech-LLM System for the 2nd MLC-SLM Challenge
[NO] 115/1810 | Steering Diffusion Models via Class-Contrastive Influence for Few-Shot Medical Classification
[NO] 116/1810 | Renormalisation of Inhomogeneous Random Graphs
[NO] 117/1810 | Euler Characteristics of Generic Quiver Grassmannians: Semi-Invariants and Localization
[NO] 118/1810 | Let RGB Be the Language of Vision
[NO] 119/1810 | Measuring Ultralight-Axion Coherence with Galaxy Polarization Correlations
[NO] 120/1810 | Magnetothermopower and particle-hole symmetry in a cuprate strange metal
[NO] 121/1810 | Singular and nearly singular quadrature in arbitrary dimensions
[NO] 122/1810 | Accepted Prefixes Are Not All You Need: A Negative Result on PEFT-Based Block-Diffusion Drafting
[NO] 123/1810 | Online Control via Counterfactual Tracking
[NO] 124/1810 | Audio-Native Speech Recognition with a Frozen Discrete-Diffusion Language Model
[NO] 125/1810 | Model-Independent Indication for a Localized Anomaly in the Late-Time Expansion History
[NO] 126/1810 | The Spectrum Is Not Enough: When Context Helps Time-Series Forecasting
[NO] 127/1810 | Shared Bidding Algorithms and Competition: Evidence from Electricity Markets
[NO] 128/1810 | Ranks of Elliptic Curves Twisted by Quadratic Forms
[NO] 129/1810 | A Noise-Aware Quantum Algorithm for Credit Valuation Adjustments on Real Quantum Hardware
[NO] 130/1810 | Controllable Generation of Diverse Dermatological Imagery for Fair and Efficient Malignancy Classification
[NO] 131/1810 | Single-Shot High-Energy Muon and Particle Radiography with a Multi-GeV Laser-Wakefield-Accelerator-Driven Source
[NO] 132/1810 | The log log jam in Gaussian state tomography
