[2026-07-30 11:08:47] 开始执行论文搜索任务
搜索关键词: verification
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 168/1854 | Existence of a stable shrinker for the corotational harmonic map heat flow in higher space dimensions
[NO] 169/1854 | Inferring Magnetic Material Parameters from Statistical Measures in Strongly Fluctuating Magnetization Dynamics
[NO] 170/1854 | Conditional hypocoercivity for nonlinear kinetic Fokker--Planck equations
[NO] 171/1854 | A Low-Power Sparse Convolution Accelerator with Idle-First-Task-Assignment for Edge Vision
[NO] 172/1854 | Scanning Gate Microscopy Modulation of Supercurrent in Graphene Josephson Junctions
[NO] 173/1854 | Exploring Structures in Physics Problems: Can AI Agents Discover Statistical Mechanical Mappings?
[NO] 174/1854 | Neoplatonic solids
[NO] 175/1854 | Optimizing Efficiency and Convergence in MMRM: Practical Considerations for Longitudinal Data Analysis
[NO] 176/1854 | A Wireless Volumetric Metamaterial Resonator for Breast MRI
[NO] 177/1854 | Symphony of Bias: Exploring Gender Associations with Musical Instruments in Multimodal LLMs
[NO] 178/1854 | ReCo: Reweighting GRPO Against Distributional Concentration
[NO] 179/1854 | NeoRacer: An Open, Standardized 1:12 Scale Autonomous Race Car for Benchmarking and Education
[NO] 180/1854 | From Representations to Behaviors: Exploring the Person-Situation-Behavior Triad in LLMs
[NO] 181/1854 | ToxScreen: Detecting Whether an LLM Has Been Poisoned
[NO] 182/1854 | Tight Generalization Bound for AdaBoost
[NO] 183/1854 | Uniform Convergence of Generalized Conditional Fréchet Means with Applications to Weighted Fréchet Aggregation and Exceedance Set Estimation
[NO] 184/1854 | Language Models are not Equally Robust to Non-Canonical Tokenization across Languages
[NO] 185/1854 | Budget-Aware LLM Discovery via Cost-Calibrated Frontier Utility
[NO] 186/1854 | AI as Friction for Reflection Support in Ideation
[NO] 187/1854 | From Found to Designed: Concepts as a Design Axis for Large Language Models
[NO] 188/1854 | Optimizing the extraction of information from redshift probability distribution functions
[NO] 189/1854 | From Uncertainty to Determinism: Coarse-to-Fine Visual Floorplan Localization without Ray Matching
[NO] 190/1854 | Minimax adaptive control for finite sets of positive linear systems
[NO] 191/1854 | Limit cubic laminations
[NO] 192/1854 | Practice Makes Policies: Bootstrapping and Consolidating Robotic Capabilities from Zero Human Demonstrations
[NO] 193/1854 | Route by Kinematics, Act by Observation: Kinematics-Supervised Expert Routing in MoE-Augmented VLA
[NO] 194/1854 | Disentangling bulk and surface states in the electronic structure of PtBi$_2$(0001)
[NO] 195/1854 | Crossing-Free Probabilistic K-Line Forecasts Without Retraining
[NO] 196/1854 | Stable and Budget-Feasible Coalition Formation for Clustered Federated Learning: A Hedonic Potential-Game Approach
[NO] 197/1854 | Invariant forms compute the Dolbeault cohomology of complex nilmanifolds
[NO] 198/1854 | Enhancing Generative Information Extraction with Two-step Validation: A Product Attribute Use Case
[NO] 199/1854 | Twin reflections from a moving space-time boundary
[NO] 200/1854 | Long-Tailed 3D Point Cloud Dataset Distillation
[NO] 201/1854 | On the Betti numbers, Poincaré polynomials, and Euler characteristics of $\overline{\mathcal M}_{0,n}$
[NO] 202/1854 | Bouncing Cosmology and Cosmological Dynamics in $f(Q,T)$ Gravity
[NO] 203/1854 | Demonstration of a High-Q Subwavelength Dielectric Nanocylinder
[NO] 204/1854 | Domain adaptation for handwriting trajectory reconstruction from IMU sensors
[NO] 205/1854 | Online Handwriting Trajectory Reconstruction from Kinematic Sensors using Temporal Convolutional Network
[NO] 206/1854 | Platicon purification in self-injection locking regime via gain switching
[NO] 207/1854 | AtmosERC: Modeling Dialogue-Level Affective Atmosphere for Emotion Recognition in Conversation
[NO] 208/1854 | FreeShadow: Training-Free Shadow Removal via Illumination Transfer and Selective Content Preservation in Diffusion Models
[NO] 209/1854 | Mixture-of-experts for handwriting trajectory reconstruction from IMU sensors
[NO] 210/1854 | Strongly linearly convex exhaustion of $\mathbb C$-convex domains with $\C^{1,α}$ boundary
[NO] 211/1854 | An Informativeness-based Clustered Federated Learning Method for Reliable Traffic Prediction in Managed Wi-Fi Networks
[NO] 212/1854 | UAV Swarming for Air-Ground ISAC via Cross-Region Cooperation
[NO] 213/1854 | Quantum model reduction based on Oja's flow
[NO] 214/1854 | On the decay estimates of a nonlocal convection-diffusion Hamer system
[NO] 215/1854 | Computational Study of Water Adsorption and Dissociative Mechanisms Impacting g-C3N4's Optical and Electronic Properties
[NO] 216/1854 | Stabilized Morley FEM for surface Stokes in stream-function formulation: Optimal convergence via a new geometric estimate
[NO] 217/1854 | The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for Energy
[NO] 218/1854 | Rethinking Self-Evolution: A Constrained Exploration-Exploitation Process for Mitigating Skill Overfitting
[NO] 219/1854 | Borrowed Strength: Best-of-N Search over a Code EncodingBreaks Self-Check Jailbreak Defenses
[NO] 220/1854 | Filesystem-Based Memory for LLM Agents: Organization, Evolution, and Sustainability
[NO] 221/1854 | Mesh-dependent iteration count growth in primal-dual active set strategies
[NO] 222/1854 | WhisperRec: Latent Reasoning for Efficient Foundation Recommendation Models
[NO] 223/1854 | Integral Representations for Interface Problems for the Barenblatt-Sobolev-Galpern Pseudoparabolic Equation
[NO] 224/1854 | Interaction-induced sign reversal of the orbital magnetic susceptibility in Chern insulators
[NO] 225/1854 | Detecting seizure onset and offset times using human intelligence: A critical-transitions-based approach
[NO] 226/1854 | Rainfall is rough
[NO] 227/1854 | Combinatorial Bounds for Codes over Metric Spaces: Ramsey-Sidorenko Thresholds and Subgraph Counts
[NO] 228/1854 | Geometric Properties of Higher Dimensional Solenoidal Attractors
[NO] 229/1854 | Where does the criticality live? Early-warning signals are event-heterogeneous across seven crypto-perpetual liquidation cascades
[NO] 230/1854 | Visual Credit Audit for Multimodal Spatial Reasoning
[NO] 231/1854 | The {K}aplan--{M}eier estimator as a limit function of {E}fron's self-consistency iterations
[NO] 232/1854 | Magnetophotonic crystals with antiferromagnetic order
[NO] 233/1854 | Optimising Trotter-Suzuki Simulations of Markovian Open Quantum Systems via Classical Search
[NO] 234/1854 | Tight Stability Estimates Near the Simplex and Improved Bounds for the Diameter of the Banach-Mazur Compactum in Fixed Dimensions
[NO] 235/1854 | SNT-Rank: Kronecker Products and Euclidean Distance Matrices
[NO] 236/1854 | Kuroda's Class Number Formula
[NO] 237/1854 | Rotating mirror with all-directional pinch compressions - The beauty and simplicity in controlled nuclear fusion
[NO] 238/1854 | Mean curvature and sharp Willmore inequalities in metric spaces
[NO] 239/1854 | Lipschitz continuity of harmonic maps between ${\rm RCD}(K,N)$ spaces and ${\rm CAT}(κ)$ spaces
[NO] 240/1854 | Universality of dual mass-scaled fundamental modes in two-fluid neutron stars with mirror dark matter
[NO] 241/1854 | Algorithms for Linear Ordinary Differential Operators
[NO] 242/1854 | Constraining the shape of dark matter haloes using only starlight II. Tests of the technique with objects of known gravitational potential
[NO] 243/1854 | Theory of phonon-magnon hybridization and angular momentum in CrI$_3$ and CrBr$_3$
[NO] 244/1854 | InkShield: Writing Style Protection Against Unauthorized Handwriting Mimicry
[NO] 245/1854 | Constraints from parallaxes and average period spacings in the asteroseismic study of 8 DAVs
[NO] 246/1854 | Finite-Time Chaos Diagnostics and Noise-Induced Basin Merging in a Two-Dimensional Map
[NO] 247/1854 | Gamow shell model description of the hypernuclei
[NO] 248/1854 | A Simple Robust Procedure in Instrumental Variables Regression
[NO] 249/1854 | Assurance-Scoped Reliability for Agentic Networks: Capturing the State That Matters
[NO] 250/1854 | Instability-induced bistable shape-morphing kirigami structures
[NO] 251/1854 | Surrogate assisted diversity estimation in neural ensemble search
[NO] 252/1854 | J-PAS & FLAMINGO: Cosmic voids and void galaxies in the gravitational landscape of photometric surveys
[NO] 253/1854 | Extended Phase Space Thermodynamics and Joule-Thomson Expansion of Regular AdS Black Holes in a String Cloud
[NO] 254/1854 | A topological interpretation of numbers
[NO] 255/1854 | Boundary-Driven Anisotropic Coarsening in Conserved Phase Separation
[NO] 256/1854 | BioVLN: A Simulation Platform for Visual Language Navigation in Biomedical Laboratories
[NO] 257/1854 | Fractal Remez inequality on the sphere and observability of the heat equation
[NO] 258/1854 | Revival of transport reciprocity via quantum interference in asymmetric nonlinear devices
[NO] 259/1854 | Exact Lagrangian Realization and Robust Strain Sensing in Incompressible Flow
[NO] 260/1854 | Beyond Action Imitation: Learning a Decision-Aware User Simulator for Online Advertising
[NO] 261/1854 | The Lie algebra generated by gradient vector fields
[NO] 262/1854 | SERPO: Self-Evolving Rubric Policy Optimization for Open-Ended Test-Time Reinforcement Learning
[NO] 263/1854 | Gravitational bremsstrahlung waveform at the eighth post-Minkowskian order in the extreme-mass-ratio limit
[NO] 264/1854 | First- and Second-Order Phase Transformation Modeling Based on the Hamilton Principle: A Coupled Thermo-Mechanical Approach for Glass Additive Manufacturing
[NO] 265/1854 | ASARL: Autonomous Social-Aware Relevance Learning for QQ Search
[NO] 266/1854 | MultiFixer: A Coordinator-Proposer Based Multi-Agent Framework For Fixing Multi-Hunk Bugs
[NO] 267/1854 | One Run Is Not an Idea: The Implementation Lottery in Automated Research
[NO] 268/1854 | Level, Sharpness, and Corpus: Why Zero-Shot OOD Detector Rankings Do Not Transfer
[NO] 269/1854 | Stochastic Scalar Conservation Laws on Moving Hypersurfaces
[NO] 270/1854 | In Search of the Most Balanced Sampling Design
[NO] 271/1854 | Impact of microlens shape on the performance of Laser Guide Star wavefront sensors for ELT-class telescopes
[NO] 272/1854 | HARMONI@ELT: instrument design, performance, and science capabilities
[NO] 273/1854 | Fuglede's Conjecture on Cyclic Groups of Square-Free Order: The Case of Rapidly Growing Prime Factors
[NO] 274/1854 | Secure Relay Low-Altitude Networks via Hybrid Fixed-Position and Rotatable Antenna Arrays
[NO] 275/1854 | EgoSafe: A First-Person Mobile-Captured Benchmark for Visual Safety Understanding
[NO] 276/1854 | Explicit Kinematic Guidance from Analytic Concepts for Vision-Language-Action Models
[NO] 277/1854 | Evidence-Ledger Adjudication for Claim-Evidence Traceability
[NO] 278/1854 | Collaborative Weighting with Pessimistic Critic for Mitigating Overestimation in Off-Policy Reinforcement Learning
[NO] 279/1854 | Classical and vincular patterns of length three in generalized alternating permutations
[NO] 280/1854 | Global Pass Barriers Without Per-Resource RHI Tracking: A Cross-Vendor Study with Blade
[NO] 281/1854 | Calibrating the Digital Twin Channel: Statistics-Consistent Sim-to-Lab Adaptation for W-Band Industrial OFDM Links
[NO] 282/1854 | From Conceptual Hydrologic Models to Conceptually Interpretable Neural Networks: A Snow-Water Mass-Conserving-Perceptron Framework for Discovering Catchment-Scale Precipitation-Storage-Runoff Representations
[NO] 283/1854 | EvoPINN: Agentic Discovery of Executable Algorithms for Physics-Informed Neural Networks
[NO] 284/1854 | d-Spectral Bitopological Spaces
[NO] 285/1854 | Phase Retrievability of Super Operators and Measurements
[NO] 286/1854 | Learning Dynamic User Personas from Implicit Interaction Streams via Iterative Refinement
[NO] 287/1854 | On Oliver's relations between infinite series and infinite products
[NO] 288/1854 | CG-World: A Large-Scale World-State Dataset and Protocol for World Models
[NO] 289/1854 | Mergeable Model-Side Aggregation States for Long-Context Language Models
[NO] 290/1854 | Lattice Quantum Chromodynamics for Quantum Simulations
[NO] 291/1854 | Graphene-based Hemispherical Transmitarray Antenna for Wide-Angle Beam Steering and Ultrafast Moving Target Tracking
[NO] 292/1854 | FAS-R1: A Unified Multi-Task MLLM for Reasoning Face Anti-Spoofing
[NO] 293/1854 | Do Unified Multimodal Models Think in One Space? A Lens Through Cross-Branch Steering
[NO] 294/1854 | Voice Memory for Agentic Speech Recognition
[NO] 295/1854 | Non-Hermitian Random Matrix Theory of Jamming in Active Disordered Media
[NO] 296/1854 | Self-similar rigid rotation in anisotropic squeezed Laguerre--Gaussian beams
[NO] 297/1854 | A Fresh Look at Best Inductive Loop Invariant Synthesis for Bit-Vector Relations
[NO] 298/1854 | (Im)Paired Programming: Coding Agents Improve Productivity but Harm Understanding
[NO] 299/1854 | Charged Dirac stars
[NO] 300/1854 | Practical Quantum Topological Data Analysis with Applications to High-Dimensional Feature Extraction and Time Series Analysis
[NO] 301/1854 | Mixed partition functions are exactly the graph parameters of exponentially bounded edge-connection rank
[NO] 302/1854 | The Maxwell Conjecture is False
[NO] 303/1854 | From Classification to Regression: Using a Fruitfly to Solve Equations
[NO] 304/1854 | The Fidelity and Feedback Traps: The Case for Health Digital Twins as Modular Evolving Causal Systems
[NO] 305/1854 | OQRAM: Oblivious Quantum Random Access Memory for Securing Delegated Quantum Queries
[NO] 306/1854 | Pointwise subexponential growth and near-diffusive displacement on bounded-degree graphs with non-negative Ollivier--Ricci curvature
[NO] 307/1854 | Inhomogeneous saturation of excitons in monolayer transition-metal dichalcogenides
[NO] 308/1854 | An Interpretable Low-Rank State-Space Model for Multi-Horizon Simulation of Large-Scale Regional Temperature Fields
[NO] 309/1854 | Outcomes of Grand Unified Symmetry Breaking
[NO] 310/1854 | Constructions of $k$-Min-Wise Hash from Bounded Independence
[NO] 311/1854 | Direct minimization versus iterative embedding in the ghost-Gutzwiller method: a comparative study of magnetism in Mott insulators
[NO] 312/1854 | Skillful forecasting of offshore winds from satellite scatterometer constellations
[NO] 313/1854 | Two-Filter Adaptive Gaussian Mixture Smoothing for Nonlinear Systems
[NO] 314/1854 | Shear-kSZ: A New Estimator for the Matter-Electron Power Spectrum from kSZ Tomography and Weak Lensing
[NO] 315/1854 | Explainable and Resource-Efficient Spatial Reasoning in Multimodal LLMs for Decision-Critical Applications
[NO] 316/1854 | Investigating reservoir computing for branch predictionin pipelined processors using emerging CMOS memristor devices
[NO] 317/1854 | Hybrid SINDy-EnKF in Learning Chikungunya Dynamics from Incomplete, Noisy or Partially Observed Data
[NO] 318/1854 | SPECTRE: A robust solver for 3D equilibria with arbitrary topology
[NO] 319/1854 | The Computable but Not Learnable Information-Value-Free Equilibria and Regulation of Algorithmic Collusion
[NO] 320/1854 | Post-Training at the Edge of Detectability: A Game-Theoretic Approach to Fine-Tuning
[NO] 321/1854 | Modelling Anomalous Diffusion: The Role of CTRWs and Non-Local Dynamics
[NO] 322/1854 | Equilibrium Training of Energy-Based Models with Parallel Trajectory Tempering
[NO] 323/1854 | Entanglement signatures of topological phase transitions in a dirty Weyl semimetal
[NO] 324/1854 | PIKS: Universal Physics-Informed Kernel Methods
[NO] 325/1854 | Temporal Interference from Topological Transitions in Monitored Quantum Dynamics
[NO] 326/1854 | Improved bounds on the inradius and inverse inradius process of the convex hull of planar Brownian motion
[NO] 327/1854 | Can we live Danckwerts' dream? Mixing Analysis in a Baffled Stirred Tank Reactor Based on 4D-Particle Tracking Experiments
[NO] 328/1854 | Training Quantum Dragons
[NO] 329/1854 | Automated NRQCD and NRQED simulations of quarkonium and leptonium production with P-wave states and physical-mass effects
[NO] 330/1854 | Tangling Pull Requests: Curating a Commit Untangling Dataset from Merged PRs
[NO] 331/1854 | Recent Progress in Ab-Initio Nuclear Theory for Precision Physics Searches in Muonic Atoms and Superallowed $β$ Decays
[NO] 332/1854 | The $L^2$ contraction of solutions with large perturbation in multiple space dimensions from the oscillatory dispersive planar shock
[NO] 333/1854 | Engineering SU($N$)-Symmetric Hubbard Models with Microwave-Shielded Dipolar Molecules
[NO] 334/1854 | Designing Pairwise-Stable Agent Seating Arrangements
[NO] 335/1854 | Riesz* Homomorphisms on the copositive Cone
[NO] 336/1854 | No band gap, no problem: Defects in InAs using a band-avoiding occupation-constrained density functional theory
[NO] 337/1854 | Step-Attention Refinement of DINOv3 Features for Efficient Anterior Eye Segmentation
[NO] 338/1854 | On-Policy Distillation for LLM Safety: A Routing Approach to Template-Robust Realignment
[NO] 339/1854 | Field Codes for Distributed Coupling Samplers and Certified Empirical Transport
[NO] 340/1854 | Adaptive Multi-Backend Simulation of Near-Clifford Quantum Circuits via Spatial Stabilizer-Frame Partitioning
[NO] 341/1854 | A Degenerate Singlet-Triplet Qubit with All-Electrical Orthogonal Control
[NO] 342/1854 | SciFigAlign: Scoring Scientific Figures by Fine-tuned Alignment of Visuals with Manuscript Evidence
[NO] 343/1854 | CoCaRS: Correlation Calibration-Based Redundancy Suppression for Heterogeneous Knowledge Distillation
[NO] 344/1854 | Forcing and duality-corrected contracts for volatility control
[NO] 345/1854 | Correlated Chance Sampling for Monte Carlo Counterfactual Regret Minimization
[NO] 346/1854 | Lottery Tickets Are Not Deployment Tickets
[NO] 347/1854 | Unconventional Thermalization of a Three-Wave-Mixing Model
[NO] 348/1854 | TreeCCA: Canonical Correlation Analysis via Gradient-Boosted Trees
[NO] 349/1854 | Quantum random-number generator with non-demolition measurements: semi-device-independent implementation
[NO] 350/1854 | Evaluating Regional Bias in LLMs From Abstract Stereotype to Concrete Social Decision-Making
[NO] 351/1854 | Interactions between structural and magnetic domains through the Verwey transition in stoichiometric and doped magnetite
[NO] 352/1854 | Upper bounds for the monotone rank of the unique disjointness matrix
[NO] 353/1854 | Finite size scaling of bitstring probability distributions for Rydberg arrays
[NO] 354/1854 | Parameterized Complexity of Fair Coloring Problem
[NO] 355/1854 | AgentSnare: Learning to Delay, Divert, and Defuse Autonomous Penetration Agents
[NO] 356/1854 | On a cosmological Oppenheimer-Snyder model: matching McVittie and FLRW spacetimes
[NO] 357/1854 | Generation of representative powder particle packing in 2D/3D: which tool for which application?
[NO] 358/1854 | Using large language models to probe the limits of atom-centered structural descriptors
[NO] 359/1854 | On a shape optimisation problem for Maxwell's eigenvalues on cuboids
[NO] 360/1854 | Semiparametric Prediction with Efficient Interval Length under a Right-Censored Covariate
[NO] 361/1854 | OptimismBench: Forecasting Bias and the Alignment Effect in Language Model Judgment
[NO] 362/1854 | Ferroelectric switchable altermagnetic-like compensated ferrimagnets with charge ordering
[NO] 363/1854 | A Spectral-Domain Pseudo-Inverse Construction Method for Unitary Diagonalizable Linear Inverse Problems
[NO] 364/1854 | Bayesian Plackett--Luce latent block models for ranked data
[NO] 365/1854 | Magnitude of homogeneous Moran sets in the unit interval
[NO] 366/1854 | Belief-Guided Decision Making with Uncertainty Gating in the Game of Go
[NO] 367/1854 | Symmetry-Selective Strain Control of Anisotropic Magnetic Response in a Silicon FinFET Double Quantum Dot
[NO] 368/1854 | What Does It Take to Detect an AI Agent? Minimal Feature Sets for Behavioral Detection under Browser Automation
[NO] 369/1854 | The electric field gradient tensor as a symmetry-adapted order parameter in Landau theory
[NO] 370/1854 | Temporally Centered SIGReg Improves Multi-Task LeWorldModel Learning: From Analysis to Method
[NO] 371/1854 | Quantum Fisher information of the Klein--Gordon, $φ^4$, and Dirac vacua
[NO] 372/1854 | Cross-organisational Process Mining from Message Logs
[NO] 373/1854 | $L^p$ Estimates for the $\bar{\partial}$-Problem on Rational Hartogs Triangles
[NO] 374/1854 | SCALPEL: Semantic Cross-modal Alignment via LLM-Powered Encoder Learning for Medical Vision-Language Representation
[NO] 375/1854 | Outflow Behavior from the Transonic Advective Disks: A Hydrodynamical Simulation Study
[NO] 376/1854 | Improved analysis of non-resonant Higgs boson pair production in the $b\bar{b}τ^+τ^-$ final state with $196$ fb$^{-1}$ of data collected at $\sqrt{s}$ = 13 TeV and 13.6 TeV with the ATLAS detector
[NO] 377/1854 | Detection of AI-generated stems within hybrid human-AI music
[NO] 378/1854 | Advanced Virgo during the LIGO-Virgo-KAGRA fourth observing run
[NO] 379/1854 | Douglas Weighted Dirichlet Spaces: Analytic and Probabilistic Aspects
[NO] 380/1854 | FedWeave: Rethinking the Unit of Specialization in Heterogeneous Federated MoE-LoRA
[NO] 381/1854 | Fewer Clarifications, Better Code: Benchmarking Cross-Session Personalized Ambiguity Adaptation in Coding Assistants
[NO] 382/1854 | WikiLoop: Jointly Learning to Build and Navigate Agent-Native Wikis with Downstream Feedback
[NO] 383/1854 | SpatialQ: Understanding 3D Gaussian Splatting Scene Quality via Visual-based MLLM
[NO] 384/1854 | Optimal control problems for quasi-linear parabolic equations and their linear approximations
[NO] 385/1854 | Unified Shared Memory in OpenMP: Implementation, Programmability, and Performance on Intel Accelerators
[NO] 386/1854 | Recover, Decode, Reguard: Guard-Agnostic Defense Amplification againstEncoded VLM Jailbreaks
[NO] 387/1854 | Cherenkov Diffraction Radiation Interferometry for Beam Divergence Diagnostics
[NO] 388/1854 | From Tokens to Watt-hours: Analytical Energy Estimation for LLM Inference on Modern GPUs
[NO] 389/1854 | Representation Trajectories Matters: Complementary Evidence for OOD Detection and Image Classification
[NO] 390/1854 | Constraining deviations from the Teukolsky equation with GW250114
[NO] 391/1854 | Prosody-driven Jailbreaks in Audio LLMs: A Controlled Study and Mechanistic Analysis
[NO] 392/1854 | Towards an Extended VLTI: Turbulence Characterization for Kilometer-Scale Optical Links at Paranal
[NO] 393/1854 | Determining Critical Temperature Differences of Low-Temperature-Differential Stirling Engines: Nonlinear Dynamics Approach
[NO] 394/1854 | When to Treeify Hash Table Buckets: A Reproducible C Study of List, Hybrid, and Red-Black Tree Chaining
[NO] 395/1854 | Online Monitoring and Risk Assessment of Non-Cooperative UAVs via STL-Aware Adaptive Fusion Kalman Filtering
[NO] 396/1854 | Repair as Representational Work: Integration Bottlenecks in AI-Assisted Development
[NO] 397/1854 | Quantum Geometry-Driven RKKY: From Flat to Dispersive Bands
[NO] 398/1854 | From Interface to Inference: Eliciting Any-Order Inference from Any-Order Models
[NO] 399/1854 | Chaotic Imprints in Gravitational Waves from Conformal-Anomaly-Corrected Extreme-Mass-Ratio Inspirals
[NO] 400/1854 | Parameterized Fair Resource Allocation under Diversity Constraints
[NO] 401/1854 | Reconstructing Backpropagation from Forward Fluctuations in Noise-modulated Neural Networks
[NO] 402/1854 | Explicit Separations for One-Query Unitary Synthesis
[NO] 403/1854 | Weak but Not Strong Asymptotic Testability
[NO] 404/1854 | Bayesian Graphical Models under Positivity Constraints: A Scalable generalized likelihood Approach
[NO] 405/1854 | Interpretable Image-Level Acne Severity Grading via EfficientNet-B0 Transfer Learning and Grad-CAM
[NO] 406/1854 | ForgetBench: Benchmarking Forgetting Dynamics of Long-Term Parametric Memory in Language Models
[NO] 407/1854 | ExplainBench: Evaluating Code Explanations from Agents
[NO] 408/1854 | Improved Bounds for Distinct Multiples in Intervals
[NO] 409/1854 | On the denseness of distal points
[NO] 410/1854 | How Do Researchers Manage Visualization Experiment Stimuli?
[NO] 411/1854 | Global Exponential Stabilization of the Kinematic Bicycle Model of a Car in Polar Coordinates
[NO] 412/1854 | Supersaturation in union-closed families of sets
[NO] 413/1854 | Fully distributed singularity-free prescribed-time stabilization of the continuous-time generalized adaptive Bellman-Ford algorithm
[NO] 414/1854 | Physics-informed Machine Learning Prediction of Hubbard Interaction Parameters
[NO] 415/1854 | A Mixed-Resonance Counterexample to the Lukic Conjecture
[NO] 416/1854 | When Fish Look Alike: Tracking Identities with Dual-branch Elasticity
[NO] 417/1854 | An Invertible Family of Hurwitz--Lerch Type Functions Associated with $k$-Augmented Centered Triangular Numbers
[NO] 418/1854 | A Lower Bound on the Sliced Wasserstein Comparison Constant for Translated Measures
[NO] 419/1854 | Registration-Grounded Spectral Fusion for Unregistered WLI/NBI Endoscopic Lesion Segmentation
[NO] 420/1854 | CaM-Wolf: Causal-Aware Multimodal Agents for Social Deduction Games
[NO] 421/1854 | Sensitivity and Differential Privacy in Metric Voting with Distortion below Three
[NO] 422/1854 | An ER-Model-Based Framework for Case Notion Selection in Object-Centric Processes
[NO] 423/1854 | Time-delay Control Using a New Nonlinear Adaptive Law for Cable-Driven Robots
[NO] 424/1854 | QUIC-TRIP: A Triple-Redundant Journey Toward Secure Substation Communications
[NO] 425/1854 | Resonant Fourier--Tree Factorisation for the Modified Lyons--Sidorova Conjecture
[NO] 426/1854 | World-Line Actions in Weyl Geometry
[NO] 427/1854 | TREA-Net: A Transferable Residual Epidemiological Adaptation Network for Dengue Incidence Forecasting
[NO] 428/1854 | Rotational equivariance and locality in data-driven subgrid-scale closures
[NO] 429/1854 | Network Verified NTN Positioning for 6G A Standards Oriented Survey of Hybrid TN NTN Localization
[NO] 430/1854 | Before Agents Speak: Pre-hoc Failure Risk Inference in Multi-Agent Systems
[NO] 431/1854 | Paleodetectors for neutrino signals from diverse Galactic stellar collapses
[NO] 432/1854 | A non-holomorphic P=W phenomenon
[NO] 433/1854 | Navigation driven by bidirectional information transmission between sensing and actuation
[NO] 434/1854 | Optimal Error Estimates of a Finite Element Method for Semilinear SPDEs with Additive Noise and Nonsmooth Initial Data
[NO] 435/1854 | CheckVLA: Execution-Time Verification with Action-Conditioned World Model for Long-Horizon Mobile Manipulation
[NO] 436/1854 | Fundamental group schemes of globally F-regular varieties
[NO] 437/1854 | Nonlinear Stability and Instability of Finite-Energy Solutions of the Compressible Euler-Riesz Equations with General Pressure Laws
[NO] 438/1854 | Enforcing IID structure on time-bin encoded QKD protocols via coarse-graining
[NO] 439/1854 | Energetic Particle Acceleration and Transport: Interplanetary Coronal Mass Ejections and Shocks
[NO] 440/1854 | Characterisation at the HL-LHC of Long-lived Heavy Neutrinos in Gauge Extensions of the Standard Model
[NO] 441/1854 | Label and Recover Coherent Errors: Randomized Compiling Does Not Destroy Coherent-Error Information
[NO] 442/1854 | Multimodal fusion of visual and morphometric features for avian bone classification
[NO] 443/1854 | Global Sensitive-Based Input Shaping for UAV-Payload Precision Motion Control
[NO] 444/1854 | Dynamical phase retrieval for Schr{ö}dinger evolution on finite graphs
[NO] 445/1854 | The Internal Magnetic Field Structure of ICMEs in the Heliosphere
[NO] 446/1854 | Automated Multilabel Mpox Research Classification with Explainable Transformer Models
[NO] 447/1854 | Universality and Approximation Rates of Graph Neural Networks with Random Features
[NO] 448/1854 | The weak Harnack inequality and the rigidity of the anisotropic Trudinger's equation
[NO] 449/1854 | Visko Orbis 1.0: A Live Model for Real-Time Interactive Long Video Generation
[NO] 450/1854 | A Harmonic-Map Proof of Mostow Rigidity
[NO] 451/1854 | Scientific Knowledge Discovery in the Age of Large Language Models
[NO] 452/1854 | AgenticCANN: Automated Ascend C Operator Generation via Knowledge-Augmented Agentic Evolution
[NO] 453/1854 | Galvanic Vestibular Stimulation in Latent Space
[NO] 454/1854 | Fingerprint-Driven Automation: Coupling Reconnaissance with POC Verification
[NO] 455/1854 | FakeIDet3-DB: Refining Digital Attacks and Patch Extraction for Secure ID Benchmarking
[NO] 456/1854 | Equilibrium for Regular-Singular Control under Mean-Variance Criterion
[NO] 457/1854 | Guarding Organizations Against Malware Risk: A Novel Graph-Based Malware Detection Method
[NO] 458/1854 | NELSSA: A GPU-PNM Heterogeneous System for Mixed-Length LLM Serving via Length-based Request Placement
[NO] 459/1854 | Revisiting Lossy Verification in Speculative Decoding: Mechanisms, Trade-offs, and Failure Modes
[NO] 460/1854 | Pyramids and Extended Metric Measure Spaces
[NO] 461/1854 | A Study on Online Mask-based Beamforming Using Per-channel Masking for Spatially Distributed Microphones
[NO] 462/1854 | Critical non-thermal fixed point and the dynamical condensation phase transition
[NO] 463/1854 | Very Strong Irreversibility of Quantum Entanglement
[NO] 464/1854 | VidMap: Exploiting Temporal Structure for Video-Based Structure-from-Motion
[NO] 465/1854 | Inverse Learning of Latent Risk-Neutral Densities from Irregular Option Quotes
[NO] 466/1854 | A Photonic-CXL Memory Appliance for Scalable KV Cache Management in LLM Inference
[NO] 467/1854 | Robust quantum state certification and uncertainty principles for total influence
[NO] 468/1854 | GraphQAG: A Knowledge-Graph-Guided Visual Analytics Framework for Question-Answer Pairs Generation
[NO] 469/1854 | Reconfigurable Optical Platform for One-way Quantum Communication Complexity
[NO] 470/1854 | Some intuition for why cooperative systems "look 1-dimensional" and 2-cooperative systems "look 2-dimensional"
[NO] 471/1854 | Classical and Quantum MacWilliams Transforms as Spin Kinematics
[NO] 472/1854 | Geometry of strong forces in continuum mechanics
